ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EDU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EDU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EDU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EDU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
812,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,7.915032952,4328.070707,890.7895671,54.12549214,0.000545375,0.298220265,0.061378734,0.003729449,0,0.333333343,0.05882353,0,0.001841587,0.167104128,0.05267954,0.005178795,1,12272,496.354,0.001828767,0.205816778,1.25E-02,0.000644967,0.072587155,4.41E-03,1.49E-07,1.68E-05,1.02E-06
813,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,4.107189689,2017.285014,250.0065432,20.80522949,0.000620609,0.304817923,0.037776752,0.003143734,0,0.393464059,0.026143791,0,0.00162302,0.184488338,0.042117685,0.004724977,1,5093,308.998,0.002035999,0.123932187,1.03E-02,0.000806438,0.049088267,4.09E-03,4.00E-07,2.43E-05,2.03E-06
814,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,1999.8262,36491.53562,3644.120367,537.0013262,0.014776422,0.269630599,0.02692587,0.003967824,0.002614379,0.29150328,0.015686275,0,0.022568678,0.135872715,0.033083022,0.005677317,1,127417,2071.424,0.054802468,0.099862072,1.47E-02,0.015695129,0.028599954,4.21E-03,4.30E-07,7.84E-07,1.15E-07
814,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,94.25621218,14926.15468,1927.245807,292.3712519,0.001249254,0.197828425,0.025543351,0.003875033,0,0.197385624,0.007843138,0,0.003973871,0.116074141,0.036361924,0.006730747,2,70411,1342.236,0.006314836,0.129118708,1.96E-02,0.001338657,0.027371374,4.15E-03,8.97E-08,1.83E-06,2.78E-07
817,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,169.9372602,8596.380625,585.9804099,255.1032766,0.003434741,0.173748497,0.01184373,0.005156101,0,0.179084972,0,0.002614379,0.007104218,0.114499166,0.019766838,0.008363111,1,43903,1263.606,0.019768466,0.068165945,2.97E-02,0.003870744,0.013347161,5.81E-03,4.50E-07,1.55E-06,6.76E-07
819,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,397.8640631,4235.926912,49.02483813,172.9490255,0.01352543,0.144000779,0.001666605,0.00587942,0.002614379,0.151633993,0,0.002614379,0.022790175,0.085760942,0.006605858,0.007736997,1,26331,665.15,0.093926093,0.01157358,4.08E-02,0.015110101,0.001861868,6.57E-03,3.57E-06,4.40E-07,1.55E-06
820,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,743.0327006,8222.338776,902.7268218,138.9045801,0.016779565,0.185681288,0.020385864,0.003136818,0.00130719,0.179084972,0,0,0.033656894,0.119448843,0.040600592,0.004955633,1,39971,947.722,0.090367561,0.109789544,1.69E-02,0.018589295,0.022584544,3.48E-03,2.26E-06,2.75E-06,4.23E-07
822,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,225.5869347,25013.39283,1867.640578,325.9973971,0.002379308,0.26382096,0.019698357,0.003438356,0,0.287581712,0.009150327,0,0.008317636,0.147032057,0.026785075,0.005407088,1,86935,1740.878,0.009018646,0.074665624,1.30E-02,0.002594892,0.021483184,3.75E-03,1.04E-07,8.59E-07,1.50E-07
827,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,1.984313796,1953.775215,2.568627537,90.78170225,0.000115522,0.113743681,0.000149539,0.005285073,0,0.104575165,0,0,0.000660227,0.081247889,0.001925614,0.010962,1,14760,512.482,0.001015631,0.0013147,4.65E-02,0.000134439,0.000174026,6.15E-03,6.88E-08,8.91E-08,3.15E-06
829,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,303.7908588,10670.365,867.1503525,265.6104666,0.005355219,0.188096971,0.015286108,0.004682176,0,0.202614382,0.002614379,0,0.009911847,0.100116182,0.023339427,0.007130131,1,52238,994.664,0.028470522,0.081267169,2.49E-02,0.005815515,0.016599991,5.08E-03,5.45E-07,1.56E-06,4.77E-07
832,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,21.50065429,2651.566084,106.4575196,41.40653742,0.001204856,0.148588741,0.005965678,0.002320344,0,0.132026151,0,0,0.003882682,0.107068917,0.015693906,0.004320303,1,15389,527.176,0.008108662,0.040148922,1.56E-02,0.001397144,0.006917767,2.69E-03,5.27E-07,2.61E-06,1.01E-06
834,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,481.0523016,13670.53373,1107.239248,332.2588351,0.007636114,0.217002932,0.017576063,0.005274201,0.00130719,0.240522876,0.002614379,0.002614379,0.013971284,0.131373238,0.024099765,0.006550943,1,57658,1240.9,0.035188992,0.080994588,2.43E-02,0.008343201,0.019203567,5.76E-03,6.10E-07,1.40E-06,4.22E-07
836,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,117.0535984,13092.4278,1543.832724,240.6143873,0.00234426,0.262205155,0.030918704,0.004818841,0,0.288888901,0.010457517,0.002614379,0.006914904,0.13963152,0.041618466,0.007294228,1,45055,1093.62,0.008940557,0.117917986,1.84E-02,0.002598016,0.034265514,5.34E-03,1.98E-07,2.62E-06,4.08E-07
838,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,1230.912453,37520.08078,2687.342563,637.7019833,0.007451224,0.227124632,0.016267601,0.003860275,0,0.241830066,0.002614379,0,0.018111503,0.121558053,0.024753092,0.005759353,1,154504,2521.232,0.032806764,0.071624115,1.70E-02,0.007966865,0.017393353,4.13E-03,2.12E-07,4.64E-07,1.10E-07
857,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,2.636601404,1175.032712,1.866666734,39.4196092,0.000203285,0.0905962,0.000143922,0.003039291,0,0.077124186,0,0,0.001041746,0.071049963,0.001382274,0.005743042,1,10887,442.17,0.002243854,0.001588608,3.35E-02,0.000242179,0.000171458,3.62E-03,2.06E-07,1.46E-07,3.08E-06
859,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,261.8065438,6446.13612,28.54379185,441.8196216,0.00736902,0.181438193,0.000803417,0.012435815,0.003921569,0.189542487,0,0.007843138,0.012210698,0.112156459,0.003541833,0.014603333,1,31427,922.792,0.040614492,0.004428047,6.85E-02,0.008330625,0.000908257,1.41E-02,1.29E-06,1.41E-07,2.18E-06
861,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,112.2013105,4184.162209,173.9738613,133.4640569,0.004146237,0.154619645,0.006428952,0.004931971,0,0.152941182,0,0.002614379,0.010818858,0.090866511,0.01932465,0.00704845,1,24101,635.456,0.026815717,0.041579139,3.19E-02,0.004655463,0.007218533,5.54E-03,1.11E-06,1.73E-06,1.32E-06
862,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,95.05229029,2160.836661,98.74510096,60.1673224,0.005250637,0.119363457,0.005454626,0.003323611,0,0.098039217,0,0,0.011295865,0.093717543,0.016286602,0.005224306,1,15579,536.01,0.043988651,0.045697624,2.78E-02,0.006101309,0.006338347,3.86E-03,2.82E-06,2.93E-06,1.79E-06
863,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,88.12941462,33211.69239,2022.72555,647.3934851,0.000720512,0.271525916,0.01653702,0.005292838,0,0.295424849,0.003921569,0,0.003008756,0.154123938,0.025401535,0.011116089,1,114383,1802.126,0.002653566,0.060904019,1.95E-02,0.000770477,0.017683795,5.66E-03,2.32E-08,5.32E-07,1.70E-07
864,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,4.839215856,1439.197422,3.998692943,42.81830212,0.000381521,0.11346558,0.000315255,0.003375773,0,0.104575165,0,0,0.001369671,0.075930084,0.002238666,0.005788226,1,10499,464.176,0.003362441,0.002778419,2.98E-02,0.000460922,0.000380864,4.08E-03,3.20E-07,2.65E-07,2.83E-06
865,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,555.2614533,3738.703366,0,257.8536032,0.021484289,0.144658672,0,0.009976924,0.011764706,0.129411772,0,0.007843138,0.028103344,0.110740059,0,0.010962626,1,22800,685.29,0.148517119,0,6.90E-02,0.024353573,0,1.13E-02,6.51E-06,0.00E+00,3.02E-06
868,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,9.001307507,4256.354362,235.6339937,160.1934692,0.000346898,0.164034005,0.009081008,0.006173635,0,0.163398698,0,0,0.001292921,0.104580633,0.01867222,0.011075528,1,22904,668.258,0.002114793,0.055360521,3.76E-02,0.000393002,0.010287897,6.99E-03,9.23E-08,2.42E-06,1.64E-06
868,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,103.9686303,1473.754288,0.037908498,66.99869513,0.007239147,0.102614837,2.64E-06,0.004664998,0,0.095424838,0,0,0.013192059,0.062020814,8.37E-05,0.006830354,2,12131,470.998,0.070546787,2.57E-05,4.55E-02,0.008570491,3.12E-06,5.52E-03,5.82E-06,2.12E-09,3.75E-06
884,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,11.42222261,305.5137334,0,120.2379123,0.001685688,0.045087623,0,0.017744674,0,0.03398693,0,0.015686275,0.003434128,0.036848614,0,0.012950901,1,5106,371.852,0.037386937,0,3.94E-01,0.00223702,0,2.35E-02,7.32E-06,0.00E+00,7.71E-05
885,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,218.4366075,3925.788338,135.7045791,83.91372839,0.008111876,0.145788337,0.005039534,0.003116226,0,0.138562098,0,0,0.01640957,0.087377419,0.013587346,0.005806213,1,23856,670.328,0.055641463,0.034567472,2.14E-02,0.009156464,0.005688488,3.52E-03,2.33E-06,1.45E-06,8.96E-07
890,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,17.38692871,5926.14003,532.3398849,129.0039259,0.000612863,0.208887558,0.018764183,0.004547195,0,0.227450982,0.005228758,0,0.00237587,0.124354683,0.027659833,0.009227794,1,25342,666.806,0.002933938,0.08982911,2.18E-02,0.000686091,0.02100623,5.09E-03,1.16E-07,3.54E-06,8.59E-07
892,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,124.1058861,3902.470697,0,209.090203,0.003949021,0.124175731,0,0.006653203,0,0.11503268,0,0.002614379,0.009216535,0.085768994,0,0.010176402,1,27704,813.818,0.031801875,0,5.36E-02,0.00447971,0,7.55E-03,1.15E-06,0.00E+00,1.93E-06
895,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,630.2810644,42102.745,5260.085117,591.7777986,0.004537497,0.303104604,0.03786822,0.004260306,0,0.318954259,0.02875817,0.002614379,0.011157199,0.143749838,0.038926098,0.006017869,1,129161,2278.08,0.014970071,0.124934493,1.41E-02,0.004879809,0.040725026,4.58E-03,1.16E-07,9.67E-07,1.09E-07
899,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,1976.026199,40418.00245,2508.977853,746.6379344,0.012049161,0.246455743,0.015298925,0.004552754,0.00130719,0.264052302,0.003921569,0.002614379,0.019938647,0.129948093,0.022030136,0.006458391,1,154520,2192.526,0.048889754,0.062075751,1.85E-02,0.012788158,0.016237237,4.83E-03,3.16E-07,4.02E-07,1.20E-07
900,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,1,4.696732187,1950.734695,42.91241965,33.77255021,0.000350581,0.145609815,0.003203136,0.002520904,0,0.155555561,0,0,0.001610501,0.100851343,0.011718155,0.004590502,1,11372,427.342,0.002407673,0.021998081,1.73E-02,0.000413008,0.003773516,2.97E-03,2.12E-07,1.93E-06,1.52E-06
906,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,17.68758228,886.2849911,0,31.36993572,0.001716408,0.086005336,0,0.003044147,0,0.06666667,0,0,0.004203469,0.068613233,0,0.006064042,1,8405,450.966,0.019956992,0,3.54E-02,0.002104412,0,3.73E-03,2.37E-06,0.00E+00,4.21E-06
907,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,28.41699432,8401.12833,525.8928261,83.65751933,0.000806614,0.238465181,0.014927415,0.00237461,0,0.247058824,0.002614379,0,0.004308967,0.135204397,0.022282642,0.004460044,1,31735,751.876,0.003382521,0.06259788,9.96E-03,0.000895446,0.016571383,2.64E-03,1.07E-07,1.97E-06,3.14E-07
909,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,4754.317774,40757.33446,661.3738768,592.1673409,0.029375202,0.251824764,0.004086389,0.003658787,0.009150327,0.26797387,0,0,0.039339131,0.128203574,0.012251505,0.005849876,1,151034,2868.976,0.116649379,0.016227113,1.45E-02,0.03147846,0.004378973,3.92E-03,7.72E-07,1.07E-07,9.62E-08
912,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,3228.916428,64139.28961,5013.596223,1133.532065,0.016075618,0.319326537,0.024960899,0.00564345,0.00130719,0.350326806,0.010457517,0.002614379,0.02926171,0.180454329,0.03179886,0.00700741,1,188725,2883.122,0.050342254,0.078167318,1.77E-02,0.017109108,0.026565618,6.01E-03,2.67E-07,4.14E-07,9.36E-08
916,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,23.15686347,2636.142555,74.13856441,79.2941203,0.00114672,0.130540881,0.003671316,0.003926618,0,0.108496733,0,0,0.004123866,0.098820059,0.010945982,0.007235094,1,17188,678.602,0.008784375,0.028123883,3.01E-02,0.001347269,0.004313391,4.61E-03,5.11E-07,1.64E-06,1.75E-06
919,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,5.386928281,4525.366141,771.2470806,41.46143938,0.000259361,0.21787993,0.037132743,0.001996218,0,0.240522876,0.026143791,0,0.00158045,0.123279721,0.037645275,0.003748199,1,18895,553.08,0.001190385,0.170427554,9.16E-03,0.000285098,0.040817522,2.19E-03,6.30E-08,9.02E-06,4.85E-07
919,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,121.1333373,12293.10751,672.7111312,184.5647124,0.002041241,0.207153456,0.011335981,0.003110135,0,0.20653595,0,0,0.004250983,0.113053228,0.024722656,0.005239267,2,54976,1176.23,0.009853761,0.054722627,1.50E-02,0.002203386,0.012236451,3.36E-03,1.79E-07,9.95E-07,2.73E-07
920,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,259.5189612,4080.543902,82.18300894,31.51895539,0.015332563,0.241081407,0.00485543,0.001862162,0.00130719,0.257516354,0,0,0.02629748,0.118592641,0.015111957,0.003692087,1,14563,486.234,0.06359911,0.020140209,7.72E-03,0.017820433,0.005643275,2.16E-03,4.37E-06,1.38E-06,5.30E-07
926,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,0.875817024,1506.33207,137.2862785,10.81307228,0.000146482,0.251937125,0.022961411,0.001808508,0,0.278431386,0.019607844,0,0.00068146,0.128346275,0.023189927,0.00354334,1,4410,313.068,0.000581424,0.091139451,7.18E-03,0.000198598,0.031130675,2.45E-03,1.32E-07,2.07E-05,1.63E-06
927,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,111.4928138,34424.41666,4154.858943,349.8823653,0.000832632,0.257082811,0.031028639,0.002612934,0,0.287581712,0.016993465,0,0.004230609,0.143419,0.036174657,0.00456952,1,125005,2161.966,0.003238771,0.120695115,1.02E-02,0.000891907,0.033237542,2.80E-03,2.59E-08,9.66E-07,8.13E-08
930,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,3329.119047,40773.49132,1510.898085,486.9725663,0.017722881,0.217061542,0.008043409,0.002592445,0.002614379,0.227450982,0,0,0.030986622,0.110478508,0.018597929,0.004521393,1,175970,2890.314,0.081649104,0.037055892,1.19E-02,0.018918674,0.008586112,2.77E-03,4.64E-07,2.11E-07,6.79E-08
934,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,66.78823743,15119.71285,1670.579134,196.5254971,0.00107437,0.24321906,0.026873307,0.003161353,0,0.274509817,0.019607844,0,0.003391798,0.125282517,0.027432573,0.005213332,1,56956,1183.288,0.004417295,0.110490136,1.30E-02,0.001172629,0.029331047,3.45E-03,7.76E-08,1.94E-06,2.28E-07
937,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,0.027450981,3277.240616,282.6405314,24.45490285,1.28E-06,0.153177874,0.013210588,0.00114302,0,0.13464053,0.00130719,0,4.64E-05,0.112335891,0.020231811,0.002823261,1,18793,577.73,8.38E-06,0.086243448,7.46E-03,1.46E-06,0.015039671,1.30E-03,4.46E-10,4.59E-06,3.97E-07
938,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,600.0810626,5521.043284,386.4588348,118.3111152,0.018971296,0.174545328,0.012217724,0.003740353,0,0.176470593,0,0,0.03433264,0.101432576,0.020562579,0.006225228,1,28239,722.984,0.108689795,0.069997429,2.14E-02,0.021250082,0.013685288,4.19E-03,3.85E-06,2.48E-06,7.59E-07
939,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,499.232695,22235.80584,112.155559,674.7451201,0.004118368,0.183431962,0.000925216,0.00556624,0,0.179084972,0,0,0.008586384,0.106320565,0.006278689,0.009931254,1,112430,2221.882,0.022451747,0.005043917,3.03E-02,0.004440387,0.000997559,6.00E-03,2.00E-07,4.49E-08,2.70E-07
941,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,200.8862806,10903.93886,461.0627588,115.8091544,0.003119304,0.169313192,0.007159248,0.001798251,0,0.169934645,0,0,0.00787856,0.094086311,0.01746464,0.004032475,1,59360,1314.204,0.018423277,0.042284056,1.06E-02,0.003384203,0.00776723,1.95E-03,3.10E-07,7.12E-07,1.79E-07
941,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,11.42614413,4797.421047,678.5072089,37.64967455,0.000451483,0.189561445,0.026809989,0.001487659,0,0.20653595,0.009150327,0,0.00280858,0.106643594,0.036952246,0.00327576,2,22535,772.016,0.002381726,0.141431657,7.85E-03,0.00050704,0.03010904,1.67E-03,1.06E-07,6.28E-06,3.48E-07
947,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,144.2496774,3025.705963,93.19215975,120.909808,0.006001651,0.125887496,0.003877352,0.005030572,0,0.121568628,0,0,0.012921138,0.088602388,0.012076274,0.00742777,1,20813,713.296,0.047674718,0.030800138,4.00E-02,0.006930749,0.004477594,5.81E-03,2.29E-06,1.48E-06,1.92E-06
949,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,2153.312476,21502.86727,469.6444587,348.316352,0.02258443,0.225526952,0.004925738,0.003653221,0.005228758,0.244444445,0,0,0.035119971,0.128757665,0.013002487,0.005823142,1,87862,1797.738,0.100140714,0.021841016,1.62E-02,0.024507893,0.005345251,3.96E-03,1.14E-06,2.49E-07,1.84E-07
959,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,12.89934685,2873.393541,48.57777917,103.1320295,0.000526783,0.117343633,0.001983819,0.004211705,0,0.112418301,0,0,0.002033694,0.071756006,0.010194447,0.00844758,1,21700,597.042,0.004489238,0.016906065,3.59E-02,0.00059444,0.002238607,4.75E-03,2.07E-07,7.79E-07,1.65E-06
962,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,47.27189688,3006.354334,352.9790951,212.368634,0.003035504,0.193049145,0.022666095,0.013636976,0,0.20784314,0.009150327,0.007843138,0.008233831,0.143084648,0.032363974,0.01570334,1,13280,495.138,0.015723994,0.117411009,7.06E-02,0.003559631,0.026579751,1.60E-02,1.18E-06,8.84E-06,5.32E-06
963,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,24.84183089,5970.082519,380.9320374,125.4640566,0.000927245,0.222839107,0.014218657,0.004683067,0,0.250980407,0.002614379,0,0.00340138,0.12747248,0.022147775,0.007140367,1,23485,700.812,0.004161053,0.06380683,2.10E-02,0.001057774,0.016220227,5.34E-03,1.77E-07,2.72E-06,8.95E-07
967,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,11.17908531,1675.541224,126.1085004,12.41568672,0.001487768,0.22298925,0.016783138,0.001652341,0,0.241830066,0.003921569,0,0.005125103,0.113133433,0.023078077,0.003431041,1,6705,385.042,0.006671925,0.075264338,7.41E-03,0.001667276,0.018808128,1.85E-03,9.95E-07,1.12E-05,1.11E-06
967,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,1745.294166,41532.99466,1561.743837,569.5581898,0.008780073,0.208940555,0.007856684,0.002865284,0,0.230065361,0,0,0.02005588,0.11198096,0.019528675,0.005111555,2,187385,2959.446,0.042021872,0.037602486,1.37E-02,0.009313948,0.008334412,3.04E-03,2.24E-07,2.01E-07,7.32E-08
968,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,4685.691633,37912.33312,1065.064085,632.9150549,0.027526136,0.222716332,0.006256728,0.003718065,0.002614379,0.240522876,0,0,0.043026403,0.112758209,0.016400147,0.005567281,1,159218,2540.282,0.123592806,0.028092813,1.67E-02,0.029429409,0.006689345,3.98E-03,7.76E-07,1.76E-07,1.05E-07
973,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,843.9621157,29395.03874,4107.22626,407.7045895,0.006533782,0.227570383,0.031797306,0.003156366,0,0.247058824,0.023529412,0,0.020432701,0.118548415,0.033818105,0.00512391,1,118867,2327.55,0.028711039,0.139725152,1.39E-02,0.007100054,0.034553125,3.43E-03,2.42E-07,1.18E-06,1.17E-07
974,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,303.4509893,11406.48789,1780.626195,399.1555687,0.003981408,0.149658054,0.023362586,0.005237094,0,0.142483667,0.002614379,0,0.010600953,0.088115131,0.037013137,0.010693878,1,69624,1491.726,0.026603368,0.156106438,3.50E-02,0.004358425,0.025574891,5.73E-03,3.82E-07,2.24E-06,5.03E-07
978,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,41.05490335,10978.50357,1845.807896,267.0143882,0.000661024,0.176764725,0.029719326,0.004299195,0,0.186928108,0.019607844,0,0.002146954,0.089505468,0.032847852,0.006928167,1,57246,1056.072,0.003739572,0.16812928,2.43E-02,0.000717166,0.032243439,4.66E-03,6.53E-08,2.94E-06,4.25E-07
979,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,46.27189695,13217.65395,1112.537289,374.4706007,0.000497424,0.142090171,0.011959809,0.00402557,0,0.117647059,0,0,0.002484499,0.104168056,0.020955032,0.008834725,1,85738,1654.84,0.003500765,0.084170557,2.83E-02,0.000539689,0.012976012,4.37E-03,4.08E-08,9.82E-07,3.30E-07
980,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,39.20392272,703.0366199,31.14117742,33.68104691,0.004718248,0.08461146,0.003747885,0.004053562,0,0.070588239,0,0,0.01072619,0.066074701,0.010224878,0.006260482,1,6492,384.75,0.055763699,0.044295242,4.79E-02,0.006038805,0.004796854,5.19E-03,8.59E-06,6.82E-06,7.38E-06
981,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,127.8392198,16083.05664,1188.873237,312.8705989,0.001350966,0.169960864,0.012563652,0.003306322,0,0.173856214,0,0,0.003764146,0.100139032,0.025365442,0.006319012,1,86315,1959.056,0.007948689,0.073920851,1.95E-02,0.001481078,0.013773657,3.62E-03,9.21E-08,8.56E-07,2.25E-07
983,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,23.54509887,1969.248418,0,155.8352991,0.001195183,0.099961849,0,0.007910421,0,0.088888891,0,0.002614379,0.002565675,0.069246201,0,0.011502242,1,17210,528.246,0.011956388,0,7.91E-02,0.001368106,0,9.05E-03,6.95E-07,0.00E+00,4.60E-06
986,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,69.45098255,6834.060317,916.1098296,127.3594815,0.001648023,0.162167441,0.021738641,0.003022151,0,0.168627456,0.005228758,0,0.005468834,0.08408521,0.033816887,0.005414694,1,38463,828.608,0.010162477,0.134050592,1.86E-02,0.001805657,0.02381795,3.31E-03,2.64E-07,3.49E-06,4.85E-07
986,2,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,25.52418389,3410.615775,104.7045786,281.7307275,0.000939494,0.125537978,0.003853967,0.010369947,0,0.11503268,0,0,0.002526169,0.074299877,0.009788276,0.02215554,2,23907,685.296,0.007483747,0.030699611,8.26E-02,0.001067645,0.004379662,1.18E-02,3.13E-07,1.28E-06,3.46E-06
989,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,0,366.2719053,0.00130719,10.70326835,0,0.045426256,1.62E-07,0.001327455,0,0.040522877,0,0,0,0.027769022,1.46E-05,0.003064337,1,6397,377.062,0,3.57E-06,2.92E-02,0,2.04E-07,1.67E-03,0.00E+00,5.58E-10,4.57E-06
991,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,264.4784394,13654.60821,990.5595059,452.622237,0.003604967,0.186118833,0.013501799,0.006169457,0,0.180392161,0,0,0.009277321,0.112467362,0.026352114,0.011669892,1,67180,1360.784,0.019369171,0.072543971,3.31E-02,0.003936863,0.014744857,6.74E-03,2.88E-07,1.08E-06,4.93E-07
994,1,MALE,Tg,BV1,+,Tg/WT,6HR,NOUV,2,94.72157153,3373.312511,158.1098085,250.0575243,0.003612294,0.128644364,0.006029662,0.009536173,0,0.111111112,0,0.005228758,0.008441837,0.094583867,0.015498372,0.012892744,1,22955,721.118,0.028079691,0.046870786,7.41E-02,0.004126403,0.006887816,1.09E-02,1.22E-06,2.04E-06,3.23E-06
1002,1,MALE,Tg,BV1,+,Tg/WT,6HR,UV,1,4852.159611,35164.39314,1312.299388,752.7425098,0.027764863,0.201216493,0.007509195,0.004307318,0.014379085,0.213071898,0,0,0.034425631,0.104121489,0.016035051,0.006338632,1,164642,2435.9,0.137985023,0.037318983,2.14E-02,0.029470971,0.007970623,4.57E-03,8.38E-07,2.27E-07,1.30E-07
1003,1,MALE,Tg,BV1,+,Tg/WT,6HR,UV,1,7.495425087,259.1490266,0,60.43660341,0.000833566,0.028819954,0,0.006721153,0,0.023529412,0,0.005228758,0.00237006,0.02558604,0,0.006900982,1,6723,546.864,0.028923223,0,2.33E-01,0.001114893,0,8.99E-03,4.30E-06,0.00E+00,3.47E-05
1005,1,MALE,Tg,BV1,+,Tg/WT,6HR,UV,1,61.35032872,4039.70991,16.58169998,96.80000342,0.001941466,0.127838921,0.000524737,0.003063291,0,0.125490204,0,0,0.00538092,0.078246764,0.002333127,0.005116532,1,27828,845.442,0.015186815,0.004104676,2.40E-02,0.002204626,0.000595864,3.48E-03,5.46E-07,1.48E-07,8.61E-07
1009,1,MALE,Tg,BV1,+,Tg/WT,6HR,UV,1,27.50588318,1084.486303,0.023529413,45.84313888,0.001422816,0.056097988,1.22E-06,0.00237136,0,0.049673203,0,0,0.00576624,0.037539448,6.09E-05,0.004476724,1,16018,751.296,0.025363053,2.17E-05,4.23E-02,0.001717186,1.47E-06,2.86E-03,1.58E-06,1.35E-09,2.64E-06
