ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EDU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EDU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EDU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EDU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
392,1,MALE,WT,BM17,+,WT/WT,12HR,UV,2,1223.815719,6272.870748,2491.485036,1364.371282,0.029619433,0.151819322,0.060300233,0.033021232,0,0.168627456,0.048366014,0.02875817,0.041885808,0.088957947,0.056957827,0.020628431,1,37293,908.646,0.195096594,0.397184182,2.18E-01,0.032816231,0.066808383,3.66E-02,5.23E-06,1.07E-05,5.83E-06
397,1,MALE,WT,BM17,+,WT/WT,12HR,UV,2,950.9255161,1657.445796,642.9856407,816.373881,0.031158476,0.054308653,0.021068372,0.026749693,0.016993465,0.053594772,0.018300654,0.026143791,0.037630983,0.027096113,0.018016187,0.014038358,1,26881,873.678,0.573729481,0.387937658,4.93E-01,0.035375377,0.023919707,3.04E-02,2.13E-05,1.44E-05,1.83E-05
397,2,MALE,WT,BM17,+,WT/WT,12HR,UV,2,3581.632773,12892.36767,4946.503407,2533.014457,0.035688563,0.128463776,0.049288581,0.025239786,0.020915033,0.145098045,0.036601309,0.023529412,0.039341924,0.063015453,0.048388895,0.011087464,2,92127,2130.52,0.277810319,0.38367688,1.96E-01,0.038877124,0.053692223,2.75E-02,3.02E-06,4.16E-06,2.13E-06
398,1,MALE,WT,BM17,+,WT/WT,12HR,UV,2,2109.597444,4763.194904,2241.226205,1131.262779,0.05369572,0.121237907,0.057046075,0.028794105,0.03006536,0.135947719,0.054901961,0.02875817,0.05791164,0.061990707,0.041493412,0.013968532,1,35439,894.716,0.44289547,0.470530022,2.38E-01,0.059527567,0.063241802,3.19E-02,1.25E-05,1.33E-05,6.70E-06
400,1,MALE,WT,BM17,+,WT/WT,12HR,UV,2,1597.550369,4126.522987,1624.345143,2274.951699,0.040822568,0.10544598,0.041507261,0.058132358,0.031372551,0.111111112,0.027450981,0.054901961,0.042396692,0.062334772,0.041274178,0.033582434,1,34810,1010.62,0.387142002,0.393635307,5.51E-01,0.045893432,0.046663176,6.54E-02,1.11E-05,1.13E-05,1.58E-05
401,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,52.15947875,1230.542515,58.02614608,523.0091668,0.001636889,0.038617371,0.001820999,0.01641328,0,0.037908498,0.00130719,0.013071896,0.004631786,0.01416655,0.002376675,0.013410813,1,28312,928.512,0.042387385,0.04715493,4.25E-01,0.00184231,0.002049525,1.85E-02,1.50E-06,1.67E-06,1.50E-05
401,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,90.2248395,2761.989617,185.5019683,1729.767373,0.001178008,0.036061543,0.002421981,0.022584473,0,0.036601309,0.00130719,0.015686275,0.003681335,0.012336316,0.002562169,0.020163579,2,68986,2026.864,0.032666611,0.067162442,6.26E-01,0.001307872,0.00268898,2.51E-02,4.74E-07,9.74E-07,9.08E-06
403,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,5.257516507,833.8235532,35.35686406,238.1542565,0.000205919,0.03265798,0.001384806,0.009327677,0,0.03267974,0.00130719,0.007843138,0.001612645,0.011618347,0.001815512,0.008047877,1,22273,814.978,0.006305311,0.042403293,2.86E-01,0.000236049,0.001587432,1.07E-02,2.83E-07,1.90E-06,1.28E-05
403,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.88104578,3904.933432,273.1006645,1200.269321,9.44E-06,0.041854417,0.002927187,0.012864899,0,0.043137256,0.002614379,0.010457517,0.000264821,0.013279478,0.003080538,0.010949015,2,86699,1572.758,0.000225624,0.069937342,3.07E-01,1.02E-05,0.003149986,1.38E-02,2.60E-09,8.07E-07,3.55E-06
405,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.552941194,253.7254972,9.186928433,101.5294152,6.42E-05,0.029448177,0.001066264,0.011783823,0,0.027450981,0,0.010457517,0.000789916,0.010323271,0.001357013,0.007836537,1,6670,411.176,0.002179289,0.03620814,4.00E-01,8.29E-05,0.001377351,1.52E-02,3.27E-07,5.43E-06,6.00E-05
406,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,76.51372792,4222.475927,226.6967411,1577.328155,0.000778148,0.042942762,0.002305516,0.016041495,0,0.043137256,0.00130719,0.013071896,0.002951197,0.016517076,0.002257891,0.013326266,1,90181,2020.648,0.018120584,0.053688107,3.74E-01,0.000848446,0.002513797,1.75E-02,2.01E-07,5.95E-07,4.14E-06
407,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,3.665359597,656.1398874,25.22483754,172.9908556,0.000217813,0.038990961,0.00149898,0.010279942,0,0.037908498,0.00130719,0.010457517,0.001542335,0.01371884,0.001540951,0.006836177,1,14386,543.31,0.005586247,0.038444298,2.64E-01,0.000254787,0.00175343,1.20E-02,3.88E-07,2.67E-06,1.83E-05
408,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,37.37777893,8611.746633,303.8287706,1712.841884,0.000402786,0.092800994,0.003274087,0.018457746,0,0.094117649,0.002614379,0.018300654,0.002822906,0.036734561,0.002774981,0.01097675,1,86336,1428.814,0.004340325,0.035280737,1.99E-01,0.000432934,0.003519143,1.98E-02,5.03E-08,4.09E-07,2.30E-06
416,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,1.281045794,290.3673288,28.30196186,198.0679801,0.000122612,0.027791666,0.00270884,0.018957502,0,0.026143791,0.00130719,0.015686275,0.001064304,0.011193596,0.00357505,0.016168506,1,7911,649.94,0.004411811,0.097469512,6.82E-01,0.000161932,0.003577545,2.50E-02,5.58E-07,1.23E-05,8.62E-05
418,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0,1030.87846,58.43398916,409.6496867,0,0.034590915,0.001960741,0.013745711,0,0.03267974,0.00130719,0.013071896,0,0.014457349,0.00211578,0.011111263,1,26237,809.404,0,0.056683684,3.97E-01,0,0.00222716,1.56E-02,0.00E+00,2.16E-06,1.51E-05
423,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0,212.6692875,18.88496809,78.99608109,0,0.031647215,0.002810263,0.011755369,0,0.03267974,0.002614379,0.010457517,0,0.00965181,0.002523318,0.007239725,1,5173,326.794,0,0.088799696,3.71E-01,0,0.00365068,1.53E-02,0.00E+00,1.72E-05,7.18E-05
424,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,49.00392308,925.3908753,94.02222615,409.921582,0.00174783,0.033006059,0.003353505,0.014620736,0,0.03267974,0.002614379,0.013071896,0.005201594,0.012636899,0.002545198,0.00917699,1,23630,1078.314,0.052954837,0.101602716,4.43E-01,0.002073801,0.003978935,1.73E-02,2.24E-06,4.30E-06,1.87E-05
424,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,1.396078479,4086.218407,359.9568777,1723.822278,1.26E-05,0.036857938,0.003246833,0.015548981,0,0.036601309,0.002614379,0.013071896,0.000276541,0.012097081,0.002603003,0.011008759,2,103839,1906.458,0.000341655,0.088090465,4.22E-01,1.34E-05,0.00346649,1.66E-02,3.29E-09,8.48E-07,4.06E-06
426,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.930718987,365.5581803,38.40523029,253.7228838,6.49E-05,0.025477989,0.002676696,0.017683502,0,0.023529412,0.00130719,0.015686275,0.000688527,0.010805226,0.002826636,0.012154508,1,11286,702.392,0.002546022,0.105059146,6.94E-01,8.25E-05,0.003402909,2.25E-02,2.26E-07,9.31E-06,6.15E-05
427,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,304.9032773,7881.121772,429.0967496,2222.820984,0.002670257,0.06902064,0.003757908,0.019466839,0,0.070588239,0.002614379,0.015686275,0.006236802,0.031350352,0.003077686,0.014364212,1,104885,2857.27,0.038687802,0.054446151,2.82E-01,0.002907025,0.004091116,2.12E-02,3.69E-07,5.19E-07,2.69E-06
427,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.16078432,1756.226191,99.0196119,355.3385738,6.44E-06,0.070294036,0.003963321,0.014222645,0,0.077124186,0.003921569,0.013071896,0.000210909,0.029989763,0.003346276,0.008703863,2,22452,702.92,9.16E-05,0.056382038,2.02E-01,7.16E-06,0.00441028,1.58E-02,4.08E-09,2.51E-06,9.01E-06
428,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,20.26536014,2548.019674,169.8104644,692.9673432,0.00037466,0.047107038,0.003139406,0.012811376,0,0.047058824,0.002614379,0.010457517,0.002190129,0.020694415,0.002914638,0.009012058,1,47893,1515.656,0.007953377,0.066644095,2.72E-01,0.000423138,0.003545622,1.45E-02,1.66E-07,1.39E-06,5.68E-06
430,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,84.77255149,11593.37939,327.5738698,1384.726842,0.00090944,0.1243738,0.003514213,0.014855353,0,0.128104582,0.002614379,0.013071896,0.004982024,0.057233417,0.003029193,0.008979727,1,86305,1854.056,0.007312152,0.028255253,1.19E-01,0.000982244,0.003795538,1.60E-02,8.47E-08,3.27E-07,1.38E-06
432,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.087581702,1617.580433,187.3045828,629.7464255,2.21E-06,0.040822219,0.00472693,0.015892654,0,0.040522877,0.003921569,0.013071896,0.000121244,0.015577214,0.003649241,0.013110805,1,35538,936.308,5.41E-05,0.115793057,3.89E-01,2.46E-06,0.005270544,1.77E-02,1.52E-09,3.26E-06,1.10E-05
434,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,8.342483918,1414.686312,170.2353009,608.0157051,0.000275393,0.046700106,0.005619625,0.020071162,0,0.047058824,0.005228758,0.015686275,0.002137617,0.019226964,0.003825712,0.014718983,1,27000,766.232,0.005897056,0.12033431,4.30E-01,0.000308981,0.006305011,2.25E-02,2.18E-07,4.46E-06,1.59E-05
438,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,11.63921605,1849.057568,57.32026382,337.1268082,0.000577657,0.091769198,0.002844819,0.016731689,0,0.09150327,0.002614379,0.015686275,0.002949281,0.048631149,0.002469448,0.009695261,1,17443,569.818,0.006294675,0.030999718,1.82E-01,0.000667271,0.003286147,1.93E-02,3.61E-07,1.78E-06,1.05E-05
445,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.202614386,400.6640637,38.56209303,260.515041,1.37E-05,0.026993469,0.002597999,0.017551374,0,0.026143791,0.002614379,0.015686275,0.000284155,0.011033475,0.002674362,0.012493379,1,11884,759.672,0.000505696,0.09624545,6.50E-01,1.70E-05,0.003244875,2.19E-02,4.26E-08,8.10E-06,5.47E-05
445,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,95.64052574,1475.992194,105.1555599,640.3895624,0.002959724,0.045676555,0.00325418,0.019817713,0,0.047058824,0.002614379,0.018300654,0.007491189,0.017936156,0.002640972,0.012844007,2,28260,941.824,0.064797447,0.071243981,4.34E-01,0.003384307,0.003721004,2.27E-02,2.29E-06,2.52E-06,1.54E-05
447,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.690196104,921.1751878,150.9843192,221.9032754,3.61E-05,0.048120733,0.007887182,0.011591876,0,0.049673203,0.005228758,0.010457517,0.00049594,0.020003738,0.006503172,0.007360027,1,16454,595.972,0.000749256,0.163904023,2.41E-01,4.19E-05,0.009176147,1.35E-02,4.55E-08,9.96E-06,1.46E-05
448,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,47.0274524,5419.911254,173.2339939,1019.220949,0.000617061,0.071116245,0.002273054,0.013373497,0,0.070588239,0.00130719,0.013071896,0.003612709,0.034220847,0.002189919,0.009315479,1,70129,1468.006,0.008676794,0.031962515,1.88E-01,0.000670585,0.002470219,1.45E-02,1.24E-07,4.56E-07,2.68E-06
454,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,27.50457601,814.715055,70.07320551,519.6261597,0.001121674,0.033225197,0.002857681,0.021191067,0,0.03267974,0.002614379,0.018300654,0.004754703,0.013140517,0.002452798,0.012425331,1,20631,1009.518,0.033759749,0.086009464,6.38E-01,0.001333167,0.003396501,2.52E-02,1.64E-06,4.17E-06,3.09E-05
458,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,23.39215755,821.5987149,73.2418331,235.291511,0.001458546,0.051228253,0.004566768,0.014670876,0,0.047058824,0.003921569,0.013071896,0.006969431,0.031789051,0.003378412,0.008731055,1,13322,631.94,0.028471512,0.089145506,2.86E-01,0.001755904,0.005497811,1.77E-02,2.14E-06,6.69E-06,2.15E-05
458,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,54.46797548,2436.143857,210.4679823,825.691529,0.001357559,0.060718405,0.0052457,0.020579521,0,0.061437909,0.003921569,0.018300654,0.004953002,0.027426163,0.003896517,0.01290575,2,35967,980.512,0.022358275,0.086393906,3.39E-01,0.001514388,0.005851697,2.30E-02,6.22E-07,2.40E-06,9.42E-06
459,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,1.969934706,997.8536214,142.3817047,312.4000102,9.77E-05,0.049474621,0.007059433,0.015489117,0,0.049673203,0.005228758,0.013071896,0.001350837,0.024256288,0.00531788,0.009708115,1,17324,622.252,0.001974172,0.142687967,3.13E-01,0.000113711,0.008218755,1.80E-02,1.14E-07,8.24E-06,1.81E-05
462,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,6.828758402,2487.42359,1015.386961,799.8327063,0.000114465,0.04169472,0.017020131,0.013406965,0,0.043137256,0.016993465,0.013071896,0.001026197,0.013112078,0.008840381,0.008065668,1,54038,1402.16,0.002745314,0.408208302,3.22E-01,0.00012637,0.018790239,1.48E-02,5.08E-08,7.55E-06,5.95E-06
464,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,18.17124243,5323.706029,502.7477325,2467.542563,0.000114667,0.033594621,0.00317253,0.015571137,0,0.03267974,0.002614379,0.013071896,0.001085674,0.010935183,0.00317277,0.0105044,1,147852,2939.824,0.003413269,0.094435668,4.64E-01,0.000122902,0.003400344,1.67E-02,2.31E-08,6.39E-07,3.13E-06
466,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.013071896,652.3660315,141.7555609,280.5830157,6.60E-07,0.032957767,0.007161542,0.014175155,0,0.03267974,0.005228758,0.013071896,4.36E-05,0.011628903,0.005609942,0.009011335,1,17118,593.074,2.00E-05,0.217294516,4.30E-01,7.64E-07,0.008281082,1.64E-02,1.17E-09,1.27E-05,2.51E-05
467,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,2.708496813,1516.679781,211.1268048,379.722888,0.000115427,0.064635831,0.00899752,0.016182522,0,0.06666667,0.007843138,0.015686275,0.001416591,0.024461662,0.007167276,0.008214951,1,20305,687.78,0.001785807,0.139203283,2.50E-01,0.000133391,0.010397774,1.87E-02,8.79E-08,6.86E-06,1.23E-05
474,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,32.18039318,3359.281132,380.5202767,1471.341222,0.000454622,0.047457528,0.005375719,0.02078606,0,0.047058824,0.003921569,0.018300654,0.002300248,0.019810046,0.003884734,0.014839102,1,63857,1740.248,0.009579548,0.113274317,4.38E-01,0.000503945,0.005958944,2.30E-02,1.50E-07,1.77E-06,6.86E-06
478,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,1.29803926,1576.662787,152.9673258,261.3647144,7.62E-05,0.092532589,0.008977483,0.015339205,0,0.100653596,0.009150327,0.015686275,0.000737193,0.042356089,0.006514078,0.008565974,1,14529,550.482,0.000823283,0.097019684,1.66E-01,8.93E-05,0.010528414,1.80E-02,5.67E-08,6.68E-06,1.14E-05
480,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,555.9738717,5039.11386,253.9790952,1811.286328,0.009031708,0.08185961,0.00412585,0.029424061,0,0.081045754,0.003921569,0.026143791,0.015799814,0.044991315,0.003521668,0.018047644,1,55207,1533.58,0.110331675,0.050401539,3.59E-01,0.010070713,0.004600487,3.28E-02,2.00E-06,9.13E-07,6.51E-06
486,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.911111142,1820.515076,641.5516539,456.2248509,3.84E-05,0.07666295,0.027016114,0.019211894,0,0.084967323,0.02875817,0.018300654,0.000612786,0.037965246,0.015438932,0.010147298,1,20829,667.806,0.000500469,0.352401176,2.51E-01,4.37E-05,0.030800886,2.19E-02,2.40E-08,1.69E-05,1.20E-05
493,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,49.17516503,5206.249815,744.3830333,1508.635342,0.000609773,0.064557627,0.009230368,0.018707116,0,0.06797386,0.009150327,0.015686275,0.002429922,0.026947959,0.005664308,0.0118064,1,74573,1456.822,0.00944541,0.142978739,2.90E-01,0.000659423,0.009981938,2.02E-02,1.27E-07,1.92E-06,3.89E-06
493,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,1,0.815686303,353.9176567,29.5176483,123.0013112,0.00011378,0.049367786,0.004117401,0.017157388,0,0.049673203,0.003921569,0.015686275,0.000970265,0.020701159,0.002810305,0.009874851,2,5588,329.03,0.002304735,0.083402587,3.48E-01,0.000145971,0.005282328,2.20E-02,4.12E-07,1.49E-05,6.22E-05
504,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,190.6379146,2829.570011,309.7660256,2199.26281,0.002506415,0.037201815,0.004072654,0.028914841,0,0.036601309,0.003921569,0.023529412,0.005219592,0.013568772,0.00339453,0.020347491,1,68674,2008.604,0.067373457,0.109474593,7.77E-01,0.002775984,0.004510674,3.20E-02,9.81E-07,1.59E-06,1.13E-05
507,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,76.84183243,827.830088,98.55425234,692.376492,0.002348323,0.025298884,0.003011865,0.021159357,0,0.026143791,0.002614379,0.015686275,0.005898567,0.007917889,0.002772473,0.016060379,1,27993,1289.638,0.092823193,0.119051305,8.36E-01,0.002745037,0.003520675,2.47E-02,3.32E-06,4.25E-06,2.99E-05
507,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,52.86666837,2162.47587,215.7163487,1342.034027,0.001048276,0.042879042,0.00427737,0.026610764,0,0.043137256,0.003921569,0.020915033,0.003158514,0.012937492,0.003476481,0.019866412,2,46235,1093.55,0.024447287,0.099754338,6.21E-01,0.001143434,0.00466565,2.90E-02,5.29E-07,2.16E-06,1.34E-05
508,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,60.3882372,2090.142542,263.5973963,1138.203958,0.000831176,0.028768444,0.00362812,0.015666088,0,0.027450981,0.002614379,0.015686275,0.003252201,0.008662383,0.002994429,0.009187025,1,65846,1700.178,0.028891923,0.126114555,5.45E-01,0.000917113,0.004003241,1.73E-02,4.39E-07,1.92E-06,8.27E-06
508,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,64.50719162,3087.005318,335.0745232,2377.725562,0.000696058,0.033310012,0.003615587,0.025656602,0,0.03267974,0.002614379,0.018300654,0.002885137,0.009733759,0.003261215,0.021219823,2,85097,2136.948,0.020896366,0.108543552,7.70E-01,0.000758043,0.00393756,2.79E-02,2.46E-07,1.28E-06,9.05E-06
509,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,0.403921583,2848.981782,240.960794,1512.685016,4.40E-06,0.031004938,0.002622331,0.016462269,0,0.03006536,0.002614379,0.013071896,0.000164883,0.009129921,0.00220027,0.012665538,1,84490,1840.572,0.000141778,0.084577864,5.31E-01,4.78E-06,0.002851945,1.79E-02,1.68E-09,1.00E-06,6.28E-06
510,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,5.679738749,2847.810536,388.3294277,1781.032736,5.58E-05,0.027953145,0.00381171,0.017482015,0,0.027450981,0.002614379,0.015686275,0.000860367,0.007391677,0.003298998,0.014497617,1,92905,2460.086,0.001994423,0.136360696,6.25E-01,6.11E-05,0.004179855,1.92E-02,2.15E-08,1.47E-06,6.73E-06
510,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,0.63790852,1175.197417,133.4575218,721.9294339,2.04E-05,0.037524664,0.004261368,0.023051582,0,0.037908498,0.003921569,0.018300654,0.000349001,0.011854828,0.003235534,0.017171537,2,27891,814.098,0.00054281,0.11356179,6.14E-01,2.29E-05,0.004784967,2.59E-02,1.95E-08,4.07E-06,2.20E-05
511,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,3.173856313,2793.048439,193.461446,1017.47977,6.25E-05,0.05500509,0.003809946,0.020037807,0,0.053594772,0.003921569,0.018300654,0.000838033,0.026912635,0.0029237,0.0137236,1,46411,1085.862,0.001136341,0.069265339,3.64E-01,6.84E-05,0.00416844,2.19E-02,2.45E-08,1.49E-06,7.85E-06
514,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,2.741176563,244.8993533,10.03006573,88.48627749,0.000368339,0.032907734,0.001347765,0.011890121,0,0.03267974,0.00130719,0.010457517,0.001943589,0.012010236,0.001475658,0.007972599,1,6087,358.47,0.011193074,0.040955869,3.61E-01,0.000450333,0.001647785,1.45E-02,1.84E-06,6.73E-06,5.94E-05
526,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,0.09542484,377.0457619,38.55163554,252.2091583,6.57E-06,0.02595304,0.002653609,0.017360212,0,0.026143791,0.002614379,0.015686275,0.000199572,0.008340977,0.002247981,0.010233046,1,11819,655.424,0.000253086,0.102246569,6.69E-01,8.07E-06,0.003261836,2.13E-02,2.14E-08,8.65E-06,5.66E-05
528,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,30.26405323,1056.956892,105.3202659,483.3621071,0.001034032,0.036113055,0.003598478,0.016515037,0,0.036601309,0.002614379,0.015686275,0.00369383,0.011711708,0.002550307,0.009178738,1,26084,708.57,0.028633195,0.099644807,4.57E-01,0.001160254,0.004037734,1.85E-02,1.10E-06,3.82E-06,1.75E-05
530,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,0,367.1987031,32.3032693,192.9986991,0,0.030668897,0.00269801,0.016119494,0,0.03006536,0.002614379,0.015686275,0,0.009967564,0.002034714,0.008645472,1,9917,534.322,0,0.087972177,5.26E-01,0,0.003257363,1.95E-02,0.00E+00,8.87E-06,5.30E-05
530,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,2.026143864,645.5751823,47.03660317,306.6745199,9.46E-05,0.030151566,0.002196843,0.014323223,0,0.03006536,0.002614379,0.013071896,0.000861688,0.008444273,0.001741786,0.008121441,2,18863,670.354,0.00313851,0.072859993,4.75E-01,0.000107414,0.002493591,1.63E-02,1.66E-07,3.86E-06,2.52E-05
534,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,12.67581738,441.4875944,22.1947721,177.1581758,0.000968137,0.033719361,0.001695163,0.013530755,0,0.03398693,0.00130719,0.013071896,0.004821683,0.012077311,0.001703315,0.008418276,1,10964,474.692,0.028711605,0.050272697,4.01E-01,0.001156131,0.002024332,1.62E-02,2.62E-06,4.59E-06,3.66E-05
534,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,77.3137279,2974.411842,177.7241902,1323.918995,0.001351072,0.051978398,0.003105763,0.02313573,0,0.053594772,0.002614379,0.018300654,0.004629265,0.019443178,0.002827062,0.018429881,2,52186,1234.772,0.025992947,0.059751036,4.45E-01,0.001481503,0.003405591,2.54E-02,4.98E-07,1.14E-06,8.53E-06
534,3,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,124.5843175,1744.54645,117.3516388,946.6614665,0.003029406,0.042420582,0.002853535,0.023019124,0,0.043137256,0.002614379,0.018300654,0.006575821,0.016983061,0.002661783,0.01527585,3,36503,1249.69,0.071413586,0.067267707,5.43E-01,0.003412988,0.003214849,2.59E-02,1.96E-06,1.84E-06,1.49E-05
535,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,9.500653889,1401.324222,104.1477166,590.8836794,0.000232762,0.034331877,0.002551577,0.014476411,0,0.03398693,0.002614379,0.013071896,0.001806518,0.011106006,0.002255373,0.010176558,1,36754,935.518,0.006779769,0.074320928,4.22E-01,0.000258493,0.002833643,1.61E-02,1.84E-07,2.02E-06,1.15E-05
535,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,102.1516372,1415.555595,157.3751699,1317.281085,0.002376559,0.032932918,0.003661335,0.03064656,0,0.03267974,0.002614379,0.023529412,0.005603879,0.011873466,0.002856411,0.022537816,2,38751,1144.422,0.072163635,0.111175549,9.31E-01,0.002636103,0.00406119,3.40E-02,1.86E-06,2.87E-06,2.40E-05
535,3,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,13.71503311,213.3921628,23.94640623,168.467979,0.00183823,0.028601014,0.003209544,0.022579812,0,0.026143791,0.002614379,0.018300654,0.005071778,0.012046277,0.00244641,0.014476563,3,6165,455.616,0.064271494,0.112217834,7.89E-01,0.002224661,0.003884251,2.73E-02,1.04E-05,1.82E-05,1.28E-04
536,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,0.116339873,1444.283697,102.211769,540.2902135,3.51E-06,0.043628676,0.003087596,0.016320995,0,0.043137256,0.002614379,0.015686275,0.000133013,0.015209343,0.002350095,0.009642375,1,29653,770.582,8.06E-05,0.07076987,3.74E-01,3.92E-06,0.003446928,1.82E-02,2.72E-09,2.39E-06,1.26E-05
538,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,183.4732084,2877.002694,372.8575313,2399.979156,0.002308042,0.0361919,0.004690445,0.030191075,0,0.036601309,0.003921569,0.023529412,0.005192454,0.0119305,0.003643366,0.022116427,1,72665,1741.362,0.063772345,0.129599299,8.34E-01,0.002524919,0.005131185,3.30E-02,8.78E-07,1.78E-06,1.15E-05
539,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,151.1215734,1161.878463,204.3973935,1244.849711,0.004200972,0.032298626,0.005681967,0.034605112,0,0.03267974,0.003921569,0.026143791,0.006478384,0.011266823,0.004181828,0.02568007,1,32076,1014.582,0.130066593,0.175919771,1.07E+00,0.00471136,0.006372284,3.88E-02,4.05E-06,5.48E-06,3.34E-05
539,2,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,92.85882645,990.0418573,173.2862813,1036.779116,0.002569491,0.027395386,0.004794994,0.02868865,0,0.027450981,0.003921569,0.023529412,0.005408096,0.008223133,0.003693725,0.019051652,2,31979,1005.206,0.093792829,0.175029248,1.05E+00,0.002903744,0.005418752,3.24E-02,2.93E-06,5.47E-06,3.27E-05
540,1,MALE,WT,BM17,+,WT/WT,24HR,NOUV,2,10.22614413,912.4954499,88.05751989,484.7477277,0.000382787,0.03415667,0.003296183,0.018145152,0,0.03398693,0.002614379,0.015686275,0.001898963,0.011765542,0.002921819,0.012151468,1,22986,980.646,0.011206789,0.096501873,5.31E-01,0.000444886,0.00383092,2.11E-02,4.88E-07,4.20E-06,2.31E-05
