ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EDU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EDU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EDU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EDU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
119,1,MALE,Tg,BM31,+,Tg/WT,12HR,NOUV,2,11.33856244,5368.559618,1946.111164,221.0745174,0.000368016,0.17424731,0.063164919,0.007175414,0,0.189542487,0.065359481,0.005228758,0.002922965,0.092098313,0.047221867,0.007657473,1,27657,665.366,0.002112031,0.362501546,4.12E-02,0.000409971,0.070365953,7.99E-03,7.64E-08,1.31E-05,1.49E-06
205,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,3296.337341,13295.59904,1201.192193,1833.754303,0.046148446,0.18613727,0.01681659,0.025672406,0.045751635,0.203921571,0.009150327,0.023529412,0.038944903,0.08755684,0.021768975,0.017060755,1,65574,1501.364,0.247926952,0.090345098,1.38E-01,0.050268969,0.018318117,2.80E-02,3.78E-06,1.38E-06,2.10E-06
209,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,2023.841886,13851.72976,1099.870621,966.3137571,0.023611843,0.161605938,0.012832016,0.01127383,0.014379085,0.172549024,0.002614379,0.010457517,0.025704247,0.071332721,0.019914487,0.010707034,1,79249,1617.918,0.14610752,0.079403124,6.98E-02,0.025537759,0.013878669,1.22E-02,1.84E-06,1.00E-06,8.80E-07
210,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,3111.938647,16142.18866,1978.980449,1461.717695,0.025432647,0.131923739,0.016173426,0.011946042,0.020915033,0.135947719,0,0.010457517,0.025450399,0.06408156,0.030280822,0.010337776,1,115057,1613.234,0.192782944,0.122596786,9.06E-02,0.02704693,0.0172,1.27E-02,1.68E-06,1.07E-06,7.87E-07
215,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,3204.841917,14625.0409,1680.393514,1754.193518,0.037782254,0.172416308,0.019810355,0.020680391,0.03398693,0.186928108,0.010457517,0.015686275,0.035630817,0.088327597,0.025395068,0.021107806,1,78096,1652.834,0.219133877,0.11489838,1.20E-01,0.04103721,0.021517024,2.25E-02,2.81E-06,1.47E-06,1.54E-06
219,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,3193.424923,12944.32585,381.0536065,915.9268285,0.029561085,0.119823804,0.00352736,0.008478606,0.020915033,0.128104582,0,0.007843138,0.031639954,0.054039721,0.010402336,0.008177964,1,100487,1849.642,0.246704615,0.029437887,7.08E-02,0.031779483,0.003792069,9.11E-03,2.46E-06,2.93E-07,7.04E-07
220,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1033.877154,7459.479939,457.547727,569.5398883,0.018022472,0.13003312,0.007975939,0.009928179,0.009150327,0.139869288,0,0.007843138,0.021611418,0.06114591,0.013044518,0.009072493,1,52405,1185.772,0.138599093,0.061337752,7.64E-02,0.019728598,0.008730994,1.09E-02,2.64E-06,1.17E-06,1.46E-06
221,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,3315.330811,12866.91146,850.7176736,1276.847102,0.02415348,0.093740476,0.006197811,0.00930233,0.019607844,0.094117649,0,0.007843138,0.021977226,0.040619454,0.0136683,0.008487121,1,127991,2207.31,0.257663296,0.066116696,9.92E-02,0.025902843,0.006646699,9.98E-03,2.01E-06,5.17E-07,7.75E-07
227,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,2675.972621,10713.38068,1316.496773,935.7229076,0.025225035,0.1009896,0.012409947,0.008820585,0.015686275,0.104575165,0.002614379,0.007843138,0.03204985,0.049284026,0.018744296,0.00806445,1,98826,1714.706,0.249778543,0.122883412,8.73E-02,0.027077617,0.013321361,9.47E-03,2.53E-06,1.24E-06,8.84E-07
229,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1402.498079,7255.84464,503.7856364,756.742508,0.01836644,0.095019049,0.006597334,0.009909936,0.011764706,0.098039217,0,0.005228758,0.020207496,0.043457836,0.016145988,0.016475127,1,70338,1392.02,0.193292187,0.069431701,1.04E-01,0.019939408,0.007162354,1.08E-02,2.75E-06,9.87E-07,1.48E-06
236,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,2765.772621,5327.121706,98.3921602,938.3451269,0.061019561,0.11752905,0.002170766,0.020702138,0.060130719,0.129411772,0,0.018300654,0.050281838,0.073663587,0.006776731,0.014116036,1,40656,1178.626,0.519187053,0.018470042,1.76E-01,0.068028646,0.002420114,2.31E-02,1.28E-05,4.54E-07,4.33E-06
238,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,998.5215965,7679.460337,301.4300746,604.6640726,0.016422242,0.126300682,0.004957487,0.009944642,0.006535948,0.135947719,0,0.007843138,0.020736916,0.058475037,0.013499014,0.008573886,1,55563,1199.498,0.13002497,0.039251466,7.87E-02,0.017970981,0.005425014,1.09E-02,2.34E-06,7.06E-07,1.42E-06
251,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1279.400037,11105.28135,1265.98958,840.2562375,0.012815274,0.111237468,0.012680946,0.008416534,0.007843138,0.11503268,0,0.005228758,0.015822334,0.054493419,0.020858773,0.008921719,1,92044,1772.98,0.11520645,0.113998875,7.57E-02,0.013899874,0.013754178,9.13E-03,1.25E-06,1.24E-06,8.22E-07
252,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1224.351669,11188.382,823.8732271,776.6928361,0.017259948,0.15772502,0.011614318,0.010949205,0.014379085,0.166013077,0,0.010457517,0.017132402,0.078781154,0.023352638,0.009480482,1,65687,1161.046,0.109430628,0.073636494,6.94E-02,0.018639178,0.012542409,1.18E-02,1.67E-06,1.12E-06,1.06E-06
257,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1287.362129,16906.32334,774.3686515,1259.056251,0.009717114,0.127610303,0.005844998,0.009503459,0.003921569,0.132026151,0,0.007843138,0.01452508,0.054471017,0.01438558,0.008864086,1,124392,1865.418,0.076146783,0.045803492,7.45E-02,0.010349236,0.006225229,1.01E-02,6.12E-07,3.68E-07,5.99E-07
281,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,297.3581788,6132.975327,104.571245,899.5268255,0.004310413,0.088901738,0.001515833,0.013039266,0,0.087581702,0,0.005228758,0.008181664,0.047340018,0.007022386,0.031552746,1,63075,1348.16,0.048485142,0.017050655,1.47E-01,0.004714359,0.001657887,1.43E-02,7.69E-07,2.70E-07,2.33E-06
283,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,218.248372,1793.258873,28.84705981,123.4666709,0.012697718,0.104332027,0.001678326,0.007183306,0.00130719,0.111111112,0,0.005228758,0.01752871,0.061175997,0.00604804,0.007588307,1,14790,508.73,0.121704889,0.016086389,6.89E-02,0.014756482,0.001950444,8.35E-03,8.23E-06,1.09E-06,4.66E-06
283,2,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,449.8026262,2653.303343,21.79607919,156.5437963,0.017833034,0.105193805,0.000864135,0.006206391,0.00130719,0.111111112,0,0.005228758,0.022629724,0.051466926,0.004217233,0.006670495,2,22321,613.946,0.169525519,0.008214696,5.90E-02,0.020151545,0.000976483,7.01E-03,7.59E-06,3.68E-07,2.64E-06
283,3,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,796.1032906,5577.908654,121.759481,555.4222406,0.015233803,0.106735847,0.002329924,0.01062826,0.010457517,0.11503268,0,0.007843138,0.019841751,0.052316462,0.007535179,0.010085591,3,47870,957.276,0.142724333,0.021828877,9.96E-02,0.016630526,0.002543545,1.16E-02,2.98E-06,4.56E-07,2.08E-06
294,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,1444.546447,15120.75336,265.6248454,1455.145146,0.011164109,0.116860033,0.002052869,0.011246021,0.005228758,0.121568628,0,0.010457517,0.015218321,0.053154782,0.007302627,0.010251751,1,119884,2174.232,0.095534026,0.017566906,9.62E-02,0.012049535,0.002215682,1.21E-02,7.97E-07,1.47E-07,8.03E-07
297,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,1,240.652294,1241.473236,0,501.7777927,0.010673835,0.055064013,0,0.022255735,0,0.047058824,0,0.015686275,0.02192875,0.037656177,0,0.021522756,1,19176,788.468,0.193844126,0,4.04E-01,0.012549661,0,2.62E-02,1.01E-05,0.00E+00,2.11E-05
304,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,3487.162186,15232.97169,633.2758361,6378.604095,0.04403761,0.192369506,0.007997321,0.08055217,0.041830067,0.210457519,0,0.073202617,0.037467263,0.104411412,0.016625927,0.057627952,1,73022,1624.744,0.22892199,0.041572705,4.19E-01,0.047754953,0.008672398,8.74E-02,3.13E-06,5.69E-07,5.73E-06
304,2,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,71.36209352,898.1778035,47.98954402,227.2496794,0.013464546,0.16946751,0.009054631,0.042877298,0,0.197385624,0.002614379,0.039215688,0.023722845,0.100356489,0.011239444,0.032290205,2,4680,296.584,0.079452079,0.053429893,2.53E-01,0.015248311,0.010254176,4.86E-02,1.70E-05,1.14E-05,5.41E-05
307,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,715.2248545,910.4431617,5.567320473,1161.796109,0.067780976,0.086281573,0.000527608,0.110101982,0.041830067,0.084967323,0,0.086274512,0.071261763,0.05816913,0.002364458,0.086974399,1,8693,408.648,0.785578809,0.006114957,1.28E+00,0.082275952,0.000640437,1.34E-01,9.04E-05,7.03E-07,1.47E-04
309,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1656.665404,8183.591068,729.845773,2308.491569,0.024280245,0.119939486,0.010696689,0.033833471,0.015686275,0.125490204,0,0.02875817,0.03053472,0.063325801,0.023058777,0.027888281,1,62568,1235.784,0.202437462,0.089184047,2.82E-01,0.026477839,0.011664841,3.69E-02,3.24E-06,1.43E-06,4.51E-06
309,2,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1337.716378,8711.785857,298.9973953,1396.928148,0.017825523,0.116087492,0.003984241,0.01861454,0.013071896,0.121568628,0,0.015686275,0.021405931,0.05698354,0.009703754,0.015445277,2,69553,1282.44,0.153552486,0.034321022,1.60E-01,0.019233051,0.004298843,2.01E-02,2.21E-06,4.93E-07,2.31E-06
310,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1054.960814,5597.270736,586.337273,1496.138606,0.018914921,0.100356272,0.010512735,0.026825019,0.014379085,0.101960786,0.00130719,0.023529412,0.020573711,0.04335848,0.019156509,0.02609379,1,51002,1188.754,0.188477718,0.104754138,2.67E-01,0.020684695,0.011496358,2.93E-02,3.70E-06,2.05E-06,5.24E-06
317,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,846.0261665,1912.490248,5.805228953,589.3124365,0.029376929,0.066408217,0.000201577,0.020462948,0.024836602,0.064052291,0,0.018300654,0.025626002,0.036142461,0.001784665,0.016069991,1,25534,711.812,0.442368879,0.003035429,3.08E-01,0.033133319,0.000227353,2.31E-02,1.73E-05,1.19E-07,1.21E-05
322,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,4337.588352,23602.80451,857.7111378,4275.001433,0.030709895,0.167106599,0.006072549,0.030266783,0.02875817,0.180392161,0,0.02875817,0.02547567,0.082749496,0.013657705,0.021335248,1,131331,2603.914,0.183774278,0.036339374,1.81E-01,0.033027909,0.006530911,3.26E-02,1.40E-06,2.77E-07,1.38E-06
324,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1970.129466,9764.800257,361.3098155,1531.796126,0.024686174,0.122355185,0.004527295,0.019193757,0.018300654,0.128104582,0,0.018300654,0.025326603,0.061664597,0.012058832,0.013431306,1,73734,1468.338,0.201758297,0.03700125,1.57E-01,0.026719417,0.004900179,2.08E-02,2.74E-06,5.02E-07,2.13E-06
324,2,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1093.596108,5899.587085,115.1333371,1093.477158,0.021183049,0.114275502,0.002230143,0.021180745,0.010457517,0.117647059,0,0.020915033,0.024550791,0.059905512,0.00771334,0.015927071,2,47187,999.416,0.185368246,0.019515491,1.85E-01,0.023175792,0.002439938,2.32E-02,3.93E-06,4.14E-07,3.93E-06
331,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,87.08235543,409.2745203,0,148.7634032,0.010835182,0.050923792,0,0.018509818,0.003921569,0.040522877,0,0.013071896,0.015405661,0.033622407,0,0.01718368,1,6397,363.992,0.212772482,0,3.63E-01,0.013612999,0,2.33E-02,3.33E-05,0.00E+00,5.68E-05
342,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,2587.326871,20749.0319,422.2627587,2932.729502,0.018001551,0.144363185,0.00293793,0.020404719,0.014379085,0.152941182,0,0.018300654,0.017948556,0.064601399,0.00904965,0.014489232,1,135019,2108.82,0.124696269,0.020350962,1.41E-01,0.019162687,0.003127432,2.17E-02,9.24E-07,1.51E-07,1.05E-06
344,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1589.883705,12666.81078,312.0836702,1995.639276,0.017451497,0.13903835,0.003425614,0.021905308,0.009150327,0.149019614,0,0.018300654,0.024359154,0.070501035,0.008909519,0.019246669,1,84750,1627.93,0.125515707,0.024637904,1.58E-01,0.01875969,0.003682403,2.35E-02,1.48E-06,2.91E-07,1.86E-06
351,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,346.5085063,652.9477302,0.628758194,557.66799,0.025233652,0.047549354,4.58E-05,0.040610835,0.016993465,0.037908498,0,0.036601309,0.028928508,0.031730502,0.000551036,0.025179302,1,11166,574.526,0.530683377,0.000962953,8.54E-01,0.031032465,5.63E-05,4.99E-02,4.75E-05,8.62E-08,7.65E-05
352,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,1901.857572,16275.38216,33.81568741,1982.724247,0.013363437,0.114359267,0.000237607,0.013931648,0.009150327,0.118954249,0,0.013071896,0.014763581,0.049067506,0.002137864,0.009914338,1,133972,1966.68,0.116854864,0.00207772,1.22E-01,0.014195933,0.000252409,1.48E-02,8.72E-07,1.55E-08,9.09E-07
353,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,169.7019658,2037.483717,1.636601373,602.1307367,0.007390235,0.088728986,7.13E-05,0.02622178,0,0.088888891,0,0.020915033,0.011550242,0.052758711,0.000690305,0.020978343,1,20217,590.832,0.083289974,0.000803246,2.96E-01,0.008394023,8.10E-05,2.98E-02,4.12E-06,3.97E-08,1.46E-05
354,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,119.0130751,640.4483834,1.109803962,432.7398817,0.009683733,0.052111341,9.03E-05,0.035210731,0,0.040522877,0,0.018300654,0.01755805,0.039487598,0.000902969,0.04235393,1,10085,508.756,0.185827739,0.001732855,6.76E-01,0.011800999,0.000110045,4.29E-02,1.84E-05,1.72E-07,6.70E-05
354,2,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,104.5359507,531.176485,0.205228766,225.3516408,0.010657147,0.054151951,2.09E-05,0.022973967,0.003921569,0.043137256,0,0.015686275,0.014023614,0.043590917,0.000340739,0.023137253,2,7718,444.616,0.196800788,0.000386366,4.24E-01,0.013544435,2.66E-05,2.92E-02,2.55E-05,5.01E-08,5.50E-05
359,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,146.9607887,4097.439327,12.45751679,433.7019749,0.0036512,0.101799735,0.000309504,0.010775204,0,0.108496733,0,0.007843138,0.01015106,0.05041306,0.002228985,0.010506286,1,36234,911.028,0.035866495,0.003040318,1.06E-01,0.004055881,0.000343807,1.20E-02,9.90E-07,8.39E-08,2.92E-06
361,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,295.3921655,3462.767418,76.25228992,591.8797568,0.009795469,0.114828473,0.002528594,0.019627263,0.003921569,0.125490204,0,0.018300654,0.012393812,0.058866825,0.009201,0.013998682,1,26910,704.226,0.085305228,0.022020621,1.71E-01,0.010977041,0.002833604,2.20E-02,3.17E-06,8.18E-07,6.35E-06
362,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,875.4719212,10004.69179,246.4326879,1169.10592,0.009391359,0.107322296,0.002643532,0.012541229,0.005228758,0.11503268,0,0.010457517,0.011684494,0.046963436,0.007531366,0.010899858,1,86663,1542.376,0.087506136,0.024631712,1.17E-01,0.010102026,0.002843574,1.35E-02,1.01E-06,2.84E-07,1.35E-06
367,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,361.0274616,4910.581839,40.96209287,580.925509,0.007452009,0.101359874,0.000845503,0.011990949,0,0.108496733,0,0.010457517,0.011763084,0.054662432,0.004216617,0.012158672,1,43761,1132.04,0.073520302,0.008341597,1.18E-01,0.008249982,0.000936041,1.33E-02,1.68E-06,1.91E-07,2.70E-06
371,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,561.3869452,14854.15595,203.3372619,2018.925556,0.003370236,0.089175587,0.001220717,0.012120438,0,0.09150327,0,0.010457517,0.007244353,0.040212581,0.004926584,0.010186861,1,157102,2140.194,0.037793258,0.013688914,1.36E-01,0.003573391,0.001294301,1.29E-02,2.41E-07,8.71E-08,8.65E-07
375,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,541.0758329,5502.593611,34.64313834,809.8510067,0.008352127,0.084938851,0.000534757,0.01250098,0.002614379,0.084967323,0,0.010457517,0.013377202,0.038747398,0.004937409,0.01053281,1,59645,1165.014,0.098331055,0.006295784,1.47E-01,0.009071604,0.000580822,1.36E-02,1.65E-06,1.06E-07,2.47E-06
381,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,457.7228893,7977.166229,1052.725521,1020.410491,0.005706201,0.099447313,0.013123799,0.012720944,0,0.101960786,0.00130719,0.010457517,0.012212697,0.043075118,0.022248098,0.010769553,1,74258,1300.178,0.057379134,0.131967354,1.28E-01,0.006163954,0.014176594,1.37E-02,7.73E-07,1.78E-06,1.72E-06
386,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,716.3059035,11448.22776,77.09934895,1765.354303,0.006199528,0.099082825,0.000667284,0.015278897,0,0.101960786,0,0.010457517,0.01240283,0.04852877,0.004210596,0.020432465,1,107142,1936.514,0.062569152,0.00673461,1.54E-01,0.006685575,0.0007196,1.65E-02,5.84E-07,6.29E-08,1.44E-06
388,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,454.4392291,11315.1768,96.16601635,951.1608159,0.004968558,0.12371316,0.00105142,0.010399405,0,0.13464053,0,0.007843138,0.01126602,0.054293054,0.004509908,0.009989476,1,85140,1491.376,0.04016192,0.008498852,8.41E-02,0.005337553,0.001129505,1.12E-02,4.72E-07,9.98E-08,9.87E-07
390,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,424.0601431,5606.346557,83.56209401,764.2928352,0.007122273,0.09416101,0.001403461,0.012836628,0,0.098039217,0,0.010457517,0.014881191,0.044889363,0.00797375,0.011360825,1,54678,1113.83,0.075639302,0.014904911,1.36E-01,0.00775559,0.001528258,1.40E-02,1.38E-06,2.73E-07,2.49E-06
393,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,741.8143978,1115.584343,1.734640589,801.6653821,0.045579994,0.068545889,0.000106583,0.049257474,0.018300654,0.064052291,0,0.03398693,0.059981581,0.045831618,0.000845996,0.053856396,1,13625,585.354,0.664955906,0.001554917,7.19E-01,0.054445093,0.000127313,5.88E-02,4.88E-05,1.14E-07,5.27E-05
400,1,MALE,Tg,BM31,+,Tg/WT,12HR,UV,2,654.3085156,8435.053834,166.5973911,1188.551672,0.008528748,0.109948823,0.002171555,0.015492475,0,0.117647059,0,0.013071896,0.015141492,0.050666253,0.007207553,0.012785816,1,70876,1430.79,0.077570165,0.019750602,1.41E-01,0.009231736,0.002350547,1.68E-02,1.09E-06,2.79E-07,1.99E-06
406,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,1042.694148,12952.57945,13299.30493,3123.150422,0.007984732,0.099188117,0.101843268,0.023916426,0,0.100653596,0.062745102,0.020915033,0.015555819,0.049529924,0.093072014,0.022486544,1,121742,2097.8,0.080500888,1.026768836,2.41E-01,0.008564786,0.109241716,2.57E-02,6.61E-07,8.43E-06,1.98E-06
406,2,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,420.8575267,1293.623561,1512.683703,234.9568698,0.046045681,0.141534306,0.165501499,0.025706441,0.011764706,0.149019614,0.156862751,0.023529412,0.062218133,0.089194586,0.086734199,0.016302068,2,7134,425.858,0.325332299,1.169338398,1.82E-01,0.058993205,0.212038646,3.29E-02,4.56E-05,1.64E-04,2.55E-05
409,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,1091.248394,2827.349092,5526.447206,1061.490227,0.036739896,0.095190529,0.186063134,0.035738005,0.009150327,0.100653596,0.200000003,0.03398693,0.057830305,0.041397134,0.086339812,0.020779844,1,26350,707.36,0.385961676,1.954639143,3.75E-01,0.041413601,0.209732342,4.03E-02,1.46E-05,7.42E-05,1.42E-05
414,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,949.9059085,4847.511236,3033.383087,848.6144048,0.027338569,0.139512785,0.087301649,0.02442337,0.019607844,0.142483667,0.050980393,0.023529412,0.029875229,0.083108478,0.088155376,0.015251353,1,30961,823.378,0.195957443,0.625760919,1.75E-01,0.030680724,0.097974325,2.74E-02,6.33E-06,2.02E-05,5.65E-06
422,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,966.5059081,1979.482405,3517.751729,467.8719098,0.050512486,0.103453664,0.183848214,0.024452384,0.019607844,0.105882354,0.209150329,0.023529412,0.070409614,0.064326633,0.106662136,0.016215973,1,16592,540.832,0.488261934,1.777106844,2.36E-01,0.05825132,0.212014931,2.82E-02,2.94E-05,1.07E-04,1.42E-05
423,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,473.6274641,3130.653675,5647.04329,806.5359724,0.013772644,0.091036485,0.164210744,0.023453313,0.002614379,0.094117649,0.164705887,0.020915033,0.0234314,0.044463222,0.093960661,0.017723307,1,30462,919.824,0.151287084,1.803790478,2.58E-01,0.015548141,0.185379925,2.65E-02,4.97E-06,5.92E-05,8.46E-06
423,2,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,2810.366089,10060.93361,9196.26562,1794.183061,0.040642768,0.145498548,0.132993949,0.025946999,0.02875817,0.145098045,0.105882354,0.020915033,0.041897891,0.080705907,0.093773037,0.023723125,2,63710,1373.588,0.279334523,0.914056883,1.78E-01,0.044111852,0.144345717,2.82E-02,4.38E-06,1.43E-05,2.80E-06
434,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,1118.679768,4000.005338,6686.338736,955.7359766,0.028618055,0.102328098,0.171049853,0.024449628,0.006535948,0.105882354,0.185620919,0.023529412,0.05315882,0.05343006,0.089670965,0.014508384,1,35142,978.632,0.279669569,1.671582453,2.39E-01,0.031833128,0.190266312,2.72E-02,7.96E-06,4.76E-05,6.80E-06
434,2,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,5205.423667,17205.65142,11935.41731,2678.209232,0.043858045,0.144965383,0.100561281,0.022565122,0.03267974,0.155555561,0.083660133,0.020915033,0.044108102,0.083801174,0.079095962,0.01405316,2,110933,1922.386,0.302541505,0.693691684,1.56E-01,0.046924032,0.107591225,2.41E-02,2.73E-06,6.25E-06,1.40E-06
435,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,410.524195,6428.798865,2654.109873,1267.576509,0.008409452,0.131691805,0.054368558,0.025965883,0.00130719,0.128104582,0.03267974,0.020915033,0.013968252,0.082351289,0.062873005,0.021769888,1,45565,937.2,0.06385706,0.41284693,1.97E-01,0.009009639,0.058248872,2.78E-02,1.40E-06,9.06E-06,4.33E-06
435,2,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,556.9477279,6753.061617,7752.098264,1185.098075,0.011124048,0.134880492,0.154834487,0.023670243,0,0.139869288,0.162091509,0.020915033,0.0183251,0.086077648,0.105812252,0.018091954,2,46462,1089.168,0.082473367,1.147938328,1.75E-01,0.011987166,0.16684814,2.55E-02,1.78E-06,2.47E-05,3.78E-06
444,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,3824.579187,13153.57421,14070.14025,2775.898122,0.03744778,0.128791202,0.137765617,0.02717978,0.018300654,0.13464053,0.137254909,0.023529412,0.051206689,0.06803212,0.10509771,0.017777929,1,95445,1564.038,0.290763493,1.0696819,2.11E-01,0.040071027,0.147416211,2.91E-02,3.05E-06,1.12E-05,2.21E-06
452,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,175.0196132,3011.868056,3287.929506,794.9542718,0.006833767,0.117600564,0.128379583,0.031039564,0,0.122875817,0.112418301,0.026143791,0.012949159,0.07076323,0.076620248,0.026611979,1,22465,684.812,0.058109987,1.091657883,2.64E-01,0.007790768,0.146357868,3.54E-02,2.59E-06,4.86E-05,1.17E-05
463,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,475.8235429,3622.185716,4306.162213,1252.718989,0.022060529,0.167934801,0.199645891,0.058079604,0.002614379,0.179084972,0.222222224,0.054901961,0.039755799,0.086390283,0.109658731,0.034460787,1,18822,582.36,0.131363652,1.18882977,3.46E-01,0.02528018,0.228783456,6.66E-02,6.98E-06,6.32E-05,1.84E-05
465,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,3137.202699,19831.87504,24114.27514,3854.38966,0.01899355,0.12006802,0.145994933,0.023335612,0.003921569,0.121568628,0.15947713,0.020915033,0.031873263,0.064274273,0.088394731,0.017143221,1,155500,2159.454,0.158189919,1.21593521,1.94E-01,0.020174937,0.155075724,2.48E-02,1.02E-06,7.82E-06,1.25E-06
469,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,934.53205,2846.000078,4205.336071,571.5555728,0.041839723,0.127417625,0.188276149,0.025588985,0.011764706,0.132026151,0.209150329,0.023529412,0.065542232,0.067487357,0.100593355,0.014936558,1,19626,558.398,0.328366839,1.477630343,2.01E-01,0.047617041,0.214273722,2.91E-02,1.67E-05,7.53E-05,1.02E-05
479,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,470.814392,4630.341299,5155.273338,781.1085199,0.016549418,0.162759369,0.181211056,0.027456449,0.002614379,0.169934645,0.200000003,0.026143791,0.026780857,0.084504619,0.093080548,0.016537518,1,24748,793.22,0.101680278,1.113367893,1.69E-01,0.019024341,0.208310705,3.16E-02,4.11E-06,4.50E-05,6.82E-06
483,1,MALE,Tg,BM31,+,Tg/WT,24HR,NOUV,1,514.686289,8109.632903,3707.392254,2854.054983,0.00898827,0.141623291,0.064744372,0.049842042,0,0.142483667,0.03398693,0.03398693,0.019288402,0.090578348,0.074093972,0.047398736,1,52911,977.276,0.06346604,0.457159072,3.52E-01,0.009727397,0.070068459,5.39E-02,1.20E-06,8.64E-06,6.65E-06
