"","label","area","perimeter","casp","edu","tunel","count","caspArea","eduArea","tunelArea"
"1","genotype",0.361528430288099,0.318130582338312,0.0727641701738595,0.538243698460195,0.804235276630721,0.665448580501907,0.437370930912218,0.200050961599068,0.491677701258686
"2","treatment",0.0302544813732961,0.0169146244558148,0.00251515290036734,0.00283781068797165,0.146325657226519,0.299182556613281,0.0257585552059469,0.00374422255495959,0.104311279933791
"3","interaction",0.378444948771707,0.216385124899419,0.577692791518188,0.529368350797906,0.1546184690077,0.98353304577222,0.743270314362355,0.239707612409408,0.460027715850201
