"","label","area","perimeter","casp","edu","tunel","count"
"1","genotype",0.257785618993973,0.157121391576467,0.127651268363558,0.1879403892209,0.086131783921497,0.893069560149503
"2","treatment",0.0384654411304103,0.00673618465855226,0.00882619919301212,0.011441734142377,0.0305802196569061,0.0166584723871015
"3","interaction",0.325104904383283,0.565832821546731,0.249206837088593,0.183181819085921,0.0715662701301695,0.29872997473444
