ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
385,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,19069.08289,21735.42021,3670.576574,0.125236153,0.142747317,0.024106502,0.117647059,0.146405235,0.015686275,0.067219155,0.044303344,0.023636258,1,143606,1981.182,5.921527523,3.41E-05,3.89E-05,1.68E-07,1.02E-06,1.09E-07,6.11E-06,4.01E-11,4.57E-11
387,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,11094.14149,11648.31928,1298.793502,0.134303511,0.141012279,0.015722941,0.117647059,0.146405235,0.013071896,0.080044657,0.044390844,0.01188278,1,76596,1368.134,8.968569108,0.000103406,0.000108572,2.05E-07,1.91E-06,1.71E-07,1.24E-05,1.51E-10,1.58E-10
388,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,1815.447106,890.2993712,95.92026446,0.198171281,0.097183645,0.010470502,0.188235298,0.094117649,0.007843138,0.096272963,0.041139463,0.010689021,1,7217,433.794,9.281660932,0.002066,0.001013171,1.45E-06,1.30E-05,1.09E-06,0.000282547,3.08E-08,1.51E-08
393,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,15411.3259,19015.9588,1258.490234,0.167294383,0.206423712,0.013661274,0.141176477,0.227450982,0.010457517,0.110848933,0.089702328,0.009852887,1,85721,1528.05,15.11013617,0.000132933,0.000164025,1.59E-07,2.65E-06,1.22E-07,9.45E-06,1.03E-10,1.27E-10
396,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,23401.36929,29992.49081,6261.402789,0.134516913,0.172404325,0.035992106,0.121568628,0.185620919,0.02875817,0.07895831,0.05848313,0.025761903,1,164075,2386.906,4.790059324,2.15E-05,2.75E-05,2.19E-07,1.13E-06,1.75E-07,4.76E-06,2.73E-11,3.50E-11
404,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,5402.874669,6066.371386,1083.532056,0.141647869,0.159042849,0.028407101,0.098039217,0.168627456,0.016993465,0.09910327,0.061414471,0.032466671,1,34492,794.92,5.598700428,0.000130728,0.000146782,8.24E-07,4.89E-06,4.93E-07,2.58E-05,6.77E-10,7.60E-10
406,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,10641.08656,14113.04863,1482.996121,0.124285624,0.164837401,0.017321079,0.121568628,0.185620919,0.014379085,0.049057479,0.058618599,0.010814213,1,79694,1420.382,9.51657825,8.38E-05,0.000111152,2.17E-07,2.33E-06,1.80E-07,9.46E-06,1.11E-10,1.47E-10
411,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,20243.628,31149.41767,5810.615849,0.11064087,0.170246097,0.031757726,0.101960786,0.180392161,0.023529412,0.052385516,0.057489276,0.026082998,1,172541,2526.052,5.360777322,1.90E-05,2.93E-05,1.84E-07,1.05E-06,1.36E-07,3.77E-06,2.06E-11,3.17E-11
414,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,21752.71433,28861.36931,2439.708568,0.147202582,0.195307492,0.016509728,0.125490204,0.210457519,0.013071896,0.085141222,0.064434853,0.012091781,1,139984,1805.762,11.82984299,6.03E-05,8.01E-05,1.18E-07,1.50E-06,9.34E-08,5.38E-06,3.64E-11,4.83E-11
422,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,2414.6981,644.0457679,34.31503394,0.29279715,0.078094552,0.004160911,0.274509817,0.077124186,0.003921569,0.089087489,0.018545723,0.002327142,1,6445,445.552,18.76861812,0.00853262,0.002275812,6.46E-07,1.20E-05,6.08E-07,0.000581732,7.05E-08,1.88E-08
426,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,12305.0513,17900.59408,794.475842,0.146525337,0.213155599,0.009460411,0.109803922,0.248366013,0.006535948,0.11531871,0.095860346,0.007420765,1,77832,1498.834,22.53132585,0.00018443,0.000268297,1.22E-07,3.19E-06,8.40E-08,8.83E-06,1.05E-10,1.53E-10
426,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,14306.54546,16579.44626,1056.539902,0.162018363,0.187758446,0.011965073,0.125490204,0.20653595,0.009150327,0.114493916,0.07836252,0.008661874,2,81965,1549.528,15.69221023,0.000153348,0.000177711,1.46E-07,2.52E-06,1.12E-07,1.05E-05,1.19E-10,1.38E-10
430,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,11193.47874,13364.11666,1634.794818,0.145266092,0.173436074,0.021215947,0.13333334,0.185620919,0.015686275,0.083327212,0.070444411,0.018000388,1,70631,1515.012,8.174797542,8.89E-05,0.00010609,3.00E-07,2.63E-06,2.22E-07,1.19E-05,1.54E-10,1.84E-10
431,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,UV,1,14849.03962,20425.80697,2251.958234,0.128353081,0.176557901,0.019465621,0.117647059,0.190849677,0.015686275,0.064312697,0.060572973,0.013698176,1,108446,1647.056,9.070242361,5.70E-05,7.84E-05,1.79E-07,1.76E-06,1.45E-07,6.70E-06,5.79E-11,7.97E-11
451,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,122.3333372,323.149028,23.8196086,0.028777543,0.076017179,0.005603295,0.027450981,0.071895428,0.002614379,0.009049994,0.04089514,0.00843592,1,2899,281.744,13.56651293,0.001208145,0.00319137,1.93E-06,2.48E-05,9.02E-07,0.000130585,3.07E-08,8.11E-08
451,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,132.3451021,401.4130828,66.675819,0.023876078,0.07241802,0.012028833,0.023529412,0.070588239,0.007843138,0.006066467,0.031400523,0.011518985,2,3865,378.132,6.020369736,0.000358092,0.001086121,3.11E-06,1.83E-05,2.03E-06,8.53E-05,1.54E-08,4.67E-08
451,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,4889.137407,15341.66053,631.0954467,0.042507215,0.133383706,0.00548688,0.039215688,0.129411772,0.003921569,0.018928069,0.056036532,0.005612906,3,106576,2030.666,24.30957252,6.74E-05,0.000211353,5.15E-08,1.21E-06,3.68E-08,2.99E-06,2.60E-11,8.16E-11
452,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,158.1921618,424.0457623,21.18300724,0.029414682,0.078848227,0.003938826,0.027450981,0.074509807,0.002614379,0.008776147,0.029562379,0.004319233,1,3844,327.75,20.0182041,0.001388598,0.00372224,1.02E-06,1.94E-05,6.80E-07,9.70E-05,1.80E-08,4.84E-08
452,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,231.2117726,952.0026387,28.91241927,0.027169421,0.1118687,0.003397464,0.027450981,0.101960786,0.002614379,0.008032453,0.060575044,0.003399413,2,6651,402.444,32.92711792,0.000939715,0.003869227,5.11E-07,1.53E-05,3.93E-07,3.65E-05,4.29E-09,1.77E-08
452,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,2216.466731,3927.397489,267.8235383,0.062421616,0.11060599,0.007542625,0.035294119,0.105882354,0.006535948,0.080669897,0.048530453,0.005061689,3,30937,1144.364,14.66412368,0.00023307,0.000412981,2.44E-07,3.42E-06,2.11E-07,1.82E-05,5.14E-10,9.10E-10
452,4,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,336.9686376,1093.027477,62.54248577,0.036698828,0.119040239,0.006811423,0.031372551,0.105882354,0.005228758,0.014892675,0.059286306,0.004093915,4,7304,411.272,17.47655955,0.000586782,0.00190335,9.33E-07,1.45E-05,7.16E-07,4.22E-05,4.60E-09,1.49E-08
453,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,228.2902026,565.0091649,4.732026292,0.046212592,0.114374325,0.0009579,0.039215688,0.105882354,0.00130719,0.027308398,0.062260932,0.001091027,1,3667,259.26,119.4011043,0.00976592,0.024170264,2.61E-07,2.89E-05,3.56E-07,0.000110185,2.23E-08,5.52E-08
453,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,356.3607956,1545.207885,85.45621198,0.022497525,0.097551003,0.005394963,0.023529412,0.094117649,0.003921569,0.006260171,0.042262405,0.004532332,2,12624,752.506,18.0818673,0.000263264,0.001141532,4.27E-07,7.46E-06,3.11E-07,1.83E-05,1.15E-09,5.00E-09
453,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,84.70588512,247.3032744,35.72941281,0.026429293,0.077161708,0.011148023,0.023529412,0.06797386,0.003921569,0.009313534,0.04681153,0.01424516,3,2009,264.916,6.921559996,0.000739707,0.002159613,5.55E-06,3.38E-05,1.95E-06,0.000170492,5.32E-08,1.55E-07
454,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,133.4431417,518.2810604,17.95555617,0.024877543,0.096622122,0.003347419,0.023529412,0.09150327,0.002614379,0.00764546,0.050871686,0.002707235,1,3891,308.61,28.86466203,0.001385507,0.005381182,8.60E-07,2.35E-05,6.72E-07,6.62E-05,1.23E-08,4.79E-08
454,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,109.2745133,395.4418403,23.47581778,0.02556727,0.092522658,0.005492704,0.023529412,0.087581702,0.003921569,0.006788872,0.042813539,0.004663712,2,3063,253.744,16.84464601,0.00108909,0.00394119,1.79E-06,2.86E-05,1.28E-06,9.02E-05,2.11E-08,7.64E-08
454,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,100.2784345,383.0784421,48.00784461,0.03051687,0.116578954,0.014609813,0.027450981,0.095424838,0.010457517,0.009873147,0.073668863,0.011037817,3,2312,250.088,7.979496793,0.000635664,0.002428331,6.32E-06,4.13E-05,4.52E-06,0.000113222,3.45E-08,1.32E-07
454,4,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,93.56470882,298.6522958,17.19607898,0.02890476,0.092262062,0.005312351,0.027450981,0.081045754,0.002614379,0.008961325,0.046380499,0.005957014,4,2265,232.292,17.36746477,0.001680892,0.005365296,2.35E-06,3.58E-05,1.15E-06,0.000138318,4.27E-08,1.36E-07
454,5,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,216.3333397,591.2300808,36.39215806,0.039980288,0.109264476,0.006725588,0.035294119,0.084967323,0.003921569,0.019115083,0.065783731,0.006485946,5,3964,315.438,16.24608466,0.001098596,0.003002418,1.70E-06,2.14E-05,9.89E-07,9.23E-05,1.71E-08,4.66E-08
454,6,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,140.1764748,316.0248449,23.14509879,0.040027548,0.090241246,0.006609109,0.035294119,0.071895428,0.003921569,0.015137909,0.051277392,0.006418014,6,2298,276.916,13.65407198,0.001729418,0.003898935,2.88E-06,3.13E-05,1.71E-06,0.000193021,5.51E-08,1.24E-07
454,7,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,149.5607891,303.282361,29.27189642,0.040520398,0.082168074,0.007930614,0.035294119,0.078431375,0.005228758,0.020582594,0.035542487,0.007668195,7,2468,257.604,10.36087162,0.001384276,0.002807064,3.21E-06,3.18E-05,2.12E-06,0.000199814,5.41E-08,1.10E-07
456,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,145.003926,318.8536031,18.56993528,0.039478335,0.086810129,0.005055795,0.039215688,0.077124186,0.003921569,0.011008422,0.040160737,0.0040228,1,2524,243.158,17.17042081,0.002125927,0.004674767,2.00E-06,3.06E-05,1.55E-06,0.000180177,4.91E-08,1.08E-07
457,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,152.909809,596.9712585,47.83921726,0.024410889,0.095301925,0.007637168,0.023529412,0.087581702,0.005228758,0.007180576,0.046216537,0.0060783,1,4523,371.476,12.47870038,0.000510269,0.00199213,1.69E-06,1.94E-05,1.16E-06,5.66E-05,9.04E-09,3.53E-08
457,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,87.57255196,321.0601386,17.00261499,0.019943647,0.073117772,0.003872151,0.019607844,0.071895428,0.002614379,0.005311688,0.025340916,0.002702337,2,2992,334.648,18.88298587,0.001172975,0.004300384,1.29E-06,2.40E-05,8.74E-07,9.12E-05,2.08E-08,7.61E-08
457,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,122.0588273,337.875826,21.20261512,0.03316816,0.091814083,0.00576158,0.031372551,0.077124186,0.005228758,0.013228658,0.045734079,0.003230863,3,2482,263.158,15.93557323,0.001564343,0.004330319,2.32E-06,3.11E-05,2.11E-06,0.000145549,3.96E-08,1.09E-07
457,4,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,99.0313758,347.1333428,31.28104676,0.028094007,0.098477544,0.008874056,0.027450981,0.087581702,0.007843138,0.008865436,0.046943992,0.006019781,4,2487,208.19,11.0972419,0.000898116,0.003148154,3.57E-06,3.52E-05,3.15E-06,0.00011471,3.25E-08,1.14E-07
457,5,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,113.5019646,274.3346481,19.38431443,0.02884421,0.069716556,0.004926128,0.027450981,0.06797386,0.003921569,0.00722191,0.017295195,0.002003758,5,2564,336.89,14.15240395,0.001488018,0.003596545,1.92E-06,2.65E-05,1.53E-06,0.000161363,4.10E-08,9.91E-08
458,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,196.9333392,640.6366187,41.64967457,0.029218596,0.095049943,0.006179477,0.027450981,0.084967323,0.003921569,0.010980917,0.046282663,0.005987391,1,4994,401.616,15.3815516,0.000701532,0.002282129,1.24E-06,1.70E-05,7.85E-07,6.16E-05,9.13E-09,2.97E-08
459,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,130.5176514,359.2104667,17.00130783,0.030623569,0.084282137,0.003989045,0.031372551,0.078431375,0.003921569,0.007607386,0.031844871,0.001923747,1,2978,275.884,21.12840202,0.001801248,0.004957391,1.34E-06,2.63E-05,1.32E-06,0.00012201,2.86E-08,7.88E-08
459,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,248.2392238,725.1045941,51.43921741,0.029594567,0.086445469,0.006132477,0.027450981,0.081045754,0.005228758,0.007869132,0.03198729,0.004499034,2,6473,451.106,14.09633798,0.000575331,0.001680536,9.47E-07,1.25E-05,8.08E-07,5.29E-05,6.31E-09,1.84E-08
460,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,192.6941234,479.900667,14.77516393,0.03699964,0.092146825,0.002837013,0.035294119,0.083660133,0.002614379,0.01227014,0.035817781,0.001436796,1,3861,294.368,32.48022623,0.002504178,0.006236603,7.35E-07,2.17E-05,6.77E-07,0.000103996,2.00E-08,4.97E-08
461,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,156.8902011,352.7908581,18.59215758,0.037832216,0.085071343,0.004483279,0.031372551,0.083660133,0.003921569,0.016866796,0.024818684,0.002849099,1,2929,254.228,18.97525107,0.002034848,0.004575657,1.53E-06,2.86E-05,1.34E-06,0.000151831,3.66E-08,8.23E-08
461,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,137.8509848,319.2183085,12.16339912,0.032604301,0.075501019,0.002876868,0.031372551,0.074509807,0.002614379,0.012618704,0.022104305,0.001948536,2,2932,274.368,26.24416952,0.002680525,0.00620723,9.81E-07,2.54E-05,8.92E-07,0.000147285,3.48E-08,8.07E-08
461,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,415.2823645,325.4549107,17.57124246,0.090712618,0.071091068,0.003838192,0.05882353,0.070588239,0.002614379,0.070637893,0.018613435,0.002507352,3,3089,358.508,18.52202037,0.005162561,0.004045876,1.24E-06,2.29E-05,8.46E-07,0.000413081,9.02E-08,7.07E-08
463,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,129.2313767,296.4653674,11.98431416,0.03705028,0.084995805,0.00343587,0.035294119,0.081045754,0.002614379,0.014735311,0.035380046,0.001997966,1,2382,224.432,24.73778336,0.003091564,0.007092254,1.44E-06,3.40E-05,1.10E-06,0.000183,5.25E-08,1.20E-07
463,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,4096.207965,11372.7179,483.3176631,0.059069983,0.164001989,0.006969755,0.054901961,0.173856214,0.005228758,0.027254517,0.054928396,0.006525052,2,63996,1227.128,23.53052406,0.000122218,0.000339325,1.09E-07,2.72E-06,8.17E-08,5.63E-06,8.12E-11,2.25E-10
463,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,2973.215773,7134.530927,581.3451166,0.047685134,0.114425285,0.00932375,0.043137256,0.11503268,0.007843138,0.024351045,0.035732023,0.006521646,3,56872,1259.058,12.27245353,8.20E-05,0.000196828,1.64E-07,2.02E-06,1.38E-07,7.33E-06,1.18E-10,2.82E-10
465,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,2668.945174,3551.899445,580.8601479,0.077619461,0.103297934,0.016892835,0.06666667,0.101960786,0.011764706,0.060403431,0.038752085,0.015471321,1,30128,951.938,6.114896086,0.000133628,0.000177836,5.61E-07,3.38E-06,3.90E-07,2.49E-05,7.25E-10,9.65E-10
465,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,8729.513959,11957.80945,2205.830127,0.114133673,0.15634189,0.028840036,0.094117649,0.162091509,0.022222223,0.084957482,0.057962289,0.020197254,2,70779,1344.612,5.421001964,5.17E-05,7.09E-05,4.07E-07,2.29E-06,3.14E-07,1.03E-05,1.35E-10,1.85E-10
466,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,805.8117902,3483.878529,264.248374,0.032338542,0.13981373,0.010604718,0.031372551,0.129411772,0.006535948,0.011376447,0.075106498,0.010352298,1,21342,787.652,13.18410583,0.000122379,0.0005291,4.97E-07,6.06E-06,3.06E-07,1.08E-05,4.35E-10,1.88E-09
466,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,357.5215796,696.6536131,58.2849694,0.038131568,0.074301793,0.0062164,0.035294119,0.070588239,0.005228758,0.010099883,0.027920161,0.005161857,2,6874,623.908,11.95254317,0.000654226,0.001274802,9.04E-07,1.03E-05,7.61E-07,7.47E-05,7.96E-09,1.55E-08
467,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,133.5764748,414.2941286,18.47712478,0.035393873,0.109775869,0.0048959,0.031372551,0.101960786,0.002614379,0.015690633,0.070078136,0.006378473,1,2599,239.744,22.42200199,0.001915551,0.005941177,1.88E-06,3.92E-05,1.01E-06,0.000124055,3.29E-08,1.02E-07
467,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,231.7372618,277.011772,10.066667,0.074874721,0.089502996,0.003252558,0.062745102,0.078431375,0.002614379,0.046696592,0.05329706,0.003773799,2,2028,217.464,27.51772478,0.007437886,0.008891026,1.60E-06,3.87E-05,1.29E-06,0.000412505,1.33E-07,1.59E-07
469,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,135.4117689,343.3424927,14.54379132,0.032402912,0.082159008,0.003480209,0.027450981,0.074509807,0.00130719,0.019560351,0.04056155,0.004354072,1,2817,297.884,23.60749581,0.002227955,0.005649078,1.24E-06,2.65E-05,4.64E-07,0.000140005,3.35E-08,8.49E-08
469,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,167.4666723,576.7634139,64.78823729,0.030382197,0.104637775,0.011754034,0.031372551,0.098039217,0.006535948,0.009120502,0.058615504,0.012387741,2,3901,336.992,8.90228594,0.000468946,0.001615074,3.01E-06,2.51E-05,1.68E-06,7.44E-05,1.35E-08,4.65E-08
469,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,311.3372649,928.1791098,27.33856299,0.032346729,0.096434193,0.00284037,0.031372551,0.088888891,0.00130719,0.013211628,0.048853625,0.003068029,3,7564,440.208,33.95127645,0.001183191,0.003527405,3.76E-07,1.18E-05,1.73E-07,4.43E-05,4.61E-09,1.37E-08
469,4,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,202.4000062,699.4143983,53.02091669,0.031023913,0.107206376,0.008127057,0.027450981,0.094117649,0.005228758,0.011486764,0.066441487,0.007525594,4,4786,420.482,13.19129208,0.000585126,0.002021964,1.70E-06,1.97E-05,1.09E-06,6.05E-05,9.27E-09,3.20E-08
469,5,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,183.505888,509.6091654,11.40261476,0.034403054,0.095539776,0.002137723,0.031372551,0.094117649,0.00130719,0.015795131,0.04614409,0.001583548,5,3942,308.61,44.69230752,0.00301712,0.00837876,5.42E-07,2.39E-05,3.32E-07,9.13E-05,1.71E-08,4.76E-08
469,6,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,162.2117696,293.1686354,28.03921659,0.044772777,0.080918751,0.007739226,0.039215688,0.071895428,0.005228758,0.019780467,0.043040292,0.006497521,6,2360,259.846,10.45566428,0.001596791,0.002885913,3.28E-06,3.05E-05,2.22E-06,0.000234451,6.47E-08,1.17E-07
469,7,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,154.9451028,344.09282,10.81437944,0.038079406,0.084564468,0.002657749,0.035294119,0.081045754,0.002614379,0.016355709,0.04474777,0.002182284,7,2925,237.018,31.81808276,0.003521183,0.007819632,9.09E-07,2.77E-05,8.94E-07,0.000153949,3.78E-08,8.40E-08
470,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,174.5176527,483.1921698,9.980392482,0.033040071,0.091479017,0.00188951,0.031372551,0.081045754,0.00130719,0.009387394,0.047652878,0.002025409,1,3667,345.82,48.4141451,0.003310498,0.009165874,5.15E-07,2.21E-05,3.56E-07,9.85E-05,1.86E-08,5.16E-08
470,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,310.8902061,1117.198723,28.56339967,0.028111964,0.101021677,0.002582819,0.027450981,0.09150327,0.00130719,0.008885379,0.048849619,0.002194728,2,8568,581.87,39.11294649,0.000984195,0.003536753,3.01E-07,1.07E-05,1.53E-07,3.25E-05,2.94E-09,1.06E-08
470,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,932.8039521,3510.745191,74.58823789,0.030082687,0.113220627,0.002405451,0.027450981,0.105882354,0.002614379,0.008290369,0.050156125,0.001639339,3,26465,1062.912,47.06834871,0.000403317,0.001517942,9.09E-08,4.00E-06,9.88E-08,1.00E-05,3.24E-10,1.22E-09
471,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,186.3019668,624.5555725,13.84052336,0.028386708,0.095163122,0.002108871,0.027450981,0.094117649,0.00130719,0.009766755,0.045476641,0.001547724,1,4875,356.75,45.12514132,0.002050985,0.006875688,4.33E-07,1.93E-05,2.68E-07,6.12E-05,9.32E-09,3.13E-08
471,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,218.8588307,741.0588423,10.115033,0.028397409,0.096153995,0.001312448,0.027450981,0.084967323,0.00130719,0.011117487,0.045726657,0.000866298,2,5781,452.864,73.26311662,0.002807446,0.009506049,2.27E-07,1.47E-05,2.26E-07,5.11E-05,6.63E-09,2.24E-08
471,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,79.83921822,282.1503339,6.708496958,0.025947097,0.091696566,0.002180207,0.023529412,0.077124186,0.00130719,0.008369511,0.04724379,0.002018188,3,2079,232.33,42.05865124,0.003867796,0.01366872,1.05E-06,3.71E-05,6.29E-07,0.000136107,4.42E-08,1.56E-07
472,1,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,131.635298,233.1254963,18.71503329,0.04031709,0.071401377,0.005732016,0.031372551,0.06797386,0.003921569,0.030903428,0.027634844,0.004197087,1,2056,261.4,12.45658999,0.002154262,0.003815188,2.79E-06,3.31E-05,1.91E-06,0.000274637,8.41E-08,1.49E-07
472,2,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,171.9215739,469.5960914,45.30457667,0.033093662,0.090393858,0.008720804,0.031372551,0.084967323,0.005228758,0.011833244,0.036866143,0.007687304,2,3926,322.578,10.36531242,0.000730471,0.001995248,2.22E-06,2.16E-05,1.33E-06,9.33E-05,1.80E-08,4.90E-08
472,3,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,114.2862781,305.9673282,21.47451057,0.033465967,0.089595118,0.00628829,0.031372551,0.083660133,0.005228758,0.010647717,0.03731417,0.005133752,3,2488,238.572,14.24793022,0.001558404,0.004172161,2.53E-06,3.36E-05,2.10E-06,0.00015013,4.40E-08,1.18E-07
472,4,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,116.6862783,292.0614457,26.02875905,0.032887903,0.082317206,0.007336178,0.031372551,0.074509807,0.005228758,0.010085534,0.037590392,0.007130869,4,2373,260.4,11.22072109,0.001263522,0.003162548,3.09E-06,3.14E-05,2.20E-06,0.000168363,4.75E-08,1.19E-07
472,5,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,97.15686584,276.9934713,20.13986999,0.028391837,0.080944907,0.005885409,0.027450981,0.077124186,0.003921569,0.008596022,0.031629485,0.004207419,5,2231,250.674,13.75348855,0.001409733,0.004019138,2.64E-06,3.46E-05,1.76E-06,0.000157219,4.59E-08,1.31E-07
472,6,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,197.1921633,488.7111235,39.68104711,0.032001325,0.079310471,0.006439638,0.031372551,0.077124186,0.003921569,0.009310517,0.027732604,0.006472563,6,4530,360.374,12.31598355,0.000806464,0.001998699,1.42E-06,1.70E-05,8.66E-07,8.91E-05,1.45E-08,3.58E-08
472,7,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,165.9372603,551.9098182,16.23921629,0.029281324,0.097390121,0.002865575,0.027450981,0.084967323,0.002614379,0.008285396,0.047410892,0.001528838,7,4238,343.578,33.98623482,0.001803124,0.005997218,6.76E-07,2.00E-05,6.17E-07,7.09E-05,1.25E-08,4.16E-08
472,8,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,136.2431415,310.7804001,19.30719023,0.035948058,0.082000106,0.005094245,0.035294119,0.077124186,0.003921569,0.011988932,0.028903642,0.003451704,8,2732,261.986,16.0966146,0.0018619,0.004247128,1.86E-06,2.82E-05,1.44E-06,0.000160465,4.23E-08,9.66E-08
472,9,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,272.1372628,664.7411934,44.88889033,0.041636668,0.101704589,0.006867945,0.035294119,0.09150327,0.002614379,0.029043381,0.051439603,0.009763042,9,4864,361.336,14.80859047,0.00092755,0.002265696,1.41E-06,1.88E-05,5.37E-07,8.42E-05,1.29E-08,3.15E-08
472,10,Male,WT,CG14,-,FL/FL FL/FL,6HR,NOUV,2,117.3686312,455.4143907,12.72026189,0.026087715,0.101225693,0.002827353,0.023529412,0.088888891,0.002614379,0.007522415,0.04913608,0.002043199,10,3503,306.47,35.80228101,0.002050879,0.007957831,8.07E-07,2.54E-05,7.46E-07,7.36E-05,1.64E-08,6.35E-08
