x,diff,lwr,upr,p adj
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR-Control:12HR,eduDiff,0.00228115154749565,-0.00252682879381794,0.00708913188880925,0.604404319244653
Control:24HR-Control:12HR,eduDiff,0.00212583299232383,-0.00314104558563386,0.00739271157028151,0.73949144398515
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:12HR,eduDiff,-0.000255057316314107,-0.00481630796347352,0.00430619333084531,0.999953449656725
Control:6HR-Control:12HR,eduDiff,-0.000477228084440402,-0.00574410666239809,0.00478965049351728,0.999503912247109
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:12HR,eduDiff,0.00392187262794468,-0.000639378019214738,0.00848312327510409,0.106566182427671
Control:24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,eduDiff,-0.000155318555171826,-0.00496329889648542,0.00465266178614177,0.999996945668175
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,eduDiff,-0.00253620886380976,-0.00655885382374851,0.00148643609612898,0.330772540392971
Control:6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,eduDiff,-0.00275837963193606,-0.00756635997324965,0.00204960070937754,0.420877176631857
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,eduDiff,0.00164072108044902,-0.00238192387948972,0.00566336604038777,0.731682648720614
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:24HR,eduDiff,-0.00238089030863793,-0.00694214095579735,0.00218036033852148,0.513579382880034
Control:6HR-Control:24HR,eduDiff,-0.00260306107676423,-0.00786993965472191,0.00266381750119346,0.566218322096038
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:24HR,eduDiff,0.00179603963562085,-0.00276521101153857,0.00635729028278026,0.757368766720998
Control:6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR,eduDiff,-0.000222170768126295,-0.00478342141528571,0.00433907987903312,0.999976491409793
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR,eduDiff,0.00417692994425878,0.000452684386098745,0.00790117550241882,0.0256854451340657
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:6HR,eduDiff,0.00439910071238508,-0.000162149934774336,0.00896035135954449,0.0606990966266641
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR-Control:12HR,caspDiff,61.1749536710784,2.48317533869459,119.866732003462,0.0396621365813827
Control:24HR-Control:12HR,caspDiff,60.3917402866191,-3.90188157885995,124.685362152098,0.0695769819370941
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:12HR,caspDiff,18.2732896122925,-37.406620224523,73.953199449108,0.863727960843673
Control:6HR-Control:12HR,caspDiff,25.5132012934369,-38.7804205720421,89.806823158916,0.751856684708412
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:12HR,caspDiff,71.1143897464109,15.4344799095954,126.794299583226,0.0110171203288161
Control:24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,caspDiff,-0.783213384459257,-59.474991716843,57.9085649479245,0.999999962961421
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,caspDiff,-42.9016640587859,-92.0067288756902,6.20340075811841,0.0990105500587398
Control:6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,caspDiff,-35.6617523776414,-94.3535307100252,23.0300259547424,0.365419709836603
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,caspDiff,9.93943607533252,-39.1656287415718,59.0445008922368,0.979353714614533
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:24HR,caspDiff,-42.1184506743266,-97.7983605111421,13.5614591624889,0.181884867651753
Control:6HR-Control:24HR,caspDiff,-34.8785389931822,-99.1721608586612,29.4150828722969,0.475820830552404
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:24HR,caspDiff,10.7226494597918,-44.9572603770237,66.4025592966073,0.983361010856005
Control:6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR,caspDiff,7.23991168114446,-48.4399981556711,62.91982151796,0.997210997375766
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR,caspDiff,52.8411001341184,7.37864412599446,98.3035561422423,0.0205522637471682
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:6HR,caspDiff,45.6011884529739,-10.0787213838416,101.281098289789,0.13206634233876
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR-Control:12HR,tunelDiff,0.00221991453625269,-0.00100822163866738,0.00544805071117277,0.254463288920509
Control:24HR-Control:12HR,tunelDiff,0.00257184632471043,-0.000964399678693907,0.00610809232811477,0.210212995924694
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:12HR,tunelDiff,-0.00109005922751387,-0.00415253810049323,0.00197241964546548,0.82179531294158
Control:6HR-Control:12HR,tunelDiff,-0.0012659285843499,-0.00480217458775424,0.00227031741905444,0.818506763335535
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-Control:12HR,tunelDiff,0.00389784520285336,0.00083536632987401,0.00696032407583271,0.0112828135333889
Control:24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,tunelDiff,0.000351931788457737,-0.00287620438646234,0.00358006796337782,0.998790533125819
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,tunelDiff,-0.00330997376376657,-0.00601082626153081,-0.000609121266002328,0.0145661052873336
Control:6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,tunelDiff,-0.00348584312060259,-0.00671397929552267,-0.000257706945682512,0.0322859917598686
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):6HR-paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):12HR,tunelDiff,0.00167793066660067,-0.00102292183116358,0.00437878316436491,0.344465568153512
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
}), italic("ELMO2"^{
    "FL/FL"
}), sep = " "):24HR-Control:24HR,tunelDiff,-0.00366190555222431,-0.00672438442520366,-0.000599426679244957,0.0171266955949342
Control:6HR-Control:24HR,tunelDiff,-0.00383777490906033,-0.00737402091246467,-0.000301528905655988,0.0313375461533539
paste(italic("Villin-cre, ELMO1"^{
    "FL/FL"
