x,diff,lwr,upr,p adj
QVD:UV-zVAD:UV,edu,0.0197189615994364,-0.227403235492181,0.266841158691054,0.999590068479247
zVAD:NOUV-DMSO:NOUV,tunel,0.00354158304797512,-0.563916803725202,0.570999969821152,0.999999998706078
QVD:NOUV-DMSO:NOUV,tunel,0.224606553718444,-0.29340971108349,0.742622818520377,0.628494217299437
DMSO:UV-DMSO:NOUV,tunel,0.119283490506095,-0.448174896267082,0.686741877279272,0.965773915052454
zVAD:UV-DMSO:NOUV,tunel,0.0211207427975501,-0.546337643975627,0.588579129570727,0.999990396191284
QVD:UV-DMSO:NOUV,tunel,0.321278027500992,-0.196738237300941,0.839294292302926,0.305894640521259
QVD:NOUV-zVAD:NOUV,tunel,0.221064970670468,-0.296951294131465,0.739081235472402,0.642015933617675
DMSO:UV-zVAD:NOUV,tunel,0.11574190745812,-0.451716479315057,0.683200294231296,0.969756372288055
zVAD:UV-zVAD:NOUV,tunel,0.017579159749575,-0.549879227023602,0.585037546522752,0.999996144270246
QVD:UV-zVAD:NOUV,tunel,0.317736444453017,-0.200279820348916,0.835752709254951,0.315211123309221
DMSO:UV-QVD:NOUV,tunel,-0.105323063212349,-0.623339328014282,0.412693201589585,0.970149680119718
zVAD:UV-QVD:NOUV,tunel,-0.203485810920893,-0.721502075722827,0.31453045388104,0.708660897226681
QVD:UV-QVD:NOUV,tunel,0.0966714737825489,-0.366656358836513,0.559999306401611,0.966800497178128
zVAD:UV-DMSO:UV,tunel,-0.0981627477085446,-0.665621134481721,0.469295639064632,0.984965435393933
QVD:UV-DMSO:UV,tunel,0.201994536994898,-0.316021727807036,0.720010801796831,0.714230893193837
QVD:UV-zVAD:UV,tunel,0.300157284703442,-0.217858980098491,0.818173549505376,0.364675484014571
zVAD:NOUV-DMSO:NOUV,count,-5.5,-37.251895372241,26.251895372241,0.984877829795261
QVD:NOUV-DMSO:NOUV,count,-11.8333333333333,-40.8187155648671,17.1520488982005,0.678520258336126
DMSO:UV-DMSO:NOUV,count,-27,-58.751895372241,4.75189537224098,0.103546344825471
zVAD:UV-DMSO:NOUV,count,-20,-51.751895372241,11.751895372241,0.293081733159205
QVD:UV-DMSO:NOUV,count,-23.5,-52.4853822315338,5.48538223153379,0.12549868764837
QVD:NOUV-zVAD:NOUV,count,-6.33333333333334,-35.3187155648671,22.6520488982005,0.959967261089154
DMSO:UV-zVAD:NOUV,count,-21.5,-53.251895372241,10.251895372241,0.236653967366321
zVAD:UV-zVAD:NOUV,count,-14.5,-46.251895372241,17.251895372241,0.583039284925411
QVD:UV-zVAD:NOUV,count,-18,-46.9853822315338,10.9853822315338,0.304826368597237
DMSO:UV-QVD:NOUV,count,-15.1666666666667,-44.1520488982005,13.8187155648671,0.457900556981403
zVAD:UV-QVD:NOUV,count,-8.16666666666667,-37.1520488982005,20.8187155648671,0.895398059735169
QVD:UV-QVD:NOUV,count,-11.6666666666667,-37.5919806760763,14.258647342743,0.5960969116832
zVAD:UV-DMSO:UV,count,6.99999999999999,-24.751895372241,38.751895372241,0.958508955840957
QVD:UV-DMSO:UV,count,3.49999999999999,-25.4853822315338,32.4853822315338,0.997042941486237
QVD:UV-zVAD:UV,count,-3.5,-32.4853822315338,25.4853822315338,0.997042941486237
zVAD:NOUV-DMSO:NOUV,caspArea,-3.26822667555115e-07,-8.66321764434353e-06,8.0095723092333e-06,0.999987570677577
QVD:NOUV-DMSO:NOUV,caspArea,1.33025480526977e-06,-6.27979782316319e-06,8.94030743370272e-06,0.984268080447957
DMSO:UV-DMSO:NOUV,caspArea,2.51420781507116e-06,-5.82218716171726e-06,1.08506027918596e-05,0.867890360508253
zVAD:UV-DMSO:NOUV,caspArea,1.27950030610078e-06,-7.05689467068764e-06,9.61589528288919e-06,0.991133593689116
QVD:UV-DMSO:NOUV,caspArea,8.76162879599848e-06,1.15157616756553e-06,1.63716814244314e-05,0.0243183783251625
QVD:NOUV-zVAD:NOUV,caspArea,1.65707747282488e-06,-5.95297515560807e-06,9.26713010125784e-06,0.960518642064736
DMSO:UV-zVAD:NOUV,caspArea,2.84103048262628e-06,-5.49536449416214e-06,1.11774254594147e-05,0.804905710355145
zVAD:UV-zVAD:NOUV,caspArea,1.60632297365589e-06,-6.73007200313253e-06,9.94271795044431e-06,0.976141676055651
QVD:UV-zVAD:NOUV,caspArea,9.0884514635536e-06,1.47839883512064e-06,1.66985040919865e-05,0.0199151264814372
DMSO:UV-QVD:NOUV,caspArea,1.18395300980139e-06,-6.42609961863156e-06,8.79400563823435e-06,0.990579991062081
zVAD:UV-QVD:NOUV,caspArea,-5.07544991689922e-08,-7.66080712760195e-06,7.55929812926396e-06,0.999999998196982
QVD:UV-QVD:NOUV,caspArea,7.43137399072871e-06,6.24735994917899e-07,1.42380119865395e-05,0.0321998354854341
zVAD:UV-DMSO:UV,caspArea,-1.23470750897039e-06,-9.5711024857588e-06,7.10168746781803e-06,0.992445461848706
QVD:UV-DMSO:UV,caspArea,6.24742098092732e-06,-1.36263164750563e-06,1.38574736093603e-05,0.119450562997574
QVD:UV-zVAD:UV,caspArea,7.48212848989771e-06,-1.27924138535249e-07,1.50921811183307e-05,0.0542378183583194
zVAD:NOUV-DMSO:NOUV,eduArea,3.6900893742453e-07,-5.8204135761055e-08,7.96222010610116e-07,0.0969979223071622
QVD:NOUV-DMSO:NOUV,eduArea,7.48100132187394e-07,3.58109737112643e-07,1.13809052726214e-06,0.001031987428458
DMSO:UV-DMSO:NOUV,eduArea,-2.94905227909145e-07,-7.22118301094731e-07,1.3230784527644e-07,0.222671585449287
zVAD:UV-DMSO:NOUV,eduArea,-2.96858229422327e-07,-7.24071302607912e-07,1.30354843763259e-07,0.217991477113609
QVD:UV-DMSO:NOUV,eduArea,-2.1812141948491e-07,-6.08111814559661e-07,1.71868975589841e-07,0.396523988756158
QVD:NOUV-zVAD:NOUV,eduArea,3.79091194762863e-07,-1.08992003118876e-08,7.69081589837614e-07,0.05724726689295
