"","label","area","perimeter","casp","edu","tunel","count"
"1","genotype",0.888150625645942,0.758559325316793,0.324053191207904,0.509979201030897,0.201181792136967,0.391563701321185
"2","treatment",0.175437557602086,0.147458413631293,0.169023844163597,0.0003074864263529,0.0524422180744438,0.226510809751887
"3","interaction",0.898056838679581,0.754127572323822,0.600313050905233,0.381046889053592,0.464867855609713,0.566691357071806
