"","mouse","treatment","genotype","count","area","areaSE","perimeter","perimeterSE","casp","caspSE","edu","eduSE","tunel","tunelSE","caspArea","caspAreaSE","eduArea","eduAreaSE","tunelArea","tunelAreaSE"
"17","AU4","NOUV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",14,35411.5714285714,11132.8098176705,926.823714285714,180.631457117738,0.0181889182142857,0.00954535707078604,0.114365897357143,0.0349925338615112,0.1630075355,0.058825522342969,0.00367578692857143,0.00221212877157349,0.0279381662857143,0.010459685232196,0.0193590432857143,0.00592465299385033
"18","AU4","UV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",24,51842.5416666667,11221.1762500509,1149.87466666667,159.23963050014,0.0920231729583333,0.0208472855473493,0.0545653501666667,0.0199822837546016,0.346618342791667,0.130696187916049,0.0187855846666667,0.0039043066492522,0.0132538291666667,0.00476033886594555,0.0354115490416667,0.0109647611951071
"19","AU5","NOUV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",41,44556.6097560976,8142.24109819101,1065.49429268293,138.861526472722,0.00586990675609756,0.00243558641745935,0.186068065073171,0.0310735220033721,0.00711819034146341,0.00329577523850635,0.00110680712195122,0.000468327875324766,0.0366950888780488,0.00544444560464108,0.000946568780487805,0.000350181570756467
"20","AU5","UV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",44,44888.9318181818,6270.63012860133,990.090818181818,88.445047390742,0.0758987556590909,0.0124551016173372,0.02183183425,0.00465401550736144,0.0129538857954545,0.00492874227657402,0.0140188421136364,0.00270460205639116,0.00378092304545455,0.000726912578882623,0.00193155970454545,0.00075543761465215
"21","AU7","NOUV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",33,36786.7575757576,6293.90587677187,937.242848484849,102.844585653918,0.00450137133333333,0.00405034903498471,0.0401318455757576,0.01011751734246,0.0117926756060606,0.00560329727658672,0.000500486303030303,0.000413741469860101,0.0105127955757576,0.00274103912387402,0.00132579138484848,0.000647510950514198
"22","AU7","UV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",24,46363.0833333333,9212.12002361065,1157.33291666667,158.302060623518,0.085544148375,0.0263273960214426,0.00398810845833333,0.00125427912665716,0.1023935185,0.0384194870122901,0.0187139597083333,0.0060656463947515,0.00118872033333333,0.000389460001051794,0.02092792095,0.00906083587871246
"23","AV1","NOUV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",38,46228.4210526316,7605.20479200608,1069.58389473684,119.612294960097,0.183605451605263,0.0346439812920359,0.228592600578947,0.0455948117420687,0.0164156061578947,0.00558771138744771,0.0332104030789474,0.00557059012833759,0.0511589975526316,0.0106246226522737,0.00295877184210526,0.00103410812898042
"24","AV1","UV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",28,61323.5,9211.3564050811,1345.421,152.563640038489,0.359370968321429,0.0673831456058053,0.0391872367142857,0.00950813641387353,0.0680786111071429,0.0273220791824043,0.0754469570714286,0.0111292083470463,0.0119967831428571,0.00329215152407612,0.01302232625,0.0042213184318484
"25","AV19","NOUV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",57,52248.4385964912,5847.58596395989,1417.5381754386,115.058494197629,0.480170616201228,0.0520277245142851,0.0521929907670175,0.00280057270195743,0.470688100973684,0.162574106885478,1.84152347475439e-06,3.43157422647748e-07,2.05616759797193e-07,2.27654716385547e-08,2.9224816439807e-06,1.66271497209147e-06
"26","AV19","UV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",20,33113.15,6328.98752411432,1335.8152,216.210202560982,0.5208786453325,0.0828709195478321,0.054641655929,0.00413850228590111,0.42201096239,0.193619737276058,4.35001512129e-06,1.1555479297401e-06,4.773957414385e-07,1.03951308589735e-07,3.930871814745e-06,2.03751110770858e-06
"27","AV2","NOUV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",131,34032.893129771,3318.47948235916,952.485022900763,56.9372902151685,0.178490547923664,0.0159453278150245,0.254004557656489,0.0289873058431527,0.0314669868473282,0.00766980904810966,0.0245969068778626,0.00224980436403951,0.0302187926793893,0.00327631936980245,0.0046377866870229,0.0010236020016355
"28","AV2","UV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",58,45609.8275862069,6224.0550650355,1123.24944827586,111.163324147329,0.306218808258621,0.0277503031989345,0.00457529231034483,0.00108669930383024,0.118079541465517,0.0181232268509799,0.0648289547241379,0.00386448237663718,0.00151204055172414,0.000365103768205538,0.0222618556551724,0.00290341180720838
"29","AV21","NOUV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",91,39650.1648351648,3549.35332644721,1135.08826373626,64.1827316496992,0.54123306970641,0.0582686394868365,0.0559742649442857,0.00152745875447228,0.283527892444396,0.0130644840124598,2.07331743111242e-06,3.754175616223e-07,2.36867726461758e-07,2.48279146490113e-08,1.14297994015275e-06,1.40800614571103e-07
"30","AV21","UV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",32,61043.5,10749.9363462106,1800.794375,254.715192054669,0.240408398266967,0.0253609662893486,0.122097763092188,0.0118850774615118,0.204708891929062,0.0225702840890641,1.4577617577e-06,2.96226137601841e-07,6.70985895538438e-07,1.02176310526498e-07,1.40771314131563e-06,3.25629232299705e-07
"31","AV22","NOUV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",101,40503.2772277228,3779.24850243958,1184.8543960396,63.9986108387481,0.649169099491475,0.0690973385075725,0.698299835527426,0.0601878218220797,0.34511662394,0.0124455423197771,1.97311803534466e-06,2.83568248322226e-07,2.49786185669723e-06,2.55687719477382e-07,1.28050447736238e-06,1.04152814787882e-07
"32","AV22","UV","italic(""Villin-cre, Bai1""^{
    ""–/–""
})",21,65837.1904761905,13041.3883212565,1792.27647619048,270.314156526206,0.569267239095238,0.0735230273553567,0.13905519258619,0.0185283257700883,0.282248036185714,0.0357733953372286,2.61324941355714e-06,5.90947034715643e-07,6.06475567432857e-07,1.17618958743763e-07,1.52342662738095e-06,3.09702250636016e-07
"33","AV4","NOUV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",170,25701.4647058824,1991.7544771708,742.657694117647,31.5844021786978,0.0670427515470588,0.0139160175803256,0.452939643864706,0.0309383654693711,0.0739610683764706,0.00686729250045842,0.0092527459,0.00162143373469861,0.0660570340470588,0.00475240855194198,0.00924604842352941,0.000862588723107411
"34","AV4","UV","""Control,"" ~ italic(""Bai1""^{
    ""+/+""
})",151,28257.2715231788,2447.49016955337,835.792092715232,39.4500719837934,0.164052077913907,0.0154649500341233,0.0188670305231788,0.002492289644065,0.373764546754967,0.0501688833160217,0.0282560980662252,0.00285305424633389,0.00406296870198676,0.000641065266497899,0.0556027778874172,0.00663585281320038
