"","label","area","perimeter","casp","edu","tunel","count"
"1","genotype",0.406186372721945,0.153235691274163,0.0183379120420108,0.104809556192965,0.472702235807859,0.207061259140469
"2","treatment",0.0187416414392988,0.0153456781555158,0.0144812660822864,0.0132197642982404,0.448377488072555,0.946221936160571
"3","interaction",0.118500056230687,0.148032568020045,0.708864362757188,0.254015180243943,0.758873014134637,0.612719147992311
