ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
46,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,401.7490335,13787.29187,3658.043237,18.64052344,0.005541825,0.190185283,0.050459945,0.000257132,0,0.190849677,0.026143791,0,0.013335579,0.086300928,0.061127792,0.00321329,1,67395,1166.09,0.029139082,0.265319924,0.001352008,0.00596111,0.054277665,0.000276586,4.32E-07,3.94E-06,2.01E-08
49,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,92.25490531,1781.411813,165.738567,0.007843137,0.00750528,0.144924489,0.01348345,6.38E-07,0,0.13464053,0,0,0.011054007,0.093816538,0.022302984,4.08E-05,1,10280,429.826,0.051787523,0.093037761,4.40E-06,0.008974213,0.016122429,7.63E-07,5.04E-06,9.05E-06,4.28E-10
49,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,29.34117767,672.46407,18.49934694,0.026143792,0.003938413,0.090263634,0.002483134,3.51E-06,0,0.078431375,0,0,0.006965188,0.058628075,0.009572774,0.000154406,2,5891,330.61,0.043632335,0.027509792,3.89E-05,0.004980679,0.003140273,4.44E-06,7.41E-06,4.67E-06,6.60E-09
50,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,941.3098308,1431.226182,0,0.718954273,0.065688055,0.099876216,0,5.02E-05,0.047058824,0.095424838,0,0,0.078794896,0.053627951,0,0.000611402,1,11823,590.838,0.65769467,0,0.000502334,0.079616834,0,6.08E-05,5.56E-05,0,4.25E-08
52,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,737.3882617,32902.163,5579.244599,6.807843365,0.005346105,0.238542471,0.040449827,4.94E-05,0,0.244444445,0.024836602,0,0.011645148,0.099752731,0.047166409,0.000908849,1,130520,1647.814,0.022411544,0.169570754,0.000206912,0.005649619,0.042746281,5.22E-05,1.72E-07,1.30E-06,1.59E-09
53,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,877.4039497,7215.661628,2654.045823,2.711111205,0.018835282,0.154899032,0.056974558,5.82E-05,0.007843138,0.156862751,0.03267974,0,0.026244591,0.077548255,0.066396578,0.000953933,1,42207,983.996,0.121597158,0.367817389,0.000375726,0.020788115,0.062881651,6.42E-05,2.88E-06,8.71E-06,8.90E-09
54,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,181.8274576,4509.864172,2353.249738,55.33072059,0.003658279,0.090736257,0.047346231,0.001113227,0,0.088888891,0.020915033,0,0.010173821,0.043194158,0.062010746,0.007485171,1,44098,1361.026,0.040317724,0.521800579,0.012268822,0.004123259,0.053364092,0.001254722,9.14E-07,1.18E-05,2.78E-07
56,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,33.88627571,629.9124345,68.8679757,0.023529412,0.003852464,0.07161351,0.007829465,2.68E-06,0,0.06797386,0,0,0.010821095,0.030515222,0.02279552,0.000127715,1,6621,520.762,0.053795216,0.109329443,3.74E-05,0.005118,0.010401446,3.55E-06,8.12E-06,1.65E-05,5.64E-09
56,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,0.478431399,256.4836668,52.07581846,0.013071896,0.000134202,0.071944928,0.014607523,3.67E-06,0,0.070588239,0,0,0.001033957,0.03792548,0.029292975,0.000131308,2,2434,234.744,0.001865348,0.203037562,5.10E-05,0.000196562,0.02139516,5.37E-06,7.66E-07,8.34E-05,2.09E-08
57,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,179.772556,18421.67111,4080.976584,0.433986944,0.002231176,0.228633303,0.050649431,5.39E-06,0,0.241830066,0.039215688,0,0.006847228,0.088655609,0.048824229,0.00019875,1,74417,1384.426,0.009758754,0.221531291,2.36E-05,0.002415746,0.054839305,5.83E-06,1.31E-07,2.98E-06,3.17E-10
57,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,51.10588412,676.6313899,7.924183278,0.826143821,0.008203192,0.10860857,0.00127194,0.000132607,0,0.098039217,0,0,0.015405017,0.066294499,0.00476285,0.001177588,2,4715,348.992,0.075529875,0.011711226,0.001220966,0.010839,0.001680633,0.000175216,1.60E-05,2.48E-06,2.59E-07
59,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,148.5176518,893.8954482,115.2104608,0.047058825,0.017874311,0.107581592,0.013865743,5.66E-06,0.007843138,0.084967323,0,0,0.027005551,0.080316209,0.025015317,0.000162145,1,6248,457.654,0.166146558,0.128885835,5.26E-05,0.023770431,0.018439574,7.53E-06,2.66E-05,2.06E-05,8.43E-09
59,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,317.9568729,3082.758252,195.9268032,0.081045754,0.01673017,0.162207748,0.010309224,4.26E-06,0.007843138,0.156862751,0,0,0.023660528,0.097701531,0.020283459,0.000145604,2,16495,540.87,0.103140385,0.063555682,2.63E-05,0.019275955,0.011877951,4.91E-06,6.25E-06,3.85E-06,1.59E-09
61,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,677.7882558,5452.359617,223.8274575,13.15294162,0.026011753,0.209247404,0.008589917,0.000504776,0.007843138,0.186928108,0,0,0.036181271,0.142800436,0.018942893,0.003030661,1,22956,715.296,0.124310996,0.041051485,0.002412339,0.029525538,0.009750281,0.000572963,5.42E-06,1.79E-06,1.05E-07
63,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,192.4039278,2842.824909,1029.158198,1.346405273,0.010320438,0.152487524,0.055203465,7.22E-05,0,0.162091509,0.020915033,0,0.022783561,0.08625211,0.067999689,0.001080223,1,16066,565.284,0.067680541,0.362019551,0.000473615,0.011975845,0.064058148,8.38E-05,4.21E-06,2.25E-05,2.95E-08
63,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,435.6353092,20054.85414,4338.226265,1.181699388,0.00454606,0.209281874,0.04527144,1.23E-05,0,0.216993466,0.024836602,0,0.015952182,0.085958779,0.052830848,0.000418531,2,89434,1423.942,0.021722188,0.216318016,5.89E-05,0.004871026,0.048507573,1.32E-05,2.43E-07,2.42E-06,6.59E-10
64,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,2.235294225,484.5568739,127.1725525,0,0.00069592,0.150858304,0.039592949,0,0,0.163398698,0.026143791,0,0.002702,0.069524537,0.04070978,0,1,2061,228.222,0.004613069,0.26245124,0,0.001084568,0.061704295,0,2.24E-06,0.000127342,0
65,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,357.5255021,5970.333493,2589.09811,0.107189548,0.006867434,0.114679578,0.049732009,2.06E-06,0,0.11503268,0.031372551,0,0.019135347,0.05609187,0.055798351,0.000131128,1,46806,1185.396,0.059883674,0.433660551,1.80E-05,0.007638455,0.055315517,2.29E-06,1.28E-06,9.27E-06,3.84E-10
66,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,29.88627577,4376.15305,1775.419656,0.0627451,0.001212376,0.177524362,0.072022216,2.55E-06,0,0.190849677,0.065359481,0,0.00425865,0.075758197,0.060748742,0.000147039,1,21667,674.52,0.006829349,0.405703282,1.43E-05,0.001379345,0.081941185,2.90E-06,3.15E-07,1.87E-05,6.62E-10
68,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,916.0980694,18969.20707,3324.743885,47.18692967,0.00984607,0.203877895,0.035733796,0.000507157,0,0.216993466,0.013071896,0,0.018877526,0.094990557,0.047897828,0.002898753,1,85308,1923.386,0.048293957,0.175270578,0.002487554,0.010738712,0.038973413,0.000553136,5.66E-07,2.05E-06,2.92E-08
70,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,937.8863027,8647.055113,535.9464208,1.448366061,0.027417964,0.252786129,0.015667741,4.23E-05,0.011764706,0.282352954,0,0,0.038097633,0.152185694,0.024937066,0.000690332,1,30588,825.066,0.108463088,0.061980225,0.000167498,0.030661903,0.01752146,4.74E-05,3.55E-06,2.03E-06,5.48E-09
70,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,349.6078548,2610.34909,0,15.91111165,0.015818644,0.118109999,0,0.000719927,0.011764706,0.117647059,0,0,0.015990924,0.059513873,0,0.003429284,2,18981,730.328,0.133931456,0,0.006095396,0.018418832,0,0.000838265,7.06E-06,0,3.21E-07
71,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,25.28235397,505.4523015,7.035294356,0.248366022,0.004163075,0.083229426,0.001158455,4.09E-05,0,0.078431375,0,0,0.007268872,0.047870412,0.004349433,0.000556851,1,4519,328.954,0.050019268,0.01391881,0.000491374,0.005594679,0.001556825,5.50E-05,1.11E-05,3.08E-06,1.09E-07
74,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,75.73725748,2256.958231,305.2209241,0.53071897,0.003866908,0.11523324,0.015583627,2.71E-05,0,0.117647059,0,0,0.012220308,0.062689882,0.026406452,0.000711073,1,16925,573.978,0.033557226,0.135235522,0.000235148,0.004474875,0.018033733,3.14E-05,1.98E-06,7.99E-06,1.39E-08
74,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,111.6196118,2240.852345,325.9189637,3.087581794,0.006330872,0.127097291,0.018485563,0.000175122,0,0.128104582,0,0,0.011837662,0.077715928,0.031047169,0.003260341,2,15141,531.246,0.04981123,0.145444194,0.00137786,0.007372011,0.02152559,0.000203922,3.29E-06,9.61E-06,9.10E-08
75,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,6.262745335,339.8692902,61.80130903,9.945098337,0.00132826,0.072082564,0.013107383,0.002109247,0,0.064052291,0,0,0.005345313,0.049645254,0.021404988,0.010201042,1,3266,341.82,0.018426923,0.181838462,0.029261539,0.001917558,0.01892263,0.003045039,5.64E-06,5.57E-05,8.96E-06
75,2,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,96.01176787,939.0300901,186.1398746,0.177777784,0.010772105,0.105355109,0.020884088,1.99E-05,0,0.108496733,0,0,0.022864478,0.065178543,0.034061644,0.000417666,2,7209,362.89,0.102245678,0.198225676,0.000189321,0.01331832,0.025820485,2.47E-05,1.42E-05,2.75E-05,2.63E-08
85,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,865.5921832,5102.89164,608.2941352,15.45882401,0.027598271,0.162699007,0.019394661,0.000492884,0.015686275,0.156862751,0,0,0.032130736,0.099719794,0.035635904,0.004731166,1,27776,797.85,0.169627781,0.119205772,0.003029424,0.031163313,0.02189999,0.000556553,6.11E-06,4.29E-06,1.09E-07
87,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,416.0823684,25504.68562,4832.997523,11.47712452,0.004890426,0.299769462,0.056804663,0.000134896,0,0.332026154,0.047058824,0,0.010955374,0.131390216,0.050359498,0.002649215,1,79403,1312.134,0.016313958,0.189494495,0.000450001,0.005240134,0.060866687,0.000144543,2.05E-07,2.39E-06,5.67E-09
97,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,119.3254949,6009.443305,443.9555685,0.415686291,0.004001123,0.201503648,0.014886348,1.39E-05,0,0.216993466,0,0,0.008205601,0.103082669,0.025544145,0.000330344,1,26502,755.78,0.019856331,0.073876322,6.92E-05,0.004502509,0.016751776,1.57E-05,7.49E-07,2.79E-06,2.61E-09
100,1,DAY4,Male,WT,AG51,-,nan,NOUV,1,Z3,125.9921616,5248.702089,1056.304605,0.023529413,0.006672607,0.277973842,0.055942411,1.25E-06,0,0.29281047,0.044444446,0,0.010234406,0.131388226,0.049094138,7.84E-05,1,16190,548.59,0.024004441,0.201250631,4.48E-06,0.007782098,0.065244262,1.45E-06,1.48E-06,1.24E-05,2.77E-10
102,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,675.2823736,4700.043267,30.3372559,4.627451137,0.031420174,0.218688036,0.00141156,0.00021531,0.023529412,0.227450982,0,0,0.032399935,0.131936183,0.006006711,0.002121947,1,18691,613.736,0.143675778,0.006454676,0.000984555,0.036128745,0.001623094,0.000247576,7.69E-06,3.45E-07,5.27E-08
107,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,3399.854994,10402.01073,131.171246,102.5986961,0.08217768,0.251426345,0.003170532,0.002479907,0.074509807,0.282352954,0,0,0.065432111,0.135911332,0.009465358,0.007232395,1,37278,922.658,0.326845942,0.012610182,0.009863352,0.09120272,0.003518731,0.002752259,8.77E-06,3.38E-07,2.65E-07
112,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,293.705891,936.4680003,0,5.403921743,0.036381257,0.116,0,0.000669382,0.023529412,0.094117649,0,0,0.039576205,0.09861738,0,0.00386826,1,6085,457.514,0.313631529,0,0.005770535,0.048267197,0,0.000888073,5.15E-05,0,9.48E-07
115,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,1550.435342,12981.79382,282.2143874,43.74379224,0.030369133,0.254280724,0.005527871,0.000856831,0.023529412,0.271895438,0,0,0.031009543,0.124144681,0.016048453,0.005736458,1,46407,1018.18,0.119431518,0.021739244,0.003369626,0.033409515,0.006081289,0.000942612,2.57E-06,4.68E-07,7.26E-08
116,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,574.4117809,298.9542564,0,0.036601309,0.190581215,0.099188539,0,1.21E-05,0.141176477,0.064052291,0,0,0.164268696,0.080345872,0,0.000251693,1,2011,223.362,1.921403588,0,0.000122431,0.285634899,0,1.82E-05,0.000955447,0,6.09E-08
117,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,2154.807904,9622.944039,426.1019723,45.513727,0.05928434,0.264752085,0.011723168,0.0012522,0.050980393,0.29150328,0,0,0.052979943,0.148379414,0.02570985,0.00503825,1,32627,865.27,0.223923977,0.044279793,0.004729709,0.066043703,0.013059796,0.001394971,6.86E-06,1.36E-06,1.45E-07
118,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,739.2941402,2666.126867,4.188235426,45.00653734,0.032040138,0.1155468,0.000181513,0.00195053,0.027450981,0.108496733,0,0,0.026085553,0.062496525,0.001974495,0.008067835,1,20006,696.914,0.277291433,0.001570906,0.016880869,0.036953621,0.000209349,0.002249652,1.39E-05,7.85E-08,8.44E-07
123,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,1091.694152,13475.19905,57.04313915,293.9006621,0.019742019,0.243683299,0.001031559,0.005314852,0.011764706,0.247058824,0,0,0.024585456,0.128276583,0.005257599,0.020223088,1,50348,1108.53,0.081015067,0.004233195,0.021810488,0.02168297,0.001132977,0.005837385,1.61E-06,8.41E-08,4.33E-07
126,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,1680.662793,5200.268113,22.05490267,10.6300657,0.056409438,0.174540784,0.000740246,0.000356785,0.047058824,0.156862751,0,0,0.050449827,0.115491218,0.003963186,0.003514611,1,25927,908.136,0.32318772,0.004241109,0.002044138,0.064822879,0.000850654,0.00041,1.25E-05,1.64E-07,7.88E-08
127,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,2456.490267,10790.77676,73.99869516,167.7202666,0.053029602,0.232946415,0.00159745,0.003620669,0.047058824,0.248366013,0,0,0.044518608,0.139959586,0.006547262,0.01251961,1,41561,1192.37,0.227647214,0.006857587,0.015542928,0.059105658,0.001780484,0.00403552,5.48E-06,1.65E-07,3.74E-07
132,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,364.5058931,1358.85886,2.267973944,37.20000113,0.044198605,0.164770081,0.000275006,0.004510731,0.031372551,0.146405235,0,0,0.046440676,0.125098216,0.001531353,0.014919134,1,6473,391.444,0.268244116,0.001669028,0.027375912,0.05631174,0.000350374,0.005746949,4.14E-05,2.58E-07,4.23E-06
134,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,663.1843336,3214.062831,1.528104627,91.48496992,0.036348826,0.176161295,8.38E-05,0.005014249,0.027450981,0.169934645,0,0,0.038047605,0.116319823,0.001187471,0.019765699,1,15634,574.112,0.206338323,0.000475443,0.028463964,0.042419364,9.77E-05,0.005851668,1.32E-05,3.04E-08,1.82E-06
144,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,833.9961039,7908.949237,1.669281112,85.51895674,0.028856,0.273647126,5.78E-05,0.002958929,0.023529412,0.299346417,0,0,0.031045807,0.145745224,0.00066334,0.013956169,1,25572,743.812,0.105449672,0.000211062,0.010812935,0.032613644,6.53E-05,0.003344242,4.12E-06,8.25E-09,4.23E-07
145,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,902.4431682,31238.84527,125.8601349,36.33725607,0.009167164,0.317329269,0.001278508,0.00036912,0,0.34248367,0,0,0.01704035,0.145073126,0.005262837,0.003396281,1,91893,1621.158,0.028888493,0.004028962,0.001163207,0.009820587,0.001369638,0.00039543,3.14E-07,4.38E-08,1.27E-08
145,2,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,494.4627615,13051.54023,74.65490439,59.38039384,0.010246871,0.270470215,0.001547092,0.001230554,0,0.29281047,0,0,0.019465901,0.141584116,0.005777691,0.010803901,2,43811,1185.402,0.037885395,0.005720007,0.004549685,0.01128627,0.001704022,0.001355376,8.65E-07,1.31E-07,1.04E-07
145,3,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,788.0510032,3735.878534,3.04967331,175.2575216,0.041680383,0.197592349,0.000161299,0.009269452,0.023529412,0.189542487,0,0,0.060495389,0.139235634,0.001520859,0.02022338,3,15620,768.608,0.210941281,0.00081632,0.046911997,0.050451409,0.000195242,0.011220072,1.35E-05,5.23E-08,3.00E-06
149,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,410.0509927,1700.149066,0,292.9882438,0.028201581,0.116929097,0,0.020150498,0.015686275,0.078431375,0,0.007843138,0.03429778,0.083917485,0,0.02677062,1,11781,760.404,0.241185318,0,0.172330915,0.034806128,0,0.024869556,2.05E-05,0,1.46E-05
158,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,958.7215962,4289.184428,7.253595047,104.7294149,0.049566828,0.22175496,0.000375018,0.005414611,0.047058824,0.237908497,0,0,0.038321413,0.138111515,0.001929023,0.015249734,1,16652,592.806,0.223520721,0.001691136,0.024417093,0.057573961,0.000435599,0.006289299,1.34E-05,1.02E-07,1.47E-06
166,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,179.8941232,775.1307395,0,52.25621066,0.026734154,0.11519256,0,0.007765821,0.019607844,0.100653596,0,0,0.026457164,0.095521064,0,0.022485384,1,5066,358.992,0.232082298,0,0.067415996,0.035510091,0,0.010315083,4.58E-05,0,1.33E-05
167,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,299.6039319,3938.430172,0.488888909,62.46797571,0.012142495,0.159618634,1.98E-05,0.002531733,0.007843138,0.152941182,0,0,0.015888959,0.101248718,0.000356611,0.015649158,1,21535,684.882,0.076071917,0.000124133,0.015861136,0.013912418,2.27E-05,0.002900765,3.53E-06,5.76E-09,7.37E-07
167,2,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,101.0666698,433.9372671,0,6.081045948,0.026054826,0.111868334,0,0.001567684,0.015686275,0.094117649,0,0,0.035860899,0.096005207,0,0.006044539,2,2736,231.362,0.232906177,0,0.014013652,0.036939572,0,0.002222605,8.51E-05,0,5.12E-06
172,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,984.3843484,63896.44884,114.2980431,425.5268101,0.005045589,0.327509502,0.000585849,0.002181093,0,0.349019617,0,0,0.012933124,0.147299073,0.00370044,0.015519868,1,184499,2724.204,0.015405932,0.001788801,0.006659632,0.005335445,0.000619505,0.002306391,8.35E-08,9.70E-09,3.61E-08
174,1,DAY4,Male,WT,AG51,-,nan,UV,1,Z4,467.1411927,13065.38862,8.207843408,62.40261632,0.008686312,0.24294592,0.000152622,0.001160353,0,0.237908497,0,0,0.014974113,0.139302904,0.001825781,0.007983366,1,48955,1148.6,0.035754099,0.000628213,0.004776178,0.009542257,0.000167661,0.001274693,7.30E-07,1.28E-08,9.76E-08
