ImageNumber,ObjectNumber,Metadata_Day,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,CRE,BELMO,Metadata_Treatment,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
173,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,21902.5496,18253.65278,1798.043194,3375.584412,0.216157091,0.180145991,0.017744956,0.03331377,0.211764708,0.186928108,0.013071896,0.023529412,0.174485068,0.085772627,0.014728278,0.036366548,1,93497,1964.666,1.199899541,0.0985031991,0.184926516,0.2342593837,0.01923102553,0.03610366549,0.00001283356195,0.000001053543954,0.000001977887162,116.0716063,1.765955778,20.7922247,77.71370087,0.8909801286,1.771615263,72.25767542,1.002503546,2.593467817,12.33996341,0.08565398002,0.06915689376
174,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,18616.41227,20298.8724,4334.189665,2487.092886,0.163499783,0.178276092,0.038065287,0.021843046,0.149019614,0.189542487,0.031372551,0.018300654,0.141025797,0.072200159,0.030795054,0.022777563,1,105722,1899.144,0.9171155867,0.2135187403,0.1225236967,0.1760883475,0.04099609982,0.02352483765,0.000008674784687,0.00000201962449,0.000001158923372,98.65686481,4.256842831,15.31947889,59.39867789,1.931317525,1.173789762,54.31472778,2.137105761,1.689881305,8.341139122,0.164197113,0.04052179622
180,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,8885.513961,3673.766104,385.1960912,437.359491,0.332840649,0.137614853,0.014428982,0.01638296,0.278431386,0.139869288,0.011764706,0.015686275,0.220681663,0.061975442,0.011063478,0.012318066,1,23634,713.608,2.418638996,0.1048504669,0.1190493566,0.375963187,0.01629838754,0.01850552133,0.0001023372682,0.000004436424933,0.000005037207269,47.08839367,0.3783219808,2.693956276,156.6476034,0.9483923702,1.140505222,115.9664365,0.8496266248,1.329324138,98.40121939,0.3606849539,0.1761261283
183,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,1678.498085,960.5398945,126.033991,251.2653671,0.139190487,0.079653362,0.010451446,0.020836335,0.117647059,0.074509807,0.003921569,0.018300654,0.108282337,0.031181158,0.017979599,0.01584518,1,9788,511.112,1.747452755,0.1312116152,0.2615876431,0.1714852968,0.01287637832,0.02567075675,0.0001785301139,0.00001340535504,0.00002672534155,8.895127388,0.1237848208,1.547692291,113.1769919,1.186833959,2.506036836,52.89490956,0.6712390304,1.844031086,171.6635711,1.089866264,0.9344525018
186,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,3178.556948,1042.873231,40.12418454,254.2797466,0.203232541,0.066679874,0.002565485,0.016258296,0.149019614,0.06666667,0.002614379,0.013071896,0.181388204,0.025393912,0.001059428,0.01367873,1,12149,964.002,3.0478843,0.0384746519,0.2438261325,0.2616311588,0.003302673845,0.02093009685,0.0002508753231,0.000003166898667,0.00002006964627,16.8446239,0.03940813866,1.56625964,197.4018329,0.3480105277,2.335879717,80.7005425,0.172166702,1.503490902,241.2262722,0.2574714363,0.7017358835
187,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,2728.505957,2274.989604,124.2169983,421.3647186,0.142868675,0.119121877,0.006504189,0.02206329,0.105882354,0.125490204,0.005228758,0.020915033,0.138814192,0.057542153,0.004967803,0.017592006,1,16181,652.844,1.199348758,0.05460112788,0.1852161073,0.1686240626,0.007676719504,0.02604070939,0.00007412080579,0.00000337439762,0.00001144651797,14.45959831,0.1220002537,2.595434994,77.6780284,0.4938775633,1.774389578,52.01235737,0.40018347,1.870606234,71.27000556,0.2743412699,0.4002279011
189,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,15097.3926,12094.13888,2452.006606,1047.704608,0.229036403,0.183475263,0.037198395,0.015894301,0.149019614,0.196078435,0.02875817,0.013071896,0.213408863,0.077902883,0.030048242,0.013758767,1,60186,1329.65,1.248323072,0.2027433809,0.08662911997,0.2508455887,0.04074048127,0.01740777935,0.00002074108716,0.000003368613647,0.000001439356661,80.00797356,2.408248727,6.453433529,80.8499399,1.833852355,0.8299159822,77.37371643,2.123780497,1.250469029,19.94335304,0.2738710282,0.05032715596
195,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,6406.404101,3335.766094,513.5764869,960.8470867,0.251497825,0.130953013,0.020161602,0.037720217,0.219607845,0.13464053,0.016993465,0.031372551,0.180656053,0.062084307,0.014117079,0.032620059,1,22046,783.786,1.920519581,0.1539605813,0.2880439034,0.2905925837,0.02329567663,0.04358373794,0.00008711419672,0.000006983606155,0.00001306558575,33.9504591,0.504411333,5.918426586,124.3859832,1.392602675,2.759490563,89.63373958,1.214391734,3.130790744,83.7636507,0.5677728581,0.4568386626
197,1,DAY4,nan,WT,AY10,+,WT/WT,UV,1,Z2,5735.274641,1656.620958,168.3320323,270.2431459,0.301159139,0.086989128,0.008839111,0.014190461,0.196078435,0.087581702,0.005228758,0.013071896,0.276720198,0.036098368,0.011737296,0.012499216,1,16426,562.94,3.462031923,0.1016116762,0.1631291362,0.3491583247,0.01024790164,0.01645215791,0.0002107653673,0.000006186026796,0.000009931154037,30.3938378,0.1653280221,1.664587676,224.2248655,0.9190968935,1.562794097,107.6984345,0.5342178824,1.181822995,202.659007,0.5029290078,0.3472431481
105,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,2945.407923,884.516363,76.89019908,122.0470628,0.231230014,0.069439187,0.006036285,0.009581336,0.188235298,0.06797386,0.003921569,0.007843138,0.153553206,0.027636826,0.005977628,0.010383684,1,10217,624.392,3.329964313,0.0869290861,0.1379816902,0.2882850076,0.007525711959,0.01194548917,0.000325923883,0.000008508278957,0.00001350510818,15.60906081,0.07551803636,0.7517601824,215.6712638,0.7862900802,1.321878948,88.92196411,0.3923115237,0.8580913128,313.3883491,0.6917299965,0.4722065796
115,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,3519.992257,6848.439404,1316.645792,908.1124449,0.058267406,0.113364113,0.021794802,0.015032237,0.050980393,0.11503268,0.013071896,0.005228758,0.047547557,0.043522846,0.026180541,0.034469015,1,54954,1215.644,0.5139845809,0.1922548648,0.1326013696,0.06405343118,0.02395905288,0.01652495623,0.000009352996705,0.000003498468989,0.000002412952099,18.65404543,1.29314927,5.593602677,33.2891568,1.738981736,1.270334917,19.75738161,1.248973199,1.187052384,8.993266062,0.2844283731,0.08436895451
119,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,3436.317745,10118.9846,772.471923,539.4013249,0.047171065,0.138905455,0.010603886,0.007404477,0.039215688,0.145098045,0.009150327,0.002614379,0.0450981,0.046466349,0.007166537,0.011691779,1,67663,1162.982,0.3395911626,0.07633887722,0.05330587467,0.0507857728,0.01141645985,0.007971880125,0.000005018860568,0.000001128221882,0.0000007878142363,18.210616,0.7586865877,3.322492398,21.99424628,0.6904996312,0.5106758253,15.66495151,0.5951342257,0.572651399,4.82582747,0.09172535629,0.02754595232
120,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,5897.615853,9549.395031,1165.966051,1014.360815,0.067359753,0.109068632,0.013317108,0.011585545,0.054901961,0.111111112,0.007843138,0.005228758,0.065949477,0.037175361,0.015687321,0.020953684,1,80916,1550.044,0.6175905211,0.1220984206,0.1062225211,0.07288565739,0.01440958588,0.01253597329,0.000007632489508,0.000001508952749,0.00000131275052,31.25415797,1.145158521,6.248049349,39.99938608,1.104403385,1.017622803,22.48169568,0.751164358,0.9005081024,7.33893222,0.1226790852,0.04590036783
120,2,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,7408.502163,6941.91914,416.2274664,347.5581812,0.114029585,0.106848071,0.006406456,0.005349518,0.098039217,0.104575165,0.003921569,0,0.096786447,0.041556724,0.006196903,0.012468709,2,58429,1552.878,1.067212397,0.05995855872,0.0500665845,0.1267949505,0.007123645217,0.005948384898,0.00001826511487,0.000001026178075,0.0000008568790241,39.26103407,0.4087995781,2.140816794,69.11997388,0.5423365419,0.4796430884,39.11010194,0.3713519896,0.4272958047,17.56261045,0.08342911176,0.02996080504
122,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,11059.54149,16638.44489,2096.520332,951.2810781,0.074025887,0.111367694,0.01403284,0.006367301,0.062745102,0.111111112,0.010457517,0.002614379,0.06558331,0.03584036,0.013458886,0.008435324,1,140412,2066.494,0.664698027,0.1260045843,0.05717367725,0.07876493099,0.01493120483,0.006774927201,0.000004733911823,0.0000008973918491,0.0000004071851213,58.60955773,2.059106369,5.85950387,43.05039035,1.139735377,0.5477297764,24.29516687,0.7783560875,0.4866695784,4.551838292,0.07295868692,0.014237242
125,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,7200.498244,15312.88534,982.8510178,928.0000317,0.043856807,0.093267748,0.005986351,0.005652264,0.015686275,0.094117649,0.003921569,0.002614379,0.06332594,0.026055299,0.006367794,0.008197877,1,154131,2277.734,0.4702247868,0.06418457371,0.06060255864,0.04671674254,0.006376725109,0.006020852597,0.000003050812535,0.0000004164287113,0.0000003931886424,38.15872637,0.9653113113,5.716102109,30.45497324,0.5805616494,0.5805788168,14.40985273,0.3324154256,0.4325014437,2.933473591,0.03385599279,0.01374785463
126,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,2328.274578,6594.981868,603.7908712,632.6745293,0.032037684,0.090748722,0.008308325,0.008705771,0.019607844,0.088888891,0.005228758,0,0.037702784,0.032367718,0.008272744,0.024419908,1,65777,1619.394,0.3530372978,0.09155307524,0.09593271702,0.03539648476,0.009179361649,0.009618476509,0.000005367184545,0.000001391870642,0.000001458453822,12.33858957,0.5930157746,3.897017336,22.86510996,0.8281149394,0.9190454099,10.91810141,0.4785154381,0.6909328718,5.160754371,0.1131602148,0.05099488887
127,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,8020.239439,9186.36625,1000.099382,533.1895605,0.085917636,0.098409888,0.010713667,0.005711848,0.06666667,0.100653596,0.007843138,0.002614379,0.085779952,0.032540495,0.009922018,0.00844439,1,86173,1658.266,0.8730589681,0.1088677889,0.05804140027,0.09307137316,0.0116057162,0.0061874318,0.00001013146772,0.000001263363106,0.000000673545081,42.50290908,0.9822518656,3.284230461,56.54526996,0.9847298106,0.5560426532,28.70801146,0.6050000625,0.4444674808,9.741795888,0.1027124476,0.02355052731
130,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,4699.00405,5410.193616,453.0444608,368.0339987,0.098991006,0.113973195,0.009544007,0.007753144,0.090196081,0.117647059,0.007843138,0.002614379,0.071284144,0.041930518,0.008622048,0.011682704,1,43387,901.824,0.8685463744,0.08373904761,0.06802603101,0.1083044241,0.01044194023,0.00848258692,0.00002001858562,0.000001930049268,0.000001567889714,24.902167,0.4449595459,2.266939488,56.25300352,0.7574355766,0.6516964545,33.40667,0.5443330152,0.60933747,19.24864002,0.1569145747,0.05482131866
132,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,5630.537414,10212.91792,1448.543838,1586.954296,0.059003609,0.107023357,0.015179602,0.016630034,0.050980393,0.105882354,0.010457517,0.007843138,0.052797256,0.040074211,0.013625547,0.024992432,1,88113,1735.196,0.5513152517,0.1418344737,0.1553869627,0.06390132459,0.01643961547,0.0180104445,0.000006256911599,0.000001609688397,0.00000176349645,29.83878743,1.422693497,9.774991906,35.70694636,1.28291973,1.488623269,19.71046409,0.8569887646,1.293760829,6.016261153,0.1308689753,0.06166071504
134,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,614.5255074,388.1241935,24.91634086,73.2313749,0.10278065,0.064914567,0.004167309,0.012248097,0.086274512,0.061437909,0.002614379,0.007843138,0.082748303,0.032381564,0.003060602,0.012652632,1,4249,371.82,1.583321828,0.06419682482,0.188680263,0.1446282672,0.005864048214,0.01723496703,0.000372633991,0.00001510869024,0.00004440580442,3.256651122,0.02447169025,0.4510754335,102.5467505,0.580672463,1.80757655,44.61081654,0.3056898407,1.238055242,358.3019144,1.2283488,1.552650504
138,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,5259.055043,6476.226334,581.2418501,374.0052415,0.101410653,0.124881435,0.011208119,0.007211964,0.094117649,0.129411772,0.007843138,0.005228758,0.074077465,0.045358214,0.012505816,0.009260363,1,47195,1059.842,0.8120554736,0.08975008286,0.05775048959,0.111432462,0.01231575061,0.007924679341,0.00001720638783,0.000001901686256,0.000001223656947,27.87013281,0.5708691575,2.30371991,52.59426643,0.8118065312,0.5532556987,34.37151819,0.6420137941,0.5692607816,16.54460368,0.1546086387,0.04278520792
144,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,923.2666929,369.1673299,14.01176522,103.8065391,0.159156472,0.063638567,0.002415405,0.017894594,0.105882354,0.061437909,0.002614379,0.010457517,0.137528819,0.026275042,0.000939823,0.01998574,1,4135,367.304,2.500943659,0.03795505205,0.2811910229,0.2232809415,0.003388576837,0.02510436254,0.000604823134,0.000009178972683,0.00006800266575,4.892811568,0.01376171486,0.639405988,161.9782163,0.3433106484,2.693839254,68.87135763,0.1766447811,1.80334477,581.5607058,0.7462579417,2.377715586
148,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,9267.364935,6353.461612,548.9503456,537.8353119,0.183850754,0.12604324,0.010890359,0.010669854,0.145098045,0.129411772,0.007843138,0.007843138,0.17240055,0.049299569,0.01016179,0.010480219,1,45791,1040.352,1.458632396,0.08640177263,0.08465232731,0.2023839823,0.01198817116,0.01174543714,0.00003185412846,0.000001886872369,0.000001848667365,49.11199625,0.5391539189,3.312846396,94.47101011,0.7815204297,0.8109781028,62.42565772,0.6249372444,0.8437207913,30.62896967,0.1534042576,0.06463871905
153,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,7397.125693,6443.30345,923.3608142,601.1372745,0.127494884,0.111055059,0.015914801,0.010361042,0.117647059,0.11503268,0.010457517,0.007843138,0.092981291,0.042905752,0.015278095,0.012715329,1,52511,1309.204,1.148033109,0.1433054987,0.09329644012,0.140868117,0.01758414074,0.01144783521,0.00002186271656,0.000002729056744,0.000001776702788,39.20074496,0.9068827545,3.702760696,74.35447598,1.296225431,0.8937896029,43.4509923,0.9166522826,0.8223428781,21.02184284,0.2218745321,0.06212247512
160,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,10628.77674,3016.858908,258.316349,306.0522976,0.374701288,0.106354752,0.009106548,0.010789406,0.360784322,0.111111112,0.005228758,0.007843138,0.207828134,0.038596144,0.007797985,0.010247291,1,24952,794.92,3.523126889,0.08562427242,0.1014473354,0.4259689299,0.01035253082,0.01226564194,0.0001411961722,0.000003431559491,0.000004065699561,56.32673873,0.2537065019,1.885157461,228.1817933,0.7744877928,0.971876028,131.3907865,0.5396721482,0.8810891413,135.7655502,0.2789885765,0.1421573273
167,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,8097.059047,11463.01729,1417.052335,1174.483697,0.070384727,0.099643753,0.01231791,0.010209351,0.043137256,0.100653596,0.005228758,0.005228758,0.0817547,0.033008624,0.015449712,0.018509994,1,106550,2072.418,0.7063636774,0.1236194886,0.1024585122,0.07599304596,0.01329941187,0.01102284089,0.000006629410393,0.000001160201676,0.0000009616003023,42.91001124,1.391763983,7.234341065,45.74894284,1.118161733,0.9815632068,23.44017457,0.6932915536,0.7918138705,6.37443307,0.09432533952,0.03362238819
168,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,19638.87895,21655.18752,3029.503364,1219.137296,0.118043391,0.130162815,0.018209433,0.007327867,0.074509807,0.129411772,0.011764706,0.005228758,0.136105345,0.044279212,0.01706775,0.009519391,1,156524,2302.76,0.9068902743,0.1398973507,0.0562977021,0.1254688032,0.01935488081,0.007788820219,0.000005793937507,0.0000008937757197,0.0000003596745681,104.0753824,2.975439626,7.509389042,58.73641673,1.265398086,0.5393378434,38.70104972,1.008960059,0.5595014883,5.571093756,0.07266469266,0.01257603385
186,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,3450.11382,3823.228861,792.3059072,227.1058901,0.084365175,0.093488907,0.019374151,0.00555339,0.05882353,0.09150327,0.011764706,0.002614379,0.093291522,0.038116909,0.022253365,0.007876825,1,36094,1173.982,0.902408395,0.2072347578,0.0594015944,0.09558690697,0.02195118045,0.006292067659,0.00002500161786,0.00000574152928,0.00000164574706,18.2837277,0.7781666197,1.398879756,58.44613957,1.874477711,0.5690734545,29.48393182,1.144303834,0.4519838847,24.04001717,0.4667909984,0.05754360351
197,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,10308.19241,3224.564792,345.3202732,342.3451092,0.379186773,0.118615589,0.012702603,0.012593162,0.352941185,0.118954249,0.009150327,0.010457517,0.22915711,0.052036111,0.011559059,0.011122888,1,23778,750.984,3.19677013,0.1070905054,0.1061678494,0.4335180591,0.0145226795,0.01439755695,0.0001344423471,0.00000450376421,0.000004464961283,54.62781605,0.3391577764,2.108706394,207.0446976,0.9686539435,1.017099043,133.7193273,0.7570598708,1.034232954,129.2714876,0.3661596918,0.1561175274
198,1,DAY4,nan,WT,AY10,+,WT/WT,UV,2,Z2,13425.23958,9868.525763,2076.371304,471.0823691,0.171472138,0.12604447,0.026520184,0.006016839,0.164705887,0.129411772,0.019607844,0.002614379,0.097406552,0.048930806,0.024501308,0.007668722,1,71777,1557.636,1.360409843,0.210403393,0.04773584023,0.1870409683,0.02892808705,0.006563138179,0.00001895328368,0.000002931348384,0.0000006650576121,71.14647157,2.039316916,2.901675465,88.10944576,1.903138617,0.4573143158,57.6930809,1.508006414,0.4714559428,18.22431123,0.2383210068,0.02325376266
3,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,1828.803971,3111.607919,5148.568769,234.6091584,0.050071295,0.085193514,0.14096399,0.006423425,0.003921569,0.087581702,0.13333334,0.005228758,0.097593433,0.030293063,0.089641606,0.006948947,1,32038,1038.486,0.5877359933,1.654632879,0.07539804645,0.05708233882,0.1607019405,0.007322840327,0.00001834496514,0.0000516459479,0.000002353394296,9.691666875,5.056688735,1.445096831,38.06580267,14.96646839,0.7223211294,17.6071372,8.377310143,0.5260283261,17.63938956,4.198857553,0.08228651384
12,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,213.2313798,2739.291568,3906.78311,108.7372588,0.006793188,0.087269157,0.124463446,0.003464184,0,0.088888891,0.098039217,0,0.015273173,0.028253078,0.087474065,0.005074833,1,27129,1025.702,0.0778417976,1.426201999,0.03969539427,0.007859905629,0.1440076343,0.004008155804,0.000002869320565,0.00005257112311,0.000001463208901,1.130010396,3.837063663,0.6697772125,5.041567202,12.90026773,0.380286007,2.424400256,7.50704448,0.2879215433,2.758962081,4.27407505,0.05116115037
12,2,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,408.3607936,920.1895681,1558.009192,42.59085118,0.030556779,0.068855849,0.11658255,0.003186984,0,0.06797386,0.105882354,0,0.093299149,0.018365686,0.074894239,0.00492201,2,10931,572.494,0.4437789862,1.693139377,0.04628486635,0.03735804534,0.142531259,0.003896336216,0.00004059820567,0.0001548933654,0.000004234275579,2.164090214,1.530205361,0.2623422909,28.74216232,15.31476697,0.4434138351,11.52314785,7.430081791,0.279889104,39.03673622,12.59295653,0.1480515937
12,3,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,107.2196114,1588.837947,2229.102023,60.0183028,0.005722652,0.084801342,0.118974275,0.003203368,0,0.084967323,0.103267975,0,0.016749052,0.027497857,0.077131082,0.004902233,3,15809,652.43,0.0674830379,1.402976324,0.03777496812,0.006782188083,0.1410020889,0.003796464217,0.000004268646841,0.00008874541871,0.000002389459683,0.5682056539,2.189322042,0.3696882926,4.370663077,12.69018709,0.3618881247,2.091976583,7.350366933,0.2727149067,4.104468116,7.215074692,0.08354754135
13,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,209.0980459,2148.342541,2539.8602,180.6143852,0.007174159,0.073709687,0.087142668,0.006196884,0,0.070588239,0.056209151,0.002614379,0.019221732,0.024227423,0.074273187,0.008914792,1,25329,886.754,0.09732993781,1.182241729,0.08407150245,0.008255282321,0.1002747917,0.007130734936,0.000003842628521,0.00004667542062,0.000003319179693,1.108105974,2.494534508,1.112511027,6.303752449,10.69360079,0.8054137403,2.546354818,5.227273718,0.5122286428,3.694835116,3.794749644,0.116055234
23,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,729.9412006,12920.12975,11890.24345,1313.626184,0.005513484,0.097589958,0.089810891,0.009922247,0,0.095424838,0.06797386,0,0.013809377,0.033415967,0.072702009,0.024711608,1,123484,2025.672,0.05649642958,0.9202882386,0.1016728322,0.005911220892,0.09628974968,0.01063802747,0.0000004575202421,0.000007452692159,0.0000008233684704,3.868291554,11.67805322,8.091402096,3.65909518,8.324181759,0.9740363105,1.823325383,5.01953551,0.7641712139,0.4399233098,0.6059099316,0.02878910736
27,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,1706.486328,12869.92845,7249.066869,1209.278469,0.012816944,0.096662449,0.054445723,0.009082554,0,0.094117649,0.036601309,0,0.025705675,0.03539459,0.052601993,0.03137326,1,123332,2335.99,0.1325948574,0.5632561904,0.09396155338,0.01383652522,0.05877685328,0.00980506656,0.000001075105061,0.000004566991457,0.0000007618586691,9.043449861,7.119701886,7.448662685,8.587749834,5.09475913,0.9001614571,4.267897969,3.064007365,0.7043363667,1.033754867,0.3713001184,0.026638415
37,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,3816.823634,6619.524369,5219.85635,333.011776,0.072665416,0.126023767,0.09937662,0.006339942,0.015686275,0.128104582,0.095424838,0.002614379,0.115374935,0.045469836,0.054303103,0.00833124,1,48258,927.448,0.5766008887,0.7885545938,0.05030750813,0.07909203933,0.1081656171,0.006900654316,0.00001194829642,0.0000163403911,0.000001042469811,20.22709037,5.126704136,2.051216864,37.34461714,7.132625943,0.4819511619,24.39606395,5.638618417,0.49570105,11.48874656,1.328487081,0.03644999338
42,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,443.2980522,2348.92163,2447.109871,120.400004,0.014771186,0.078268689,0.081540431,0.004011862,0,0.078431375,0.071895428,0,0.054988216,0.025742217,0.052660122,0.008211682,1,26747,723.296,0.1887240709,1.041801412,0.05125756537,0.01657374854,0.09149100351,0.004501439563,0.000007055896769,0.00003895021543,0.00000191638559,2.349238692,2.403439378,0.7416149713,12.22306159,9.423291473,0.4910528091,5.112198809,4.769379321,0.3233560494,6.784516124,3.166684181,0.06700648915
43,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,63.52549209,708.1608022,1271.729446,19.65490266,0.006072022,0.067688855,0.121557011,0.001878695,0,0.06666667,0.117647059,0,0.019121763,0.022498089,0.076562334,0.003940851,1,8220,562.112,0.08970489738,1.795820161,0.02775485822,0.007728162055,0.1547116114,0.00239110738,0.00001091300455,0.000218469606,0.000003376503433,0.3366505745,1.249034489,0.1210661926,5.80990268,16.24353415,0.2658944293,2.383763743,8.065037347,0.1717626162,10.4932736,17.76175658,0.1180595606
43,2,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,8.890196431,776.222242,2005.803984,19.62875888,0.000849355,0.074158999,0.19163122,0.001875299,0,0.074509807,0.215686277,0,0.003962011,0.027066595,0.11587782,0.003687608,2,8425,509.246,0.01145315858,2.584058889,0.02528755016,0.001055216194,0.2380776242,0.002329823012,0.000001359425351,0.0003067132212,0.000003001489633,0.04711320821,1.970008922,0.1209051576,0.7417848821,23.37330302,0.2422573614,0.3254830949,12.41086505,0.1673603198,1.30713976,24.93603424,0.10494719
50,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,3332.635389,3469.402708,2268.763465,451.4222367,0.094960404,0.098857464,0.064646345,0.012862865,0.047058824,0.09150327,0.02875817,0.010457517,0.116260842,0.04475722,0.080909577,0.013664053,1,30896,988.11,0.9605790015,0.6539348862,0.1301152604,0.1078662412,0.07343227165,0.01461102527,0.00003109072377,0.00002116568119,0.000004211395015,17.66115588,2.228275696,2.78057706,62.2136659,5.914965142,1.246517732,33.27151179,3.827986845,1.04956722,29.8949267,1.720787089,0.1472515739
57,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,1512.780436,5257.066819,3766.746507,76.55947984,0.034127742,0.118597397,0.084976346,0.001727152,0,0.122875817,0.075816996,0,0.071472993,0.040721197,0.054195052,0.004193992,1,40255,891.55,0.2877613103,0.7165110577,0.01456315517,0.03757993879,0.09357214028,0.001901862622,0.000007148461316,0.00001779930587,0.0000003617725791,8.016913936,3.699526117,0.4715752039,18.63739056,6.480978488,0.1395165417,11.59159124,4.877867919,0.1366182474,6.873520496,1.447098038,0.01264939088
64,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,47.05882523,1919.976518,2070.586983,44.04967479,0.002069065,0.084416836,0.091038823,0.00193676,0,0.084967323,0.073202617,0,0.007878004,0.029836422,0.066660306,0.003830275,1,19742,687.57,0.02451010457,1.07844391,0.02294281955,0.002383690874,0.1048823312,0.002231267085,0.000001241520847,0.00005462688228,0.000001162132487,0.2493861917,2.03363582,0.27132805,1.587442006,9.754729819,0.2197945982,0.7352531998,5.4674624,0.1602806612,1.193770046,4.441209941,0.04063400302
68,1,DAY4,nan,BELMO,AY11,+,WT/Tg,NOUV,1,Z3,2392.521639,23157.53786,19203.11033,773.5268233,0.014216829,0.13760659,0.114108613,0.004596447,0,0.135947719,0.098039217,0,0.037564217,0.053842881,0.075560302,0.008518735,1,158690,2270.748,0.1033150266,0.8292379978,0.0334028094,0.01507670073,0.1210102107,0.004874452223,0.0000006510493828,0.000005225521443,0.0000002104909534,12.67906407,18.86041656,4.764610081,6.69138773,7.500615053,0.3200023893,4.650432058,6.308200525,0.3501510109,0.6260090219,0.4248391417,0.007359823546
