ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,CASP_Intensity_IntegratedIntensity_CASPGray,DNA_Intensity_IntegratedIntensity_,EDU_Intensity_IntegratedIntensity_EdU,TUNEL_Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1344,1,24HR,FEMALE,WT,CX23,NOIR,1,923.2039495,1887.354299,4810.696878,524.0340036,0.04077575856,0.0833600238,0.2124772262,0.02314535593,0.03529411927,0.08104575425,0.2339869291,0.0209150333,0.01931095173,0.02636190791,0.09466901283,0.01130002369,1,18939,920.862,0.4891524342,2.548910335,0.2776553421,0.04874618245,0.2540100786,0.02766957092,0.00002582778575,0.0001345852651,0.000014660507
1352,1,3HR,FEMALE,WT,CX23,IR,1,57.16470812,322.8888985,15.88104635,158.8339925,0.01253337166,0.07079344409,0.003481922023,0.03482437898,0.01176470611,0.07058823854,0.002614379162,0.0339869298,0.004884805303,0.01521767522,0.001637137441,0.006154621528,1,3334,310.648,0.177041417,0.04918424393,0.4919153098,0.01714598324,0.004763361231,0.04764066963,0.00005310180474,0.00001475232271,0.0001475450839
1352,2,3HR,FEMALE,WT,CX23,IR,1,66.70980636,309.9738642,15.26928162,151.3411816,0.01614467724,0.07501787614,0.003695373093,0.03662661704,0.01568627544,0.07058823854,0.003921568859,0.03660130873,0.006777144913,0.02298538346,0.00172593116,0.006607760327,2,2862,349.718,0.215211068,0.04925990021,0.488238523,0.02330880725,0.005335178763,0.05287951839,0.00007519604052,0.00001721170517,0.0001705934741
1353,1,3HR,FEMALE,WT,CX23,IR,1,1546.070638,5863.613225,274.613082,2984.277198,0.02406635282,0.09127382747,0.004274665826,0.04645367824,0.01960784383,0.08888889104,0.003921568859,0.04444444552,0.01294395375,0.02816009094,0.002264844799,0.009069822689,1,55872,2029.952,0.263672002,0.0468334236,0.5089485072,0.02767165374,0.004915039411,0.05341275053,0.000004719215386,0.0000008382270834,0.0000091091872
1353,2,3HR,FEMALE,WT,CX23,IR,1,250.3686367,1394.134678,54.72679938,637.8353117,0.01663357937,0.09262122495,0.003635849016,0.04237545254,0.01568627544,0.08888889104,0.002614379162,0.04183006659,0.005659876725,0.03604460068,0.002747817226,0.007616347298,2,12181,699.984,0.1795871236,0.03925503056,0.4575134108,0.02055402978,0.004492800212,0.05236313207,0.00001474321678,0.000003222644328,0.0000375595937
1356,1,3HR,FEMALE,WT,CX23,IR,1,1255.392202,7041.455091,288.8130825,3019.534722,0.01834671327,0.1029061335,0.004220809086,0.0441284705,0.01568627544,0.1019607857,0.003921568859,0.04183006659,0.01179456987,0.0363867516,0.002374661538,0.009529437632,1,62091,1416.452,0.1782859063,0.04101610801,0.4288225492,0.02021858566,0.004651448399,0.04863079548,0.000002871364711,0.0000006605805674,0.000006906355981
1360,1,3HR,FEMALE,WT,CX23,IR,1,79.51765026,495.6627583,10.86797421,282.1071966,0.01338906386,0.08345895914,0.001829933358,0.04750079081,0.01176470611,0.08104575425,0.001307189581,0.04705882445,0.004383647002,0.03080110091,0.001442209122,0.00975479406,1,4584,361.68,0.1604269212,0.02192614642,0.5691514883,0.01734678234,0.002370849523,0.06154170956,0.00003499714685,0.000004783190754,0.0001241604468
1360,2,3HR,FEMALE,WT,CX23,IR,1,121.6431416,597.5072047,52.50849851,345.9869372,0.01539202095,0.07560511257,0.006644122297,0.04377918982,0.01568627544,0.07712418586,0.006535947789,0.04444444552,0.0066119809,0.02762097196,0.003800068393,0.008238536454,2,6117,386.202,0.203584393,0.08787927258,0.5790506532,0.0198860784,0.008584027875,0.05656153951,0.00003328173827,0.00001436640062,0.000094662523
1360,3,3HR,FEMALE,WT,CX23,IR,1,110.376475,684.6549206,41.2169949,391.7934743,0.01352652881,0.08390378929,0.005051102316,0.04801390616,0.01176470611,0.08366013318,0.005228758324,0.04705882445,0.00439582243,0.03229197017,0.002688939097,0.01078736152,3,6508,410.1,0.1612147547,0.06020112272,0.572249556,0.01696012216,0.00633328133,0.06020182457,0.0000247717816,0.000009250326172,0.00008793017148
1364,1,3HR,FEMALE,WT,CX23,IR,1,968.0431715,7155.217194,192.6457585,2099.124246,0.01930680438,0.1427047705,0.00384215713,0.04186526218,0.01568627544,0.1450980455,0.003921568859,0.04183006659,0.01699616939,0.05044977703,0.002490084232,0.00945253165,1,45875,962.658,0.1352919339,0.02692381702,0.2933697453,0.02110175851,0.004199362583,0.04575747675,0.000002949142973,0.000000586895194,0.000006394980824
1365,1,3HR,FEMALE,WT,CX23,IR,1,401.8745244,3884.088983,87.42222537,961.9791128,0.01729236335,0.1671294743,0.003761713656,0.04139324926,0.01568627544,0.180392161,0.003921568859,0.04183006659,0.01004857861,0.07539632037,0.002433418302,0.007827188221,1,20383,646.806,0.1034668686,0.0225077813,0.2476717493,0.01971616172,0.004288977352,0.04719516817,0.000005076135435,0.000001104242815,0.00001215089777
1367,1,3HR,FEMALE,WT,CX23,IR,1,873.8470879,5006.989678,142.8849727,1961.769988,0.02100896975,0.120377691,0.003435230388,0.047164735,0.01960784383,0.1215686277,0.002614379162,0.04444444552,0.01263380534,0.04537913492,0.00189583839,0.02405295284,1,37249,964.588,0.1745254422,0.02853710152,0.3918062776,0.02345961201,0.003835941173,0.05266637998,0.000004685372553,0.000000766117252,0.00001051857171
1369,1,3HR,FEMALE,WT,CX23,IR,1,400.7255031,1339.584349,43.80915189,609.9085161,0.02584658818,0.0864024993,0.002825667691,0.03933878458,0.01568627544,0.08758170158,0.002614379162,0.03921568766,0.03444588113,0.03564447942,0.002145881858,0.006997900962,1,13291,471.934,0.2991416729,0.03270354115,0.4552968363,0.03015013943,0.003296151673,0.04588883576,0.00002250708546,0.000002460577921,0.0000342560256
1369,2,3HR,FEMALE,WT,CX23,IR,1,626.2470815,3032.282429,150.6562147,1697.764749,0.0177956603,0.08616641837,0.004281100699,0.04824428827,0.01568627544,0.08496732265,0.003921568859,0.04705882445,0.005972720147,0.02324329785,0.002367917211,0.01364017629,2,30736,1096.702,0.2065266334,0.04968409713,0.5598966417,0.02037503519,0.004901620728,0.0552370103,0.000006719372507,0.000001616478954,0.00001821631448
1376,1,3HR,FEMALE,WT,CX23,IR,1,396.8509932,1004.769961,39.55555708,614.834001,0.03035421395,0.07685252875,0.003025513009,0.04702722969,0.02745098062,0.07450980693,0.002614379162,0.04705882445,0.0104981973,0.02217067205,0.001710142919,0.008088851118,1,10081,814.786,0.394967016,0.03936777433,0.6119151895,0.03936623283,0.003923773145,0.06098938607,0.00003917934887,0.000003905145753,0.00006069985017
1379,1,3HR,FEMALE,WT,CX23,IR,1,194.7529497,2495.571308,74.38300924,832.3974135,0.008802791072,0.1127992817,0.00336209588,0.03762418249,0.007843137719,0.1124183014,0.002614379162,0.03660130873,0.003540295332,0.04850090557,0.002264226213,0.006771044271,1,19101,671.946,0.0780394249,0.02980600434,0.3335498412,0.01019595569,0.003894194505,0.0435787348,0.000004085619858,0.000001560442089,0.00001746242821
1381,1,3HR,FEMALE,WT,CX23,IR,1,1794.427508,9289.478678,311.5215803,6098.716498,0.022765278,0.1178523867,0.003952165995,0.07737229614,0.02352941222,0.1176470593,0.003921568859,0.05228758231,0.009718117734,0.03840903776,0.002396699459,0.09165135308,1,73064,1275.612,0.1931677299,0.03353488296,0.6565187036,0.02455966697,0.004263680886,0.08347088167,0.00000264381542,0.0000004589795654,0.000008985529174
1381,2,3HR,FEMALE,WT,CX23,IR,1,620.4078628,2082.299399,85.22091827,982.5072181,0.02617202543,0.08784220201,0.003595060884,0.04144725662,0.01960784383,0.08758170158,0.002614379162,0.04183006659,0.02599415301,0.02664938556,0.001933310519,0.007332924763,2,20734,646.876,0.2979436402,0.04092635205,0.4718376324,0.02992224669,0.004110201518,0.04738628427,0.00001436980998,0.000001973876341,0.00002275671035
1384,1,3HR,FEMALE,WT,CX23,IR,1,1544.952992,5832.754392,288.2601411,3347.299433,0.02569098364,0.09699272304,0.004793470485,0.05566215633,0.02352941222,0.09803921729,0.003921568859,0.04967320338,0.01448721392,0.0275240449,0.002681833245,0.0239470875,1,54133,1404.764,0.2648753724,0.04942092906,0.5738797158,0.02853994776,0.005325035396,0.06183472989,0.000004893048093,0.0000009129538186,0.00001060129156
1386,1,3HR,FEMALE,WT,CX23,IR,1,525.0666848,2051.46019,48.20784476,1107.299378,0.02053287521,0.08022290747,0.001885180853,0.0433012427,0.01568627544,0.07712418586,0.001307189581,0.04183006659,0.02029999973,0.0255118005,0.001482240135,0.01073899712,1,20687,1302.446,0.2559477817,0.02349928358,0.5397615726,0.02538148039,0.002330344891,0.05352633916,0.00001237239724,0.000001135944486,0.00002609182446
1386,2,3HR,FEMALE,WT,CX23,IR,1,257.4588339,1727.034028,65.50196328,808.2039446,0.01331499969,0.08931702667,0.003387565333,0.04179788708,0.01176470611,0.09150326997,0.002614379162,0.04183006659,0.005394296273,0.02592681666,0.001821925167,0.007927037133,2,16695,569.246,0.1490757158,0.03792743063,0.467972218,0.0154213138,0.003923447936,0.04840993978,0.000008929363032,0.000002271783805,0.00002803068092
1387,1,3HR,FEMALE,WT,CX23,IR,1,12.11372621,394.5451086,0.9725490483,122.4758213,0.003338954302,0.1087500299,0.0002680675436,0.03375849539,0.003921568859,0.1006535962,0,0.0339869298,0.001960700707,0.05627076721,0.0005286746335,0.005946149983,1,2534,218.674,0.03070301961,0.002464988228,0.3104228607,0.004780476009,0.0003837999401,0.04833299972,0.00001211642447,0.0000009727656781,0.0001225031021
1388,1,3HR,FEMALE,WT,CX23,IR,1,2355.654982,8711.11005,299.6575274,5497.323011,0.02192693966,0.08108487276,0.002789276262,0.05117025664,0.01568627544,0.07712418586,0.002614379162,0.04705882445,0.01634531893,0.02312864082,0.001710944421,0.016002649,1,98772,2192.614,0.2704196099,0.03439946524,0.6310703205,0.0238494207,0.003033830715,0.05565669432,0.000002737816486,0.0000003482714255,0.000006389162115
1390,1,3HR,FEMALE,WT,CX23,IR,1,1576.309855,4904.895549,129.4392204,2580.203984,0.02902750911,0.0903229145,0.002383603794,0.04751406866,0.01960784383,0.08888889104,0.002614379162,0.04705882445,0.02404495654,0.02396597189,0.001290430337,0.009661170177,1,49785,1040.906,0.3213748059,0.0263898016,0.5260466729,0.03166234518,0.002599964255,0.05182693551,0.000006455253709,0.0000005300753561,0.00001056636884
1393,1,3HR,FEMALE,WT,CX23,IR,1,446.7529564,2238.728165,44.63137413,1083.006565,0.02203684489,0.1104290517,0.002201517986,0.05342112982,0.01960784383,0.1111111119,0.001307189581,0.04705882445,0.009406313823,0.04283849476,0.002271360617,0.01967446716,1,17541,598.946,0.1995565891,0.01993603995,0.4837597445,0.02546906997,0.002544403063,0.06174143805,0.00001137657996,0.000001136539533,0.00002757880078
1396,1,3HR,FEMALE,WT,CX23,IR,1,955.5490526,3823.141279,152.4758228,1859.717701,0.02143880668,0.08577643039,0.003420964816,0.04172483679,0.01960784383,0.08366013318,0.002614379162,0.04183006659,0.01399130968,0.02516134438,0.001933529594,0.007483569749,1,40641,874.996,0.2499382008,0.03988234064,0.4864370854,0.02351194736,0.003751773401,0.04575964422,0.000006149902827,0.0000009813326601,0.00001196912195
1396,2,3HR,FEMALE,WT,CX23,IR,1,338.0000124,1384.00265,64.80000246,945.5843388,0.01671612326,0.06844721317,0.003204747896,0.0467648041,0.01568627544,0.06405229121,0.002614379162,0.04444444552,0.006014341018,0.02392995586,0.002039014847,0.02517165151,2,17556,584.392,0.2442191944,0.04682072136,0.68322437,0.01925267785,0.003691045936,0.05386103548,0.00001391086776,0.000002666935598,0.00003891685862
1397,1,3HR,FEMALE,WT,CX23,IR,1,1483.251027,5838.0825,198.2353011,2304.985679,0.03049885935,0.1200436432,0.004076147906,0.04739550674,0.02352941222,0.1176470593,0.003921568859,0.04705882445,0.02282422711,0.04477491087,0.003007519622,0.01069359103,1,44426,957.104,0.2540647596,0.03395554981,0.3948189631,0.03338700371,0.004462146066,0.05188370953,0.000005718830405,0.0000007643170623,0.000008887114823
1398,1,3HR,FEMALE,WT,CX23,IR,1,518.792173,1474.288929,69.0705907,687.2104786,0.03020624006,0.08583923894,0.004021577333,0.04001225494,0.01960784383,0.08496732265,0.003921568859,0.03921568766,0.03312775496,0.03305173003,0.002581511289,0.007530211089,1,14789,512.902,0.3518931485,0.04685010472,0.4661301223,0.03507959787,0.00467040305,0.04646767723,0.000023794249,0.000003167902138,0.0000315187046
1398,2,3HR,FEMALE,WT,CX23,IR,1,404.9372679,1297.685001,61.25228986,610.7451164,0.02697783264,0.08645469695,0.00408076548,0.04068921495,0.01960784383,0.08758170158,0.003921568859,0.03921568766,0.02528376638,0.03111698691,0.002647510326,0.007119294879,2,12776,478.418,0.3120458875,0.04720120045,0.4706420401,0.03169515246,0.004794324504,0.0478040949,0.00002442438067,0.000003694521012,0.0000368379806
1400,1,3HR,FEMALE,WT,CX23,IR,1,205.3019675,586.2431531,24.3843146,294.0810534,0.0305964184,0.08736857722,0.003634026022,0.04382728068,0.03137255087,0.08496732265,0.002614379162,0.04444444552,0.01250646383,0.03349504172,0.002365619893,0.00780747499,1,5264,368.75,0.3501993437,0.04159419939,0.5016366534,0.03900113364,0.00463227861,0.05586646151,0.00006652723095,0.000007901633623,0.00009529571682
1400,2,3HR,FEMALE,WT,CX23,IR,1,3468.427556,9938.002883,370.7372677,4083.869385,0.03885757961,0.1113376975,0.004153453593,0.04575251384,0.02745098062,0.1124183014,0.003921568859,0.04444444552,0.03186348673,0.03475714072,0.003408950096,0.009015573672,2,81368,1988.844,0.3490064953,0.03730500706,0.4109346147,0.04262643246,0.004556303064,0.05019011633,0.000004289235268,0.000000458472705,0.000005050322174
1402,1,3HR,FEMALE,WT,CX23,IR,1,69.5568654,338.7124274,22.9111119,187.040529,0.01449101362,0.07056508904,0.004773148312,0.03896677688,0.01176470611,0.06797385961,0.003921568859,0.03921568766,0.006022590453,0.01625474049,0.003424876708,0.006554818998,1,3209,396.1,0.2053566972,0.06764178118,0.5522104118,0.02167555793,0.007139642224,0.05828623528,0.0000639939848,0.00002107877257,0.0001720817737
1409,1,3HR,FEMALE,WT,CX23,IR,1,274.0902062,1572.001348,87.72810766,761.398713,0.01619631308,0.09289141099,0.005183957198,0.04499194664,0.01568627544,0.09150326997,0.003921568859,0.04444444552,0.008197929065,0.03293051063,0.004104330647,0.009340208643,1,14413,573.214,0.174357488,0.0558066364,0.4843499109,0.01901687409,0.00608673473,0.05282721939,0.00001209723777,0.000003871965337,0.00003360507257
1410,1,3HR,FEMALE,WT,CX23,IR,1,128.0980443,678.7032868,42.08627603,380.1856311,0.01462473391,0.07748638964,0.004804917917,0.04340514112,0.01568627544,0.07712418586,0.005228758324,0.04183006659,0.003955490537,0.01592169027,0.001495160387,0.007520967417,1,6801,548.322,0.18873939,0.06200983088,0.5601647118,0.01883517782,0.006188248204,0.05590143083,0.00002775171151,0.00000911775193,0.00008236505099
1410,2,3HR,FEMALE,WT,CX23,IR,1,68.99608115,402.0614487,26.21176567,222.9882416,0.01307239128,0.07617685652,0.004966230707,0.04224862478,0.01176470611,0.07450980693,0.005228758324,0.04183006659,0.0039626317,0.01786115315,0.001889447645,0.007828404949,2,4038,374.858,0.1716058114,0.06519343189,0.5546123416,0.01708669667,0.006491274312,0.05522244714,0.00004249772447,0.00001614498066,0.0001373482768
1413,1,3HR,FEMALE,WT,CX23,IR,1,1846.88242,10107.32575,285.2496837,5100.337401,0.01728902138,0.09461661941,0.002670277126,0.04774523891,0.01568627544,0.09150326997,0.002614379162,0.04183006659,0.009209654735,0.03251731883,0.001675563406,0.02381303253,1,98707,2000.17,0.1827271095,0.02822207285,0.5046178906,0.01871075425,0.002889862762,0.05167148633,0.000001851207204,0.0000002859176436,0.000005112280696
1423,1,3HR,FEMALE,WT,CX23,IR,1,568.9608013,1245.538596,14.64444492,621.7124332,0.04175859092,0.09141567676,0.001074821645,0.04563027033,0.03137255087,0.08758170158,0.001307189581,0.04444444552,0.02799574712,0.03123319846,0.001181428396,0.007646222165,1,10947,635.016,0.456799013,0.01175751997,0.4991514797,0.05197413002,0.001337758739,0.05679295087,0.00004172823724,0.000001074040374,0.00004559710238
1424,1,3HR,FEMALE,WT,CX23,IR,1,86.64706151,251.4065425,6.623529644,131.142488,0.02553700605,0.0740956506,0.001952116016,0.03865089537,0.02352941222,0.07058823854,0.001307189581,0.03921568766,0.01297999427,0.02089284971,0.001094824053,0.006591252452,1,2258,252.33,0.3446491911,0.02634589211,0.521635144,0.03837336648,0.002933361224,0.05807904694,0.0001526347171,0.00001166779987,0.00023101645
1424,2,3HR,FEMALE,WT,CX23,IR,1,455.6941351,3437.736044,142.6274561,1587.36736,0.01480151152,0.1116619366,0.00463271693,0.05155966349,0.01568627544,0.108496733,0.003921568859,0.04705882445,0.005926772988,0.04513068999,0.00351069469,0.02489525391,2,27263,784.302,0.1325564643,0.04148877468,0.4617478887,0.01671474654,0.005231539307,0.05822423651,0.000004862137853,0.000001521797846,0.00001693679671
1427,1,3HR,FEMALE,WT,CX23,IR,1,175.419614,741.1438106,37.01960916,420.4418415,0.01785441364,0.07543448454,0.003767899151,0.04279306275,0.01568627544,0.07450980693,0.002614379162,0.04183006659,0.006273359937,0.02088444175,0.002297071507,0.007584437862,1,7899,424.24,0.2366876866,0.04994929274,0.5672877996,0.02220782554,0.004686619718,0.05322722389,0.0000299642596,0.000006323495726,0.00007181767308
1427,2,3HR,FEMALE,WT,CX23,IR,1,1622.545155,8962.090429,398.5974001,4166.941282,0.01881713564,0.1039360111,0.004622651839,0.04832524942,0.01960784383,0.1019607857,0.003921568859,0.04444444552,0.007691224878,0.03001653105,0.002823270715,0.01516852504,2,79439,1529.738,0.1810453898,0.04447594044,0.4649519345,0.02042504507,0.005017653799,0.05245460394,0.000002279049205,0.0000005598753816,0.000005852942944
1432,1,3HR,FEMALE,WT,CX23,IR,1,288.2666757,619.9281207,21.3372557,367.286285,0.03491602176,0.07508819292,0.002584454421,0.04448719537,0.03137255087,0.071895428,0.002614379162,0.04183006659,0.01966283063,0.02594170175,0.001575475823,0.01067520532,1,6128,492.902,0.4650001605,0.03441891889,0.592465921,0.0470409066,0.00348192815,0.05993575147,0.00007588122724,0.000005616664309,0.00009668177562
1436,1,3HR,FEMALE,WT,CX23,IR,1,242.0431461,900.4836867,43.18692976,619.8614522,0.0186949213,0.06955153215,0.003335670793,0.04787684037,0.01568627544,0.06797385961,0.002614379162,0.04705882445,0.009126874605,0.01714835161,0.00183503142,0.008787048637,1,10116,680.156,0.268792372,0.04795970255,0.6883649992,0.02392676414,0.004269170597,0.06127535115,0.00002657101344,0.000004740974945,0.00006804715294
1441,1,3HR,FEMALE,WT,CX23,IR,1,2331.525566,8993.975394,232.8392242,3978.363509,0.02794120087,0.1077845668,0.002790365085,0.04767704699,0.01960784383,0.1058823541,0.002614379162,0.04444444552,0.02357778879,0.03456212288,0.001787367545,0.01271688906,1,76659,1533.91,0.2592319262,0.02588835459,0.4423364902,0.03041424445,0.003037337093,0.05189688763,0.000003381624156,0.0000003377079611,0.000005770183412
1444,1,3HR,FEMALE,WT,CX23,IR,1,890.6980663,2228.930777,61.17124414,1134.075845,0.04087458429,0.1022867595,0.002807179301,0.05204331353,0.02745098062,0.1019607857,0.002614379162,0.04967320338,0.03208512519,0.03416960002,0.001874089554,0.01125360116,1,19700,597.52,0.3996077741,0.02744420992,0.5087981453,0.04521309981,0.003105139296,0.05756730179,0.00002028465858,0.000001393107103,0.00002582731702
1444,2,3HR,FEMALE,WT,CX23,IR,1,4394.239354,11866.04866,590.3333553,7805.30739,0.0308940026,0.08342507286,0.004150379337,0.0548757515,0.02745098062,0.08104575425,0.003921568859,0.05490196124,0.01908495167,0.02632615922,0.002319434832,0.01156196743,2,132925,2408.996,0.3703203551,0.04974978378,0.6577848795,0.03305803539,0.004441101037,0.05871963431,0.000002785934588,0.000000374269579,0.000004948541505
1448,1,3HR,FEMALE,WT,CX23,IR,1,324.988246,849.6013314,34.04444572,600.5411897,0.02698117443,0.07053560244,0.002826438,0.04985813115,0.01568627544,0.07058823854,0.002614379162,0.04967320338,0.02251911286,0.01662714316,0.00170887677,0.008680945717,1,9254,699.64,0.3825185225,0.04007108329,0.7068505752,0.03511867798,0.003678889747,0.06489530903,0.00004133547898,0.000004330136513,0.0000763832478
1454,1,3HR,FEMALE,WT,CX23,IR,1,695.0157074,1657.234032,51.16340049,774.1359668,0.04052569722,0.09663172195,0.002983288658,0.04513912343,0.02745098062,0.09150326997,0.002614379162,0.04444444552,0.03160562355,0.04122754626,0.002521849686,0.007700634053,1,14191,688.086,0.4193829563,0.03087276722,0.4671253137,0.04897580913,0.003605341448,0.05455119208,0.00002955274162,0.000002175517386,0.00003291701174
1454,2,3HR,FEMALE,WT,CX23,IR,1,209.9019671,453.7516465,17.99738627,273.1947777,0.03822654655,0.08263552113,0.00327761542,0.04975319207,0.03529411927,0.07712418586,0.002614379162,0.04967320338,0.01299308563,0.03706121,0.002698746483,0.01009798681,2,3903,334.024,0.4625921883,0.03966351728,0.6020799699,0.05377964825,0.004611167377,0.06999609984,0.0001185222107,0.00001016231547,0.0001542608173
1456,1,3HR,FEMALE,WT,CX23,IR,1,1229.949059,4873.798819,120.832684,2328.000055,0.02499236094,0.09903478389,0.002455300104,0.04730457511,0.01960784383,0.09803921729,0.002614379162,0.04705882445,0.01779819454,0.0310372995,0.001695564302,0.008633434116,1,44025,1187.198,0.2523594232,0.02479230032,0.4776561654,0.02793751412,0.002744637911,0.05287904724,0.000005732184514,0.0000005631414042,0.00001084965736
1457,1,3HR,FEMALE,WT,CX23,IR,1,1210.298077,4093.934745,109.8209191,1829.81181,0.0297860871,0.1007539376,0.002702751928,0.04503265351,0.02352941222,0.1006535962,0.002614379162,0.04444444552,0.02070338779,0.03203838009,0.001677948429,0.007821124515,1,36661,897.27,0.2956319904,0.02682527347,0.4469567602,0.03301323142,0.002995578928,0.04991167208,0.000008063936892,0.00000073171145,0.00001219161398
1457,2,3HR,FEMALE,WT,CX23,IR,1,1928.356924,10974.04607,254.1947806,3949.213165,0.02381922632,0.1355523366,0.00313983523,0.04878101194,0.01960784383,0.1359477192,0.002614379162,0.04705882445,0.01060557905,0.04714145161,0.002174626238,0.009481777216,2,74739,1372.758,0.1757197767,0.02316326895,0.3598684697,0.02580121388,0.003401099567,0.05284005893,0.000002351112226,0.000000309922115,0.000004815002471
1460,1,3HR,FEMALE,WT,CX23,IR,1,622.4823718,1208.824868,48.55294299,891.7516573,0.04366458837,0.08479411253,0.003405790052,0.06255272568,0.04313725606,0.08366013318,0.002614379162,0.05228758231,0.01494975535,0.0275274624,0.00217962673,0.02765160654,1,11529,672.188,0.5149483504,0.04016540714,0.7377012839,0.05399274628,0.004211375053,0.07734856946,0.00004466548273,0.000003483858716,0.00006398658027
1462,1,3HR,FEMALE,WT,CX23,IR,1,105.2274551,615.040539,40.34248517,353.9477241,0.011420388,0.06675065542,0.004378389968,0.03841412243,0.01176470611,0.06405229121,0.003921568859,0.03660130873,0.003347038424,0.01886411082,0.002110079947,0.006678385511,1,7249,439.654,0.1710902751,0.06559321314,0.5754868202,0.01451613396,0.005565248333,0.04882711051,0.00002360191408,0.000009048587825,0.00007938844257
1466,1,3HR,FEMALE,WT,CX23,IR,1,273.2117749,1285.581733,54.42483865,829.9451176,0.01630822986,0.07673740423,0.003248662248,0.04954008939,0.01568627544,0.07450980693,0.002614379162,0.04967320338,0.007347342401,0.02215856511,0.001847999428,0.009381952264,1,12924,1051.804,0.2125199572,0.04233479462,0.6455794262,0.02113987735,0.004211145051,0.06421735667,0.00001644382213,0.00000327567275,0.00004995198284
1467,1,3HR,FEMALE,WT,CX23,IR,1,683.5725734,3048.56348,110.8575204,1757.2837,0.01936082288,0.08634444955,0.003139817046,0.04977153822,0.01568627544,0.08496732265,0.002614379162,0.04967320338,0.01070788353,0.02494790918,0.001903278268,0.008910327409,1,30903,1023.906,0.2242277643,0.03636385503,0.576430083,0.02211994219,0.003587273741,0.05686450182,0.000007255857499,0.000001176709544,0.00001865288428
1468,1,3HR,FEMALE,WT,CX23,IR,1,1192.690232,3559.235394,72.68889134,1487.29154,0.03722503845,0.111087247,0.002268691989,0.04641983582,0.02352941222,0.1111111119,0.001307189581,0.04444444552,0.03486566223,0.04333896571,0.002920466858,0.008874364707,1,28074,897.518,0.3350973172,0.02042261421,0.4178682709,0.04248380109,0.002589188977,0.05297754291,0.00001193621562,0.0000007274565153,0.00001488452913
1471,1,3HR,FEMALE,WT,CX23,IR,1,1233.607884,4666.12822,150.9058879,2521.505946,0.02628164566,0.09941046103,0.003215004643,0.05371992726,0.02352941222,0.09803921729,0.002614379162,0.04967320338,0.01290758554,0.03249614109,0.001897500778,0.01829308118,1,42755,908.518,0.2643750505,0.0323407075,0.5403850531,0.02885295015,0.003529549478,0.05897569748,0.000006183488493,0.0000007564193078,0.00001263910778
1472,1,3HR,FEMALE,WT,CX23,IR,1,123.9882401,633.0104737,54.32679928,335.6078525,0.0156077845,0.07968409789,0.006838720957,0.04224670853,0.01568627544,0.07843137532,0.006535947789,0.04183006659,0.005768672029,0.02374941702,0.002576914753,0.007350949247,1,6265,370.406,0.1958707561,0.08582290743,0.5301774086,0.01979062092,0.008671476342,0.05356869155,0.00003126428668,0.0000136987881,0.00008462528469
1473,1,3HR,FEMALE,WT,CX23,IR,1,351.6823658,2867.814453,59.55817199,970.1542719,0.01741605337,0.1420202275,0.002949446441,0.04804408814,0.01568627544,0.1398692876,0.002614379162,0.04705882445,0.01102168936,0.0655197953,0.00269802575,0.01207986906,1,17606,549.8,0.1226307948,0.02076779128,0.3382904605,0.01997514289,0.003382833806,0.05510361649,0.000006965284268,0.000001179586009,0.00001921449849
1478,1,3HR,FEMALE,WT,CX23,IR,1,663.6862964,2112.911164,126.0352986,1208.112446,0.02571032372,0.08185136608,0.004882439709,0.04680066809,0.01960784383,0.08104575425,0.003921568859,0.04705882445,0.01720392001,0.02073281041,0.002337102106,0.007877047543,1,21642,958.594,0.3141098915,0.05965006991,0.5717762614,0.03066658795,0.005823643778,0.05582258784,0.00001451390313,0.000002756217998,0.00002641975147
1480,1,3HR,FEMALE,WT,CX23,IR,1,273.37648,914.4000252,24.50980475,628.6823668,0.02126946861,0.07114292579,0.001906932603,0.04891327837,0.01960784383,0.07058823854,0.001307189581,0.04705882445,0.01019397622,0.01742684433,0.0009639564418,0.008424142114,1,9963,808.028,0.2989681458,0.02680424767,0.6875353779,0.02743917294,0.002460082781,0.06310171302,0.0000300078436,0.00000269037917,0.00006900887061
1483,1,3HR,FEMALE,WT,CX23,IR,1,858.2000293,3176.640607,110.6836643,2028.052337,0.02235594533,0.08275087546,0.002883288118,0.05283037244,0.01960784383,0.08104575425,0.002614379162,0.05228758231,0.01323723733,0.02239263912,0.001477046328,0.01102057326,1,32653,1491.152,0.2701596232,0.03484299232,0.6384267496,0.02628242518,0.003389693574,0.06210921929,0.000008273653972,0.000001067068641,0.00001955185587
