ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,CASP_Intensity_IntegratedIntensity_CASPGray,DNA_Intensity_IntegratedIntensity_,EDU_Intensity_IntegratedIntensity_EdU,TUNEL_Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
306,1,6HR,Male,WT,BY51,NOIR,1,5115.502108,7350.696903,11034.41991,1158.305922,0.062209681,0.089391912,0.134189711,0.014086172,0.047058824,0.088888891,0.111111112,0.013071896,0.038764103,0.022386105,0.07577427,0.003501786,1,73404,2442.696,0.695920696,1.501139287,0.157577701,0.069689691,0.150324504,0.015779875,9.48069E-06,2.04504E-05,2.14672E-06
314,1,6HR,Male,WT,BY51,NOIR,1,7752.623754,22345.97445,29403.88058,2299.210536,0.054452907,0.156953737,0.206527084,0.016149203,0.043137256,0.15947713,0.202614382,0.015686275,0.040891396,0.050668732,0.091780532,0.005930927,1,133912,1894.832,0.346936034,1.315846872,0.102891487,0.057893421,0.219576144,0.017169563,2.59078E-06,9.82621E-06,7.68352E-07
314,2,6HR,Male,WT,BY51,NOIR,1,5320.553099,15400.83963,24046.33014,2233.895496,0.05543571,0.160463857,0.250542632,0.023275321,0.047058824,0.15947713,0.288888901,0.015686275,0.037328427,0.065429136,0.093084127,0.038321483,2,88026,1859.934,0.345471625,1.561364881,0.145050241,0.060442973,0.273173041,0.025377678,3.92465E-06,1.77375E-05,1.64781E-06
315,1,6HR,Male,WT,BY51,NOIR,1,4895.38053,9210.691764,14136.2501,958.8287901,0.078577537,0.14784417,0.226906101,0.01539051,0.047058824,0.151633993,0.241830066,0.015686275,0.076696786,0.051107184,0.092447558,0.005084991,1,57729,996.524,0.53148891,1.534765299,0.104099542,0.08479933,0.244872596,0.016609136,9.20662E-06,2.65857E-05,1.80325E-06
318,1,6HR,Male,WT,BY51,NOIR,1,7052.223725,8375.402838,22635.36539,1944.410523,0.067508005,0.080174248,0.216678939,0.018613033,0.054901961,0.078431375,0.23137255,0.015686275,0.042621645,0.027581758,0.099203306,0.012182116,1,96350,1930.622,0.842016063,2.702600201,0.232157254,0.073193811,0.234928546,0.020180701,8.73914E-06,2.80498E-05,2.40952E-06
319,1,6HR,Male,WT,BY51,NOIR,1,6229.509978,6819.108674,10281.99898,1017.532063,0.092276733,0.101010364,0.152305603,0.015072539,0.070588239,0.101960786,0.126797393,0.015686275,0.065313362,0.029156145,0.095820962,0.003591523,1,61646,1471.21,0.913537278,1.507821546,0.149217751,0.101052947,0.166791016,0.016506052,1.48191E-05,2.44594E-05,2.42056E-06
320,1,6HR,Male,WT,BY51,NOIR,1,5659.411922,9159.547943,16695.72205,1382.044494,0.063778082,0.103222457,0.188150492,0.015574789,0.050980393,0.104575165,0.172549024,0.015686275,0.045866162,0.027223016,0.09683883,0.003865849,1,81671,1715.368,0.617870222,1.822767035,0.150885666,0.069295245,0.204426566,0.016922096,7.56536E-06,2.23184E-05,1.84748E-06
321,1,6HR,Male,WT,BY51,NOIR,1,1041.145127,1609.634028,5370.673364,295.2705987,0.050770231,0.078491931,0.261894639,0.014398527,0.043137256,0.077124186,0.298039228,0.013071896,0.033777976,0.025741648,0.081786915,0.003231948,1,17825,590.424,0.646821022,3.336580409,0.183439585,0.058409264,0.301300048,0.01656497,3.62873E-05,0.000187185,1.02911E-05
322,1,6HR,Male,WT,BY51,NOIR,1,161.0352985,266.6418367,321.2156949,49.85882526,0.045503051,0.075343836,0.090764537,0.014088394,0.043137256,0.074509807,0.053594772,0.013071896,0.014465426,0.021714811,0.084466539,0.00298289,1,2427,241.846,0.603938604,1.204671026,0.186988006,0.066351586,0.132350925,0.020543397,0.000248842,0.000496362,7.70449E-05
328,1,6HR,Male,WT,BY51,NOIR,1,1854.91378,5921.168793,12099.19514,645.2496965,0.042445568,0.135492753,0.276863118,0.014765101,0.039215688,0.138562098,0.332026154,0.015686275,0.019243846,0.049977795,0.083895653,0.00337231,1,39815,848.41,0.313268181,2.043379536,0.108973366,0.046588315,0.303885348,0.016206196,7.86809E-06,5.13219E-05,2.73699E-06
328,2,6HR,Male,WT,BY51,NOIR,1,1704.886325,3038.49028,7761.636826,484.2875977,0.044166895,0.078715326,0.201073465,0.012545986,0.039215688,0.077124186,0.186928108,0.013071896,0.024794193,0.020899877,0.096740958,0.003169418,2,34738,874.48,0.561096521,2.55443859,0.159384284,0.049078425,0.223433612,0.013941148,1.61522E-05,7.35344E-05,4.58818E-06
329,1,6HR,Male,WT,BY51,NOIR,1,9897.141459,26885.93535,36968.12399,2314.627533,0.068207227,0.185287348,0.254769848,0.015951507,0.047058824,0.185620919,0.299346417,0.015686275,0.069297507,0.066596795,0.092805815,0.00439058,1,136487,1977.832,0.368115944,1.374998619,0.086090646,0.072513437,0.270854543,0.016958593,2.69708E-06,1.00742E-05,6.30761E-07
332,1,6HR,Male,WT,BY51,NOIR,1,1251.921604,1062.045782,3471.717748,213.8823603,0.088020924,0.07467101,0.244091805,0.015037781,0.062745102,0.074509807,0.245751634,0.015686275,0.063476214,0.015042491,0.069618388,0.004247986,1,11481,705.398,1.178783086,3.268896508,0.201387138,0.109042906,0.302388098,0.018629245,0.000102673,0.000284722,1.75409E-05
333,1,6HR,Male,WT,BY51,NOIR,1,7589.984526,13051.69182,27987.21912,1896.852355,0.060629175,0.104257565,0.223563302,0.015152151,0.050980393,0.105882354,0.23137255,0.015686275,0.04319865,0.026044253,0.093809293,0.003808073,1,115479,2405.192,0.581532619,2.144336497,0.14533383,0.065726102,0.24235765,0.016425951,5.03583E-06,1.85691E-05,1.25853E-06
339,1,6HR,Male,WT,BY51,NOIR,1,9750.38459,9372.717863,21668.74049,1660.088948,0.097129896,0.093367713,0.215856358,0.016537221,0.054901961,0.094117649,0.20784314,0.015686275,0.093845857,0.024213172,0.081807028,0.00433117,1,92517,2073.074,1.04029426,2.311895099,0.17711927,0.105390194,0.234213609,0.01794361,1.12444E-05,2.49889E-05,1.91445E-06
340,1,6HR,Male,WT,BY51,NOIR,1,3341.388325,2062.260184,6233.360974,427.4170089,0.128352027,0.079217155,0.239440747,0.016418277,0.082352944,0.078431375,0.245751634,0.015686275,0.107068657,0.020180417,0.080609464,0.003846805,1,21630,1135.052,1.620255461,3.022587073,0.207256588,0.154479349,0.288181275,0.01976038,7.49078E-05,0.000139741,9.5819E-06
341,1,6HR,Male,WT,BY51,NOIR,1,182.9843189,236.7372616,1003.360816,52.94379275,0.053598219,0.069343076,0.293895963,0.015507848,0.043137256,0.06797386,0.321568638,0.015686275,0.038417487,0.01594474,0.049023793,0.003673142,1,2179,309.196,0.772942619,4.238288511,0.223639457,0.083976282,0.460468479,0.024297289,0.000354724,0.001945061,0.000102634
342,1,6HR,Male,WT,BY51,NOIR,1,29625.24785,23007.68037,23225.11175,3780.627573,0.16659683,0.129383107,0.130605827,0.021260263,0.117647059,0.128104582,0.109803922,0.018300654,0.128789167,0.041021262,0.079044579,0.008288824,1,167571,2523.44,1.287624279,1.009450383,0.164320241,0.176792213,0.138598634,0.022561348,7.68405E-06,6.02402E-06,9.80601E-07
343,1,6HR,Male,WT,BY51,NOIR,1,1531.86671,1360.03141,2569.823602,238.4130806,0.097082623,0.086192497,0.162863528,0.015109518,0.05882353,0.081045754,0.156862751,0.015686275,0.086540258,0.031726163,0.106383368,0.003236432,1,12916,654.016,1.126346567,1.889532538,0.175299687,0.118602254,0.198964354,0.01845874,8.72055E-05,0.000146294,1.35723E-05
345,1,6HR,Male,WT,BY51,NOIR,1,1915.411818,1442.942521,3203.073296,247.72027,0.119504106,0.090026361,0.199842357,0.01545547,0.06666667,0.088888891,0.215686277,0.015686275,0.115109387,0.033329253,0.10600606,0.005125053,1,13383,594.564,1.327434593,2.219820436,0.171677157,0.143122754,0.23933896,0.01851007,9.91881E-05,0.000165869,1.2828E-05
345,2,6HR,Male,WT,BY51,NOIR,1,2918.772631,3422.443225,7174.140072,492.930736,0.083091998,0.097430558,0.204234352,0.014032816,0.05882353,0.095424838,0.205228761,0.013071896,0.070370117,0.031708832,0.083817772,0.00343131,2,31191,875.41,0.852833032,2.096204261,0.144028901,0.093577398,0.230006735,0.015803621,2.73423E-05,6.72054E-05,4.61764E-06
351,1,6HR,Male,WT,BY51,NOIR,1,23172.67515,10956.87869,12591.04087,2296.682425,0.193155525,0.091330916,0.104952453,0.019143966,0.176470593,0.09150327,0.084967323,0.018300654,0.125212916,0.023818861,0.076316457,0.005706682,1,110045,2422.288,2.114897482,1.149144864,0.209611011,0.210574539,0.114417201,0.020870393,1.92185E-05,1.04425E-05,1.90478E-06
352,1,6HR,Male,WT,BY51,NOIR,1,619.0706063,1106.08238,3903.489005,223.4300734,0.040385583,0.072156199,0.254647335,0.014575646,0.039215688,0.070588239,0.260130733,0.013071896,0.009968345,0.022839124,0.071170065,0.003151707,1,12940,551.666,0.559696653,3.529112366,0.202001295,0.047841623,0.301660665,0.017266621,4.32532E-05,0.000272729,1.56106E-05
355,1,6HR,Male,WT,BY51,NOIR,1,4258.070701,4049.432781,10214.01075,714.1281308,0.0897286,0.085332057,0.215235713,0.015048533,0.05882353,0.083660133,0.209150329,0.015686275,0.080773197,0.023428983,0.074645034,0.003320696,1,40573,1761.826,1.051522752,2.522331226,0.176352632,0.104948382,0.251744035,0.017601068,2.59168E-05,6.21677E-05,4.34655E-06
355,2,6HR,Male,WT,BY51,NOIR,1,4388.968753,6340.523036,9525.310063,1178.713766,0.071325913,0.10304097,0.154797511,0.019155487,0.054901961,0.100653596,0.141176477,0.015686275,0.055047933,0.032669929,0.071378333,0.010642385,2,56245,1201.402,0.692209259,1.502290901,0.185901661,0.078033047,0.169353899,0.020956774,1.2307E-05,2.67098E-05,3.30521E-06
362,1,6HR,Male,WT,BY51,NOIR,1,4900.925626,3996.434098,11645.68141,801.6575443,0.094268511,0.076870763,0.224002797,0.015419753,0.070588239,0.074509807,0.236601308,0.015686275,0.067920403,0.017368291,0.081837627,0.004015691,1,45133,1925.698,1.226324645,2.914018128,0.20059321,0.108588519,0.258030297,0.017762115,2.71714E-05,6.45651E-05,4.44449E-06
366,1,6HR,Male,WT,BY51,NOIR,1,2568.83537,2116.121627,2805.678511,458.5385777,0.091141933,0.07507971,0.099545095,0.016268887,0.074509807,0.074509807,0.070588239,0.015686275,0.047854445,0.019898985,0.081251934,0.006977808,1,23990,1058.836,1.213935597,1.325858814,0.216688196,0.107079424,0.116952001,0.019113738,5.06017E-05,5.52671E-05,9.03244E-06
366,2,6HR,Male,WT,BY51,NOIR,1,10707.8003,11733.88916,19602.00054,1940.956929,0.091203178,0.099942841,0.166959104,0.016532008,0.070588239,0.100653596,0.163398698,0.015686275,0.06383932,0.0245678,0.080254031,0.00477594,2,109702,1827.73,0.912553387,1.67054591,0.16541463,0.097608068,0.178684076,0.017692995,8.31848E-06,1.5228E-05,1.50785E-06
367,1,6HR,Male,WT,BY51,NOIR,1,5237.913868,7798.949208,15374.25534,1307.44841,0.058852304,0.087627658,0.172742501,0.014690267,0.050980393,0.087581702,0.15947713,0.013071896,0.034857626,0.022044738,0.079876987,0.004267998,1,81353,1728.642,0.671617897,1.971323948,0.167644176,0.064385012,0.188982033,0.016071299,8.2556E-06,2.42317E-05,2.0607E-06
368,1,6HR,Male,WT,BY51,NOIR,1,341.3529508,331.3634075,704.3385817,71.04836843,0.077299128,0.075037003,0.159496961,0.016088852,0.074509807,0.071895428,0.137254909,0.015686275,0.022163866,0.019468546,0.067807353,0.004800228,1,2986,334.508,1.030146791,2.125577435,0.214412234,0.1143178,0.235880302,0.023793827,0.000344992,0.000711848,7.18058E-05
368,2,6HR,Male,WT,BY51,NOIR,1,6457.357041,2856.669369,3631.916434,586.6980602,0.160955085,0.0712049,0.090528588,0.014623945,0.152941182,0.070588239,0.084967323,0.013071896,0.104470525,0.014277162,0.039995681,0.003562968,2,32821,2152.614,2.260449568,1.271381446,0.205378357,0.196744677,0.110658311,0.017875691,6.88721E-05,3.87368E-05,6.25753E-06
369,1,6HR,Male,WT,BY51,NOIR,1,23409.94572,17616.1351,25773.90661,2827.981794,0.144084258,0.108424333,0.158634038,0.01740575,0.082352944,0.105882354,0.13333334,0.015686275,0.139890316,0.034476051,0.091075232,0.005183321,1,151480,2548.434,1.328892268,1.463085204,0.160533612,0.154541495,0.170147258,0.018669011,8.77272E-06,9.6586E-06,1.05977E-06
370,1,6HR,Male,WT,BY51,NOIR,1,2570.980463,3370.045843,2923.907268,629.5686489,0.061264875,0.080306109,0.069674902,0.015002232,0.054901961,0.081045754,0.056209151,0.015686275,0.030836832,0.017272311,0.048130162,0.004152147,1,38666,915.594,0.762891837,0.867616467,0.186813082,0.06649202,0.075619595,0.016282229,1.97303E-05,2.24387E-05,4.83146E-06
370,2,6HR,Male,WT,BY51,NOIR,1,18530.424,12060.13102,15123.32067,2122.977849,0.153006168,0.099580799,0.124873632,0.01752948,0.109803922,0.100653596,0.105882354,0.015686275,0.123508461,0.027825485,0.077506525,0.005403167,2,111951,2281.772,1.53650271,1.253993066,0.176032735,0.16552263,0.13508875,0.018963456,1.37248E-05,1.12013E-05,1.57241E-06
371,1,6HR,Male,WT,BY51,NOIR,1,578.1529575,1021.028785,1648.307235,153.5294167,0.047797037,0.084410448,0.136268786,0.012692577,0.043137256,0.083660133,0.11633987,0.013071896,0.021536548,0.029435526,0.086317316,0.002845815,1,9531,566.074,0.566245503,1.614359222,0.150367374,0.060660262,0.172941689,0.016108427,5.94109E-05,0.00016938,1.57767E-05
371,2,6HR,Male,WT,BY51,NOIR,1,11119.81208,8777.515263,7678.733542,1636.013129,0.10506545,0.082934279,0.072552449,0.015457856,0.074509807,0.083660133,0.05882353,0.015686275,0.077616459,0.01987143,0.051065906,0.004137386,2,94943,2865.738,1.266851922,0.874818592,0.186386817,0.117120926,0.080877301,0.01723153,1.33433E-05,9.21415E-06,1.96314E-06
372,1,6HR,Male,WT,BY51,NOIR,1,3644.91775,2214.291567,3018.481122,379.8117777,0.124425403,0.07558857,0.103040934,0.012965514,0.074509807,0.074509807,0.092810459,0.013071896,0.102150433,0.017738065,0.058419489,0.00365296,1,24937,1139.778,1.646087536,1.36318142,0.171527446,0.146165046,0.121044276,0.015230853,6.60098E-05,5.4665E-05,6.87843E-06
375,1,6HR,Male,WT,BY51,NOIR,1,154.0980439,291.8509876,772.7281282,44.56470732,0.037741377,0.071479546,0.189254991,0.010914697,0.031372551,0.070588239,0.172549024,0.010457517,0.030393442,0.023444576,0.097826152,0.002548277,1,2698,316.712,0.528002475,2.647680361,0.152696784,0.057115657,0.286407757,0.016517682,0.000195701,0.000981349,5.65963E-05
376,1,6HR,Male,WT,BY51,NOIR,1,5049.282496,11085.40684,16572.6227,1426.836652,0.053965505,0.118478137,0.177124167,0.015249684,0.050980393,0.117647059,0.163398698,0.015686275,0.022131742,0.037060405,0.086615547,0.003906044,1,86462,1686.718,0.455489146,1.49499454,0.128713061,0.058398863,0.191675218,0.016502471,5.26808E-06,1.72908E-05,1.48867E-06
378,1,6HR,Male,WT,BY51,NOIR,1,12181.21996,14872.19385,22683.06991,2452.27198,0.082300535,0.100481686,0.153254666,0.016568398,0.062745102,0.100653596,0.137254909,0.015686275,0.062434456,0.030335416,0.083476213,0.00500166,1,135934,3098.75,0.819060058,1.52519999,0.164889727,0.089611282,0.166868259,0.018040166,6.02542E-06,1.12202E-05,1.21301E-06
379,1,6HR,Male,WT,BY51,NOIR,1,4042.247165,3081.592241,4467.03542,526.7451158,0.113549458,0.086564011,0.125482048,0.014796627,0.098039217,0.081045754,0.113725491,0.013071896,0.067252981,0.027899571,0.08166457,0.004751459,1,30468,1306.376,1.311739792,1.449586795,0.170932776,0.132671891,0.146614002,0.01728847,4.3053E-05,4.75774E-05,5.61024E-06
382,1,6HR,Male,WT,BY51,NOIR,1,1110.254935,1187.722907,2946.77133,208.4601378,0.072043017,0.077069814,0.191212207,0.013526711,0.062745102,0.077124186,0.188235298,0.013071896,0.041724977,0.020681112,0.090847986,0.003133206,1,12772,646.43,0.934776056,2.48102593,0.175512434,0.086928824,0.230721213,0.016321652,7.31895E-05,0.000194255,1.3742E-05
383,1,6HR,Male,WT,BY51,NOIR,1,1823.396125,1065.865386,1763.261488,182.679745,0.140390832,0.082065398,0.135760817,0.014065271,0.137254909,0.083660133,0.108496733,0.013071896,0.078839084,0.021656698,0.091626848,0.003193544,1,10632,533.246,1.71071896,1.654300356,0.17139101,0.171500764,0.16584476,0.017182068,0.000160903,0.000155596,1.61203E-05
383,2,6HR,Male,WT,BY51,NOIR,1,1066.5216,1363.947748,2031.939926,218.5830141,0.067535562,0.086369538,0.128668942,0.013841376,0.062745102,0.084967323,0.121568628,0.013071896,0.028865502,0.025340794,0.0674182,0.00320154,2,13277,539.96,0.781937286,1.489749097,0.160257616,0.080328508,0.153042097,0.016463283,5.88941E-05,0.000112205,1.20703E-05
387,1,6HR,Male,WT,BY51,NOIR,1,1306.627489,2771.926871,3483.581791,299.3647168,0.064861131,0.137598753,0.172925381,0.014860497,0.062745102,0.145098045,0.168627456,0.015686275,0.021390256,0.048288357,0.086972987,0.003309479,1,17391,609.38,0.471378774,1.256736542,0.107998779,0.075132395,0.200309458,0.017213772,2.71048E-05,7.22636E-05,6.21004E-06
387,2,6HR,Male,WT,BY51,NOIR,1,8055.682568,5387.924323,5176.12955,874.6144089,0.155206492,0.10380757,0.099726982,0.016850941,0.129411772,0.098039217,0.082352944,0.015686275,0.109385052,0.037776884,0.060319418,0.004602034,2,48043,1159.18,1.495136547,0.960690841,0.162328636,0.16767651,0.107739516,0.018204825,3.11208E-05,1.99965E-05,3.37882E-06
387,3,6HR,Male,WT,BY51,NOIR,1,4167.286387,7354.874742,8421.259053,816.8836899,0.075995448,0.134124931,0.153571724,0.01489685,0.054901961,0.138562098,0.143790856,0.015686275,0.064447184,0.038564741,0.075404835,0.003418647,3,51369,1019.302,0.566601952,1.144990139,0.111066975,0.081124538,0.163936597,0.01590227,1.103E-05,2.22895E-05,2.16214E-06
390,1,6HR,Male,WT,BY51,NOIR,1,425.8039336,1393.95559,2472.925565,143.9660182,0.043726015,0.143145984,0.25394594,0.014783941,0.043137256,0.152941182,0.315032691,0.015686275,0.020511959,0.057520383,0.094085851,0.003453571,1,7722,454.412,0.30546449,1.774034684,0.10327877,0.055141665,0.320244181,0.018643618,3.95577E-05,0.000229738,1.33746E-05
391,1,6HR,Male,WT,BY51,NOIR,1,1521.196123,2238.853653,4657.129538,330.6849791,0.068916601,0.101429514,0.210987611,0.014981424,0.062745102,0.101960786,0.203921571,0.015686275,0.033946631,0.030232072,0.076364843,0.003641535,1,19728,606.048,0.67945313,2.080140223,0.147702812,0.077108481,0.236066988,0.016762215,3.44411E-05,0.000105441,7.48696E-06
391,2,6HR,Male,WT,BY51,NOIR,1,7405.176675,7676.546617,17618.83844,1302.949065,0.093220749,0.096636915,0.221796373,0.016402294,0.070588239,0.09150327,0.23267974,0.015686275,0.068076422,0.032477984,0.091741805,0.005527575,2,72173,1820.036,0.964649476,2.295151625,0.169731147,0.102603143,0.244119524,0.018053137,1.33658E-05,3.18007E-05,2.35173E-06
396,1,6HR,Male,WT,BY51,NOIR,1,4868.490338,8354.938794,16005.72074,1080.392195,0.07068178,0.121298782,0.232374464,0.015685364,0.05882353,0.121568628,0.253594786,0.015686275,0.046995499,0.039876542,0.100659252,0.005058819,1,63223,1287.988,0.582708079,1.915719688,0.129311802,0.077005051,0.253162943,0.017088594,9.21671E-06,3.0301E-05,2.04533E-06
398,1,6HR,Male,WT,BY51,NOIR,1,2310.176534,2792.502035,8631.723144,459.4379242,0.076235902,0.092152659,0.284847149,0.015161467,0.050980393,0.088888891,0.332026154,0.015686275,0.077276139,0.031702141,0.075693831,0.004594227,1,27013,714.124,0.827278371,3.091035579,0.164525547,0.085520917,0.319539597,0.01700803,3.06252E-05,0.000114428,6.09061E-06
399,1,6HR,Male,WT,BY51,NOIR,1,719.5411983,1392.095461,5155.002772,235.5111187,0.039033373,0.075517818,0.279646456,0.01277591,0.039215688,0.071895428,0.301960796,0.013071896,0.010462259,0.020192511,0.060539298,0.00278021,1,14256,1047.632,0.516876334,3.70305264,0.16917742,0.050472867,0.361602327,0.01652014,3.62568E-05,0.000259754,1.18671E-05
403,1,6HR,Male,WT,BY51,NOIR,1,806.109829,2491.507257,1479.15298,271.532035,0.038628993,0.119393677,0.070881396,0.013011886,0.035294119,0.118954249,0.060130719,0.013071896,0.018392123,0.035933645,0.046618497,0.004177597,1,18025,602.016,0.323543039,0.593677974,0.10898304,0.044721766,0.082061192,0.015064191,1.79497E-05,3.29364E-05,6.04622E-06
404,1,6HR,Male,WT,BY51,NOIR,1,32118.40082,28855.71967,51091.16501,2970.585727,0.175743752,0.157891187,0.27955791,0.016254292,0.094117649,0.163398698,0.332026154,0.015686275,0.175606564,0.056963843,0.076699362,0.004158338,1,171113,2776.236,1.113068785,1.770573238,0.102946167,0.187702868,0.298581435,0.017360374,6.50488E-06,1.03474E-05,6.01627E-07
406,1,6HR,Male,WT,BY51,NOIR,1,1117.109837,1524.481086,2108.415743,259.2470676,0.058082974,0.079263822,0.109624902,0.013479284,0.047058824,0.074509807,0.098039217,0.013071896,0.033651811,0.024414064,0.061211755,0.003384979,1,16022,756.786,0.732780385,1.383038309,0.170055942,0.069723495,0.131595041,0.016180693,4.57359E-05,8.63212E-05,1.06139E-05
408,1,6HR,Male,WT,BY51,NOIR,1,7014.368829,12171.43431,15695.72201,1615.030123,0.066796515,0.115906279,0.149467408,0.015379628,0.050980393,0.11503268,0.128104582,0.015686275,0.053788274,0.035283171,0.093116938,0.003994986,1,96707,1923.806,0.576297637,1.289554017,0.132690206,0.072532173,0.162301819,0.01670024,5.95921E-06,1.33347E-05,1.37208E-06
410,1,6HR,Male,WT,BY51,NOIR,1,5188.149162,6929.315203,10162.23165,1102.512456,0.081025584,0.108218132,0.158707995,0.017218417,0.070588239,0.108496733,0.150326803,0.015686275,0.042322506,0.030661895,0.07638312,0.005303209,1,58984,1134.536,0.748724659,1.466556413,0.159108429,0.087958585,0.172287937,0.018691721,1.26937E-05,2.48636E-05,2.69748E-06
411,1,6HR,Male,WT,BY51,NOIR,1,494.9725616,824.6771445,2317.015758,135.2444492,0.065654936,0.109388134,0.307337281,0.017939309,0.050980393,0.111111112,0.332026154,0.015686275,0.047287948,0.024892646,0.050392849,0.011258265,1,5855,331.19,0.600201624,2.809603459,0.163996844,0.084538439,0.395732837,0.023098967,0.000102511,0.000479864,2.80097E-05
417,1,6HR,Male,WT,BY51,NOIR,1,3801.968739,6533.601484,428.2235433,803.139899,0.076927114,0.13219759,0.008664459,0.016250327,0.070588239,0.128104582,0.006535948,0.015686275,0.036620251,0.058247445,0.010687236,0.004015875,1,44286,1172.988,0.581910107,0.06554173,0.122924531,0.085850353,0.009669501,0.0181353,1.31398E-05,1.47996E-06,2.7757E-06
425,1,6HR,Male,WT,BY51,NOIR,1,7022.102146,5229.18445,12715.83045,769.1555818,0.143919129,0.107172988,0.26061302,0.015763969,0.078431375,0.108496733,0.284967333,0.015686275,0.136073553,0.031737842,0.075058495,0.00435163,1,44087,1099.052,1.342867557,2.431704326,0.147089013,0.159278294,0.28842585,0.017446313,3.04595E-05,5.51569E-05,3.33634E-06
427,1,6HR,Male,WT,BY51,NOIR,1,11395.20816,14755.84091,25158.97984,1856.627515,0.099725274,0.129135884,0.220179054,0.016248294,0.06666667,0.122875817,0.23137255,0.015686275,0.078479481,0.051885032,0.092861278,0.004894823,1,105443,2124.194,0.772250679,1.705018372,0.125823227,0.10806984,0.238602656,0.017607878,7.32387E-06,1.617E-05,1.19328E-06
429,1,6HR,Male,WT,BY51,NOIR,1,181.372554,220.1830128,365.2483767,42.2745112,0.05641448,0.068486163,0.113607582,0.013149148,0.054901961,0.06666667,0.062745102,0.013071896,0.021267796,0.014888345,0.090632274,0.002922762,1,2258,288.712,0.823735454,1.658839944,0.191997151,0.080324426,0.161757474,0.018722104,0.000364808,0.00073465,8.50297E-05
429,2,6HR,Male,WT,BY51,NOIR,1,533.572565,967.588258,2167.298103,145.1294165,0.044875741,0.081378323,0.182279067,0.012206006,0.039215688,0.083660133,0.169934645,0.013071896,0.030967477,0.021608598,0.078018699,0.002878896,2,9689,581.182,0.551445887,2.239897069,0.149990882,0.055069931,0.223686459,0.014978782,5.69146E-05,0.000231179,1.54805E-05
433,1,6HR,Male,WT,BY51,NOIR,1,2441.160853,2247.719014,6149.417173,362.3790967,0.083707467,0.077074341,0.210863669,0.012425988,0.054901961,0.077124186,0.214379087,0.013071896,0.072457978,0.021554069,0.092399273,0.002984349,1,24730,1086.982,1.086061397,2.735847824,0.161220817,0.098712529,0.248662239,0.014653421,4.39168E-05,0.000110629,6.51924E-06
437,1,6HR,Male,WT,BY51,NOIR,1,4813.529545,6132.086445,8648.247303,1048.515067,0.095392976,0.121523711,0.171388175,0.020779133,0.078431375,0.122875817,0.171241835,0.018300654,0.062334764,0.04631591,0.093993786,0.011529656,1,44478,1487.942,0.784974183,1.410327036,0.170988305,0.108222707,0.194438763,0.023573791,1.76486E-05,3.17084E-05,3.84433E-06
439,1,6HR,Male,WT,BY51,NOIR,1,11011.53364,15139.0017,24059.91834,2021.226213,0.100686085,0.138426386,0.21999651,0.018481472,0.070588239,0.135947719,0.223529413,0.018300654,0.086781728,0.049648275,0.094431222,0.006025231,1,101566,1802.59,0.72736194,1.589267167,0.133511195,0.108417518,0.236889494,0.019900618,7.16147E-06,1.56476E-05,1.31453E-06
440,1,6HR,Male,WT,BY51,NOIR,1,9816.949301,9920.602879,19382.48684,1541.41966,0.102255628,0.103335308,0.201892492,0.016055786,0.062745102,0.098039217,0.200000003,0.015686275,0.093164063,0.036640608,0.094289489,0.0055116,1,88355,1936.648,0.989551686,1.953760984,0.155375604,0.111108022,0.219370571,0.017445755,1.11997E-05,2.21126E-05,1.75854E-06
441,1,6HR,Male,WT,BY51,NOIR,1,11374.816,14256.27355,23811.41111,1876.041894,0.083709752,0.104915027,0.175233369,0.013806202,0.050980393,0.104575165,0.167320266,0.013071896,0.084774371,0.031099496,0.075558492,0.003813723,1,125288,2525.326,0.797881435,1.670240896,0.131594129,0.090789349,0.190053406,0.014973835,6.36838E-06,1.33312E-05,1.05033E-06
445,1,6HR,Male,WT,BY51,NOIR,1,21004.34567,15307.06572,22309.82029,1741.079796,0.219295535,0.159813175,0.232925322,0.018177716,0.137254909,0.168627456,0.256209165,0.018300654,0.18714851,0.054356304,0.095465553,0.00489389,1,89432,1485.904,1.372199353,1.457485105,0.113743537,0.234863871,0.24946127,0.019468197,1.53435E-05,1.62971E-05,1.27184E-06
446,1,6HR,Male,WT,BY51,NOIR,1,1919.52162,481.8222359,363.5411855,107.796082,0.337113035,0.08461929,0.063846362,0.018931521,0.290196091,0.074509807,0.03267974,0.018300654,0.237604378,0.036045566,0.065401499,0.004460726,1,4178,341.234,3.983879275,0.754513093,0.223725835,0.459435524,0.087013209,0.025800881,0.000953537,0.000180592,5.35485E-05
