ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
2355,1,6HR,Male,WT,Mouse 3,IR,2,12921.05524,10214.14014,377.1647195,1332.747757,0.126839914,0.100267404,0.003702448,0.013082957,0.121568628,0.100653596,0.002614379,0.013071896,0.054908896,0.031128147,0.002535853,0.003420032,1,92365,2464.288,1.265016444,0.036925744,0.130480661,1.37325E-06,4.0085E-08,1.41644E-07,1.36958E-05,3.99781E-07,1.41266E-06
2370,1,6HR,Male,WT,Mouse 3,IR,2,11370.92189,11058.05127,464.576488,1534.844494,0.085132719,0.082790295,0.003478228,0.011491195,0.082352944,0.081045754,0.002614379,0.010457517,0.037228615,0.022971486,0.001911253,0.003299495,1,119431,3823.352,1.028293468,0.04201251,0.138798822,7.12819E-07,2.91233E-08,9.62162E-08,8.60994E-06,3.51772E-07,1.16217E-06
2386,1,6HR,Male,WT,Mouse 3,IR,2,6038.957032,8647.707393,147.3032728,2007.270648,0.065654396,0.094016236,0.001601453,0.021822666,0.06666667,0.094117649,0.00130719,0.020915033,0.029220358,0.023491019,0.00100992,0.006221444,1,85158,1622.884,0.698330408,0.017033795,0.23211593,7.70972E-07,1.88057E-08,2.56261E-07,8.20041E-06,2.00026E-07,2.72571E-06
2400,1,6HR,Male,WT,Mouse 3,IR,2,5635.83153,5519.700796,253.1790942,736.4209398,0.098106596,0.096085033,0.004407254,0.01281936,0.094117649,0.094117649,0.003921569,0.013071896,0.049878327,0.030460905,0.002595089,0.003363065,1,51279,1408.694,1.021039317,0.045868264,0.133416822,1.91319E-06,8.59466E-08,2.49992E-07,1.99115E-05,8.94484E-07,2.60178E-06
2415,1,6HR,Male,WT,Mouse 3,IR,2,6568.396268,10437.42774,332.750339,1208.998733,0.068665415,0.109111917,0.003478542,0.012638762,0.070588239,0.108496733,0.002614379,0.013071896,0.029464409,0.035763732,0.002228454,0.003225863,1,87284,2083.78,0.629311784,0.031880493,0.115833016,7.8669E-07,3.98531E-08,1.448E-07,7.20993E-06,3.6525E-07,1.32708E-06
2443,1,6HR,Male,WT,Mouse 3,IR,2,9595.317917,10964.29702,506.2013252,1602.196133,0.083644841,0.095578582,0.004412686,0.013966754,0.078431375,0.094117649,0.003921569,0.013071896,0.035923253,0.030319551,0.003075256,0.003967282,1,103791,2815.108,0.8751421,0.046168151,0.146128487,8.05897E-07,4.25151E-08,1.34566E-07,8.43177E-06,4.44818E-07,1.40791E-06
2445,1,6HR,Male,WT,Mouse 3,IR,2,8482.294335,9904.710055,359.9189665,1518.298084,0.132568991,0.154799795,0.00562514,0.02372934,0.13333334,0.15947713,0.005228758,0.023529412,0.062114008,0.061034261,0.003996227,0.00802657,1,58468,1281.026,0.856389969,0.036338163,0.153290513,2.26738E-06,9.62089E-08,4.05852E-07,1.46472E-05,6.21505E-07,2.62178E-06
2449,1,6HR,Male,WT,Mouse 3,IR,2,3507.890295,2426.888952,60.1477146,916.9333614,0.122846797,0.084989983,0.002106381,0.032111132,0.117647059,0.081045754,0.00130719,0.031372551,0.033559081,0.02763763,0.001350322,0.010434603,1,23582,1227.956,1.445426785,0.024783876,0.377822545,5.20935E-06,8.93216E-08,1.36168E-06,6.12936E-05,1.05097E-06,1.60216E-05
2455,1,6HR,Male,WT,Mouse 3,IR,2,3880.505979,3371.854983,214.1869356,570.3738757,0.096618927,0.083954261,0.005332942,0.014201476,0.098039217,0.083660133,0.005228758,0.013071896,0.026531196,0.021412707,0.003144157,0.003820914,1,34761,1352.312,1.150851979,0.063521989,0.169157297,2.77952E-06,1.53417E-07,4.08546E-07,3.31076E-05,1.82739E-06,4.8663E-06
2462,1,6HR,Male,WT,Mouse 3,IR,2,4372.745217,5003.023672,142.0627505,1501.652332,0.096862157,0.110823668,0.00314688,0.033263608,0.05882353,0.111111112,0.002614379,0.031372551,0.083118364,0.039031626,0.001914038,0.014537931,1,40743,988.696,0.874020493,0.028395378,0.300148956,2.37739E-06,7.72373E-08,8.16425E-07,2.1452E-05,6.96939E-07,7.36688E-06
2465,1,6HR,Male,WT,Mouse 3,IR,2,513.1725663,539.7751782,7.050980601,105.2758208,0.071792469,0.075514155,0.000986427,0.014728011,0.070588239,0.071895428,0.00130719,0.015686275,0.013380214,0.016336221,0.000707783,0.00320876,1,5563,451.552,0.950715385,0.01306281,0.195036425,1.29054E-05,1.77319E-07,2.64749E-06,0.0001709,2.34816E-06,3.50596E-05
2465,2,6HR,Male,WT,Mouse 3,IR,2,3006.270679,4003.164814,41.80000123,758.1176744,0.059127344,0.078734262,0.000822123,0.014910662,0.05882353,0.078431375,0.00130719,0.015686275,0.020670827,0.018728134,0.000705544,0.003790734,2,44457,1779.406,0.750973497,0.010441739,0.189379581,1.32999E-06,1.84925E-08,3.35395E-07,1.68921E-05,2.34873E-07,4.25984E-06
2466,1,6HR,Male,WT,Mouse 3,IR,2,5245.458967,5800.193612,98.24967629,1155.602655,0.076114909,0.084164458,0.001425665,0.016768521,0.074509807,0.083660133,0.00130719,0.015686275,0.027701199,0.023078831,0.00087963,0.004421223,1,59512,2654.586,0.904359288,0.016939034,0.199235186,1.27898E-06,2.39559E-08,2.81767E-07,1.51963E-05,2.84632E-07,3.34782E-06
2474,1,6HR,Male,WT,Mouse 3,IR,2,14295.24744,22855.14441,531.2039404,3716.9622,0.121531357,0.194303508,0.004516042,0.031599835,0.121568628,0.200000003,0.003921569,0.026143791,0.052910238,0.07443226,0.002919896,0.01780976,1,110329,1653.158,0.625471762,0.023242205,0.162631315,1.10154E-06,4.09325E-08,2.86415E-07,5.66915E-06,2.10663E-07,1.47406E-06
2476,1,6HR,Male,WT,Mouse 3,IR,3,5300.906023,3949.601411,308.3947813,511.5895597,0.130938297,0.097559565,0.007617695,0.012636833,0.125490204,0.098039217,0.006535948,0.013071896,0.083504344,0.033245035,0.005036502,0.003713509,1,35603,1178.676,1.342136958,0.078082507,0.129529415,3.67773E-06,2.13962E-07,3.54937E-07,3.76973E-05,2.19314E-06,3.63816E-06
2481,1,6HR,Male,WT,Mouse 3,IR,3,7106.133539,5694.251119,193.3111184,706.3032918,0.107701327,0.086302684,0.002929844,0.010704809,0.109803922,0.084967323,0.002614379,0.010457517,0.056819825,0.022385059,0.001623066,0.002763597,1,59398,1623.712,1.247948745,0.033948471,0.12403796,1.81321E-06,4.93256E-08,1.80222E-07,2.10099E-05,5.71542E-07,2.08825E-06
2482,1,6HR,Male,WT,Mouse 3,IR,3,262.6784387,370.143801,18.73725565,55.96340056,0.049412799,0.069628255,0.003524691,0.010527351,0.039215688,0.070588239,0.003921569,0.010457517,0.041729003,0.020912351,0.001747276,0.002706732,1,3848,304.68,0.709665914,0.050621557,0.151193672,1.28412E-05,9.1598E-07,2.7358E-06,0.000184425,1.31553E-05,3.92915E-05
2485,1,6HR,Male,WT,Mouse 3,IR,3,809.7608055,521.6366155,22.27058907,77.07189797,0.11075924,0.071349558,0.003046175,0.010541909,0.105882354,0.071895428,0.002614379,0.010457517,0.061993387,0.022252992,0.001601468,0.002484451,1,5591,393.788,1.55234656,0.042693684,0.147750169,1.98103E-05,5.44835E-07,1.88551E-06,0.000277651,7.63614E-06,2.64264E-05
2485,2,6HR,Male,WT,Mouse 3,IR,3,1399.423568,1037.101989,32.55555673,144.622227,0.102642186,0.076067331,0.002387821,0.010607469,0.090196081,0.077124186,0.002614379,0.010457517,0.060274132,0.023321594,0.001345993,0.002611803,2,10679,692.124,1.349359641,0.031390892,0.139448413,9.61159E-06,2.236E-07,9.93302E-07,0.000126356,2.9395E-06,1.30582E-05
2486,1,6HR,Male,WT,Mouse 3,IR,3,6088.10997,6334.221082,71.07451204,595.7751833,0.107417647,0.111759992,0.001254027,0.010511763,0.078431375,0.112418301,0.00130719,0.010457517,0.086012204,0.030706528,0.000898433,0.00256771,1,53371,1222.282,0.961145797,0.011220719,0.094056582,2.01266E-06,2.34964E-08,1.96956E-07,1.80088E-05,2.1024E-07,1.76232E-06
2486,2,6HR,Male,WT,Mouse 3,IR,3,17742.35343,17710.38608,209.2392222,2088.894189,0.087339231,0.087181867,0.00103001,0.010282876,0.074509807,0.084967323,0.00130719,0.010457517,0.056180684,0.026098283,0.000864985,0.002555839,2,193177,3158.536,1.001805006,0.011814492,0.117947411,4.5212E-07,5.33195E-09,5.32303E-08,5.18594E-06,6.11589E-08,6.10567E-07
2499,1,6HR,Male,WT,Mouse 3,IR,3,10603.60418,7230.766225,101.8575196,805.5425102,0.160315748,0.109321856,0.001539982,0.012178986,0.164705887,0.111111112,0.00130719,0.013071896,0.066731533,0.035159023,0.000964967,0.003249801,1,60691,1258.198,1.466456507,0.014086684,0.111404862,2.64151E-06,2.53741E-08,2.00672E-07,2.41627E-05,2.32105E-07,1.83561E-06
2505,1,6HR,Male,WT,Mouse 3,IR,3,1976.752994,803.5843345,20.26928172,108.4287619,0.211689119,0.086055294,0.002170623,0.011611562,0.121568628,0.087581702,0.00130719,0.010457517,0.203600507,0.036987773,0.002544066,0.003192041,1,7559,376.062,2.459919773,0.02522359,0.134931403,2.80049E-05,2.87157E-07,1.53612E-06,0.000325429,3.3369E-06,1.78504E-05
2516,1,6HR,Male,WT,Mouse 3,IR,3,4319.890324,2746.860211,25.66143867,375.1607969,0.118162158,0.075134993,0.000701919,0.01026179,0.117647059,0.074509807,0.00130719,0.010457517,0.039762462,0.015443738,0.000693227,0.002390123,1,31085,1493.834,1.572664785,0.009342099,0.136578045,3.80126E-06,2.25806E-08,3.3012E-07,5.05924E-05,3.00534E-07,4.3937E-06
2516,2,6HR,Male,WT,Mouse 3,IR,3,1607.133377,635.7738719,6.066666845,88.07320543,0.197460791,0.078114495,0.000745382,0.010821133,0.180392161,0.077124186,0.00130719,0.010457517,0.084390459,0.021401973,0.000703989,0.002530407,2,6359,514.558,2.527838038,0.009542177,0.138529136,3.10522E-05,1.17217E-07,1.7017E-06,0.000397521,1.50058E-06,2.17847E-05
2518,1,6HR,Male,WT,Mouse 3,IR,3,1708.564759,1114.760814,12.30196115,176.3372603,0.117000942,0.076337795,0.000842427,0.012075413,0.117647059,0.074509807,0.00130719,0.013071896,0.031887285,0.017616044,0.000701875,0.002637683,1,11369,898.384,1.532673859,0.011035516,0.158183942,1.02912E-05,7.40986E-08,1.06214E-06,0.000134812,9.70667E-07,1.39136E-05
2519,1,6HR,Male,WT,Mouse 3,IR,3,14159.65921,15143.47227,162.8797434,1869.121628,0.087026577,0.093073183,0.001001074,0.011487795,0.086274512,0.094117649,0.00130719,0.010457517,0.042447343,0.025713802,0.000773619,0.002746266,1,150236,3220.17,0.935033852,0.010755773,0.123427547,5.79266E-07,6.66334E-09,7.6465E-08,6.22377E-06,7.15925E-08,8.21558E-07
2520,1,6HR,Male,WT,Mouse 3,IR,3,683.5764884,545.1424988,6.205228943,58.04444633,0.135791913,0.108292113,0.001232664,0.011530482,0.141176477,0.108496733,0.00130719,0.010457517,0.054806265,0.035725523,0.000704612,0.002799488,1,4518,294.852,1.253940924,0.011382765,0.106475731,3.00558E-05,2.72834E-07,2.55212E-06,0.000277543,2.51943E-06,2.3567E-05
2520,2,6HR,Male,WT,Mouse 3,IR,3,17010.97691,14921.41743,194.4261501,1484.470636,0.1404995,0.12324111,0.001605832,0.012260753,0.141176477,0.125490204,0.00130719,0.013071896,0.056053038,0.038643245,0.000985538,0.003004379,2,113016,2018.354,1.1400376,0.013030005,0.0994859,1.24318E-06,1.42089E-08,1.08487E-07,1.00874E-05,1.15293E-07,8.80282E-07
2546,1,6HR,Male,WT,Mouse 3,IR,3,421.7725603,266.6967401,2.969934728,47.67581847,0.106804903,0.06753526,0.000752073,0.012072884,0.105882354,0.06666667,0.00130719,0.013071896,0.023016408,0.011553674,0.000680066,0.002584877,1,2642,332.024,1.58146875,0.011135999,0.178764159,4.04258E-05,2.8466E-07,4.5696E-06,0.000598588,4.21499E-06,6.76624E-05
2567,1,6HR,Male,WT,Mouse 3,IR,3,640.10198,432.4287716,5.441830226,70.84706105,0.100078483,0.067609251,0.000850818,0.011076776,0.098039217,0.06666667,0.00130719,0.010457517,0.039141504,0.011730121,0.000688317,0.002504603,1,4654,443.864,1.48024836,0.012584339,0.163835216,2.15038E-05,1.82814E-07,2.38006E-06,0.000318059,2.70398E-06,3.52031E-05
2581,1,6HR,Male,WT,Mouse 3,IR,3,5109.204061,2976.593554,78.12157122,454.6379227,0.125431568,0.073075726,0.001917894,0.011161415,0.113725491,0.071895428,0.00130719,0.010457517,0.047411872,0.014059291,0.000899875,0.002526154,1,34315,1906.246,1.716460097,0.026245293,0.152737656,3.6553E-06,5.58908E-08,3.25263E-07,5.00207E-05,7.64834E-07,4.45105E-06
2684,1,6HR,Male,WT,Mouse 3,IR,3,3345.270685,4527.398809,53.27581865,509.3830251,0.063278301,0.085639141,0.001007752,0.009635362,0.039215688,0.083660133,0.00130719,0.010457517,0.064214289,0.024581765,0.000902578,0.002368315,1,47320,1516.892,0.738894634,0.011767423,0.112511189,1.33724E-06,2.12965E-08,2.03621E-07,1.56148E-05,2.48678E-07,2.37767E-06
2689,1,6HR,Male,WT,Mouse 3,IR,3,8730.753166,5180.057651,417.7137397,895.759508,0.138221375,0.082008354,0.006613057,0.014181263,0.145098045,0.081045754,0.006535948,0.013071896,0.068396381,0.020604149,0.002992708,0.00384742,1,54941,2293.48,1.685454826,0.080638821,0.172924621,2.51581E-06,1.20367E-07,2.58118E-07,3.06775E-05,1.46773E-06,3.14746E-06
2690,1,6HR,Male,WT,Mouse 3,IR,3,6984.984503,4398.176582,353.9830184,686.1804158,0.141427939,0.089051744,0.007167244,0.013893385,0.145098045,0.087581702,0.006535948,0.013071896,0.078276579,0.025904442,0.003402728,0.003683427,1,43372,1548.808,1.58815463,0.08048404,0.156014749,3.26081E-06,1.6525E-07,3.20331E-07,3.6617E-05,1.85567E-06,3.59713E-06
2696,1,6HR,Male,WT,Mouse 3,IR,3,266.2196156,352.0614468,62.12549206,49.63921735,0.056128951,0.074227587,0.013098354,0.010465785,0.054901961,0.070588239,0.010457517,0.010457517,0.016290975,0.020995123,0.00958463,0.002477966,1,3232,336.062,0.756173725,0.176462071,0.140995891,1.73666E-05,4.05271E-06,3.23818E-06,0.000233965,5.45984E-05,4.3625E-05
2704,1,,Male,WT,,,,1144.733365,1280.652318,130.9973895,121.8117688,0.122078849,0.136573778,0.013970075,0.012990484,0.078431375,0.142483667,0.010457517,0.013071896,0.109813508,0.07848286,0.012165563,0.004165876,1,7461,421.202,0.893867406,0.102289581,0.095116971,1.63623E-05,1.87241E-06,1.74112E-06,0.000119805,1.37099E-05,1.27486E-05
2709,1,,Male,WT,,,,10511.4748,24074.57049,2811.709885,1742.491563,0.078789575,0.180452812,0.02107539,0.013060981,0.074509807,0.189542487,0.016993465,0.013071896,0.039661455,0.062128999,0.016729151,0.003320605,1,124353,2062.672,0.436621488,0.116791695,0.072378926,6.33596E-07,1.6948E-07,1.05031E-07,3.51115E-06,9.39195E-07,5.82044E-07
2711,1,,Male,WT,,,,1805.137304,2136.451038,323.1581796,236.2065435,0.088587,0.104846201,0.015858967,0.011591821,0.062745102,0.095424838,0.013071896,0.010457517,0.072411075,0.050807805,0.011319221,0.002823732,1,16900,880.136,0.84492332,0.151259343,0.110560242,5.24183E-06,9.384E-07,6.85907E-07,4.99955E-05,8.95026E-06,6.54203E-06
2711,2,,Male,WT,,,,1895.011822,3593.668067,732.3098244,345.8013184,0.061777077,0.117152993,0.023873181,0.011273067,0.047058824,0.112418301,0.016993465,0.010457517,0.042853968,0.053793642,0.017853991,0.002793566,2,26881,971.906,0.52731966,0.203777814,0.096225169,2.29817E-06,8.88106E-07,4.19369E-07,1.96168E-05,7.58074E-06,3.57967E-06
2712,1,,Male,WT,,,,840.8353205,1346.958201,180.3490248,103.0091538,0.10467264,0.167678103,0.022451018,0.012823248,0.113725491,0.173856214,0.016993465,0.013071896,0.040619698,0.046472647,0.01405559,0.003196607,1,6339,344.846,0.624247523,0.133893557,0.07647539,1.65125E-05,3.54173E-06,2.02291E-06,9.84773E-05,2.11222E-05,1.20643E-05
2712,2,,Male,WT,,,,12893.78075,16908.53902,3360.168723,1871.495489,0.093801603,0.123008766,0.024445058,0.013615035,0.090196081,0.121568628,0.022222223,0.013071896,0.035607684,0.037272729,0.014859749,0.003090393,2,129871,2086.832,0.76256031,0.198726142,0.110683453,7.22268E-07,1.88226E-07,1.04835E-07,5.87168E-06,1.53018E-06,8.52257E-07
2712,3,,Male,WT,,,,11999.93367,20542.15478,2957.779171,1992.389607,0.069302488,0.118635858,0.017081882,0.011506527,0.062745102,0.11503268,0.015686275,0.010457517,0.034781649,0.038244827,0.009944239,0.002920008,3,166448,2108.552,0.584161389,0.143985828,0.096990293,4.16361E-07,1.02626E-07,6.91299E-08,3.50957E-06,8.6505E-07,5.82706E-07
2712,4,,Male,WT,,,,284.5098122,602.4496894,111.9568661,66.10196296,0.051420534,0.108883009,0.020234388,0.011946858,0.039215688,0.111111112,0.016993465,0.010457517,0.031078243,0.032275079,0.011589171,0.002995215,4,5013,364.508,0.472254891,0.185836043,0.109721964,1.02574E-05,4.03638E-06,2.38318E-06,9.4206E-05,3.70708E-05,2.18875E-05
2716,1,,Male,WT,,,,4927.364844,5668.141326,108.3843174,661.7176696,0.115405772,0.132755793,0.002538512,0.015498353,0.098039217,0.117647059,0.00130719,0.015686275,0.061110314,0.068888874,0.003186877,0.005137217,1,37008,1353.274,0.869308749,0.019121668,0.116743326,3.1184E-06,6.85936E-08,4.18784E-07,2.34898E-05,5.1669E-07,3.15454E-06
2723,1,,Male,WT,,,,175.1333384,273.3111186,36.62091621,30.54379214,0.045834425,0.071528688,0.009584118,0.007993665,0.043137256,0.070588239,0.006535948,0.007843138,0.017177048,0.019110315,0.0074852,0.002212809,1,2620,256.884,0.640783805,0.133989852,0.111754664,1.74941E-05,3.65806E-06,3.05102E-06,0.000244574,5.11412E-05,4.26545E-05
2726,1,,Male,WT,,,,660.3647258,1229.64186,282.7137338,137.7751681,0.050348027,0.093751285,0.021554874,0.010504359,0.039215688,0.094117649,0.019607844,0.010457517,0.03223029,0.025407579,0.010029715,0.002668904,1,10755,480.756,0.537038261,0.229915509,0.112044956,4.68136E-06,2.00417E-06,9.76695E-07,4.99338E-05,2.13775E-05,1.04179E-05
2727,1,,Male,WT,,,,6255.619792,10260.0813,1588.579132,1178.172589,0.055595626,0.091184512,0.014118193,0.010470784,0.050980393,0.088888891,0.011764706,0.010457517,0.026143032,0.02489958,0.008644619,0.002654615,1,103712,2243.442,0.6097047,0.154831047,0.114830726,5.36058E-07,1.36129E-07,1.0096E-07,5.87883E-06,1.49289E-06,1.10721E-06
2729,1,,Male,WT,,,,5410.207998,7619.082557,796.6327051,771.8170215,0.067266881,0.094730539,0.009904794,0.009596253,0.062745102,0.094117649,0.009150327,0.010457517,0.037596203,0.030658251,0.006015391,0.002476398,1,72060,2235.678,0.710086544,0.104557563,0.10130052,9.33484E-07,1.37452E-07,1.3317E-07,9.8541E-06,1.45098E-06,1.40578E-06
2738,1,,Male,WT,,,,5339.517801,10229.09571,1139.305917,966.810489,0.060321947,0.115560804,0.012871041,0.010922314,0.054901961,0.117647059,0.010457517,0.010457517,0.036047479,0.040614355,0.008792469,0.002687551,1,81211,1732.642,0.521993141,0.111378948,0.094515734,7.4278E-07,1.58489E-07,1.34493E-07,6.42762E-06,1.37148E-06,1.16383E-06
2739,1,,Male,WT,,,,3277.800094,3545.793558,521.6496886,400.9725618,0.093265047,0.100890413,0.014842785,0.011409093,0.086274512,0.101960786,0.011764706,0.010457517,0.053432373,0.037012175,0.012157154,0.002681762,1,30314,1125.326,0.924419327,0.147117896,0.113084012,3.07663E-06,4.89635E-07,3.76364E-07,3.04948E-05,4.85313E-06,3.73042E-06
2744,1,,Male,WT,,,,10007.46303,11093.61337,2556.376543,1364.102005,0.085089516,0.094324624,0.021735863,0.011598422,0.074509807,0.09150327,0.019607844,0.010457517,0.049809667,0.030588563,0.01252973,0.002801788,1,106450,2811.28,0.902092285,0.23043678,0.122962822,7.99338E-07,2.04188E-07,1.08957E-07,8.47433E-06,2.16474E-06,1.15512E-06
2751,1,,Male,WT,,,,3257.737342,4184.579199,503.1555707,387.4588367,0.087691449,0.112640086,0.013543892,0.010429578,0.086274512,0.111111112,0.010457517,0.010457517,0.03228673,0.045130167,0.010513701,0.002671695,1,33098,953.83,0.778510141,0.120240422,0.092592067,2.64945E-06,4.09206E-07,3.15112E-07,2.35214E-05,3.63286E-06,2.79751E-06
2751,2,,Male,WT,,,,142.176475,315.3228838,10.7843141,36.4888903,0.035411326,0.07853621,0.002686006,0.009088142,0.035294119,0.078431375,0.002614379,0.007843138,0.012661271,0.031712108,0.002389853,0.002275455,2,2827,254.088,0.450891712,0.034200861,0.115719132,1.25261E-05,9.50126E-07,3.21477E-06,0.000159495,1.20979E-05,4.09335E-05
2751,3,,Male,WT,,,,2695.188314,3587.336045,574.3947876,341.2993577,0.095730209,0.127418344,0.020401889,0.012122589,0.098039217,0.132026151,0.016993465,0.013071896,0.055408159,0.052813656,0.016460512,0.003204446,3,24934,714.742,0.75130634,0.160117363,0.095140058,3.83934E-06,8.18236E-07,4.86187E-07,3.01318E-05,6.42165E-06,3.81568E-06
2759,1,,Male,WT,,,,2045.611821,2712.01707,346.5817098,317.508507,0.087512805,0.116022121,0.014827025,0.013583252,0.074509807,0.118954249,0.013071896,0.013071896,0.060653677,0.033597794,0.008140521,0.005018622,1,20318,662.83,0.754276897,0.127794811,0.117074671,4.30716E-06,7.29748E-07,6.68533E-07,3.71236E-05,6.28973E-06,5.76212E-06
2764,1,,Male,WT,,,,10007.6395,18823.98091,2573.977855,1957.126861,0.059172685,0.11130152,0.015219291,0.011572005,0.054901961,0.108496733,0.013071896,0.010457517,0.026726936,0.036391993,0.010052293,0.002885148,1,160114,2188.85,0.531643097,0.136739294,0.103969871,3.69566E-07,9.50528E-08,7.22735E-08,3.3204E-06,8.54012E-07,6.49349E-07
2766,1,,Male,WT,,,,769.5176696,691.6706064,294.9307273,127.8222268,0.087138226,0.078323022,0.033397206,0.014474264,0.078431375,0.077124186,0.03267974,0.013071896,0.033129402,0.023253697,0.018352087,0.002941612,1,6874,442.826,1.11254933,0.426403442,0.184802167,1.26765E-05,4.85848E-06,2.10565E-06,0.000161849,6.20313E-05,2.68842E-05
2769,1,,Male,WT,,,,3408.623629,3223.449758,574.8130889,388.2536076,0.096849656,0.091588287,0.016332237,0.011031499,0.098039217,0.09150327,0.013071896,0.010457517,0.053759372,0.032825167,0.012309901,0.002816957,1,29991,1288.166,1.057445869,0.178322335,0.120446614,3.22929E-06,5.44571E-07,3.67827E-07,3.52588E-05,5.94586E-06,4.01609E-06
2771,1,,Male,WT,,,,1605.003967,1419.222259,220.1307256,170.8261502,0.087124306,0.077039532,0.011949339,0.009272943,0.090196081,0.077124186,0.007843138,0.007843138,0.043061241,0.02209425,0.010426695,0.002463646,1,15267,815.168,1.130903885,0.15510659,0.120366031,5.70671E-06,7.82691E-07,6.07385E-07,7.40751E-05,1.01596E-05,7.88407E-06
2771,2,,Male,WT,,,,3574.866773,2945.643218,380.4653712,356.9176591,0.109099605,0.08989664,0.011611236,0.010892595,0.113725491,0.084967323,0.009150327,0.010457517,0.038936111,0.032506914,0.009563217,0.003046277,2,27518,1336.688,1.213611598,0.129162069,0.121167987,3.96466E-06,4.21951E-07,3.95835E-07,4.41025E-05,4.69373E-06,4.40323E-06
2772,1,,Male,WT,,,,9218.921831,13329.56503,2224.362157,1394.206582,0.070848295,0.102438981,0.017094436,0.010714611,0.062745102,0.104575165,0.015686275,0.010457517,0.042253355,0.028223642,0.010385171,0.002656154,1,120208,2423.594,0.691614603,0.166874324,0.104595055,5.89381E-07,1.42207E-07,8.91339E-08,5.75348E-06,1.38821E-06,8.70117E-07
2773,1,,Male,WT,,,,8231.996315,12446.88397,2047.227511,1430.797432,0.067773695,0.102474696,0.016854742,0.011779698,0.062745102,0.101960786,0.015686275,0.010457517,0.038017224,0.029319565,0.009826383,0.00292959,1,113608,1850.972,0.661370053,0.164477111,0.114952259,5.96557E-07,1.48359E-07,1.03687E-07,5.82151E-06,1.44776E-06,1.01183E-06
2774,1,,Male,WT,,,,6158.458998,8156.895672,901.5987201,855.5425121,0.091216159,0.120816051,0.013354051,0.012671888,0.082352944,0.125490204,0.011764706,0.013071896,0.051798628,0.03784602,0.007869559,0.003250257,1,62444,1162.052,0.755000339,0.110532089,0.104885798,1.46077E-06,2.13856E-07,2.02932E-07,1.20908E-05,1.7701E-06,1.67968E-06
2777,1,,Male,WT,,,,1287.788276,2610.087652,243.5254979,244.7424928,0.048929985,0.099171232,0.00925284,0.00929908,0.050980393,0.100653596,0.007843138,0.007843138,0.022276345,0.036049233,0.006424231,0.002486254,1,22800,835.614,0.4933889,0.093301655,0.093767921,2.14605E-06,4.05826E-07,4.07854E-07,2.16399E-05,4.09218E-06,4.11263E-06
2778,1,,Male,WT,,,,470.1137391,651.2509975,150.5777822,92.73202925,0.055411803,0.076762258,0.017748442,0.010930225,0.050980393,0.074509807,0.015686275,0.010457517,0.025786809,0.024095807,0.011447517,0.00288714,1,6610,459.138,0.721862601,0.231213131,0.142390614,8.38303E-06,2.68509E-06,1.65359E-06,0.000109208,3.49793E-05,2.15417E-05
2778,2,,Male,WT,,,,6694.611968,16457.81217,2886.673287,1865.976532,0.040394446,0.099304368,0.017417823,0.011259068,0.039215688,0.100653596,0.015686275,0.010457517,0.01887288,0.028370299,0.009681312,0.002852005,2,153430,2941.076,0.406774114,0.175398361,0.11337938,2.63276E-07,1.13523E-07,7.33824E-08,2.6512E-06,1.14318E-06,7.38965E-07
2780,1,,Male,WT,,,,5065.384464,9794.426383,1398.939911,1252.755598,0.049712294,0.096123681,0.013729365,0.012294694,0.047058824,0.095424838,0.011764706,0.013071896,0.022147206,0.027218586,0.008585916,0.003629616,1,94591,1891.386,0.517170099,0.142830203,0.127904948,5.2555E-07,1.45145E-07,1.29977E-07,5.46743E-06,1.50998E-06,1.35219E-06
2780,2,,Male,WT,,,,1943.925544,2647.907256,486.0849816,419.6000141,0.060599961,0.082545896,0.01515322,0.013080616,0.054901961,0.083660133,0.011764706,0.013071896,0.021315338,0.019895375,0.0109109,0.003467548,2,27895,1253.988,0.734136568,0.183573265,0.15846477,2.17243E-06,5.43224E-07,4.68923E-07,2.63179E-05,6.58087E-06,5.68076E-06
2789,1,,Male,WT,,,,2852.560862,2010.349071,431.2797512,305.542494,0.121857442,0.085879323,0.018423673,0.013052351,0.117647059,0.084967323,0.015686275,0.013071896,0.05466609,0.028897446,0.013140628,0.003114123,1,19705,868.34,1.418938086,0.214529784,0.151984796,6.18409E-06,9.34975E-07,6.62388E-07,7.2009E-05,1.08871E-05,7.71301E-06
