ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1801,1,3HR,Male,WT,Mouse 3,NOIR,1,16068.63182,16333.47367,2799.167401,1966.447126,0.120433747,0.122418726,0.020979647,0.014738442,0.062745102,0.122875817,0.016993465,0.013071896,0.117391595,0.039126613,0.012423822,0.004327307,1,124851,1994.29,0.983785332,0.171376124,0.120393688,9.6462E-07,1.68037E-07,1.18048E-07,7.87968E-06,1.37265E-06,9.64299E-07
1803,1,3HR,Male,WT,Mouse 3,NOIR,1,238.3411835,401.3947817,54.70196247,57.45359657,0.047620616,0.080198758,0.010929463,0.01147924,0.039215688,0.077124186,0.010457517,0.010457517,0.024164656,0.023467357,0.005540719,0.002620269,1,3558,347.374,0.593782466,0.136279705,0.143134887,1.33841E-05,3.0718E-06,3.22632E-06,0.000166887,3.83023E-05,4.0229E-05
1805,1,3HR,Male,WT,Mouse 3,NOIR,1,4933.145241,8770.936176,860.5006808,1090.645787,0.05485295,0.097526366,0.009568135,0.01212718,0.047058824,0.094117649,0.009150327,0.013071896,0.029500506,0.033256162,0.00443524,0.003311462,1,82926,1765.718,0.562442269,0.098108191,0.124347705,6.61469E-07,1.15382E-07,1.46241E-07,6.78246E-06,1.18308E-06,1.4995E-06
1807,1,3HR,Male,WT,Mouse 3,NOIR,1,4648.725629,12301.15066,1171.413107,1283.532071,0.054099613,0.143154822,0.013632337,0.014937123,0.054901961,0.149019614,0.011764706,0.015686275,0.025548986,0.046015236,0.009573666,0.004185393,1,79849,1376.274,0.37790982,0.095227929,0.10434244,6.77524E-07,1.70726E-07,1.87067E-07,4.73281E-06,1.1926E-06,1.30675E-06
1808,1,3HR,Male,WT,Mouse 3,NOIR,1,7921.376702,13470.18861,1311.105922,1564.096786,0.074189644,0.126158437,0.012279492,0.014648942,0.05882353,0.125490204,0.010457517,0.013071896,0.067722298,0.043016397,0.009008615,0.004082378,1,99742,1604.05,0.588067245,0.097333895,0.116115433,7.43815E-07,1.23113E-07,1.46868E-07,5.89588E-06,9.75857E-07,1.16416E-06
1812,1,3HR,Male,WT,Mouse 3,NOIR,1,235.5254969,368.2627551,105.6836632,59.90588424,0.047580908,0.074396516,0.021350235,0.012102199,0.047058824,0.074509807,0.019607844,0.013071896,0.015021078,0.019343388,0.008982327,0.00281553,1,3566,307.508,0.639558287,0.286978962,0.16267158,1.33429E-05,5.98717E-06,3.39377E-06,0.000179349,8.04764E-05,4.56174E-05
1819,1,3HR,Male,WT,Mouse 3,NOIR,1,2394.243209,3922.278534,576.0928281,664.30329,0.051042344,0.083618192,0.012281596,0.014162136,0.043137256,0.083660133,0.010457517,0.013071896,0.029028081,0.023278565,0.007374952,0.005777693,1,41838,1212.714,0.610421516,0.146877083,0.169366679,1.22E-06,2.93551E-07,3.38499E-07,1.45901E-05,3.51061E-06,4.04815E-06
1823,1,3HR,Male,WT,Mouse 3,NOIR,1,4920.600144,9794.083952,1189.23533,1169.356903,0.058640704,0.116719905,0.01417258,0.013935681,0.054901961,0.118954249,0.013071896,0.013071896,0.028006769,0.032112312,0.00732862,0.003547417,1,78158,1343.516,0.502405347,0.121423845,0.119394209,7.50284E-07,1.81332E-07,1.78301E-07,6.42807E-06,1.55357E-06,1.5276E-06
1829,1,3HR,Male,WT,Mouse 3,NOIR,1,3017.415777,8664.80024,1230.984349,1137.524222,0.046615414,0.133860656,0.019017215,0.01757337,0.043137256,0.138562098,0.014379085,0.015686275,0.021199002,0.045798722,0.013710981,0.005303645,1,59129,1251.816,0.348238354,0.142067251,0.131281067,7.88368E-07,3.21622E-07,2.97204E-07,5.88947E-06,2.40267E-06,2.22025E-06
1831,1,3HR,Male,WT,Mouse 3,NOIR,1,7561.204138,8842.517855,1040.635327,1439.704626,0.075147629,0.087882067,0.010342437,0.014308619,0.062745102,0.087581702,0.009150327,0.013071896,0.043488684,0.020319985,0.005713135,0.003382374,1,93250,1788.068,0.855096282,0.117685409,0.16281614,8.05873E-07,1.10911E-07,1.53444E-07,9.16993E-06,1.26204E-06,1.74602E-06
1832,1,3HR,Male,WT,Mouse 3,NOIR,1,376.09805,438.5699481,34.74379208,86.20131017,0.06053405,0.070589079,0.005592112,0.013874346,0.05882353,0.070588239,0.005228758,0.013071896,0.019058913,0.013401635,0.002899249,0.003204381,1,4612,369.272,0.857555452,0.07922064,0.196550882,1.31253E-05,1.21251E-06,3.00831E-06,0.00018594,1.71771E-05,4.26173E-05
1832,2,3HR,Male,WT,Mouse 3,NOIR,1,110.3333369,232.8392223,13.14640572,35.67581812,0.033792753,0.071313697,0.004026464,0.010926744,0.031372551,0.071895428,0.003921569,0.010457517,0.00899597,0.018004597,0.002110258,0.002508887,2,2130,248.088,0.473860614,0.056461302,0.153220827,1.58651E-05,1.89036E-06,5.12993E-06,0.00022247,2.65077E-05,7.19347E-05
1836,1,3HR,Male,WT,Mouse 3,NOIR,1,2434.282418,4420.572668,486.2065516,674.0915246,0.043372515,0.078762987,0.008662923,0.012010539,0.043137256,0.077124186,0.007843138,0.013071896,0.012296501,0.01948752,0.0050867,0.00278319,1,49473,1642.088,0.550671282,0.109987232,0.152489638,8.76691E-07,1.75104E-07,2.4277E-07,1.11307E-05,2.22318E-06,3.08228E-06
1839,1,3HR,Male,WT,Mouse 3,NOIR,1,220.4666732,303.0614465,36.74771362,54.04706053,0.049134538,0.06754211,0.008189818,0.012045255,0.043137256,0.06666667,0.006535948,0.013071896,0.021446252,0.015067609,0.004703085,0.002768076,1,3044,364.304,0.727465257,0.121254993,0.178336971,1.61414E-05,2.69048E-06,3.95705E-06,0.000238983,3.98341E-05,5.85864E-05
1845,1,3HR,Male,WT,Mouse 3,NOIR,1,2475.596153,5889.085119,892.4013339,907.8536254,0.041187857,0.097979954,0.014847373,0.015104461,0.039215688,0.095424838,0.011764706,0.013071896,0.017778089,0.03089901,0.009564958,0.005440093,1,54061,1418.07,0.420370245,0.1515348,0.154158686,7.61877E-07,2.74641E-07,2.79397E-07,7.77585E-06,2.80303E-06,2.85157E-06
1870,1,3HR,Male,WT,Mouse 3,NOIR,1,2998.082436,2717.207912,685.7281242,476.4000161,0.090192306,0.081742665,0.020628986,0.014331699,0.062745102,0.081045754,0.018300654,0.013071896,0.07415042,0.019723174,0.011347913,0.00398567,1,29447,853.448,1.103368801,0.252364981,0.175327038,3.06287E-06,7.00546E-07,4.86695E-07,3.74697E-05,8.57014E-06,5.95399E-06
1873,1,3HR,Male,WT,Mouse 3,NOIR,1,185.1333388,274.4875891,22.61568707,65.8143813,0.04691671,0.06956097,0.005731294,0.016678759,0.047058824,0.06797386,0.003921569,0.015686275,0.014443184,0.017462268,0.004966604,0.005623832,1,2546,354.508,0.674468887,0.082392385,0.239771793,1.84276E-05,2.2511E-06,6.55097E-06,0.000264913,3.23615E-05,9.41759E-05
1877,1,3HR,Male,WT,Mouse 3,NOIR,1,177.4274559,242.9019672,11.11503312,38.4993476,0.051818766,0.070940995,0.003246213,0.011243968,0.047058824,0.06797386,0.002614379,0.010457517,0.028325611,0.019102804,0.001437216,0.00254244,1,2219,256.088,0.730448822,0.045759338,0.158497471,2.33523E-05,1.46292E-06,5.06713E-06,0.000329179,2.06216E-05,7.14274E-05
1886,1,3HR,Male,WT,Mouse 3,NOIR,1,392.3921683,583.9647235,108.9790883,103.7464085,0.044901267,0.066822831,0.01247043,0.011871657,0.043137256,0.06666667,0.010457517,0.010457517,0.013346783,0.013169591,0.007598739,0.00268276,1,6670,565.284,0.671944987,0.186619301,0.177658691,6.73182E-06,1.86963E-06,1.77986E-06,0.000100741,2.79789E-05,2.66355E-05
1889,1,3HR,Male,WT,Mouse 3,NOIR,1,232.4274577,432.5529523,65.59215894,73.98954485,0.039347801,0.07322718,0.011104141,0.01252574,0.039215688,0.071895428,0.009150327,0.013071896,0.01078656,0.018650581,0.006829511,0.002712819,1,4068,477.004,0.537338738,0.151639605,0.17105315,9.67252E-06,2.72963E-06,3.07909E-06,0.000132089,3.72762E-05,4.20485E-05
1889,2,3HR,Male,WT,Mouse 3,NOIR,1,305.7607925,535.926812,76.42353177,95.04314041,0.042331551,0.07419726,0.01058058,0.013158402,0.043137256,0.071895428,0.009150327,0.013071896,0.012154417,0.017275309,0.005381884,0.002980405,2,5360,442.342,0.570527142,0.142600687,0.177343507,7.89768E-06,1.97399E-06,2.45493E-06,0.000106442,2.66046E-05,3.30865E-05
1899,1,3HR,Male,WT,Mouse 3,NOIR,1,451.4313845,481.4679874,30.36078542,84.2169962,0.067925276,0.072444777,0.004568279,0.012671832,0.05882353,0.070588239,0.003921569,0.013071896,0.025379247,0.016265982,0.002443441,0.00288968,1,4748,497.73,0.937614538,0.063058783,0.174917125,1.43061E-05,9.62148E-07,2.66888E-06,0.000197476,1.32811E-05,3.68402E-05
1910,1,3HR,Male,WT,Mouse 3,NOIR,1,468.7882487,235.4248433,13.06536,41.70719094,0.136474017,0.068537072,0.003803598,0.012141831,0.113725491,0.06797386,0.003921569,0.011764706,0.081474758,0.014914937,0.001375976,0.003449865,1,2214,268.54,1.991243754,0.055496947,0.177157136,6.16414E-05,1.71798E-06,5.48412E-06,0.000899387,2.50664E-05,8.00168E-05
1920,1,3HR,Male,WT,Mouse 3,NOIR,1,2947.851065,3805.849777,485.8379239,766.9778044,0.060453859,0.078049501,0.009963454,0.015729006,0.054901961,0.077124186,0.007843138,0.015686275,0.038089037,0.019392764,0.005710084,0.004949471,1,42158,1762.418,0.774557914,0.12765557,0.201526032,1.43398E-06,2.36336E-07,3.73097E-07,1.83727E-05,3.02803E-06,4.78026E-06
1924,1,3HR,Male,WT,Mouse 3,NOIR,1,2379.153008,2051.936003,110.1281088,315.1398793,0.08844435,0.076280149,0.004093982,0.011715237,0.06666667,0.074509807,0.003921569,0.010457517,0.059042094,0.01956741,0.001824817,0.002760702,1,22557,1087.498,1.159467451,0.053670343,0.153581729,3.92093E-06,1.81495E-07,5.19361E-07,5.14017E-05,2.37932E-06,6.80861E-06
1936,1,3HR,Male,WT,Mouse 3,NOIR,1,228.9019669,384.2549125,3.456209252,118.1359511,0.044681235,0.075005839,0.000674646,0.023059916,0.043137256,0.070588239,0.00130719,0.023529412,0.008673182,0.0263957,0.000671385,0.00597547,1,3584,340.75,0.595703424,0.008994574,0.307441616,1.24669E-05,1.88238E-07,6.43413E-06,0.000166212,2.50965E-06,8.57817E-05
1936,2,3HR,Male,WT,Mouse 3,NOIR,1,409.4117779,1539.94383,106.8862782,168.5254964,0.022996786,0.08649912,0.006003835,0.009466129,0.019607844,0.084967323,0.005228758,0.010457517,0.009989784,0.028981202,0.003948691,0.002478846,2,14386,805.13,0.265861501,0.069409206,0.109436132,1.59855E-06,4.17339E-07,6.5801E-07,1.84806E-05,4.82477E-06,7.60713E-06
1936,3,3HR,Male,WT,Mouse 3,NOIR,1,434.2313862,1420.311151,214.3843201,211.4588302,0.030540961,0.099895284,0.015078374,0.014872614,0.031372551,0.101960786,0.013071896,0.013071896,0.011376176,0.038375511,0.01154576,0.010548687,3,11772,546.386,0.305729759,0.150941799,0.148882046,2.59437E-06,1.28087E-06,1.26339E-06,2.59709E-05,1.28221E-05,1.26471E-05
1936,4,3HR,Male,WT,Mouse 3,NOIR,1,593.6000201,2293.997448,260.2823609,224.9045828,0.027472579,0.106169179,0.012046205,0.010408876,0.027450981,0.108496733,0.010457517,0.010457517,0.011597306,0.038084663,0.007376544,0.002701703,4,18531,697.538,0.258762284,0.113462359,0.098040468,1.48252E-06,6.50057E-07,5.61701E-07,1.39638E-05,6.12284E-06,5.29062E-06
1938,1,3HR,Male,WT,Mouse 3,NOIR,1,499.0823672,692.5634157,80.57908752,109.0196115,0.058433716,0.081086924,0.009434386,0.012764268,0.043137256,0.077124186,0.006535948,0.013071896,0.039235256,0.025946666,0.008648999,0.003619499,1,6394,499.386,0.720630567,0.116349039,0.157414627,9.13884E-06,1.47551E-06,1.99629E-06,0.000112704,1.81966E-05,2.46191E-05
1938,2,3HR,Male,WT,Mouse 3,NOIR,1,1833.149072,3117.160864,377.6339981,374.7503393,0.064393321,0.109497009,0.01326521,0.013163915,0.047058824,0.105882354,0.009150327,0.013071896,0.054894435,0.045408842,0.011199742,0.003582073,2,24469,958.83,0.588082923,0.121146779,0.120221688,2.63163E-06,5.42123E-07,5.37983E-07,2.40338E-05,4.95103E-06,4.91322E-06
1938,3,3HR,Male,WT,Mouse 3,NOIR,1,1758.686325,3347.581795,343.9124286,340.886286,0.069176979,0.131675325,0.01352761,0.013408578,0.050980393,0.139869288,0.010457517,0.013071896,0.062534299,0.051620299,0.010449882,0.003922138,3,22386,719.576,0.525360225,0.102734586,0.101830607,3.09019E-06,6.04289E-07,5.98972E-07,2.34682E-05,4.58923E-06,4.54885E-06
1939,1,3HR,Male,WT,Mouse 3,NOIR,1,1564.133378,3195.640601,386.4862865,369.8091625,0.048119778,0.098312278,0.011890056,0.011376993,0.039215688,0.100653596,0.010457517,0.010457517,0.035614717,0.031233587,0.006770446,0.003016294,1,29243,848.716,0.489458476,0.120941725,0.115723014,1.64551E-06,4.06595E-07,3.8905E-07,1.67376E-05,4.13575E-06,3.95729E-06
1939,2,3HR,Male,WT,Mouse 3,NOIR,1,1565.247104,2794.871965,480.2483804,403.4170068,0.049456447,0.088308381,0.015174204,0.012746596,0.047058824,0.087581702,0.013071896,0.013071896,0.022784343,0.025050436,0.008344321,0.003302501,2,27888,984.836,0.560042508,0.171831979,0.144341856,1.7734E-06,5.44112E-07,4.57064E-07,2.00818E-05,6.1615E-06,5.17577E-06
1943,1,3HR,Male,WT,Mouse 3,NOIR,1,107.4666704,244.2091569,45.93464185,40.36862878,0.03202225,0.072767925,0.013687319,0.012028793,0.031372551,0.070588239,0.011764706,0.013071896,0.007603398,0.019416163,0.008001819,0.002920789,1,2091,329.546,0.440059954,0.188095493,0.165303502,1.53143E-05,6.54582E-06,5.75265E-06,0.000210454,8.99548E-05,7.90548E-05
1944,1,3HR,Male,WT,Mouse 3,NOIR,1,522.2000178,1278.061472,266.9294197,199.6418365,0.029721117,0.07274112,0.01519234,0.011362654,0.031372551,0.070588239,0.013071896,0.010457517,0.008765558,0.019941513,0.008679213,0.002766558,1,14222,841.136,0.40858756,0.208854915,0.156206756,2.0898E-06,1.06823E-06,7.98949E-07,2.87293E-05,1.46853E-05,1.09835E-05
1949,1,3HR,Male,WT,Mouse 3,NOIR,1,122.6745137,212.3921631,97.00392457,35.33594884,0.039559663,0.068491507,0.031281498,0.011395017,0.035294119,0.06797386,0.031372551,0.010457517,0.032889467,0.014225258,0.008893745,0.002748465,1,2085,203.674,0.577584935,0.456720828,0.166371246,1.89735E-05,1.50031E-05,5.46524E-06,0.000277019,0.000219051,7.97944E-05
1952,1,3HR,Male,WT,Mouse 3,NOIR,1,6475.94137,13823.26446,2012.505941,1288.462791,0.057583886,0.122916073,0.017895145,0.011456974,0.035294119,0.125490204,0.014379085,0.010457517,0.052421726,0.036414614,0.012194508,0.003996938,1,104876,1743.202,0.468481334,0.145588327,0.093209733,5.49066E-07,1.70631E-07,1.09243E-07,4.467E-06,1.38819E-06,8.88761E-07
1955,1,3HR,Male,WT,Mouse 3,NOIR,1,3832.866775,2159.226196,480.712432,274.1516433,0.153137032,0.086268976,0.019206218,0.01095336,0.06666667,0.084967323,0.015686275,0.010457517,0.16662652,0.024328315,0.012708669,0.002987759,1,21033,964.212,1.775111279,0.222631808,0.126967542,7.2808E-06,9.13147E-07,5.2077E-07,8.43965E-05,1.05849E-05,6.03659E-06
1956,1,3HR,Male,WT,Mouse 3,NOIR,1,1116.149053,1719.735994,414.3542604,220.7451057,0.05322853,0.082013257,0.019760325,0.010527212,0.039215688,0.081045754,0.018300654,0.010457517,0.036992562,0.026050345,0.009892,0.003239022,1,17608,815.684,0.649023488,0.240940622,0.12835988,3.02297E-06,1.12224E-06,5.97865E-07,3.68596E-05,1.36836E-05,7.28986E-06
1964,1,3HR,Male,WT,Mouse 3,NOIR,1,3199.545185,3090.394851,609.759495,543.3542674,0.082547605,0.079731549,0.015731669,0.014018428,0.070588239,0.078431375,0.013071896,0.013071896,0.051580162,0.01838821,0.010045747,0.003623397,1,33324,1407.936,1.035319219,0.197307957,0.175820338,2.47712E-06,4.72082E-07,4.20671E-07,3.10683E-05,5.9209E-06,5.27609E-06
1965,1,3HR,Male,WT,Mouse 3,NOIR,1,197.937261,349.3843245,96.99869563,62.12026348,0.039674737,0.070030933,0.019442513,0.012451446,0.039215688,0.070588239,0.015686275,0.013071896,0.010824018,0.014651211,0.00989115,0.003289222,1,3449,352.992,0.566531602,0.277627497,0.177799229,1.15033E-05,5.63714E-06,3.61016E-06,0.00016426,8.04951E-05,5.1551E-05
1965,2,3HR,Male,WT,Mouse 3,NOIR,1,263.0353024,287.1437991,169.7372595,59.95817205,0.062687155,0.068432745,0.040452159,0.014289364,0.062745102,0.06797386,0.039215688,0.013071896,0.017215618,0.018389469,0.015387827,0.003139284,2,2820,316.578,0.916040337,0.591122845,0.208808869,2.22295E-05,1.43447E-05,5.06715E-06,0.000324837,0.000209618,7.40457E-05
1970,1,3HR,Male,WT,Mouse 3,NOIR,1,512.8666829,1563.529454,234.8366082,198.0209213,0.031896678,0.097240466,0.014605175,0.0123155,0.031372551,0.095424838,0.011764706,0.013071896,0.011922455,0.041917941,0.012823711,0.004091347,1,13394,610.354,0.328018562,0.150196472,0.126649946,2.38142E-06,1.09043E-06,9.19479E-07,2.449E-05,1.12137E-05,9.45572E-06
1979,1,3HR,Male,WT,Mouse 3,NOIR,1,1264.70984,1293.717681,401.1333446,242.6379174,0.07768488,0.079466688,0.02463964,0.014904049,0.074509807,0.078431375,0.022222223,0.015686275,0.02597726,0.019681943,0.013261553,0.003174663,1,13104,892.996,0.97757792,0.310062505,0.187550902,5.92833E-06,1.88031E-06,1.13737E-06,7.46015E-05,2.36617E-05,1.43125E-05
1979,2,3HR,Male,WT,Mouse 3,NOIR,1,206.3411821,340.5555652,99.21961069,61.68627646,0.042222464,0.069686017,0.020302765,0.012622524,0.043137256,0.06797386,0.018300654,0.013071896,0.01071231,0.017105377,0.010046038,0.002764821,2,3327,379.616,0.605895787,0.29134632,0.181134249,1.26909E-05,6.10242E-06,3.79397E-06,0.000182115,8.75703E-05,5.44437E-05
1979,3,3HR,Male,WT,Mouse 3,NOIR,1,733.0000203,1147.934671,128.8339912,231.7124261,0.047758667,0.074793763,0.008394188,0.015097239,0.047058824,0.074509807,0.006535948,0.013071896,0.013861811,0.018297057,0.005573615,0.004405252,3,12371,724.85,0.638538097,0.112231118,0.201851579,3.86053E-06,6.78538E-07,1.22037E-06,5.16157E-05,9.07211E-06,1.63165E-05
1995,1,3HR,Male,WT,Mouse 3,NOIR,1,899.6392422,2000.962147,544.5934792,277.7437996,0.038689169,0.086051785,0.023420353,0.011944429,0.039215688,0.081045754,0.020915033,0.010457517,0.010909249,0.027451353,0.011905932,0.002775709,1,19278,1096.154,0.449603329,0.272165808,0.138805124,2.00691E-06,1.21487E-06,6.19589E-07,2.33221E-05,1.41179E-05,7.20018E-06
1995,2,3HR,Male,WT,Mouse 3,NOIR,1,190.9333393,383.2875916,95.27189825,62.82353154,0.037607512,0.075494897,0.018765393,0.012374144,0.035294119,0.074509807,0.016993465,0.013071896,0.01359276,0.020316177,0.008733556,0.003526079,2,3701,350.68,0.498146414,0.248565047,0.163907032,1.01614E-05,5.07036E-06,3.34346E-06,0.000134598,6.71616E-05,4.42872E-05
1995,3,3HR,Male,WT,Mouse 3,NOIR,1,592.6627628,1256.023561,485.9333463,180.8209208,0.036935234,0.078276428,0.030283768,0.011268909,0.035294119,0.078431375,0.02875817,0.010457517,0.015347641,0.0217805,0.014919419,0.002783139,3,13038,729.538,0.471856406,0.386882349,0.143963001,2.83289E-06,2.32273E-06,8.64313E-07,3.61909E-05,2.96734E-05,1.10418E-05
2010,1,3HR,Male,WT,Mouse 3,NOIR,1,7889.733562,19725.23193,3886.411875,1951.99745,0.045631245,0.114083307,0.022477541,0.011289618,0.039215688,0.112418301,0.019607844,0.010457517,0.02798426,0.039471899,0.0145221,0.002993867,1,161819,2809.778,0.399981789,0.197027436,0.098959417,2.81989E-07,1.38905E-07,6.97669E-08,2.47179E-06,1.21758E-06,6.11544E-07
2022,1,3HR,Male,WT,Mouse 3,NOIR,1,597.2431566,1577.576511,477.079752,221.3359549,0.035607414,0.094054523,0.028443317,0.013195967,0.031372551,0.09150327,0.026143791,0.010457517,0.037869286,0.024533886,0.012852315,0.021214209,1,14134,567.672,0.378582688,0.302413068,0.140301249,2.51927E-06,2.0124E-06,9.33633E-07,2.67852E-05,2.13961E-05,9.92651E-06
2024,1,3HR,Male,WT,Mouse 3,NOIR,1,9353.023807,25432.56929,3711.052394,2145.302034,0.05562409,0.151251996,0.022070286,0.012758491,0.050980393,0.151633993,0.018300654,0.013071896,0.033901637,0.056916976,0.015192901,0.003969803,1,157843,2417.218,0.367757724,0.145917322,0.084352548,3.52401E-07,1.39824E-07,8.08303E-08,2.3299E-06,9.24446E-07,5.34408E-07
2032,1,3HR,Male,WT,Mouse 3,IR,2,1703.235345,3570.638001,6.549019801,359.8823651,0.058021984,0.12163645,0.000223097,0.012259662,0.043137256,0.117647059,0,0.010457517,0.043567849,0.059009786,0.000492264,0.003946895,1,25024,1020.32,0.477011488,0.001834132,0.100789373,2.31865E-06,8.91532E-09,4.89916E-07,1.90622E-05,7.32949E-08,4.02771E-06
2032,2,3HR,Male,WT,Mouse 3,IR,2,17911.43971,36329.26772,50.3725505,2062.279808,0.107533589,0.218107343,0.000302418,0.012381157,0.078431375,0.220915034,0,0.013071896,0.096000452,0.100753771,0.000553001,0.003374765,2,157882,2110.73,0.493030574,0.001386556,0.056766347,6.81101E-07,1.91547E-09,7.84203E-08,3.12278E-06,8.78223E-09,3.59549E-07
2033,1,3HR,Male,WT,Mouse 3,IR,2,12460.03956,29860.09491,26.11111188,1543.830117,0.089614139,0.214757481,0.000187794,0.011103416,0.070588239,0.220915034,0,0.010457517,0.067556602,0.082858743,0.000458734,0.003033821,1,130324,1962.59,0.417280642,0.000874448,0.051702117,6.87626E-07,1.44098E-09,8.51986E-08,3.20187E-06,6.7098E-09,3.9672E-07
2034,1,3HR,Male,WT,Mouse 3,IR,2,64.87843352,254.4183068,0.367320272,29.8928116,0.019822314,0.077732449,0.000112227,0.009133154,0.019607844,0.071895428,0,0.007843138,0.004841754,0.023983398,0.000366207,0.002245298,1,2235,231.846,0.255006939,0.001443765,0.117494735,8.86904E-06,5.02134E-08,4.08642E-06,0.000114097,6.4598E-07,5.25704E-05
2035,1,3HR,Male,WT,Mouse 3,IR,2,3842.521681,18475.00838,21.98823594,848.0863026,0.051761591,0.248871939,0.000296198,0.011424346,0.039215688,0.271895438,0,0.010457517,0.0424626,0.109558862,0.000548484,0.003009945,1,68900,1225.402,0.207984841,0.001190161,0.045904515,7.51257E-07,4.29896E-09,1.65811E-07,3.01865E-06,1.72737E-08,6.66248E-07
2037,1,3HR,Male,WT,Mouse 3,IR,2,2028.145157,8010.25772,5.86535965,370.8496867,0.052754458,0.208356294,0.000152565,0.00964624,0.039215688,0.220915034,0,0.010457517,0.045165317,0.08806393,0.000419814,0.002715613,1,34676,834.614,0.253193496,0.000732231,0.046296848,1.52135E-06,4.39973E-09,2.78182E-07,7.30169E-06,2.11164E-08,1.33513E-06
2042,1,3HR,Male,WT,Mouse 3,IR,2,9172.368887,31464.76162,51.64444597,2157.445825,0.058384057,0.200279825,0.000328728,0.013732596,0.047058824,0.20653595,0,0.013071896,0.048601157,0.074458999,0.000570276,0.003733004,1,146378,2500.862,0.291512423,0.001641342,0.068567048,3.98858E-07,2.24575E-09,9.3816E-08,1.9915E-06,1.1213E-08,4.68425E-07
2046,1,3HR,Male,WT,Mouse 3,IR,2,7522.411976,13849.31407,32.86666763,1001.584349,0.104780644,0.192908877,0.000457804,0.013951197,0.082352944,0.20653595,0,0.013071896,0.082130334,0.07063204,0.000628712,0.00366357,1,66639,1144.778,0.543161339,0.002373162,0.072320141,1.57236E-06,6.86991E-09,2.09355E-07,8.1508E-06,3.56122E-08,1.08525E-06
2054,1,3HR,Male,WT,Mouse 3,IR,2,304.3490288,653.7398875,4.163398816,74.95163663,0.040797457,0.087632693,0.000558096,0.010047136,0.035294119,0.087581702,0,0.010457517,0.024123095,0.044829696,0.000693087,0.002726433,1,5830,344.82,0.465550649,0.006368586,0.114650548,6.99785E-06,9.57283E-08,1.72335E-06,7.98543E-05,1.09238E-06,1.96656E-05
2058,1,3HR,Male,WT,Mouse 3,IR,2,69.2117668,363.864062,0.715032701,33.07712535,0.020941533,0.110095026,0.000216349,0.010008207,0.019607844,0.112418301,0,0.010457517,0.006008937,0.026238684,0.0004858,0.002475996,1,2235,206.114,0.190213253,0.001965109,0.090905173,9.36981E-06,9.68004E-08,4.47794E-06,8.51066E-05,8.79244E-07,4.06735E-05
2063,1,3HR,Male,WT,Mouse 3,IR,2,3270.953038,5991.831535,22.04967385,666.0941391,0.057334847,0.105027722,0.000386497,0.01167562,0.047058824,0.108496733,0,0.010457517,0.04009423,0.030816289,0.000599682,0.002872769,1,52047,1163.982,0.545902037,0.003679956,0.111167034,1.1016E-06,7.42592E-09,2.24328E-07,1.04886E-05,7.07045E-08,2.1359E-06
2064,1,3HR,Male,WT,Mouse 3,IR,2,251.8588306,639.449689,1.605228805,67.29934855,0.044703378,0.113498347,0.000284918,0.011945216,0.039215688,0.111111112,0,0.013071896,0.034798899,0.041596158,0.00054305,0.002868743,1,4881,320.406,0.393868095,0.002510329,0.105245729,9.15865E-06,5.83729E-08,2.44729E-06,8.06941E-05,5.14306E-07,2.15623E-05
2064,2,3HR,Male,WT,Mouse 3,IR,2,13859.60038,20541.39269,32.08366108,1722.93339,0.095158846,0.141035467,0.000220284,0.011829515,0.06666667,0.142483667,0,0.010457517,0.081918061,0.05125371,0.000489913,0.003288365,2,136195,2332.486,0.674715711,0.001561903,0.083876172,6.98696E-07,1.61742E-09,8.68572E-08,4.95404E-06,1.14681E-08,6.15854E-07
2066,1,3HR,Male,WT,Mouse 3,IR,2,22993.0124,37047.01672,51.1254917,2400.232758,0.117640802,0.189546315,0.000261577,0.012280483,0.082352944,0.176470593,0,0.013071896,0.099852921,0.095434514,0.000523782,0.003764039,1,183565,2896.058,0.620644101,0.001380016,0.064788827,6.40867E-07,1.42498E-09,6.68999E-08,3.38106E-06,7.51786E-09,3.52948E-07
2071,1,3HR,Male,WT,Mouse 3,IR,2,507.9294267,987.8666923,7.833987161,105.3019644,0.04857315,0.094469417,0.000749162,0.010069998,0.043137256,0.094117649,0.00130719,0.010457517,0.028415402,0.036478056,0.000738365,0.002512807,1,8603,421.826,0.514167985,0.007930207,0.106595318,5.64607E-06,8.70815E-08,1.17052E-06,5.97661E-05,9.21796E-07,1.23905E-05
