ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,CASP_Intensity_IntegratedIntensity_CASPGray,DNA_Intensity_IntegratedIntensity_,EDU_Intensity_IntegratedIntensity_EdU,TUNEL_Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1935,1,6HR,Female,WT,BY53,NOIR,2,266.6392234,311.4601404,1247.861476,98.88889196,0.061722042,0.072097255,0.288856823,0.022890947,0.05882353,0.070588239,0.332026154,0.020915033,0.016473635,0.012557729,0.057336354,0.008813469,1,3041,287.782,0.856094212,4.006488517,0.317500955,0.087681428,0.410345767,0.032518544,0.000281517,0.00131749,0.000104407
1938,1,6HR,Female,WT,BY53,NOIR,2,3249.698131,4583.479843,16552.90508,1044.525524,0.061982836,0.087422607,0.315720404,0.019922667,0.050980393,0.088888891,0.332026154,0.018300654,0.037798375,0.022179264,0.043945638,0.005277264,1,46323,1484.42,0.709002383,3.611427485,0.227889193,0.070153015,0.357336638,0.022548745,1.53056E-05,7.79619E-05,4.91957E-06
1939,1,6HR,Female,WT,BY53,NOIR,2,313.3607956,641.5137466,2344.146473,156.3764766,0.03318094,0.067928182,0.248215425,0.016558289,0.031372551,0.06797386,0.248366013,0.015686275,0.006556024,0.009897939,0.064430946,0.003346003,1,6889,716.124,0.488470898,3.654086113,0.243761692,0.045487124,0.340273838,0.022699445,7.09059E-05,0.000530423,3.53842E-05
1942,1,6HR,Female,WT,BY53,NOIR,2,2152.411825,1539.956913,6883.320472,455.8117785,0.098621389,0.070559309,0.315386963,0.020884847,0.078431375,0.070588239,0.332026154,0.020915033,0.065882146,0.012115046,0.047899029,0.00459245,1,17792,1118.262,1.397709122,4.469813677,0.295989956,0.120976384,0.386877275,0.025618917,7.85583E-05,0.000251226,1.66361E-05
1944,1,6HR,Female,WT,BY53,NOIR,2,2357.105949,2968.234057,7273.736151,700.8157079,0.067504037,0.085005844,0.208309071,0.020070328,0.05882353,0.084967323,0.205228761,0.020915033,0.035293993,0.018999215,0.091577847,0.004468071,1,30579,1067.74,0.79411054,2.450526478,0.236105271,0.077082506,0.237867038,0.022918202,2.59691E-05,8.01376E-05,7.72116E-06
1946,1,6HR,Female,WT,BY53,NOIR,2,1319.862785,1622.405266,2232.632745,382.9019729,0.068886367,0.084676684,0.116525717,0.019984445,0.06666667,0.084967323,0.082352944,0.018300654,0.027563824,0.018343397,0.072471125,0.005401001,1,16316,679.328,0.813522252,1.376125184,0.236008833,0.080893772,0.136837016,0.023467883,4.98604E-05,8.43421E-05,1.44649E-05
1946,2,6HR,Female,WT,BY53,NOIR,2,3833.772661,5570.432813,15929.54818,1194.588276,0.058609623,0.085159188,0.243526389,0.018262525,0.043137256,0.084967323,0.247058824,0.018300654,0.039520804,0.018442447,0.070027237,0.004346928,2,58584,1803.24,0.688236047,2.859660769,0.214451608,0.065440609,0.271909535,0.020391033,1.17479E-05,4.8813E-05,3.66058E-06
1946,3,6HR,Female,WT,BY53,NOIR,2,4659.298167,2123.626209,4018.690315,537.7019788,0.165581512,0.075469143,0.142815676,0.019108781,0.117647059,0.077124186,0.099346407,0.018300654,0.11869934,0.013899868,0.101499812,0.004071586,3,24590,883.448,2.19402932,1.892371783,0.253199917,0.189479389,0.163427829,0.021866693,8.92245E-05,7.6957E-05,1.02969E-05
1950,1,6HR,Female,WT,BY53,NOIR,2,2050.074569,3389.46806,13099.99779,844.0418587,0.049246308,0.081420838,0.314684422,0.020275334,0.047058824,0.083660133,0.332026154,0.018300654,0.020393552,0.018410052,0.044185104,0.0111248,1,36756,1147.084,0.604836668,3.864912593,0.249018974,0.055775236,0.356404336,0.022963376,1.64555E-05,0.000105151,6.77492E-06
1957,1,6HR,Female,WT,BY53,NOIR,2,2205.431432,1858.045806,2359.010522,561.3725671,0.089837934,0.07568723,0.096093956,0.022867431,0.094117649,0.074509807,0.061437909,0.020915033,0.039015554,0.015353061,0.091729924,0.00813773,1,20606,1013.282,1.186962897,1.269619142,0.302130639,0.107028605,0.11448173,0.027243161,5.76028E-05,6.16141E-05,1.46623E-05
1958,1,6HR,Female,WT,BY53,NOIR,2,7479.694308,4475.613179,8075.997611,1246.538602,0.141650146,0.08475898,0.152942914,0.023606897,0.141176477,0.084967323,0.141176477,0.020915033,0.059586849,0.020255015,0.081178436,0.007458292,1,46665,1659.222,1.671211074,1.804444953,0.278517949,0.160284888,0.173063272,0.026712495,3.58129E-05,3.86681E-05,5.96845E-06
1958,2,6HR,Female,WT,BY53,NOIR,2,606.8274714,1337.271937,5314.521732,292.4418411,0.032789078,0.072257629,0.287162789,0.015801688,0.031372551,0.071895428,0.332026154,0.015686275,0.011324384,0.012600894,0.067384601,0.003390866,2,14684,1112.95,0.453780158,3.974151842,0.218685395,0.041325761,0.361926024,0.01991568,3.0903E-05,0.000270645,1.48928E-05
1959,1,6HR,Female,WT,BY53,NOIR,2,10522.10226,8893.734857,20362.16921,2218.227523,0.10086371,0.08525436,0.195189505,0.021263684,0.086274512,0.084967323,0.18300654,0.020915033,0.056771501,0.016214077,0.0775177,0.006209787,1,95901,2207.232,1.183091517,2.289495868,0.249414623,0.109718379,0.212324889,0.02313039,1.23366E-05,2.38735E-05,2.60075E-06
1960,1,6HR,Female,WT,BY53,NOIR,2,393.7686393,545.6745279,2523.430145,160.094123,0.049661829,0.068820094,0.318253266,0.02019096,0.043137256,0.06797386,0.332026154,0.018300654,0.018048995,0.010472941,0.031071558,0.004956907,1,5785,575.284,0.721618143,4.624423564,0.293387569,0.068067181,0.436202272,0.027674006,0.00012474,0.000799382,5.07152E-05
1960,2,6HR,Female,WT,BY53,NOIR,2,313.5843233,207.8862808,346.6719046,57.11634164,0.11014553,0.073019417,0.121767441,0.020061939,0.117647059,0.071895428,0.107189544,0.018300654,0.044165433,0.013000235,0.052011442,0.004880579,2,2310,288.476,1.508441645,1.667603573,0.274748008,0.135750789,0.150074418,0.024725689,0.000653005,0.000721906,0.000118939
1960,3,6HR,Female,WT,BY53,NOIR,2,6946.659031,5195.941303,7612.8891,1425.07194,0.115708226,0.086547093,0.126805402,0.023736957,0.117647059,0.084967323,0.112418301,0.023529412,0.041561246,0.018510465,0.058183739,0.007024542,3,54515,1537.954,1.336939474,1.46516072,0.274266366,0.127426562,0.139647603,0.026140914,2.45242E-05,2.68763E-05,5.03103E-06
1963,1,6HR,Female,WT,BY53,NOIR,2,377.7960906,639.3869481,2527.462822,153.9268032,0.04142501,0.070108218,0.277134081,0.016877939,0.035294119,0.070588239,0.332026154,0.015686275,0.020535067,0.014085723,0.07915486,0.003405675,1,6893,610.634,0.590872384,3.952947162,0.240741234,0.05480866,0.366670945,0.022330887,8.57206E-05,0.000573473,3.49255E-05
1965,1,6HR,Female,WT,BY53,NOIR,2,4755.388368,9100.038138,27390.31587,1894.606595,0.055234199,0.105697638,0.318140611,0.022006,0.050980393,0.108496733,0.332026154,0.020915033,0.026824462,0.027237756,0.040606851,0.009800868,1,79224,1570.534,0.52256796,3.009912206,0.208197654,0.060024593,0.345732554,0.023914554,6.59608E-06,3.79924E-05,2.62796E-06
1965,2,6HR,Female,WT,BY53,NOIR,2,1968.96868,1290.381735,4219.800124,637.2340074,0.117529319,0.07702392,0.251883252,0.038037009,0.090196081,0.077124186,0.277124196,0.02875817,0.090002638,0.016069431,0.08268287,0.022995055,2,14059,675.36,1.525880774,3.270195175,0.493833716,0.140050408,0.300149379,0.045325699,0.000108534,0.000232605,3.51258E-05
1967,1,6HR,Female,WT,BY53,NOIR,2,1877.905938,1322.049708,3547.564804,408.575176,0.11102672,0.078163043,0.209741327,0.024156035,0.105882354,0.077124186,0.193464056,0.023529412,0.035876743,0.016818865,0.065789345,0.006693074,1,13945,768.06,1.420450325,2.683382313,0.309046758,0.13466518,0.254396902,0.029299045,0.000101861,0.000192426,2.21618E-05
1970,1,6HR,Female,WT,BY53,NOIR,2,3529.462846,2158.373918,2116.620974,726.3320483,0.125885895,0.076983055,0.075493847,0.025906197,0.117647059,0.077124186,0.05751634,0.023529412,0.055171122,0.014430616,0.057356974,0.00801022,1,23433,1241.096,1.635241612,0.98065537,0.336518173,0.150619334,0.090326504,0.030996119,6.97837E-05,4.18493E-05,1.43609E-05
1973,1,6HR,Female,WT,BY53,NOIR,2,4721.368756,4883.388359,12265.46312,1154.996116,0.079262814,0.081982815,0.205913829,0.019390191,0.05882353,0.083660133,0.228758171,0.018300654,0.052230834,0.017753727,0.109313198,0.004556488,1,52528,1812.896,0.966822298,2.511670631,0.236515311,0.089882896,0.233503334,0.021988199,1.84058E-05,4.78158E-05,4.50265E-06
1975,1,6HR,Female,WT,BY53,NOIR,2,718.8941359,558.0039385,1404.618341,144.3686323,0.093472128,0.072552846,0.182631432,0.018771113,0.094117649,0.071895428,0.15947713,0.018300654,0.033542181,0.01440619,0.090564505,0.004235366,1,5832,457.004,1.288331652,2.517219403,0.258723321,0.12326717,0.240846766,0.024754567,0.000220907,0.000431622,4.43627E-05
1976,1,6HR,Female,WT,BY53,NOIR,2,382.7529522,261.6888973,718.6170111,75.54510055,0.097566391,0.066706321,0.183180477,0.019256972,0.082352944,0.06666667,0.18169935,0.018300654,0.04281494,0.010783188,0.060453939,0.005612233,1,2536,384.444,1.462625874,2.746073748,0.288682865,0.15092782,0.283366329,0.029789078,0.000576745,0.001082837,0.000113834
1978,1,6HR,Female,WT,BY53,NOIR,2,16379.42008,14818.97038,30771.91987,2800.274593,0.129186444,0.116878991,0.242701811,0.0220861,0.078431375,0.117647059,0.277124196,0.020915033,0.109443959,0.039052224,0.097604112,0.006138565,1,117775,2225.028,1.105300818,2.076522125,0.18896553,0.139073828,0.26127718,0.023776477,9.38485E-06,1.76313E-05,1.60446E-06
1980,1,6HR,Female,WT,BY53,NOIR,2,2310.282423,4827.732134,15389.76649,962.3712752,0.044134842,0.092227336,0.294000812,0.01838481,0.035294119,0.094117649,0.332026154,0.018300654,0.026131763,0.024940334,0.072121248,0.005282259,1,45974,1471.114,0.478544037,3.187783842,0.19934231,0.050251934,0.334749347,0.020932946,1.0409E-05,6.93388E-05,4.33598E-06
1982,1,6HR,Female,WT,BY53,NOIR,2,4481.529526,2754.290256,5083.498187,655.4849876,0.147856467,0.090870678,0.167716865,0.021626031,0.109803922,0.09150327,0.145098045,0.020915033,0.10939248,0.022933385,0.107527822,0.005898143,1,26435,955.97,1.627108659,1.845665385,0.237986896,0.16953015,0.192301804,0.024796103,6.15513E-05,6.9819E-05,9.00272E-06
1986,1,6HR,Female,WT,BY53,NOIR,2,11472.3964,16055.89715,32096.97346,3198.57265,0.071709648,0.100359393,0.200626147,0.019993078,0.05882353,0.100653596,0.197385624,0.018300654,0.041561288,0.03133922,0.094395962,0.005662053,1,148884,3203.158,0.714528518,1.999076922,0.199214819,0.077055939,0.215583766,0.021483656,4.79923E-06,1.34271E-05,1.33805E-06
1986,2,6HR,Female,WT,BY53,NOIR,2,8427.541419,10489.20815,33603.70693,2181.87459,0.06200004,0.077167384,0.24721696,0.016051693,0.047058824,0.077124186,0.256209165,0.015686275,0.043043893,0.01503677,0.069262566,0.003721268,2,127974,2196.614,0.803448773,3.203645733,0.208011373,0.065853544,0.262582297,0.017049358,6.27822E-06,2.50336E-05,1.62542E-06
1988,1,6HR,Female,WT,BY53,NOIR,2,123.321573,265.9647144,1158.658858,63.27843381,0.030715211,0.066242768,0.28858253,0.015760507,0.031372551,0.06666667,0.332026154,0.015686275,0.006015136,0.010419432,0.058654893,0.0031354,1,2622,427.584,0.463676444,4.356438261,0.23792041,0.047033399,0.441898878,0.024133651,0.000176841,0.001661494,9.074E-05
1988,2,6HR,Female,WT,BY53,NOIR,2,777.3372799,1392.397431,6007.217184,333.7072021,0.038294363,0.068594386,0.295936607,0.016439588,0.035294119,0.06797386,0.332026154,0.015686275,0.01240697,0.010478745,0.05706611,0.003517884,2,16250,1182.886,0.558272561,4.314297808,0.239663759,0.04783614,0.369674904,0.020535828,3.43552E-05,0.000265495,1.47485E-05
1989,1,6HR,Female,WT,BY53,NOIR,2,1120.211801,2038.213137,7658.668207,441.320278,0.039419094,0.07172261,0.269500606,0.015529604,0.035294119,0.071895428,0.325490206,0.015686275,0.016687069,0.01203002,0.081222929,0.00328968,1,23780,1153.472,0.549604838,3.7575404,0.216523125,0.047107309,0.322063423,0.018558464,2.31121E-05,0.000158013,9.10526E-06
1989,2,6HR,Female,WT,BY53,NOIR,2,354.7529509,357.5594845,1098.002647,83.48235546,0.088181196,0.088878818,0.272931307,0.020751269,0.074509807,0.09150327,0.279738575,0.020915033,0.044810333,0.019408009,0.052808844,0.004766095,2,2794,241.674,0.992150862,3.07082512,0.23347823,0.12696956,0.392985915,0.029879154,0.000355101,0.001099078,8.35641E-05
1990,1,6HR,Female,WT,BY53,NOIR,2,3505.686377,5558.483786,18603.43197,1105.145139,0.055062849,0.087305571,0.292198972,0.01735821,0.047058824,0.088888891,0.332026154,0.018300654,0.037252582,0.017991849,0.061391821,0.003698532,1,58393,1244.988,0.630691122,3.34685369,0.19882133,0.060036072,0.318590104,0.018925987,1.08008E-05,5.7316E-05,3.40488E-06
1990,2,6HR,Female,WT,BY53,NOIR,2,1478.756909,2227.126867,9840.461743,482.0235474,0.048095912,0.072436313,0.320056649,0.015677602,0.035294119,0.071895428,0.332026154,0.015686275,0.031952274,0.013421968,0.031509554,0.003367577,2,26782,948.868,0.663975156,4.418455854,0.216432909,0.055214581,0.367428188,0.017998041,2.47918E-05,0.000164979,8.08128E-06
1992,1,6HR,Female,WT,BY53,NOIR,2,913.1882661,1740.61051,7890.45122,440.2039381,0.033927339,0.064668246,0.293150959,0.016354731,0.031372551,0.064052291,0.332026154,0.015686275,0.008248324,0.011872259,0.070043913,0.003497755,1,23254,961.384,0.524636764,4.533151543,0.252902034,0.039270159,0.339315869,0.018930246,2.25611E-05,0.000194941,1.08756E-05
1993,1,6HR,Female,WT,BY53,NOIR,2,4791.07857,7986.734797,25800.90667,1650.054954,0.056479253,0.094150995,0.304151961,0.019451543,0.050980393,0.095424838,0.332026154,0.018300654,0.031585487,0.019487059,0.066625347,0.00442262,1,78911,1409.522,0.599879512,3.230469939,0.206599442,0.060714965,0.326962105,0.020910329,7.60198E-06,4.09381E-05,2.61813E-06
1996,1,6HR,Female,WT,BY53,NOIR,2,259.8392235,258.0627534,790.3111344,79.51111352,0.067107237,0.066648438,0.204109281,0.020534895,0.06666667,0.06666667,0.184313729,0.020915033,0.016256026,0.009788273,0.094362608,0.003925874,1,2521,388.202,1.006883869,3.062476564,0.308107669,0.103069902,0.313491128,0.031539513,0.000399399,0.001214786,0.000122216
1996,2,6HR,Female,WT,BY53,NOIR,2,1194.290231,1245.234025,5259.947876,301.3098148,0.071262619,0.074302406,0.313858099,0.017978985,0.06666667,0.074509807,0.332026154,0.018300654,0.030429559,0.012756536,0.038443144,0.003694327,2,13716,801.512,0.95908898,4.224063726,0.241970432,0.087072779,0.38348993,0.021967761,6.99248E-05,0.000307966,1.76415E-05
1997,1,6HR,Female,WT,BY53,NOIR,2,3223.015773,2826.841906,5462.089027,569.4928303,0.090963416,0.079782172,0.154156949,0.016072839,0.070588239,0.078431375,0.129411772,0.015686275,0.060351155,0.016682608,0.068505839,0.004270235,1,30412,1425.42,1.140147161,1.932223028,0.201459031,0.105978422,0.179603085,0.018725925,3.749E-05,6.35349E-05,6.62433E-06
1997,2,6HR,Female,WT,BY53,NOIR,2,448.9764838,778.4823778,2326.145165,147.0405278,0.041167842,0.071381109,0.213290406,0.013482535,0.039215688,0.070588239,0.20784314,0.013071896,0.014021969,0.012166363,0.058972035,0.003096771,2,8585,671.054,0.576733008,2.988051151,0.188880997,0.052297785,0.270954591,0.01712761,6.71792E-05,0.000348055,2.20013E-05
1998,1,6HR,Female,WT,BY53,NOIR,2,9134.953205,14857.86969,41180.11369,2588.256295,0.065306576,0.106220204,0.294400218,0.01850367,0.050980393,0.111111112,0.332026154,0.018300654,0.048802289,0.028024046,0.056506317,0.004645466,1,130458,2409.32,0.614822542,2.771602831,0.174201036,0.070022177,0.315658018,0.019839767,4.7128E-06,2.12452E-05,1.3353E-06
2000,1,6HR,Female,WT,BY53,NOIR,2,435.4235434,423.5045888,736.7228941,111.1346445,0.071043163,0.069098481,0.120202789,0.01813259,0.070588239,0.06797386,0.112418301,0.018300654,0.014918937,0.010931741,0.04020056,0.003664064,1,4199,534.074,1.028143626,1.739586568,0.262416624,0.103696962,0.175451987,0.026466931,0.000244854,0.000414286,6.2495E-05
2000,2,6HR,Female,WT,BY53,NOIR,2,564.5921728,792.9202809,1435.682397,171.8902023,0.057231847,0.080377119,0.145532934,0.017424248,0.050980393,0.081045754,0.120261438,0.018300654,0.027424273,0.022448724,0.109884312,0.003861045,2,7822,468.52,0.712041534,1.810626404,0.21678119,0.072180027,0.183544157,0.021975224,9.10306E-05,0.000231479,2.77143E-05
2002,1,6HR,Female,WT,BY53,NOIR,2,4557.890321,5022.930819,10341.42773,1003.268007,0.086579483,0.095413168,0.196440767,0.019057595,0.062745102,0.098039217,0.200000003,0.018300654,0.070092667,0.022754385,0.08382226,0.004275326,1,48062,1056.804,0.907416503,2.058843353,0.199737572,0.094833555,0.215168485,0.020874454,1.88801E-05,4.28372E-05,4.15583E-06
2003,1,6HR,Female,WT,BY53,NOIR,2,241.2862817,462.9124307,1385.728146,107.7385658,0.042345785,0.081241213,0.243195533,0.018908137,0.039215688,0.081045754,0.253594786,0.018300654,0.013943735,0.016206487,0.085301056,0.003922769,1,4788,318.998,0.521235261,2.993499535,0.232740706,0.05039396,0.289416906,0.022501789,0.000108863,0.000625209,4.86092E-05
2003,2,6HR,Female,WT,BY53,NOIR,2,1412.749059,2813.339939,7520.625066,554.494135,0.050677945,0.100919752,0.269778852,0.019890739,0.047058824,0.101960786,0.332026154,0.018300654,0.023352201,0.026936682,0.083470097,0.00455727,2,25437,729.028,0.502160809,2.673201685,0.197094609,0.055539138,0.29565692,0.021798724,1.97414E-05,0.000105091,7.74834E-06
2003,3,6HR,Female,WT,BY53,NOIR,2,6299.858999,9656.669525,23421.39678,2022.922934,0.071564097,0.109696238,0.266058511,0.022979666,0.062745102,0.111111112,0.332026154,0.023529412,0.033468984,0.030764126,0.090355997,0.006116187,3,80922,1699.304,0.652384239,2.425411444,0.209484536,0.077851005,0.289431759,0.02499843,8.06189E-06,2.99722E-05,2.58872E-06
2006,1,6HR,Female,WT,BY53,NOIR,2,2686.070664,1819.73599,6273.289086,460.4209274,0.131130183,0.088836945,0.306253129,0.022477101,0.078431375,0.088888891,0.332026154,0.023529412,0.132021658,0.023724723,0.055760682,0.004874939,1,17657,634.672,1.476077123,3.447362211,0.253015234,0.152124974,0.355286237,0.02607583,8.35973E-05,0.000195241,1.43295E-05
2009,1,6HR,Female,WT,BY53,NOIR,2,1032.568658,1628.388282,5856.37142,445.9346552,0.047024713,0.074159226,0.26670787,0.020308528,0.043137256,0.074509807,0.309803933,0.018300654,0.017682264,0.016226083,0.081167165,0.007747146,1,17672,1087.256,0.634104697,3.596421987,0.273850322,0.058429643,0.331392679,0.025233966,3.58819E-05,0.00020351,1.54963E-05
2010,1,6HR,Female,WT,BY53,NOIR,2,746.2510011,1573.866704,5132.274665,371.0196193,0.040168533,0.084716692,0.276255499,0.019970913,0.039215688,0.084967323,0.332026154,0.020915033,0.01077053,0.021081928,0.075852631,0.004427267,1,15869,608.564,0.474151336,3.260933503,0.235737638,0.047025711,0.323415128,0.023380151,2.98791E-05,0.000205491,1.48552E-05
2010,2,6HR,Female,WT,BY53,NOIR,2,550.3411916,524.345111,1794.921625,130.7529454,0.081786475,0.077923185,0.266744186,0.01943126,0.070588239,0.078431375,0.303267986,0.018300654,0.042116769,0.020929992,0.07924842,0.004604595,2,4992,378.96,1.049578188,3.42316842,0.249364288,0.11024463,0.35955962,0.026192497,0.000210252,0.000685731,4.99528E-05
2018,1,6HR,Female,WT,BY53,NOIR,2,7713.686507,11399.29974,26212.39035,2027.681102,0.085872694,0.126902821,0.291809705,0.022573181,0.074509807,0.132026151,0.332026154,0.023529412,0.045919718,0.03189718,0.066761563,0.005695635,1,83945,1323.892,0.676680733,2.299473735,0.17787769,0.091889767,0.31225672,0.024154876,8.061E-06,2.73926E-05,2.11898E-06
2019,1,6HR,Female,WT,BY53,NOIR,2,2280.905945,2719.415742,7642.151862,649.1137459,0.076906937,0.091692486,0.257675901,0.021886632,0.054901961,0.095424838,0.284967333,0.018300654,0.061620247,0.023205068,0.079893446,0.010323124,1,26250,765.92,0.838748526,2.810218292,0.238696032,0.086891655,0.291129595,0.024728143,3.19523E-05,0.000107056,9.09318E-06
2020,1,6HR,Female,WT,BY53,NOIR,2,302.7882445,400.7869394,1660.308547,92.58823857,0.059615721,0.0789106,0.326896741,0.01822962,0.05882353,0.078431375,0.332026154,0.018300654,0.017828431,0.015427665,0.023985141,0.003792563,1,3730,272.298,0.75548431,4.142621388,0.231016107,0.081176473,0.445122935,0.024822584,0.000202543,0.001110622,6.19346E-05
2020,2,6HR,Female,WT,BY53,NOIR,2,3602.902057,3749.653681,8356.862989,830.7137527,0.082608842,0.085973625,0.191609643,0.019046952,0.062745102,0.087581702,0.176470593,0.018300654,0.049722125,0.019069435,0.093652729,0.004881514,2,38945,1122.842,0.960862619,2.228702622,0.221544127,0.09251257,0.214581153,0.021330434,2.46723E-05,5.72269E-05,5.68864E-06
2023,1,6HR,Female,WT,BY53,NOIR,2,909.1529674,1192.547747,4876.121721,404.8392269,0.056141347,0.073641333,0.301106689,0.024999335,0.054901961,0.071895428,0.332026154,0.023529412,0.015944787,0.017489797,0.055836748,0.011698206,1,13275,723.85,0.762361901,4.088827247,0.339474229,0.068486099,0.367316137,0.030496364,5.74284E-05,0.00030801,2.55724E-05
2024,1,6HR,Female,WT,BY53,NOIR,2,3174.886362,3543.805314,10457.36894,951.3438199,0.089147143,0.099505962,0.293630846,0.026712636,0.074509807,0.104575165,0.332026154,0.026143791,0.057878085,0.029401032,0.069925951,0.006913291,1,31646,888.754,0.895897511,2.950886974,0.26845262,0.100325045,0.330448364,0.030062056,2.831E-05,9.32468E-05,8.48299E-06
2024,2,6HR,Female,WT,BY53,NOIR,2,2420.419679,3481.891599,9909.550625,956.2405546,0.074764307,0.107552097,0.306095961,0.0295373,0.070588239,0.112418301,0.332026154,0.02875817,0.033082953,0.035140645,0.064993935,0.007390308,2,28857,784.366,0.695145041,2.846025025,0.274632489,0.083876345,0.343401969,0.033137213,2.40893E-05,9.86251E-05,9.51701E-06
2027,1,24HR,Female,WT,BY53,IR,3,8994.62379,28363.18117,3055.486361,2527.262826,0.073125834,0.230591219,0.024840949,0.020546518,0.05882353,0.23137255,0.019607844,0.018300654,0.050938603,0.104502952,0.019254391,0.008128424,1,115005,1819.374,0.317123236,0.10772721,0.089103645,0.078210719,0.026568291,0.021975243,2.75747E-06,9.36718E-07,7.74781E-07
2041,1,24HR,Female,WT,BY53,IR,3,42.60392325,363.4392247,3.545098145,68.72157087,0.011791841,0.100592091,0.000981206,0.01902064,0.011764706,0.084967323,0.00130719,0.018300654,0.00359649,0.054370844,0.000736302,0.004620458,1,2574,214.534,0.11722434,0.009754308,0.18908683,0.016551641,0.001377272,0.026698357,4.55417E-05,3.78955E-06,7.34603E-05
2052,1,24HR,Female,WT,BY53,IR,3,1599.866716,4494.836706,417.8287707,641.2706095,0.045845394,0.128802955,0.0119732,0.018376096,0.043137256,0.117647059,0.010457517,0.018300654,0.020592562,0.057198007,0.006762008,0.004639564,1,30904,984.25,0.355934335,0.092957497,0.142668277,0.05176892,0.013520216,0.020750408,1.15174E-05,3.00794E-06,4.6165E-06
2054,1,24HR,Female,WT,BY53,IR,3,975.1921854,1851.919003,469.7764834,197.6732099,0.073962244,0.140456504,0.035629616,0.01499228,0.05882353,0.145098045,0.03398693,0.015686275,0.052310375,0.069460973,0.021905387,0.003512868,1,11063,456.24,0.526584685,0.253670103,0.106739663,0.088148982,0.042463752,0.017867957,4.75987E-05,2.29296E-05,9.64835E-06
2065,1,24HR,Female,WT,BY53,IR,3,12114.8278,57572.77929,8440.476046,3653.898157,0.066651782,0.316746419,0.046436712,0.020102541,0.062745102,0.349019617,0.039215688,0.018300654,0.040690533,0.148486,0.032841109,0.007340947,1,171092,2919.91,0.210426315,0.146605325,0.063465725,0.07080885,0.049332967,0.021356336,1.2299E-06,8.5688E-07,3.70945E-07
2065,2,24HR,Female,WT,BY53,IR,3,9489.427719,34609.9983,5426.980541,2490.112498,0.0717293,0.261612293,0.041021811,0.018822423,0.062745102,0.270588249,0.02875817,0.018300654,0.050852586,0.133489963,0.036858908,0.00592376,2,123592,2393.186,0.274181687,0.156803837,0.071947779,0.076780275,0.043910452,0.020147845,2.21844E-06,1.26872E-06,5.82139E-07
2065,3,24HR,Female,WT,BY53,IR,3,551.1137423,1535.231411,25.85228839,240.1856296,0.036841617,0.102629281,0.00172821,0.016056262,0.035294119,0.094117649,0.00130719,0.015686275,0.015305246,0.046480315,0.000804515,0.004475991,3,12308,595.908,0.358977636,0.016839343,0.156449137,0.044776872,0.002100446,0.019514595,2.91662E-05,1.36816E-06,1.27112E-05
2067,1,24HR,Female,WT,BY53,IR,3,663.4000186,2299.434048,175.790855,256.9464135,0.049356448,0.171076114,0.013078704,0.019116614,0.047058824,0.169934645,0.007843138,0.018300654,0.02516955,0.09848406,0.013684013,0.004362175,1,11341,446.342,0.288505782,0.076449618,0.111743328,0.058495725,0.015500472,0.022656416,2.54392E-05,6.74099E-06,9.85304E-06
2070,1,24HR,Female,WT,BY53,IR,3,2145.811825,4545.274638,1037.699375,389.9607981,0.095233971,0.201725308,0.046054473,0.017306977,0.050980393,0.220915034,0.044444446,0.018300654,0.088796077,0.094881244,0.027715501,0.004064391,1,19835,576.698,0.472097287,0.228302899,0.085794771,0.108183102,0.052316581,0.019660237,2.38012E-05,1.15101E-05,4.32542E-06
2081,1,24HR,Female,WT,BY53,IR,3,2698.105965,6382.211954,605.6993662,904.0470915,0.044112647,0.104345889,0.009902874,0.014780706,0.043137256,0.101960786,0.009150327,0.015686275,0.018564257,0.032272047,0.004147637,0.003315516,1,55142,1624.438,0.422754052,0.094904301,0.14165106,0.048930143,0.010984356,0.016394891,7.66664E-06,1.72109E-06,2.56884E-06
2083,1,24HR,Female,WT,BY53,IR,3,5798.937416,15247.91146,3991.613178,857.5215983,0.117173922,0.308100858,0.080654944,0.017327169,0.082352944,0.359477133,0.083660133,0.018300654,0.093249139,0.139197788,0.04639002,0.004239737,1,45322,920.932,0.380310276,0.261780978,0.056238627,0.127949725,0.088072309,0.018920648,8.3913E-06,5.77602E-06,1.24087E-06
2085,1,24HR,Female,WT,BY53,IR,3,979.0314019,2693.759549,306.7751725,315.6444558,0.047937688,0.131898328,0.015021063,0.015455342,0.043137256,0.13464053,0.009150327,0.015686275,0.026770715,0.058891387,0.014494118,0.003971891,1,17817,573.042,0.363444244,0.113883651,0.117176181,0.054949284,0.017218116,0.017715915,2.03987E-05,6.39185E-06,6.57665E-06
