ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,CASP_Intensity_IntegratedIntensity_CASPGray,DNA_Intensity_IntegratedIntensity_,EDU_Intensity_IntegratedIntensity_EdU,TUNEL_Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1676,2,6HR,Male,WT,BY52,IR,1,20431.69468,8970.58324,1772.041882,1926.810527,0.189317334,0.083120218,0.016419502,0.017853567,0.184313729,0.083660133,0.014379085,0.018300654,0.098009814,0.017507055,0.009628182,0.00392916,2,97790,2818.656,2.277632806,0.197539205,0.214792113,0.208934397,0.018120891,0.019703554,2.32911E-05,2.02003E-06,2.19646E-06
1696,1,6HR,Male,WT,BY52,IR,1,7511.957067,5573.866831,623.9411968,1591.853646,0.103000878,0.076426579,0.008555226,0.021826845,0.098039217,0.077124186,0.007843138,0.020915033,0.043076936,0.01466202,0.004528208,0.007160075,1,64739,2294.422,1.347710179,0.111940456,0.285592335,0.116034493,0.009637795,0.02458879,2.08176E-05,1.7291E-06,4.41144E-06
1713,1,6HR,Male,WT,BY52,IR,1,2762.59614,1238.368667,220.4849742,310.67975,0.157278459,0.070502059,0.012552518,0.017687432,0.168627456,0.070588239,0.011764706,0.018300654,0.061186519,0.01185682,0.00536184,0.003617475,1,13819,1068.772,2.23083498,0.178044697,0.250878239,0.199912884,0.015955205,0.022482072,0.000161432,1.28841E-05,1.81546E-05
1716,1,6HR,Male,WT,BY52,IR,1,8405.035508,4051.675935,289.5150429,953.8483999,0.158367447,0.076341566,0.005455034,0.017972385,0.172549024,0.077124186,0.005228758,0.018300654,0.081315033,0.015335651,0.00273801,0.00460397,1,46026,1914.214,2.074458975,0.071455627,0.235420704,0.182614946,0.00629025,0.020724121,4.50715E-05,1.55251E-06,5.11495E-06
1738,1,6HR,Male,WT,BY52,IR,1,364.9294211,241.4039278,107.7882382,68.07581912,0.109129612,0.07219017,0.032233325,0.020357601,0.109803922,0.070588239,0.026143791,0.020915033,0.023722135,0.018526488,0.020055379,0.003917651,1,2179,259.642,1.511696286,0.446505735,0.281999633,0.167475641,0.049466837,0.031241771,0.000693757,0.000204913,0.000129417
1739,1,6HR,Male,WT,BY52,IR,1,7780.564914,3796.989638,2567.59484,815.2706141,0.186741028,0.091131397,0.061624741,0.019567277,0.180392161,0.088888891,0.049673203,0.018300654,0.127440135,0.028636142,0.046893902,0.004716218,1,36246,1369.898,2.049140413,0.676218553,0.214714996,0.21465996,0.070838019,0.022492706,5.65342E-05,1.86564E-05,5.92383E-06
1741,1,6HR,Male,WT,BY52,IR,1,1461.549062,1067.074537,174.3333386,209.2862824,0.113916529,0.083170268,0.013587945,0.016312259,0.109803922,0.083660133,0.011764706,0.015686275,0.037471116,0.015390715,0.006156511,0.003487486,1,10484,536.64,1.36967851,0.163375034,0.196130894,0.139407579,0.016628514,0.019962446,0.000130645,1.55833E-05,1.87076E-05
1748,1,6HR,Male,WT,BY52,IR,1,17026.74947,8590.017223,1220.562129,2516.120339,0.15772811,0.079574036,0.011306736,0.023308201,0.156862751,0.078431375,0.009150327,0.020915033,0.068011712,0.016995538,0.006530579,0.007919998,1,96862,3070.712,1.982155452,0.142090766,0.292912141,0.175783584,0.012601042,0.025976341,2.04637E-05,1.46694E-06,3.02402E-06
1753,1,6HR,Male,WT,BY52,IR,1,3172.317729,2236.945153,2002.116393,488.501978,0.119999914,0.084617384,0.075734468,0.018478665,0.105882354,0.084967323,0.073202617,0.018300654,0.055718691,0.023174757,0.042730929,0.003849116,1,22914,827.512,1.4181473,0.895022567,0.218379059,0.13844452,0.087375246,0.021318931,6.189E-05,3.90601E-05,9.53038E-06
1758,1,6HR,Male,WT,BY52,IR,1,7483.670803,2687.150405,513.6026298,1327.801346,0.213313309,0.076594088,0.014639644,0.037847429,0.223529413,0.074509807,0.013071896,0.031372551,0.079599827,0.015230631,0.006905211,0.018818659,1,30779,1367.554,2.78498397,0.191132818,0.494129894,0.243142103,0.016686787,0.043139847,9.04833E-05,6.20984E-06,1.60541E-05
1758,2,6HR,Male,WT,BY52,IR,1,3193.380475,1426.057553,268.3241911,384.5438031,0.180743744,0.080714147,0.015187016,0.021764988,0.164705887,0.081045754,0.014379085,0.020915033,0.092660173,0.017632228,0.00647721,0.0064463,2,15262,736.27,2.23930687,0.188158038,0.269655178,0.209237353,0.017581195,0.025196161,0.000146724,1.23285E-05,1.76684E-05
1768,1,6HR,Male,WT,BY52,IR,1,10555.24344,6396.536114,4266.883776,1385.288933,0.158095461,0.095806727,0.063908991,0.02074873,0.145098045,0.094117649,0.056209151,0.020915033,0.093204022,0.02810419,0.03904833,0.005947973,1,59934,1781.1,1.650149902,0.667061625,0.21656861,0.17611445,0.071193042,0.023113574,2.75328E-05,1.11299E-05,3.61345E-06
1771,1,6HR,Male,WT,BY52,IR,1,4603.14915,3453.524284,841.8444684,835.597414,0.103562571,0.077698081,0.018939985,0.018799438,0.098039217,0.077124186,0.018300654,0.018300654,0.044989625,0.016030714,0.008976211,0.004591773,1,40002,1306.542,1.332884547,0.243763877,0.241954984,0.115072975,0.021045059,0.020888891,3.33204E-05,6.09379E-06,6.04857E-06
1771,2,6HR,Male,WT,BY52,IR,1,9832.812036,4081.154362,713.3634201,1203.071934,0.18831754,0.078162071,0.013662302,0.023041175,0.196078435,0.077124186,0.011764706,0.020915033,0.079748515,0.01698465,0.007637548,0.00840506,2,44689,2182.996,2.409321276,0.174794521,0.294787167,0.220027569,0.015962841,0.026920986,5.39131E-05,3.91135E-06,6.59641E-06
1771,3,6HR,Male,WT,BY52,IR,1,5221.12171,3477.839315,1390.271934,745.2418579,0.116464905,0.077578392,0.031012089,0.016623731,0.105882354,0.077124186,0.026143791,0.015686275,0.061551971,0.016531565,0.017049222,0.003647949,3,40272,1341.408,1.501254439,0.39975163,0.214283005,0.129646447,0.034522048,0.018505211,3.72779E-05,9.92629E-06,5.32089E-06
1772,1,6HR,Male,WT,BY52,IR,1,705.5294354,349.9804025,42.46274653,124.3738592,0.134489027,0.066713763,0.008094309,0.023708322,0.13333334,0.06666667,0.007843138,0.023529412,0.022485913,0.011955773,0.003001818,0.004178749,1,3709,374.858,2.015911263,0.121328926,0.355373782,0.190220932,0.01144857,0.03353299,0.000543519,3.2712E-05,9.58139E-05
1774,1,6HR,Male,WT,BY52,IR,1,10780.38462,4774.962213,1161.318988,1446.454947,0.185226794,0.082042615,0.019953592,0.024852751,0.188235298,0.083660133,0.018300654,0.020915033,0.093017512,0.017702878,0.010536118,0.011404514,1,52296,1553.528,2.257690038,0.24321009,0.302924899,0.206141667,0.02220665,0.027658998,4.31714E-05,4.65064E-06,5.79251E-06
1781,1,6HR,Male,WT,BY52,IR,1,18975.78876,10795.97154,7289.13353,2806.499435,0.138743347,0.078935808,0.053295217,0.020519997,0.129411772,0.078431375,0.047058824,0.020915033,0.061727425,0.016395034,0.031672572,0.005014508,1,125105,3239.342,1.7576731,0.675171614,0.259958025,0.1516789,0.058264126,0.022433152,1.40496E-05,5.39684E-06,2.07792E-06
1782,1,6HR,Male,WT,BY52,IR,1,3001.204,1349.066705,1789.189591,326.1568744,0.169081916,0.076003758,0.100799414,0.018375035,0.160784319,0.074509807,0.103267975,0.018300654,0.0630722,0.015126836,0.038131206,0.00366069,1,14490,900.836,2.224652042,1.326242494,0.241764824,0.207122429,0.123477543,0.022509101,0.00015353,9.15281E-05,1.66849E-05
1782,2,6HR,Male,WT,BY52,IR,1,16991.66715,8347.06033,8693.06559,1896.005291,0.178515776,0.087694865,0.091330023,0.019919579,0.164705887,0.087581702,0.086274512,0.018300654,0.072199449,0.02234608,0.046792991,0.004799734,2,86056,2418.536,2.03564686,1.041452349,0.22714647,0.197448954,0.10101638,0.022032227,2.36549E-05,1.2102E-05,2.63952E-06
1786,1,6HR,Male,WT,BY52,IR,1,29590.12623,16455.57688,8391.345324,5168.311264,0.160243729,0.089114287,0.045442877,0.02798871,0.168627456,0.087581702,0.037908498,0.023529412,0.062881966,0.021608554,0.025927844,0.015290149,1,169379,4617.826,1.798182248,0.509939298,0.314076577,0.174697727,0.049541828,0.030513294,1.06163E-05,3.01064E-06,1.85428E-06
1787,1,6HR,Male,WT,BY52,IR,1,6972.811961,3840.081162,1371.087619,1357.542525,0.137365536,0.075650227,0.02701065,0.02674381,0.137254909,0.074509807,0.023529412,0.020915033,0.073732338,0.015606615,0.012957143,0.013701573,1,44359,1699.45,1.81579807,0.357046521,0.353519227,0.157190468,0.030908894,0.030603542,4.09342E-05,8.04902E-06,7.9695E-06
1790,1,6HR,Male,WT,BY52,IR,1,3013.364784,945.2862993,551.5830216,227.3071973,0.247423006,0.077616085,0.045289681,0.018663864,0.235294119,0.077124186,0.041830067,0.018300654,0.069362696,0.017479581,0.021399547,0.004167327,1,9461,693.672,3.187780026,0.583508956,0.240463865,0.318503835,0.05830071,0.024025705,0.000336939,6.16752E-05,2.54163E-05
1790,2,6HR,Male,WT,BY52,IR,1,4205.094248,1593.554292,1047.090224,456.8836758,0.203115213,0.076972144,0.050576739,0.022068477,0.20784314,0.077124186,0.045751635,0.018300654,0.093143238,0.017621696,0.024560074,0.008240317,2,16729,1126.224,2.638814548,0.657078475,0.286707317,0.251365548,0.062591322,0.027310878,0.000157739,3.92778E-05,1.71383E-05
1796,1,6HR,Male,WT,BY52,IR,1,10914.11794,3722.520358,4185.81318,1096.415719,0.260219301,0.088754002,0.099800038,0.026141236,0.250980407,0.087581702,0.088888891,0.020915033,0.167587087,0.026855234,0.059643244,0.015566339,1,36524,1314.338,2.931916253,1.12445676,0.294535856,0.298820445,0.114604457,0.030019048,8.02737E-05,3.07868E-05,8.06417E-06
1804,1,0HR,Male,WT,BY52,IR,2,89.54510076,252.9503344,213.4026203,50.43398858,0.023386028,0.066061722,0.055733252,0.013171582,0.023529412,0.06666667,0.044444446,0.013071896,0.00571179,0.012776776,0.038772725,0.002835607,1,2521,306.024,0.354002698,0.843654233,0.199382969,0.035519675,0.084649988,0.020005549,0.000140422,0.000334651,7.90888E-05
1809,1,0HR,Male,WT,BY52,IR,2,4465.243264,7391.019785,4611.002737,1567.487635,0.057472176,0.095129866,0.059348247,0.020175144,0.050980393,0.095424838,0.053594772,0.018300654,0.029822246,0.025686616,0.040067628,0.008550065,1,71627,1386.796,0.604144407,0.623865565,0.212080022,0.062340225,0.064375204,0.021884033,8.43459E-06,8.70992E-06,2.96089E-06
1817,1,0HR,Male,WT,BY52,IR,2,205.3294185,374.7621022,377.8902065,99.94248725,0.038617532,0.070483751,0.071072072,0.018796782,0.035294119,0.070588239,0.05751634,0.018300654,0.01072373,0.015574187,0.043621489,0.005633901,1,3610,412.686,0.547892696,1.008346907,0.266682481,0.056877955,0.104678728,0.0276849,0.000151771,0.00027932,7.38733E-05
1819,1,0HR,Male,WT,BY52,IR,2,153.0509849,291.6705959,323.7359566,69.44313983,0.039163507,0.074634236,0.082839293,0.017769483,0.039215688,0.071895428,0.077124186,0.018300654,0.009645765,0.018104047,0.035684779,0.003564998,1,2762,331.782,0.524739165,1.109936899,0.238087558,0.055413101,0.117210701,0.025142339,0.000189985,0.00040186,8.62011E-05
1819,2,0HR,Male,WT,BY52,IR,2,543.1764861,1004.831399,825.7490422,233.0353024,0.041911766,0.077533287,0.063715204,0.017981119,0.039215688,0.074509807,0.05882353,0.018300654,0.01603582,0.020518874,0.034396454,0.00385705,2,10266,736.366,0.540564802,0.821778701,0.231914829,0.052910236,0.080435325,0.022699718,5.26558E-05,8.00486E-05,2.25906E-05
1821,1,0HR,Male,WT,BY52,IR,2,3900.909911,3715.651078,4370.966125,785.2967595,0.095337144,0.09080947,0.106825186,0.019192432,0.054901961,0.088888891,0.099346407,0.018300654,0.086346392,0.030065918,0.056516805,0.008135021,1,35897,1208.816,1.04985905,1.176366142,0.211348359,0.108669524,0.121764106,0.02187639,2.92464E-05,3.27706E-05,5.88763E-06
1825,1,0HR,Male,WT,BY52,IR,2,1380.674547,1243.228796,1126.486306,473.6915178,0.079221629,0.071335139,0.064636579,0.027179913,0.054901961,0.070588239,0.053594772,0.020915033,0.062709004,0.013696462,0.03447918,0.015374628,1,13830,999.938,1.110555476,0.906097341,0.38101717,0.099831854,0.081452372,0.034251014,8.03005E-05,6.55168E-05,2.755E-05
1827,1,0HR,Male,WT,BY52,IR,2,188.1921629,416.2888998,254.0784386,86.44444773,0.034167059,0.075578958,0.046128983,0.015694344,0.031372551,0.074509807,0.043137256,0.015686275,0.01097293,0.018716988,0.017283153,0.00316667,1,3901,389.514,0.452071057,0.610341613,0.207654943,0.048242031,0.065131617,0.022159561,0.000115886,0.000156458,5.32312E-05
1835,1,0HR,Male,WT,BY52,IR,2,1148.709836,1596.406579,2731.445827,343.9215812,0.056053766,0.077900092,0.133286772,0.016782393,0.047058824,0.077124186,0.129411772,0.015686275,0.033332995,0.018879842,0.046250879,0.003949975,1,16984,923.964,0.719559698,1.710996348,0.215434831,0.067634823,0.160824648,0.02024974,4.23669E-05,0.000100742,1.26846E-05
1838,1,0HR,Male,WT,BY52,IR,2,1640.792203,2915.491577,1679.968674,577.8980606,0.047527509,0.084450702,0.048662303,0.016739509,0.043137256,0.083660133,0.044444446,0.015686275,0.020087406,0.022195714,0.024654374,0.004423851,1,29856,1274.79,0.562784066,0.576221412,0.198216337,0.054956866,0.056269047,0.019356178,1.88499E-05,1.93E-05,6.63908E-06
1838,2,0HR,Male,WT,BY52,IR,2,595.7568802,961.4261724,1425.428793,191.6339938,0.045711416,0.073768601,0.109370735,0.014703752,0.039215688,0.074509807,0.105882354,0.015686275,0.025372743,0.015255168,0.040011425,0.003303185,2,10282,708.608,0.61965952,1.482619086,0.199322631,0.057941731,0.138633417,0.018637813,6.02664E-05,0.000144196,1.93856E-05
1842,1,0HR,Male,WT,BY52,IR,2,2206.521637,4508.090324,2208.312479,920.6745449,0.038506887,0.078672478,0.03853814,0.016067058,0.035294119,0.077124186,0.036601309,0.015686275,0.012549924,0.017912117,0.016495394,0.003306258,1,49583,2182.544,0.489458169,0.48985542,0.204227174,0.044501576,0.044537694,0.018568351,9.87149E-06,9.8795E-06,4.1189E-06
1851,1,0HR,Male,WT,BY52,IR,2,3540.635391,2510.160854,3844.773965,510.533352,0.105731639,0.074959263,0.114813927,0.015245718,0.050980393,0.071895428,0.112418301,0.015686275,0.104417492,0.019763321,0.049430848,0.003371894,1,28529,1173.644,1.410521316,1.531684298,0.203386708,0.124106537,0.134767218,0.017895242,4.94417E-05,5.36887E-05,7.12912E-06
1852,1,0HR,Male,WT,BY52,IR,2,1832.082403,1840.622274,2588.415751,343.6915151,0.075696501,0.076049344,0.106946071,0.014200368,0.047058824,0.074509807,0.100653596,0.013071896,0.066920516,0.018846663,0.04816936,0.003445016,1,20395,981.976,0.995360335,1.4062721,0.186725718,0.089829978,0.126914231,0.016851754,4.88041E-05,6.89518E-05,9.15547E-06
1855,1,0HR,Male,WT,BY52,IR,2,4382.09031,4175.583111,4450.431483,694.099371,0.108817738,0.103689672,0.110514812,0.01723614,0.062745102,0.104575165,0.103267975,0.015686275,0.108897228,0.030456955,0.053730952,0.005167742,1,36431,885.824,1.049455895,1.065822752,0.16622813,0.120284656,0.122160563,0.019052438,2.88067E-05,2.92559E-05,4.56282E-06
1858,1,0HR,Male,WT,BY52,IR,2,2101.996139,2900.492891,3078.990933,594.4130942,0.054898173,0.075752642,0.080414504,0.015524383,0.047058824,0.074509807,0.081045754,0.015686275,0.027315172,0.017935576,0.041872186,0.003170649,1,32758,1511.668,0.724703083,1.061540589,0.204935201,0.064167414,0.09399203,0.018145586,2.21229E-05,3.24055E-05,6.25604E-06
1858,2,0HR,Male,WT,BY52,IR,2,380.0039325,224.8379155,380.8065465,59.80392374,0.115643315,0.068422981,0.115887567,0.018199612,0.109803922,0.06797386,0.112418301,0.018300654,0.037383545,0.010970513,0.028971109,0.003470983,2,2123,277.884,1.690123891,1.693693635,0.265986827,0.178993845,0.179371901,0.028169535,0.000796102,0.000797783,0.000125288
1860,1,0HR,Male,WT,BY52,IR,2,2023.858888,4483.347839,2091.626202,849.6915335,0.035861768,0.079442683,0.037062571,0.015056109,0.031372551,0.078431375,0.035294119,0.015686275,0.018110647,0.016629425,0.01527785,0.003510856,1,50218,1545.604,0.451416879,0.466532216,0.189521662,0.040301463,0.041650926,0.016920059,8.98914E-06,9.29014E-06,3.77398E-06
1865,1,0HR,Male,WT,BY52,IR,2,8865.462993,7882.900841,4171.274626,1485.257566,0.113757497,0.101149716,0.053523855,0.019058134,0.082352944,0.101960786,0.050980393,0.018300654,0.0879894,0.026227139,0.030300437,0.006644835,1,72426,1321.064,1.124644743,0.529154776,0.188415102,0.122407188,0.057593608,0.020507243,1.55282E-05,7.30614E-06,2.60148E-06
1869,1,0HR,Male,WT,BY52,IR,2,491.4313882,1104.767351,806.372572,347.7098145,0.034404326,0.077342996,0.056452854,0.024342608,0.031372551,0.074509807,0.052287582,0.015686275,0.01759496,0.020766478,0.027525344,0.022333891,1,11481,709.156,0.444827943,0.729902609,0.314735781,0.042803884,0.070235395,0.030285673,3.87447E-05,6.35748E-05,2.74136E-05
1873,1,0HR,Male,WT,BY52,IR,2,426.7725628,1103.326828,608.9777942,211.5634057,0.027177773,0.070262168,0.038780984,0.013472802,0.027450981,0.06797386,0.031372551,0.013071896,0.006990655,0.017503797,0.023041483,0.002858672,1,12885,642.016,0.386805208,0.551946874,0.191750441,0.033121658,0.047262537,0.016419356,3.00198E-05,4.28364E-05,1.48817E-05
1875,1,0HR,Male,WT,BY52,IR,2,11013.53756,7770.217173,6049.592314,1366.820967,0.127524635,0.089970557,0.070047616,0.015826281,0.117647059,0.088888891,0.065359481,0.015686275,0.069421841,0.02048778,0.026496808,0.003265716,1,78913,2162.04,1.417404085,0.778561548,0.175905118,0.139565567,0.076661543,0.017320606,1.79616E-05,9.86607E-06,2.2291E-06
1875,2,0HR,Male,WT,BY52,IR,2,521.1176624,650.2758327,361.9176567,117.1111154,0.066190482,0.082595686,0.045969472,0.014875031,0.054901961,0.084967323,0.043137256,0.015686275,0.03681459,0.016574068,0.015173733,0.003082232,2,6900,423.698,0.801379409,0.556560214,0.180094522,0.075524299,0.052451834,0.016972625,0.000116142,8.06609E-05,2.61007E-05
1876,1,0HR,Male,WT,BY52,IR,2,3959.745209,3729.962196,4484.741296,889.2889197,0.081975514,0.077218495,0.092844098,0.018410254,0.062745102,0.074509807,0.077124186,0.018300654,0.052732716,0.018970956,0.056793238,0.005659361,1,43124,1215.032,1.061604649,1.202355697,0.238417676,0.091822308,0.103996413,0.020621671,2.46175E-05,2.78814E-05,5.52865E-06
1881,1,0HR,Male,WT,BY52,IR,2,2030.305941,2671.869362,2103.7896,479.6706038,0.054415747,0.071610768,0.056385238,0.01285601,0.039215688,0.070588239,0.050980393,0.013071896,0.043238809,0.013857607,0.025164584,0.003178752,1,32114,1397.28,0.75988219,0.787384904,0.179526219,0.063221833,0.065510045,0.014936495,2.3662E-05,2.45184E-05,5.59028E-06
1887,1,0HR,Male,WT,BY52,IR,2,771.8392375,889.146429,493.5568764,191.179092,0.064643152,0.074467875,0.041336422,0.016011649,0.05882353,0.071895428,0.035294119,0.015686275,0.029509106,0.021844615,0.025684346,0.003604075,1,8954,799.958,0.868067635,0.555090658,0.215014182,0.086200496,0.055121384,0.02135125,9.69475E-05,6.19936E-05,2.40132E-05
1887,2,0HR,Male,WT,BY52,IR,2,1312.101997,1320.389577,1782.526845,276.9725595,0.076525254,0.077008607,0.103961673,0.016153771,0.062745102,0.077124186,0.098039217,0.015686275,0.05558111,0.017958969,0.034957473,0.003406952,2,13664,939.62,0.993723383,1.350000694,0.209765788,0.0960262,0.130454248,0.02027024,7.27257E-05,9.87998E-05,1.53517E-05
1895,1,0HR,Male,WT,BY52,IR,2,4113.753056,5615.325622,8462.789781,1071.048403,0.069985591,0.095531229,0.143973967,0.018221307,0.050980393,0.095424838,0.130718961,0.015686275,0.053407319,0.025820352,0.07032119,0.007570864,1,53740,1124.778,0.732593857,1.507087986,0.190736651,0.076549182,0.15747655,0.01993019,1.36322E-05,2.80441E-05,3.54925E-06
1907,1,0HR,Male,WT,BY52,IR,2,1661.949066,2065.822282,3259.12688,567.5137453,0.058316048,0.072487536,0.114359342,0.019913462,0.047058824,0.070588239,0.104575165,0.015686275,0.031569417,0.01721013,0.046847974,0.011079034,1,23603,1286.478,0.804497599,1.577641459,0.274715667,0.07041262,0.138081044,0.024044136,3.40845E-05,6.68407E-05,1.1639E-05
1908,1,0HR,Male,WT,BY52,IR,2,227.9725552,244.4692877,274.3869358,50.91503452,0.066795358,0.071628857,0.080394649,0.014917971,0.05882353,0.071895428,0.075816996,0.015686275,0.031702613,0.020415374,0.044853666,0.003179586,1,2294,239.986,0.932520225,1.122377941,0.208267611,0.099377749,0.119610696,0.022194871,0.000406504,0.000489267,9.0788E-05
1911,1,0HR,Male,WT,BY52,IR,2,259.007851,261.924191,130.6575201,55.68889091,0.068520596,0.069292114,0.034565482,0.014732511,0.06666667,0.06797386,0.03267974,0.015686275,0.018275982,0.013580715,0.015217259,0.003097441,1,2445,298.852,0.98886571,0.498837162,0.212614538,0.105933681,0.053438659,0.022776642,0.000404444,0.000204023,8.69589E-05
1913,1,0HR,Male,WT,BY52,IR,2,11465.67874,8843.29696,9102.774095,1800.538629,0.106443599,0.082098267,0.084507168,0.01671561,0.094117649,0.081045754,0.073202617,0.015686275,0.062573627,0.018260697,0.04117554,0.003604764,1,98643,2324.67,1.296538926,1.029341674,0.203604904,0.116234084,0.09227998,0.018253081,1.31437E-05,1.0435E-05,2.06406E-06
1918,1,0HR,Male,WT,BY52,IR,2,1254.133372,2093.329468,1746.181749,454.4575329,0.04682048,0.078150133,0.06519009,0.016966234,0.043137256,0.077124186,0.061437909,0.015686275,0.017755303,0.020418224,0.030671568,0.005198698,1,23373,776.818,0.599109405,0.834164796,0.217097948,0.053657356,0.074709355,0.019443697,2.56325E-05,3.56892E-05,9.28841E-06
1918,2,0HR,Male,WT,BY52,IR,2,2553.400076,4122.151738,2762.743865,827.4693105,0.052149584,0.084189117,0.056425135,0.01689989,0.043137256,0.083660133,0.050980393,0.015686275,0.03319572,0.021960823,0.027790518,0.007623098,2,42621,1523.534,0.61943379,0.670218866,0.200737227,0.059909436,0.064821188,0.019414592,1.45335E-05,1.57251E-05,4.70982E-06
1919,1,0HR,Male,WT,BY52,IR,2,1558.7373,2512.406607,918.7974118,1056.457548,0.048528559,0.078219384,0.02860515,0.032890957,0.047058824,0.078431375,0.026143791,0.023529412,0.017847941,0.014881532,0.012884312,0.023079332,1,27861,1146.676,0.620416017,0.365704106,0.420496247,0.055946926,0.032977905,0.037918867,2.22683E-05,1.3126E-05,1.50926E-05
1919,2,0HR,Male,WT,BY52,IR,2,2324.203992,4404.410572,1891.932079,1600.13861,0.043500795,0.082434831,0.035410209,0.029948878,0.043137256,0.081045754,0.03267974,0.020915033,0.015906191,0.017596311,0.013314117,0.020308087,2,47278,1666.094,0.527699213,0.429553977,0.363303689,0.04916037,0.040017177,0.033845311,1.11616E-05,9.08571E-06,7.68441E-06
1921,1,0HR,Male,WT,BY52,IR,2,206.4313786,303.9594853,363.8444548,62.8732049,0.048310643,0.071134913,0.08514965,0.014714066,0.047058824,0.06797386,0.081045754,0.015686275,0.018601062,0.017598469,0.039421768,0.003109852,1,2748,375.272,0.679141098,1.197016288,0.20684732,0.075120589,0.132403368,0.022879623,0.00024714,0.000435595,7.5272E-05
1922,1,0HR,Male,WT,BY52,IR,2,1008.37258,1828.236653,1086.930749,414.5960938,0.039202728,0.071076769,0.042256852,0.016118346,0.039215688,0.070588239,0.036601309,0.015686275,0.012395995,0.017233335,0.026862156,0.00357118,1,21287,1090.122,0.551554734,0.594524099,0.226773757,0.047370347,0.051060776,0.019476492,2.59104E-05,2.7929E-05,1.06532E-05
1923,1,0HR,Male,WT,BY52,IR,2,757.882378,1726.60397,1966.529464,316.3581804,0.031890695,0.072653228,0.082748978,0.013311937,0.031372551,0.070588239,0.071895428,0.013071896,0.00871976,0.01808932,0.049295619,0.002836749,1,20060,893.308,0.438943957,1.138958034,0.183225676,0.037780777,0.098032376,0.015770597,2.18816E-05,5.67776E-05,9.13388E-06
1925,1,0HR,Male,WT,BY52,IR,2,2763.058906,6135.133479,4676.14391,1086.792197,0.043326469,0.096202679,0.073324823,0.017041572,0.039215688,0.095424838,0.065359481,0.015686275,0.023321399,0.025828226,0.036609571,0.004527701,1,58844,1111.218,0.450366551,0.762191063,0.177142388,0.046955661,0.079466792,0.01846904,7.65357E-06,1.29527E-05,3.01037E-06
1925,2,0HR,Male,WT,BY52,IR,2,346.8784411,469.0575298,698.9281238,132.7555599,0.054165903,0.073244461,0.109139307,0.0207301,0.047058824,0.071895428,0.103267975,0.018300654,0.023621006,0.017183199,0.041281546,0.008091298,2,4489,452.482,0.739522167,1.490069084,0.283026178,0.077272988,0.155697956,0.029573526,0.000164741,0.000331938,6.30488E-05
1927,1,0HR,Male,WT,BY52,IR,2,2979.160871,4121.248478,4892.198826,924.1150658,0.057943419,0.080156539,0.095151198,0.017973647,0.047058824,0.078431375,0.084967323,0.018300654,0.040128601,0.021056239,0.046116961,0.004885564,1,44207,1840.138,0.722878246,1.187067184,0.224231825,0.067391157,0.110665705,0.02090427,1.63521E-05,2.68525E-05,5.07231E-06
1928,1,0HR,Male,WT,BY52,IR,2,12470.07485,11341.14408,10703.78721,2450.219696,0.08965343,0.081536998,0.076954729,0.01761582,0.062745102,0.078431375,0.073202617,0.018300654,0.067972154,0.022528918,0.03850265,0.003975023,1,129147,2524.842,1.099542935,0.94380136,0.21604696,0.096557217,0.082880649,0.018972331,8.51389E-06,7.30796E-06,1.67288E-06
1945,1,0HR,Male,WT,BY52,IR,2,3815.725594,2543.980467,2214.325548,568.5045968,0.11340126,0.075605696,0.065808534,0.016895643,0.098039217,0.074509807,0.060130719,0.015686275,0.062952785,0.016349821,0.031250454,0.003414309,1,28587,1347.968,1.499903652,0.870417669,0.223470504,0.13347765,0.077459179,0.019886823,5.2468E-05,3.0448E-05,7.81721E-06
1953,1,0HR,Male,WT,BY52,IR,2,1100.070622,1726.483703,2546.598759,379.064066,0.051472516,0.080782505,0.119155847,0.017736481,0.047058824,0.081045754,0.099346407,0.018300654,0.025237597,0.020432269,0.075691216,0.003890774,1,17663,875.104,0.637174055,1.475020444,0.219558439,0.062281075,0.144177023,0.021460911,3.60739E-05,8.35091E-05,1.24304E-05
1955,1,0HR,Male,WT,BY52,IR,2,161.3960843,357.03269,279.0549095,78.05490492,0.033222743,0.073493761,0.057442344,0.016067292,0.031372551,0.071895428,0.052287582,0.015686275,0.006537932,0.014639868,0.021472908,0.003363906,1,3314,377.374,0.452048479,0.781594844,0.218621171,0.048701293,0.084204861,0.023553079,0.000136406,0.000235846,6.5969E-05
