ImageNumber,ObjectNumber,Metadata_Day,Sex,Metadata_Genotype,Metadata_Mouse,Cre,Tg,Metadata_Treatment,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized ,,,,,Averages of NOUV,,,,,,,,,,,
475,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,91.71764992,6644.445911,7716.329615,15.34117699,0.00206376063,0.149508256,0.1736269658,0.0003451954681,0,0.1660130769,0.1647058874,0,0.01035496165,0.07241357046,0.1217298175,0.002357811817,1,39983,1006.046,0.01380365664,1.161320254,0.002308872282,0.002293916162,0.1929902612,0.0003836924941,0.0000003452381422,0.00002904535063,0.00000005774634924,0.1724583597,1.682207516,0.03202381895,0.1718069382,2.363101533,0.004404630902,0.1867097641,2.204721097,0.009308631798,0.05792586279,1.326271718,0.000635273369,,,,,,,,,,,,,,,,
476,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,663.3568835,8345.542716,4436.249793,50.90457691,0.01434843579,0.1805144211,0.09595625958,0.001101068025,0,0.2065359503,0.06274510175,0,0.02337776368,0.09884567857,0.09890738297,0.003860637265,1,41740,1086.772,0.07948636849,0.5315711565,0.006099612529,0.01589259424,0.1062829371,0.001219563414,0.000001904321238,0.00001273529364,0.0000001461335057,1.247321973,0.9671298556,0.1062603577,0.9893255064,1.081662539,0.01163621827,1.293553169,1.214176467,0.02958740906,0.3195169863,0.5815202575,0.001607629326,,,,,,,,,,,,,,,,
480,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,729.9255126,14670.17819,3930.060239,239.1111181,0.009917196714,0.1993176571,0.05339610661,0.003248704086,0,0.216993466,0.01568627544,0,0.02119407005,0.1062164522,0.08002164042,0.01242169554,1,67124,1512.802,0.04975573595,0.2678945127,0.0162991284,0.01087428509,0.05854925569,0.003562229875,0.000000741251057,0.000003991039162,0.0000002428211728,1.372492173,0.8567774063,0.4991306182,0.6192837791,0.5451226148,0.03109381373,0.8850956449,0.668866804,0.08642203534,0.1243709827,0.1822392311,0.002671300031,,,,,,,,,,,,,,,,
480,2,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,28.80392264,1404.890234,747.1686474,26.7712427,0.002171586448,0.1059175387,0.0563305675,0.002018338563,0,0.1019607857,0.02614379115,0,0.007390878441,0.06231160857,0.08315272166,0.006478001715,2,11011,490.52,0.02050261433,0.5318341814,0.01905575401,0.0026159225,0.06785656592,0.002431318018,0.000001862012018,0.00004830026168,0.000001730610663,0.05416053788,0.1628873801,0.05588341949,0.255185382,1.082197753,0.03635262271,0.2129189728,0.7751935331,0.05898537127,0.3124181239,2.205491401,0.01903862115,,,,,,,,,,,,,,,,
485,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,7.960784607,1466.98958,934.6039488,1.202614419,0.0004179986667,0.07702754423,0.04907345491,6.31E-05,0,0.06666667014,0.02875817008,0,0.00319828315,0.0430371992,0.05871095496,0.0007981118179,1,15980,743.614,0.005426612919,0.6370896982,0.0008197838866,0.0004981717526,0.05848585412,0.00007525747305,0.0000003395877922,0.00003986794106,0.00000005130061868,0.0149688076,0.2037494335,0.002510387987,0.0675422299,1.296375945,0.001563900034,0.04054792061,0.6681425043,0.001825795702,0.05697781748,1.82045393,0.0005643632419,,,,,,,,,,,,,,,,
485,2,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,0,197.4313778,0.2653594859,0.0941176503,0,0.05428412917,7.30E-05,2.59E-05,0,0.04967320338,0,0,0,0.02256126515,0.0004245663518,0.0004239601364,2,2680,274.126,0,0.001344059333,0.0004767106999,0,0.00009901473353,0.00003511852623,0,0.0000005015146764,0.0000001778771268,0,0.00005785000693,0.000196465147,0,0.002734946418,0.0009094200216,0,0.001131144497,0.0008519985014,0,0.02290021353,0.00195684408,,,,,,,,,,,,,,,,
486,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,120.0392198,5888.4067,7901.540075,15.93725545,0.002588781724,0.1269901594,0.1704056606,0.0003437049634,0,0.1385620981,0.1647058874,0,0.009712441762,0.05606326131,0.1168954605,0.002192673136,1,41826,1019.868,0.02038568765,1.341880831,0.002706548012,0.002869966522,0.1889145526,0.0003810370451,0.000000487392714,0.00003208245663,0.00000006470970239,0.2257119209,1.722584541,0.03326809822,0.2537300564,2.730513514,0.005163276075,0.2335964938,2.158160194,0.009244208862,0.081777301,1.464952357,0.0007118779141,,,,,,,,,,,,,,,,
489,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,65.14902177,677.3059,66.28889085,21.15817065,0.005861887868,0.06094168616,0.00596444942,0.001903740386,0,0.05359477177,0,0,0.01395086014,0.03033655084,0.01548215977,0.005157218808,1,9122,440.38,0.0961884752,0.09787142095,0.0312387219,0.007141966868,0.00726692511,0.002319466198,0.0000105446695,0.00001072916257,0.000003424547457,0.1225008866,0.01445138764,0.0441664565,1.197207946,0.199152735,0.05959404551,0.5813093658,0.08301736574,0.05627177267,1.769239849,0.489916099,0.03767378941,,,,,,,,,,,,,,,,
492,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,710.6941382,5316.571369,2030.874565,253.084975,0.02663072426,0.1992195214,0.0760997701,0.009483455428,0,0.1620915085,0.06274510175,0,0.04771842879,0.1449774894,0.06894773891,0.02053162767,1,23616,695.538,0.1336752747,0.3819895236,0.04760304291,0.03009375585,0.0859957048,0.01071667408,0.000005660369017,0.00001617503064,0.000002015711505,1.336331071,0.4427431989,0.5283002356,1.663786651,0.7772877685,0.09081222703,2.449434792,0.9824150889,0.2599935485,0.9497263452,0.7385858741,0.02217504406,,,,,,,,,,,,,,,,
493,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,49.07843309,598.6000163,0,6896.640733,0.004236743188,0.05167472517,0,0.5953591793,0,0.04967320338,0,0.6640523076,0.01019010945,0.01513530659,0,0.1032074537,1,9288,582.736,0.0819886932,0,11.5212839,0.005284069023,0,0.7425323787,0.000008827378682,0,0.00124044831,0.0922830674,0,14.39633832,1.020470641,0,21.9791296,0.4300886394,0,18.01432297,1.481103806,0,13.64629604,,,,,,,,,,,,,,,,
494,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,0,703.5124374,0,7983.694361,0,0.05054694909,0,0.5736236788,0,0.04967320338,0,0.6326797605,0,0.01415977604,0,0.1097877473,1,11188,755.092,0,0,11.34833435,0,0,0.7135944191,0,0,0.001014330922,0,0,16.66549984,0,0,21.6491941,0,0,17.31226908,0,0,11.15875601,,,,,,,,,,,,,,,,
494,2,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,4480.572672,14865.41214,3179.470676,2170.128166,0.07654780503,0.2539663461,0.05431928444,0.0370752937,0.05490196124,0.2888889015,0.009150327183,0.0209150333,0.08049008786,0.1647213954,0.08655189043,0.05611171507,2,53371,1233.3,0.3014092465,0.2138837892,0.1459850656,0.08395144688,0.05957300175,0.04066118615,0.000005647434872,0.000004007490758,0.000002735288183,8.424902015,0.6931442456,4.53001693,3.7514842,0.4352194051,0.2784954094,6.833098395,0.6805620808,0.9864670699,0.9475561866,0.1829904456,0.03009117913,,,,,,,,,,,,,,,,
499,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,1107.843168,6029.660267,5474.117793,7.471895673,0.02888016601,0.1571861383,0.1427038007,0.000194783516,0,0.1764705926,0.1359477192,0,0.04868107526,0.08076003681,0.09624179735,0.001567460817,1,34608,842.926,0.18373227,0.9078650456,0.00123919016,0.03201118724,0.1581749247,0.0002159008227,0.000005308953709,0.00002623280876,0.00000003580646557,2.083097591,1.19339149,0.01559714971,2.286820048,1.847360599,0.00236400052,2.605501159,1.806990629,0.005237895697,0.8907640451,1.197845149,0.0003939105123,,,,,,,,,,,,,,,,
499,2,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,258.1451059,541.8013221,0,14.28235342,0.02833645509,0.0594732516,0,0.001567766567,0.01176470611,0.05751634017,0,0,0.03491016965,0.02345881088,0,0.005183579111,2,7277,409.756,0.4764571354,0,0.02636086853,0.03547411102,0,0.001962670527,0.00006547438991,0,0.00000362249121,0.485394922,0,0.02981358604,5.930214271,0,0.05028857467,2.887360493,0,0.04761567545,10.98563589,0,0.03985138845,,,,,,,,,,,,,,,,
500,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,43.08235444,676.6274693,83.63137494,0.5882353138,0.004489148113,0.07050406057,0.008714324783,6.13E-05,0,0.06405229121,0,0,0.01178151364,0.03496702316,0.02132848979,0.0006967956179,1,7697,470.176,0.06367219245,0.1236003248,0.0008693636314,0.005597291729,0.01086545082,0.00007642397217,0.000008272338892,0.00001605824669,0.0000001129483736,0.08100853202,0.01823215629,0.001227907168,0.7924946785,0.2515069515,0.001658483211,0.4555829179,0.12412693,0.001854095737,1.387976324,0.7332532734,0.001242556365,,,,,,,,,,,,,,,,
500,2,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,268.992165,3287.107266,1704.959522,4.099346545,0.01160299206,0.1417895556,0.07354352423,0.0001768255422,0,0.1464052349,0.06274510175,0,0.02842927505,0.07975024066,0.06423083713,0.001552385825,2,20428,595.666,0.0818324877,0.5186808291,0.001247098501,0.01316781696,0.08346189163,0.0002006729266,0.000004005898164,0.00002539068088,0.00000006104848742,0.5057908439,0.3716917066,0.008557148623,1.018526433,1.055432778,0.002379087245,1.07177413,0.9534688025,0.00486845694,0.6721305645,1.159391821,0.0006716005217,,,,,,,,,,,,,,,,
501,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,98.06274849,5807.547869,2898.536031,210.6143851,0.001527480934,0.09046165624,0.04514923956,0.003280649,0,0.08888889104,0.0169934649,0,0.009496314811,0.04196977207,0.06740620954,0.01930590499,1,57704,1493.452,0.0168853965,0.4990980868,0.0362656305,0.001699409893,0.05023111103,0.003649909627,0.0000002926209016,0.000008649280584,0.0000006284768907,0.1843891636,0.6318987576,0.4396453376,0.2101637522,1.01558502,0.0691838687,0.1383208443,0.5738403042,0.0885492037,0.0490974667,0.3949443189,0.006913937191,,,,,,,,,,,,,,,,
504,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,79.04314022,10470.26956,10810.64473,10.96732066,0.001437121875,0.1903650762,0.1965536033,0.0001994022047,0,0.2130718976,0.2052287608,0,0.005713791549,0.09009117056,0.1192294095,0.001481045681,1,50166,1095.084,0.007549293721,1.032508731,0.001047472618,0.001575631707,0.2154974431,0.0002186205928,0.00000015048626,0.0000205818429,0.00000002088013032,0.1486262494,2.356787324,0.02289364704,0.09396213434,2.100990623,0.001998261358,0.12824611,2.461843184,0.005303879105,0.02524937249,0.9398101781,0.0002297044039,,,,,,,,,,,,,,,,
505,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,2001.243199,24296.33928,7424.0904,120.1464091,0.0151303288,0.1836916183,0.05612957427,0.0009083626989,0,0.1856209189,0.0169934649,0,0.02559583806,0.09985059974,0.07742131108,0.005369969842,1,123095,2160.62,0.08236809573,0.3055641558,0.004945041627,0.01625771314,0.06031187619,0.0009760462172,0.0000006691424975,0.000002482344172,0.00000004017256288,3.762973865,1.618497562,0.2507986744,1.025192867,0.6217743317,0.009433645739,1.323271459,0.6890029838,0.023679522,0.1122722311,0.1133490489,0.0004419423859,,,,,,,,,,,,,,,,
506,1,DAY4,Male,WT,AL17,-,WT/Tg,NOUV,2,Z1,2241.847128,29567.07537,4408.747835,357.3516449,0.01622692556,0.2140122425,0.03191137436,0.002586580712,0,0.2418300658,0.009150327183,0,0.02809215124,0.1175717327,0.05466480515,0.0110345948,1,128546,2361.116,0.07582241732,0.1491100415,0.01208613434,0.01744003802,0.03429704414,0.002779951495,0.000000589846571,0.000001159974184,0.0000000940218625,4.215385793,0.961134259,0.7459508735,0.9437222109,0.3034151573,0.02305669361,1.419504967,0.3918094949,0.06744344829,0.09896754547,0.05296685773,0.001034343922,,,,,,,,,,,,,,,,
2,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,564.0392348,5500.14788,1549.869323,437.100669,0.01932501575,0.1884451256,0.05310135756,0.01497586833,0.01568627544,0.2078431398,0.04444444552,0.01568627544,0.01583872455,0.1156536508,0.04703535715,0.005084616435,1,26025,708.328,0.1025498309,0.2817868459,0.07947071216,0.02167297732,0.05955309599,0.01679541476,0.000003940435384,0.00001082754451,0.00000305362967,0.4393554347,0.5411932827,0.5854109663,0.4012341476,0.5705873515,0.4773703847,0.7970350589,1.041174446,0.9769888171,0.1885375782,0.3759564066,0.2165694801,,,,,,,,,,,,,,,,
3,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1464.560832,12061.61867,4011.060241,807.911139,0.02468666069,0.2033108362,0.06761049524,0.01361816301,0.01960784383,0.2339869291,0.06274510175,0.01307189558,0.02093663496,0.100740019,0.04834036553,0.003467836614,1,54322,1175.014,0.1214232411,0.3325474259,0.06698198318,0.02696073105,0.07383859653,0.01487263243,0.000002235249827,0.000006121781707,0.000001233054438,1.140812059,1.400607668,1.08203916,0.4750778255,0.6733719396,0.40235219,0.9914949635,1.290929692,0.865140622,0.1069497525,0.2125618648,0.08745066936,,,,,,,,,,,,,,,,
4,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,762.6235545,3943.479842,1190.877158,411.424851,0.02676529514,0.1384017071,0.04179542897,0.01443950623,0.02745098062,0.1464052349,0.03137255087,0.01307189558,0.01514136577,0.07430609017,0.03514098852,0.003753760652,1,25354,673.812,0.1933884754,0.3019863688,0.1043304055,0.03007902321,0.04696999123,0.01622721665,0.000007627533148,0.00001191079785,0.000004114948549,0.5940416599,0.4158381024,0.5510232234,0.7566473729,0.6114891624,0.6266993771,1.106171786,0.8211824056,0.943936749,0.3649537392,0.4135693699,0.2918403226,,,,,,,,,,,,,,,,
5,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,2397.69812,13503.59646,9479.851241,1512.627503,0.0225197295,0.1268288685,0.0890369325,0.0142069437,0.01960784383,0.1281045824,0.08235294372,0.01307189558,0.01365382385,0.04973072175,0.04798918247,0.003906975704,1,99862,1897.502,0.1775599654,0.7020241809,0.11201664,0.02401011516,0.09492951514,0.01514717813,0.000001778053368,0.000007029943131,0.000001121714366,1.867674507,3.310235086,2.025869075,0.6947171028,1.421521707,0.6728696028,0.8829845233,1.659664938,0.8811109379,0.08507432383,0.2440952476,0.07955421034,,,,,,,,,,,,,,,,
5,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,3356.078539,16738.17694,11924.47351,1876.847126,0.02656470475,0.1324893691,0.09438698008,0.01485599612,0.02352941222,0.1320261508,0.08627451211,0.01568627544,0.01544842685,0.05094721916,0.05406251505,0.003639552321,2,119221,1853.404,0.2005044248,0.7124117257,0.1121297219,0.02815006198,0.1000199085,0.01574258835,0.000001681787813,0.000005975555696,0.0000009405198912,2.614199961,4.163863927,2.513670116,0.7844890755,1.442555342,0.6735488716,1.03523323,1.748660941,0.9157459339,0.08046831641,0.2074845728,0.06670353838,,,,,,,,,,,,,,,,
9,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,666.0510026,5364.224986,3030.121649,411.1817137,0.02260175108,0.1820294203,0.1028240405,0.01395302568,0.02352941222,0.2104575187,0.1045751646,0.01307189558,0.01200860915,0.09752856421,0.0645611702,0.003544341999,1,26323,700.296,0.1241653742,0.5648759433,0.07665258537,0.02530300508,0.1151130817,0.01562062507,0.000004716991763,0.00002145940597,0.000002912000356,0.5188169718,1.058077257,0.5506975885,0.4858066333,1.143811619,0.4604422581,0.9305312252,2.012536831,0.9086513332,0.2256933858,0.7451182628,0.2065248479,,,,,,,,,,,,,,,,
10,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,281.0156958,1781.040569,719.7660337,227.717655,0.01757006976,0.1113567943,0.04500225295,0.01423769257,0.01960784383,0.1176470593,0.03267974034,0.01307189558,0.008234756942,0.05579732327,0.04377710843,0.003521693841,1,13746,476.966,0.1577817489,0.4041266922,0.1278565233,0.02044345234,0.05236185317,0.01656610323,0.00001147837545,0.00002939958476,0.000009301362093,0.2188957178,0.251332507,0.3049833183,0.6173333004,0.8183120764,0.7680177523,0.7518186355,0.9154490222,0.9636497721,0.5492045669,1.020818915,0.6596710704,,,,,,,,,,,,,,,,
16,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,3693.05895,50078.79347,20017.05806,2869.908599,0.01850081632,0.2508756486,0.1002778237,0.01437714712,0.01568627544,0.2954248488,0.1019607857,0.01307189558,0.01076840308,0.1332275524,0.06516072624,0.003456666014,1,188121,2831.458,0.07374496656,0.3997112685,0.05730786228,0.01963129555,0.1064052289,0.01525565248,0.0000003920081573,0.000002124756239,0.0000003046329877,2.876689103,6.989684358,3.843681984,0.2885328874,0.8093713294,0.3442409854,0.7219511455,1.86029632,0.8874208874,0.01875637116,0.07377625831,0.02160517643,,,,,,,,,,,,,,,,
17,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,754.2196333,8100.474743,3038.217074,575.3856408,0.01960692628,0.2105824406,0.07898242842,0.01495790264,0.01960784383,0.2405228764,0.07973856479,0.01568627544,0.01040665975,0.1189151969,0.05487344451,0.004085699101,1,34741,873.856,0.09310807789,0.3750665449,0.07103110115,0.02170978479,0.08745335696,0.01656214965,0.000002680063265,0.00001079607797,0.000002044589999,0.5874954691,1.060904069,0.7706166746,0.3642925586,0.7594684764,0.4266747228,0.7983886727,1.528958302,0.9634197921,0.1282326921,0.3748638186,0.1450063829,,,,,,,,,,,,,,,,
20,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1138.984353,8738.176704,3015.136034,855.9895734,0.01988866998,0.1525839335,0.05264957802,0.01494708342,0.01960784383,0.1555555612,0.02614379115,0.01568627544,0.009504037487,0.09187167291,0.05747285246,0.003561910529,1,51138,1422.038,0.1303457679,0.3450532229,0.09795974634,0.02227275906,0.05896077348,0.01673881601,0.000002548902341,0.000006747491551,0.000001915595963,0.8872059503,1.052844484,1.146430831,0.509987902,0.6986948024,0.5884316438,0.8190923454,1.030818796,0.9736964699,0.1219570498,0.2342879011,0.1358578697,,,,,,,,,,,,,,,,
21,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,780.9059071,4307.397497,1912.312467,410.3477273,0.03062616312,0.1689307984,0.07499852802,0.01609332996,0.02352941222,0.1830065399,0.0758169964,0.01568627544,0.02578745873,0.09779281729,0.05084814838,0.003849522882,1,22479,662.876,0.1812941359,0.4439600638,0.09526581366,0.0347393526,0.08507106488,0.0182547145,0.000008065044526,0.00001974999172,0.000004237991621,0.6082826036,0.667753498,0.5495806266,0.7093273337,0.8989702702,0.5722495354,1.277557833,1.487308383,1.061876243,0.3858872979,0.6857636013,0.3005667817,,,,,,,,,,,,,,,,
22,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1660.470643,14128.3311,5142.18315,1710.345153,0.0222959777,0.1897082351,0.06904668944,0.02296566792,0.02352941222,0.2130718976,0.0601307191,0.01830065437,0.01143316296,0.0924581469,0.05082120994,0.0177989481,1,68900,1291.656,0.1175277272,0.3639625312,0.1210578334,0.02409971906,0.0746325566,0.02482358712,0.000001705772528,0.000005282475054,0.000001757007742,1.29341499,1.7955804,2.290673247,0.4598363259,0.7369840707,0.7271788931,0.8862797537,1.304810598,1.443987384,0.08161591045,0.1834192727,0.1246104781,,,,,,,,,,,,,,,,
29,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,89.87843447,259.4366083,4.677124322,99.5817025,0.01793980728,0.05178375416,0.0009335577488,0.01987658733,0.01568627544,0.04705882445,0.001307189581,0.01830065437,0.00659576894,0.02192012145,0.0007009798927,0.005061653566,1,3501,346.062,0.3464369776,0.01802800442,0.3838382838,0.02567221779,0.001335939538,0.0284437882,0.00009895372111,0.000005149387152,0.0001096367563,0.07001034008,0.001633188184,0.133370239,1.355461479,0.03650472492,2.305667386,0.9441092154,0.02335640298,1.654574382,4.734627804,0.178798165,7.775656476,,,,,,,,,,,,,,,,
31,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,605.1333547,7319.628952,1741.207894,548.6588433,0.01708161674,0.2066174265,0.04915056437,0.01548746241,0.01176470611,0.2026143819,0.03921568766,0.01568627544,0.01507772809,0.1332524533,0.04399985915,0.003695754239,1,31623,864.824,0.08267268172,0.237881989,0.07495719345,0.0191358617,0.05506143925,0.01734999346,0.000002614321276,0.000007522435852,0.000002370337838,0.4713654861,0.6080061085,0.7348213499,0.3234632637,0.4816848481,0.4502582561,0.7037313072,0.9626462333,1.009248645,0.1250871424,0.2611956893,0.1681090665,,,,,,,,,,,,,,,,
31,2,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,627.3804143,7315.873408,2027.057574,567.70721,0.01731038861,0.2018561766,0.05592962984,0.01566391331,0.01568627544,0.2065359503,0.04313725606,0.01568627544,0.01328357199,0.127747129,0.0474966104,0.003818815548,2,32415,881.55,0.08575605117,0.2770766334,0.07759937582,0.01935463256,0.06253455419,0.01751371927,0.000002645566903,0.000008547790633,0.000002393934161,0.4886947178,0.7078209282,0.7603329163,0.3355271852,0.5610496895,0.466129507,0.7117767195,1.093299664,1.018772571,0.1265821485,0.2967982859,0.1697825646,,,,,,,,,,,,,,,,
32,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,423.9804081,2727.432756,595.5568815,415.098054,0.01478777887,0.09512862321,0.02077210008,0.01447797614,0.01176470611,0.09150326997,0.0169934649,0.01307189558,0.008763538262,0.04722918339,0.01779665917,0.003422762725,1,25388,756.646,0.1554503616,0.2183580439,0.1521936895,0.01670003183,0.02345820394,0.01635016756,0.000006122985725,0.00000860083677,0.000005994709685,0.3302573385,0.2079603609,0.5559427613,0.6082115671,0.442151008,0.9142079908,0.6141523915,0.4101228004,0.9510887998,0.2929658241,0.2986401656,0.4251567152,,,,,,,,,,,,,,,,
34,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1835.278491,14653.4566,5916.836757,1201.113768,0.02431251064,0.1941189424,0.07838219504,0.01591153136,0.01960784383,0.2039215714,0.05751634017,0.01568627544,0.01855105606,0.1104773325,0.06888778633,0.00537962395,1,69612,1354.688,0.1252454312,0.403784371,0.08196794793,0.02636439825,0.08499736765,0.01725440682,0.000001799193116,0.000005800499497,0.000001177497385,1.429580656,2.066078901,1.608657276,0.49003244,0.8176189136,0.49237096,0.9695645135,1.486019925,1.003688373,0.08608579504,0.2014062325,0.0835104528,,,,,,,,,,,,,,,,
37,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1297.929454,9531.895687,3310.593555,762.7477394,0.02463658967,0.1809292502,0.06283988299,0.01447806198,0.01960784383,0.1960784346,0.04183006659,0.01307189558,0.02192350638,0.0969107951,0.05840699887,0.003491762361,1,47692,1134.498,0.1361669805,0.3473174345,0.0800205714,0.02721482542,0.06941611917,0.01599320094,0.000002855132527,0.000007282509319,0.000001677861516,1.011015412,1.156014231,1.021551608,0.5327638465,0.7032795815,0.4806733187,1.000839417,1.213610951,0.9303240616,0.1366092118,0.2528649069,0.1189972706,,,,,,,,,,,,,,,,
41,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,5097.106044,41695.78163,18418.59397,3000.598801,0.02800023096,0.2290498777,0.1011799403,0.01648336502,0.02352941222,0.250980407,0.09019608051,0.01568627544,0.01857754343,0.1074295266,0.07271899956,0.0039960591,1,171498,2584.886,0.1222451252,0.441737587,0.07196408565,0.02972108155,0.1073983018,0.01749640696,0.0000007128078762,0.000002575759408,0.0000004196205533,3.9703643,6.431522441,4.01871598,0.4782935104,0.8944699993,0.4322790411,1.093008295,1.877658342,1.017765514,0.03410564001,0.08943609057,0.02976032293,,,,,,,,,,,,,,,,
43,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,1086.788268,5613.279896,1636.205273,444.1934798,0.03863586576,0.1995549041,0.05816791472,0.01579130007,0.02745098062,0.2248366028,0.04313725606,0.01568627544,0.03747385681,0.1079725101,0.05266479349,0.004001561913,1,24959,701.78,0.1936102044,0.2914882748,0.07913260838,0.04354294114,0.06555572231,0.01779692615,0.000007757129867,0.00001167868403,0.000003170503962,0.8465480811,0.5713406219,0.5949104009,0.7575149044,0.5902316774,0.4753394386,1.601314399,1.146119135,1.035246708,0.3711545391,0.4055098623,0.224858437,,,,,,,,,,,,,,,,
47,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,2011.949084,15878.9952,4298.827567,1208.020957,0.0290693678,0.2294254638,0.06211101496,0.01745392356,0.02745098062,0.2470588237,0.04313725606,0.01568627544,0.01922343984,0.1366138983,0.06291315773,0.006605750959,1,63754,1267.026,0.1267050628,0.2707241556,0.07607666242,0.03155800552,0.06742835849,0.01894815945,0.000001987405697,0.000004246386982,0.000001193284538,1.567197298,1.501092104,1.617908107,0.4957433616,0.5481866212,0.4569827628,1.160562133,1.178858675,1.102213917,0.09509118169,0.1474439924,0.08463010906,,,,,,,,,,,,,,,,
52,1,DAY4,Male,WT,AL18,-,WT/WT,NOUV,1,Z4,57.32549218,910.6706109,354.9202709,51.43791031,0.01595477099,0.2534568914,0.09878103839,0.01431614537,0.01568627544,0.2653594911,0.09019608051,0.01307189558,0.009230725688,0.1708663589,0.07920280461,0.003469596403,1,2456,228.464,0.06294865728,0.3897350663,0.05648355146,0.02334099844,0.144511511,0.02094377456,0.00002563056078,0.0001586869163,0.0000229981887,0.04465339462,0.1239333302,0.06889103338,0.246291492,0.7891706179,0.3392894559,0.8583774067,2.526513357,1.218298793,1.226342621,5.50996237,1.631077213,,,,,,,,,,,,,,,,
