ImageNumber,ObjectNumber,Metadata_Time,SEX,GENOTYPE,Metadata_Mouse,Metadata_Treatment,Metadata_Well,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1610,1,3HR,FEMALE,WT,CX23,NOIR,1,1224.039251,2648.835364,92.93333649,452.742496,0.06090050505,0.1317894106,0.004623779118,0.02252562297,0.04313725606,0.1320261508,0.002614379162,0.0209150333,0.04872052054,0.05966487369,0.004576187301,0.004561648136,1,17521,552.348,0.4621046923,0.03508460275,0.1709213423,0.06986126653,0.005304111437,0.02583999178,0.00002637433322,0.000002002431525,0.000009755227573
1610,2,3HR,FEMALE,WT,CX23,NOIR,1,156.8274568,839.5791056,49.88889055,189.456215,0.01697818088,0.0908930503,0.005400984145,0.02051057865,0.01568627544,0.08104575425,0.003921568859,0.0209150333,0.009521281366,0.04724793744,0.004701263971,0.003777860056,2,7426,405.272,0.1867929487,0.05942131029,0.2256561814,0.02111869874,0.006718137698,0.02551255251,0.00002515391176,0.00000800179239,0.00003038731233
1611,1,3HR,FEMALE,WT,CX23,NOIR,1,978.0274774,900.5712644,38.79869422,266.1699422,0.0914386198,0.08419701425,0.003627402227,0.02488499833,0.08235294372,0.08366013318,0.002614379162,0.02352941222,0.05357872861,0.02854772983,0.002395343736,0.005628190714,1,8314,564.94,1.086007866,0.04308231425,0.295556779,0.1176362133,0.004666669981,0.03201466709,0.0001306239916,0.000005181899718,0.00003554928783
1614,1,3HR,FEMALE,WT,CX23,NOIR,1,2169.690262,9879.408089,652.3568824,1128.51245,0.04295225605,0.1955776238,0.01291437784,0.02234058777,0.03529411927,0.2078431398,0.01307189558,0.0209150333,0.02913310861,0.08463426899,0.007049293486,0.005324470428,1,45697,1051.874,0.2196174348,0.06603198052,0.1142287514,0.04747992783,0.0142757048,0.02469554786,0.000004805948636,0.000001444995963,0.000002499699135
1616,1,3HR,FEMALE,WT,CX23,NOIR,1,2216.674575,4980.011903,247.377786,878.4758408,0.05885393414,0.1322220662,0.006568016832,0.02332401871,0.03529411927,0.1189542487,0.005228758324,0.02352941222,0.07870522057,0.06932802302,0.005572919979,0.005202707337,1,33874,885.142,0.4451143127,0.04967413548,0.1764003496,0.06543881961,0.007302880851,0.02593363172,0.00001314029382,0.000001466438433,0.000005207544123
1616,2,3HR,FEMALE,WT,CX23,NOIR,1,3015.051068,5658.004071,149.4732074,1068.43663,0.0779123228,0.1462092116,0.003862556396,0.02760960852,0.05098039284,0.1424836665,0.001307189581,0.02614379115,0.07103200251,0.06872913301,0.004823942826,0.008447766234,2,34536,914.308,0.5328824493,0.02641800988,0.1888363135,0.08730168715,0.004328040521,0.03093689571,0.00001542976747,0.0000007649412172,0.000005467810791
1617,1,3HR,FEMALE,WT,CX23,NOIR,1,8577.706134,30582.95644,2156.04974,4832.954384,0.04827696401,0.1721267043,0.01213465862,0.02720078786,0.03921568766,0.1620915085,0.01045751665,0.02614379115,0.03063478895,0.07049352984,0.008668522926,0.006475590505,1,168611,2251.99,0.2804734117,0.07049840796,0.1580277039,0.05087275524,0.01278712385,0.02866333978,0.00000166343484,0.0000004181127445,0.0000009372324692
1617,2,3HR,FEMALE,WT,CX23,NOIR,1,1858.38045,9600.120506,839.9830312,1419.46932,0.03232809341,0.1670021833,0.01461221242,0.02469286457,0.02745098062,0.1686274558,0.01307189558,0.02352941222,0.01676409752,0.06119430009,0.0103021472,0.005412116522,2,53738,1044.186,0.1935788669,0.08749713409,0.1478595314,0.03458224068,0.01563108101,0.02641462875,0.000003602271519,0.000001628217166,0.000002751489289
1618,1,3HR,FEMALE,WT,CX23,NOIR,1,2421.698112,10102.23424,485.8810612,1378.899385,0.04393740791,0.1832870845,0.008815448251,0.02501767849,0.03137255087,0.1960784346,0.006535947789,0.02352941222,0.03518216602,0.08011681137,0.006698676128,0.006811745863,1,49610,1216.612,0.2397190617,0.04809639629,0.1364944975,0.04881471703,0.009794014538,0.02779478704,0.000004832071391,0.0000009694899474,0.000002751350483
1619,1,3HR,FEMALE,WT,CX23,NOIR,1,1720.721624,6890.970137,364.0928228,1185.997425,0.02839099829,0.1136973689,0.006007339342,0.01956833132,0.01960784383,0.108496733,0.005228758324,0.01830065437,0.02816911552,0.05349089462,0.004061783976,0.003813862445,1,54426,1510.248,0.2497067307,0.05283622125,0.1721089195,0.03161580171,0.006689685496,0.02179100843,0.000004588004459,0.0000009707900866,0.000003162255531
1620,1,3HR,FEMALE,WT,CX23,NOIR,1,116.4862781,786.0261626,44.01568772,110.2039246,0.02293940097,0.1547905007,0.008667918023,0.02170223014,0.02352941222,0.163398698,0.007843137719,0.0209150333,0.009926647398,0.0594947776,0.005587476377,0.00395593209,1,4567,303.336,0.1481964388,0.05599773877,0.1402038887,0.02550608235,0.009637768277,0.02413048492,0.00003244940635,0.00001226138357,0.00003069934065
1620,2,3HR,FEMALE,WT,CX23,NOIR,1,2235.207911,7857.859034,533.9777958,1557.197432,0.03021980547,0.1062375317,0.007219330707,0.02105316612,0.02352941222,0.1006535962,0.006535947789,0.0209150333,0.03682118007,0.04287390619,0.00526752376,0.004157336174,2,68535,1453.7,0.2844550789,0.06795461632,0.1981707008,0.03261410828,0.007791315324,0.02272119985,0.000004150508191,0.0000009915315724,0.00000289152551
1624,1,3HR,FEMALE,WT,CX23,NOIR,1,4589.753066,2687.332095,102.809154,653.9137458,0.144150536,0.08440113365,0.003228930715,0.02053749202,0.08235294372,0.08366013318,0.002614379162,0.0209150333,0.1278101873,0.02678689779,0.002996577076,0.004287910609,1,26799,1227.714,1.707921799,0.03825695906,0.2433319451,0.1712658333,0.003836305607,0.02440067711,0.00006373080334,0.000001427551739,0.00000907988899
1630,1,3HR,FEMALE,WT,CX23,NOIR,1,288.5058918,1677.149062,108.058827,265.5032762,0.02212977616,0.1286453219,0.008288626755,0.02036536597,0.01960784383,0.1254902035,0.007843137719,0.0209150333,0.01108486654,0.06339495928,0.005908138677,0.003893086748,1,10985,435.896,0.172021616,0.06443006736,0.1583063082,0.02626362237,0.009836943742,0.02416962004,0.00001565968284,0.000005865276956,0.00001441113411
1632,1,3HR,FEMALE,WT,CX23,NOIR,1,214.2392223,686.5019779,127.4849711,163.1451029,0.02813753905,0.09016311767,0.01674349502,0.02142699013,0.01960784383,0.09150326997,0.01437908504,0.0209150333,0.0257868856,0.03181959181,0.008984769329,0.004510661581,1,6054,337.68,0.3120737146,0.1857022633,0.2376469524,0.03538804465,0.02105797342,0.02694831564,0.00005154835061,0.00003067430844,0.00003925453459
1633,1,3HR,FEMALE,WT,CX23,NOIR,1,3523.466769,7085.732211,396.5830196,1429.824877,0.06035400426,0.121372597,0.006793131545,0.02449169026,0.04705882445,0.1124183014,0.005228758324,0.02352941222,0.05687832661,0.05449815667,0.005936009082,0.006825986885,1,51550,1647.094,0.4972621973,0.05596923618,0.2017892907,0.06835047078,0.007693172058,0.02773666105,0.000009646211394,0.000001085727181,0.00000391443823
1634,1,3HR,FEMALE,WT,CX23,NOIR,1,632.5372746,2391.953008,162.3817048,433.6496878,0.02799828588,0.1058761069,0.007187575459,0.01919483391,0.02352941222,0.1058823541,0.006535947789,0.01830065437,0.01841011872,0.04041443491,0.004768974782,0.003909676863,1,19291,770.576,0.2644438551,0.06788666175,0.1812952371,0.03278924237,0.008417485085,0.02247937835,0.00001370814655,0.000003519084638,0.000009397918051
1634,2,3HR,FEMALE,WT,CX23,NOIR,1,1294.231413,3456.700736,215.7437981,722.666691,0.03439086475,0.09185291462,0.005732835493,0.0192030051,0.02745098062,0.09150326997,0.003921568859,0.01830065437,0.02906625537,0.02482625279,0.004361097602,0.003861117445,2,33910,942.836,0.3744123405,0.06241321265,0.209062556,0.03816665918,0.006362247069,0.02131131498,0.00001104135478,0.000001840554782,0.0000061652184
1634,3,3HR,FEMALE,WT,CX23,NOIR,1,1792.121623,4974.728237,390.3451105,1021.393494,0.04125320251,0.1145142543,0.008985431391,0.02351165908,0.03529411927,0.1124183014,0.007843137719,0.0209150333,0.0250586531,0.03889549175,0.005408144863,0.006916803639,3,39541,985.39,0.3602451305,0.07846561498,0.2053164404,0.04532312342,0.009871907905,0.02583125095,0.000009110673239,0.000001984411496,0.00000519249489
1635,1,3HR,FEMALE,WT,CX23,NOIR,1,5953.200178,29331.89757,1518.907235,3012.470668,0.04964640885,0.2446118618,0.01266684931,0.02512234528,0.03921568766,0.2549019754,0.01176470611,0.02352941222,0.0311400038,0.09664097312,0.008536761914,0.00631015768,1,111758,1792.514,0.2029599402,0.05178346309,0.1027028906,0.05326867139,0.01359103809,0.02695530224,0.000001816066324,0.0000004633535236,0.0000009189757388
1636,1,3HR,FEMALE,WT,CX23,NOIR,1,5025.878573,10306.93229,577.8013255,1820.836653,0.07932508244,0.1626776775,0.009119626969,0.02873885939,0.05098039284,0.1686274558,0.007843137719,0.02352941222,0.06776664012,0.06698315512,0.006572526913,0.02547419139,1,57072,1394.554,0.4876211886,0.05605948592,0.1766613578,0.088062072,0.01012407705,0.03190420264,0.000008543965317,0.0000009822590047,0.000003095412072
1637,1,3HR,FEMALE,WT,CX23,NOIR,1,1004.611797,3670.124283,298.079748,736.300679,0.02576786612,0.09413712988,0.007645619002,0.01888579986,0.02352941222,0.08888889104,0.005228758324,0.01830065437,0.01482908283,0.03514714968,0.006557323998,0.004060341525,1,34540,1006.664,0.2737269147,0.08121788939,0.2006200941,0.02908546024,0.008629986915,0.02131733292,0.000007924925151,0.000002351415443,0.000005808340884
1637,2,3HR,FEMALE,WT,CX23,NOIR,1,4060.278552,11859.91274,638.0627656,1905.900708,0.04841041769,0.1414049116,0.007607577804,0.02272392107,0.03529411927,0.1398692876,0.005228758324,0.0209150333,0.0399147241,0.06186017548,0.006377454605,0.005910198205,2,76202,1761.96,0.3423531555,0.05379995446,0.1607010733,0.05328309693,0.008373307335,0.02501116385,0.000004492705645,0.0000007060176171,0.000002108882619
1637,3,3HR,FEMALE,WT,CX23,NOIR,1,2855.431461,10413.44738,558.6719139,1561.743838,0.0387597592,0.1413526181,0.007583438494,0.02119918335,0.03137255087,0.1424836665,0.006535947789,0.0209150333,0.0266373834,0.04453445724,0.004886743577,0.004556900094,3,68432,1148.848,0.2742061641,0.05364908408,0.1499737581,0.04172655279,0.008163898671,0.02282183536,0.000004006987435,0.0000007839765618,0.000002191573505
1639,1,3HR,FEMALE,WT,CX23,NOIR,1,592.0549207,1495.989583,66.91764919,468.3555682,0.03200123889,0.08085993096,0.003616974714,0.02531514881,0.02745098062,0.07058823854,0.001307189581,0.02352941222,0.02270777061,0.04148808681,0.006314475306,0.005684392802,1,15938,550.698,0.3957613927,0.04473136041,0.3130740839,0.03714737864,0.004198622738,0.02938609412,0.00002483130836,0.000002806585544,0.00001964324783
1646,1,3HR,FEMALE,WT,CX23,NOIR,1,1227.054941,3759.245854,308.1634083,1008.632708,0.02994569847,0.09174262626,0.007520582983,0.02461520665,0.02745098062,0.08496732265,0.003921568859,0.02352941222,0.01661029103,0.03902880682,0.008469336539,0.00589070035,1,36437,1128.282,0.3264098674,0.08197479503,0.2683071943,0.03367606939,0.008457430862,0.02768155193,0.000008958198188,0.000002249767956,0.000007363591797
1648,1,3HR,FEMALE,WT,CX23,NOIR,1,2956.760866,3965.377879,333.0732131,738.3085222,0.07576581336,0.1016112205,0.008534867729,0.01891886028,0.04313725606,0.1006535962,0.007843137719,0.01830065437,0.0710930339,0.03579138049,0.005380907877,0.003730394331,1,35456,800.162,0.7456441622,0.08399532738,0.1861886924,0.08339239808,0.009393987284,0.02082323224,0.00002103012641,0.000002369001787,0.000005251260503
1648,2,3HR,FEMALE,WT,CX23,NOIR,1,1316.329454,5153.929552,630.8823719,1002.036628,0.02940664062,0.1151381621,0.0140938358,0.02238537695,0.02745098062,0.1150326803,0.01176470611,0.0209150333,0.01395236986,0.04561094153,0.00966148436,0.004458907856,2,40018,1039.384,0.2554030747,0.1224080317,0.1944218714,0.03289343431,0.01576496506,0.02503964787,0.000006382204875,0.000003058824321,0.000004858360522
1649,1,3HR,FEMALE,WT,CX23,NOIR,1,5236.4276,12664.34152,760.400024,1846.436654,0.0690794243,0.1670691333,0.01003126557,0.02435835857,0.04705882445,0.1686274558,0.007843137719,0.02352941222,0.0504465498,0.05783514805,0.006795058677,0.006069150129,1,70804,1080.702,0.4134780789,0.06004260254,0.1457980782,0.07395666347,0.01073950658,0.02607814042,0.00000583975593,0.0000008480114476,0.000002059178552
1650,1,3HR,FEMALE,WT,CX23,NOIR,1,15511.35729,18705.09988,697.9751845,2679.798779,0.1155477219,0.1393386562,0.005199380109,0.01996244676,0.05882352963,0.1424836665,0.001307189581,0.01830065437,0.1141156176,0.04857549447,0.008199015609,0.004949881095,1,124453,2298.55,0.8292581911,0.03731469968,0.143265676,0.1246362666,0.005608343588,0.02153261696,0.000006663223796,0.000000299829652,0.000001151162897
1650,2,3HR,FEMALE,WT,CX23,NOIR,1,4304.376599,15259.38599,496.3359643,1964.742539,0.05005787551,0.1774594826,0.005772153839,0.02284903171,0.03529411927,0.1856209189,0.003921568859,0.0209150333,0.04028035834,0.07686600813,0.005024604021,0.005853037893,2,79140,1611.986,0.2820805897,0.03252660131,0.12875633,0.05438939347,0.006271619463,0.02482616299,0.000003564323853,0.0000004110007747,0.000001626943771
1653,1,3HR,FEMALE,WT,CX23,NOIR,1,1900.603975,3573.811861,166.6705941,617.9189747,0.05960996032,0.1120879394,0.005227405409,0.01938022126,0.03921568766,0.1111111119,0.003921568859,0.01830065437,0.05366217815,0.04485277683,0.003685101505,0.004249617667,1,28265,780.34,0.5318142221,0.04663664472,0.1729019318,0.06724231292,0.00589671304,0.0218616301,0.00001881529178,0.000001649978586,0.000006117174309
1656,1,3HR,FEMALE,WT,CX23,NOIR,1,10871.53756,26415.67777,1205.94383,3361.511213,0.07592120929,0.1844734647,0.008421689513,0.02347505998,0.05882352963,0.1934640557,0.006535947789,0.0209150333,0.06380606155,0.07122620503,0.005615732003,0.007469157317,1,133509,2233.888,0.4115562606,0.04565257951,0.1272543995,0.0814292487,0.00903267817,0.02517816187,0.000003082610615,0.0000003419438353,0.0000009531522185
1659,1,3HR,FEMALE,WT,CX23,NOIR,1,6962.44334,18963.47759,1029.020948,2593.443217,0.05848040704,0.1592819983,0.008643167484,0.02178338947,0.03529411927,0.1620915085,0.006535947789,0.0209150333,0.05281352554,0.06049794118,0.005915539866,0.00679434053,1,110136,2067.016,0.3671501341,0.05426330392,0.1367598957,0.06321678053,0.009343184317,0.02354764307,0.000003333606941,0.0000004926936145,0.000001241736541
1660,1,3HR,FEMALE,WT,CX23,NOIR,1,2760.870671,10839.54927,597.6209335,1241.409186,0.04847459698,0.1903177819,0.01049286162,0.02179631614,0.03529411927,0.2026143819,0.009150327183,0.0209150333,0.03731467775,0.07457834918,0.006090469952,0.004587743175,1,52608,946.416,0.254703457,0.0551333749,0.1145259046,0.05248005382,0.01135988697,0.02359734614,0.000004841534691,0.000001048003629,0.00000217696747
1661,1,3HR,FEMALE,WT,CX23,NOIR,1,3372.470689,16314.13772,659.6928317,1902.285016,0.04356071672,0.2107225229,0.008520961402,0.0245709767,0.03529411927,0.2339869291,0.006535947789,0.02352941222,0.03262501354,0.08413966577,0.006369756527,0.005178162591,1,71484,1338.72,0.2067207441,0.04043688014,0.1166034668,0.04717797953,0.009228538298,0.02661133983,0.000002891846344,0.0000005656773564,0.000001631182737
1664,1,3HR,FEMALE,WT,CX23,NOIR,1,1468.341222,5042.091637,354.7751745,1021.801337,0.03234730514,0.1110764135,0.007815636209,0.02251010809,0.02745098062,0.1045751646,0.005228758324,0.0209150333,0.01908479455,0.04961297175,0.007909885811,0.005828295815,1,39942,1322.166,0.291216687,0.07036269865,0.2026542574,0.03676183522,0.008882258636,0.0255821275,0.00000729098911,0.000001761621818,0.00000507371332
1665,1,3HR,FEMALE,WT,CX23,NOIR,1,1226.55298,7669.842038,585.8117827,1041.508529,0.02460487423,0.153858416,0.01175149012,0.02089284912,0.02352941222,0.1516339928,0.009150327183,0.0209150333,0.01175331788,0.0640437549,0.009053785308,0.005007826291,1,45520,958.798,0.1599189363,0.07637859812,0.135792696,0.02694536425,0.01286932739,0.02288024008,0.000003513157652,0.000001677912964,0.000002983143586
1667,1,3HR,FEMALE,WT,CX23,NOIR,1,2746.945178,6908.809329,296.6026249,1226.891543,0.04607499586,0.1158826771,0.004974968129,0.0205788682,0.03529411927,0.1150326803,0.003921568859,0.01830065437,0.03296912076,0.03886283422,0.003491098672,0.006130119771,1,54801,1086.982,0.3976003747,0.04293107694,0.177583645,0.05012582212,0.005412357893,0.02238812327,0.000007255348894,0.0000007833995172,0.00000324051833
1668,1,3HR,FEMALE,WT,CX23,NOIR,1,2531.0785,2207.061497,26.31634072,536.7137404,0.121266697,0.1057426934,0.001260844228,0.02571453337,0.1098039225,0.1006535962,0.001307189581,0.02352941222,0.0548459655,0.04721700793,0.001572487058,0.008492411011,1,17470,833.168,1.146809232,0.0119237007,0.2431802382,0.1448814253,0.001506373252,0.03072202292,0.00006564448952,0.0000006825243676,0.00001391987626
1668,2,3HR,FEMALE,WT,CX23,NOIR,1,1150.305913,913.2562332,11.01045787,200.4705938,0.13321435,0.1057621579,0.001275096453,0.02321605023,0.1254902035,0.0941176489,0.001307189581,0.02352941222,0.07312019399,0.05330360728,0.00180031452,0.00506176131,2,6564,466.106,1.259565356,0.01205626359,0.2195118812,0.1752446546,0.001677400651,0.03054091922,0.000191889908,0.000001836725105,0.00003344178568
1670,1,3HR,FEMALE,WT,CX23,NOIR,1,7593.862962,29287.75248,1179.158207,3225.97133,0.06099831285,0.235256219,0.0094716828,0.02591287326,0.03921568766,0.2483660132,0.007843137719,0.02352941222,0.06076986941,0.09741462832,0.007272569556,0.007865560813,1,115968,1898.354,0.2592845923,0.04026113672,0.1101474527,0.06548239999,0.01016796191,0.02781777154,0.000002235828783,0.0000003471745371,0.0000009498090222
1671,1,3HR,FEMALE,WT,CX23,NOIR,1,469.1215842,4680.810587,118.4980433,557.7333484,0.01873189523,0.1869034733,0.004731594126,0.02227013849,0.01960784383,0.1869281083,0.003921568859,0.0209150333,0.00838941207,0.09003401877,0.004479170355,0.004476732327,1,22256,588.112,0.100222296,0.02531570998,0.1191531548,0.02107843207,0.005324318984,0.02505990962,0.00000450315852,0.000001137477983,0.00000535375426
1677,1,3HR,FEMALE,WT,CX23,NOIR,1,7833.008063,26711.66742,1418.413115,2900.930796,0.06605506745,0.2252571399,0.01196135293,0.02446329403,0.04313725606,0.2379084975,0.009150327183,0.02352941222,0.08032373402,0.0885190318,0.00951550131,0.005461232831,1,110989,1701.024,0.2932429466,0.05310088255,0.1086016365,0.07057463409,0.01277976299,0.02613710184,0.000002642090177,0.0000004784337417,0.0000009784900891
1680,1,3HR,FEMALE,WT,CX23,NOIR,1,2739.905971,21247.77448,1209.43533,2065.895481,0.03072332328,0.2382571707,0.01356173279,0.02316545728,0.02745098062,0.2549019754,0.01176470611,0.02352941222,0.01661510213,0.1002600311,0.009669583891,0.00550140059,1,82138,1567.668,0.1289502566,0.05692056508,0.09722879365,0.03335734947,0.0147244312,0.02515151916,0.00000156992204,0.0000006929869863,0.000001183724873
1684,1,3HR,FEMALE,WT,CX23,NOIR,1,10634.18854,19340.36521,649.2941392,2341.513794,0.1098074071,0.1997063857,0.006704536566,0.024178202,0.06666667014,0.2065359503,0.005228758324,0.02352941222,0.09918149082,0.08116016675,0.005371673263,0.008192427965,1,89882,1526.362,0.5498442464,0.03357196889,0.1210687476,0.1183127716,0.007223850595,0.02605097566,0.000006117401109,0.0000003735115917,0.00000134697434
1686,1,3HR,FEMALE,WT,CX23,NOIR,1,20228.2084,41079.03516,1305.649716,5794.298209,0.101178478,0.2054712001,0.006530664926,0.02898221447,0.09019608051,0.2130718976,0.005228758324,0.02614379115,0.07650294392,0.08705180276,0.005501937244,0.01131901765,1,188680,2701.848,0.4924217018,0.03178384573,0.1410524416,0.1072090757,0.006919915815,0.03070965767,0.00000260982458,0.0000001684537085,0.0000007475749504
1695,1,3HR,FEMALE,WT,CX23,NOIR,1,10959.67482,37104.82327,1487.702008,4326.862864,0.06124091876,0.2073358475,0.008313042067,0.0241778211,0.04705882445,0.2143790871,0.006535947789,0.02352941222,0.04833000376,0.07859510877,0.006327551154,0.007099918019,1,168493,2364.906,0.2953706245,0.040094572,0.116611871,0.06504528272,0.00882945884,0.02567977817,0.000001753014217,0.0000002379598678,0.0000006920873328
1700,1,3HR,FEMALE,WT,CX23,NOIR,1,3213.772645,14773.2736,510.5019775,1469.398741,0.04231153505,0.1945003437,0.006721110887,0.01934564862,0.03137255087,0.2065359503,0.005228758324,0.01830065437,0.03648951416,0.08577845978,0.005953577385,0.004456281787,1,68735,1585.018,0.2175396416,0.03455577898,0.0994633133,0.04675598523,0.007427103767,0.02137773683,0.000003164903493,0.0000005027392009,0.000001447054824
1700,2,3HR,FEMALE,WT,CX23,NOIR,1,3787.149125,8918.208072,320.7660237,893.3176727,0.09186312339,0.2163248453,0.007780672967,0.0216687933,0.07450980693,0.2300653607,0.006535947789,0.0209150333,0.06810720004,0.08730083181,0.005373105186,0.004851030433,2,37517,824.748,0.4246535957,0.03596754204,0.1001678438,0.1009448816,0.008549884685,0.02381101028,0.00001131896462,0.0000009586998438,0.000002669932131
1701,1,3HR,FEMALE,WT,CX23,NOIR,1,9787.278706,28636.79434,824.8261705,3045.673296,0.08785155965,0.2570466339,0.007403719429,0.02733825788,0.07450980693,0.2784313858,0.006535947789,0.02614379115,0.06400677522,0.1086739821,0.005631748066,0.009345714746,1,103784,1725.744,0.3417728462,0.02880302036,0.1063552456,0.09430431189,0.007947527273,0.0293462701,0.000003293116917,0.0000002775285243,0.000001024774971
1703,1,3HR,FEMALE,WT,CX23,NOIR,1,5389.713876,13716.94285,390.8091639,1340.308539,0.0797283158,0.2029103541,0.00578111513,0.0198267561,0.05098039284,0.2143790871,0.005228758324,0.01830065437,0.07382730071,0.07611063766,0.003829038933,0.004619108966,1,62541,1104.358,0.3929238413,0.02849098142,0.09771189936,0.08617888867,0.006248847379,0.02143087797,0.000006282660036,0.0000004555568574,0.000001562365478
1704,1,3HR,FEMALE,WT,CX23,NOIR,1,73.85490444,222.465366,13.71372597,62.0130741,0.02223875473,0.0669874634,0.004129396558,0.01867301238,0.01568627544,0.06405229121,0.003921568859,0.01830065437,0.01779145263,0.03019986351,0.002880144845,0.003605880102,1,2167,275.056,0.331983831,0.06164431893,0.2787538358,0.03408163565,0.00632843838,0.0286170162,0.0001531997374,0.00002844684768,0.0001286358264
1705,1,3HR,FEMALE,WT,CX23,NOIR,1,216.0000066,428.2836715,19.59477186,109.576474,0.0396112244,0.07854092637,0.003593392969,0.02009471374,0.03529411927,0.07450980693,0.001307189581,0.0209150333,0.0214968068,0.03389229584,0.004832898516,0.004615304411,1,3830,378.89,0.5043386452,0.04575185366,0.2558502257,0.05639686857,0.005116128424,0.02861004543,0.0001316811084,0.0000119456537,0.0000668016255
1705,2,3HR,FEMALE,WT,CX23,NOIR,1,2349.451058,17586.14289,819.9098297,1940.468035,0.02514933695,0.1882481577,0.008776598477,0.02077144117,0.01960784383,0.1960784346,0.007843137719,0.0209150333,0.02292934585,0.0673289939,0.005933742438,0.005671704838,2,87418,1332.306,0.1335967228,0.04662249333,0.1103407408,0.02687605594,0.009379187693,0.02219757984,0.00000152825188,0.0000005333283,0.000001262219918
1706,1,3HR,FEMALE,WT,CX23,NOIR,1,177.1960836,233.7856266,1.555555601,91.22876098,0.05491046904,0.07244673894,0.0004820438802,0.02827045583,0.03921568766,0.06797385961,0,0.02875817008,0.03540480063,0.02119927698,0.0006348634376,0.00663771308,1,2053,289.54,0.7579425913,0.0066537692,0.3902239942,0.08631080545,0.0007576987829,0.04443680515,0.0003691878184,0.000003240998149,0.0001900750093
1707,1,3HR,FEMALE,WT,CX23,NOIR,1,913.7059105,2160.826202,139.1398738,504.9202756,0.0456009338,0.1078418028,0.006944147018,0.0251993949,0.04313725606,0.1006535962,0.005228758324,0.02352941222,0.02799552554,0.05258211993,0.007663361845,0.005851540422,1,17312,587.424,0.422850255,0.06439197825,0.2336700079,0.052778761,0.008037192341,0.02916591241,0.00002442526889,0.000003719499668,0.00001349757439
1708,1,3HR,FEMALE,WT,CX23,NOIR,1,5810.066841,26824.05947,1103.790886,3138.277214,0.04192088402,0.1935413682,0.007964089047,0.02264334623,0.03137255087,0.2026143819,0.006535947789,0.0209150333,0.0383043662,0.06917293686,0.006176901004,0.00597459096,1,130001,2037.558,0.2165990888,0.04114928565,0.1169948649,0.04469247807,0.008490633807,0.02414040826,0.000001666134021,0.0000003165305317,0.0000008999535765
1708,2,3HR,FEMALE,WT,CX23,NOIR,1,3614.800108,12910.64348,796.9438159,1917.845807,0.04136589509,0.1477426988,0.009119811135,0.02194683138,0.03137255087,0.1516339928,0.007843137719,0.0209150333,0.03231905479,0.06788706469,0.006205328927,0.004789508863,2,80485,1655.234,0.279986053,0.06172766039,0.1485476546,0.044912718,0.009901768228,0.02382861163,0.000003478735826,0.0000007669461439,0.00000184565639
1710,1,3HR,FEMALE,WT,CX23,NOIR,1,2504.454975,7597.626347,592.934658,880.4941416,0.06394788518,0.1939951575,0.01513978802,0.02248223219,0.04705882445,0.1960784346,0.01176470611,0.0209150333,0.05439849982,0.08140024219,0.0102242571,0.004546960919,1,35461,806.41,0.3296365024,0.07804209249,0.1158906876,0.07062561617,0.01672075401,0.02482992983,0.000009295747507,0.000002200786568,0.000003268116737
1710,2,3HR,FEMALE,WT,CX23,NOIR,1,2655.90204,11219.64079,636.8340065,1258.760823,0.04451207601,0.188037622,0.01067313601,0.02109643225,0.03529411927,0.2026143819,0.009150327183,0.0209150333,0.02976442996,0.07353610873,0.007645805598,0.004993390249,2,54939,1052.454,0.2367189903,0.0567606413,0.1121926135,0.04834274449,0.01159165632,0.02291197188,0.000004308760448,0.000001033157526,0.000002042130608
1711,1,3HR,FEMALE,WT,CX23,NOIR,1,3372.423629,14243.96377,556.1751815,1574.719006,0.04444592734,0.187724393,0.00732995745,0.02075357494,0.03137255087,0.1960784346,0.006535947789,0.0209150333,0.03707716694,0.07425829501,0.004612539032,0.005730246982,1,69881,1324.032,0.2367615984,0.03904637715,0.1105534268,0.0482595216,0.007958889848,0.02253429409,0.000003388068264,0.0000005587552719,0.000001582024109
1715,1,3HR,FEMALE,WT,CX23,NOIR,1,7388.443349,21726.94443,598.8379284,2732.63276,0.08296308374,0.2439667228,0.006724209533,0.03068408726,0.07450980693,0.2640523016,0.005228758324,0.02614379115,0.05333798969,0.1004091011,0.005286826911,0.01736176912,1,82917,1355.58,0.3400590162,0.02756199475,0.125771609,0.08910649624,0.007222136937,0.0329562425,0.000004101197779,0.0000003324046306,0.000001516837428
