ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Secondary Treatment,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
136,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,3521.800102,9525.052524,162.4771297,882.0078715,0.059871141,0.16192735,0.002762136,0.014994269,0.019607844,0.173856214,0,0.013071896,0.089898127,0.080709165,0.006468269,0.011069508,1,53420,1254.478,0.369740754,0.017057872,0.092598741,0.065926621,0.003041504,0.016510818,6.92E-06,3.19E-07,1.73E-06,18.66362603,0.159577605,5.432809141,23.94694003,0.154291692,0.887105573,20.33517,0.158552038,1.186036744,6.655184496,0.025960668,0.060608727
137,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,224.8078504,2178.139931,27.69019707,416.2065488,0.011370011,0.110162853,0.001400475,0.021050301,0,0.117647059,0,0.018300654,0.02089394,0.049540805,0.004019218,0.015126559,1,17177,592.354,0.103210931,0.012712772,0.191083476,0.013087725,0.001612051,0.024230456,6.01E-06,7.40E-07,1.11E-05,1.191359398,0.027196045,2.56366277,6.684645798,0.114989438,1.830599578,4.03692933,0.084035387,1.740568663,5.777567673,0.060171085,0.388964337
150,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,2383.639284,3123.993547,211.9006605,415.069295,0.069823636,0.091510737,0.006207179,0.012158571,0.023529412,0.083660133,0,0.010457517,0.099444868,0.047782015,0.010763503,0.008821062,1,30138,921.276,0.76301031,0.067830057,0.132864966,0.079090825,0.007031013,0.013772291,2.53E-05,2.25E-06,4.41E-06,12.63199241,0.208119136,2.55665775,49.41776617,0.613535738,1.272860193,24.39568939,0.366523103,0.989317623,24.34347864,0.182979587,0.154145204
153,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,121.03922,1558.359518,22.28235364,304.5438007,0.005940867,0.076487657,0.001093666,0.014947669,0,0.071895428,0,0.010457517,0.015349403,0.036342718,0.005588797,0.013835083,1,17577,646.914,0.077670922,0.014298596,0.195425893,0.006886227,0.001267699,0.017326267,4.42E-06,8.13E-07,1.11E-05,0.641442067,0.021884708,1.875865735,5.030500107,0.129333517,1.872200388,2.124067692,0.066084527,1.2446137,4.248937732,0.066136855,0.388750821
158,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,2523.651052,7542.566202,138.0653644,831.8144053,0.051121238,0.152788685,0.00279677,0.016849945,0.031372551,0.15947713,0,0.015686275,0.058415846,0.071253971,0.006012463,0.011678237,1,44773,1078.186,0.334587856,0.018304826,0.110282679,0.056365467,0.003083675,0.018578483,7.47E-06,4.09E-07,2.46E-06,13.37397867,0.135601485,5.123637839,21.67019791,0.165570628,1.056519536,17.38601695,0.160750385,1.334565239,7.185560315,0.033238721,0.086124176
186,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,6554.568811,10517.6761,94.58039546,1137.351672,0.069124251,0.11091904,0.000997442,0.01199447,0.050980393,0.111111112,0,0.010457517,0.065457242,0.045187263,0.004225853,0.007464143,1,87151,1793.03,0.623195537,0.008992518,0.108137165,0.075209336,0.001085247,0.013050357,7.15E-06,1.03E-07,1.24E-06,34.73565151,0.092892538,7.005622921,40.36240528,0.081339035,1.035965288,23.19843789,0.056573393,0.937458308,6.875726938,0.008388877,0.043384697
186,2,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,95.61176853,1492.359516,1.890196156,323.8326899,0.004641348,0.072444637,9.18E-05,0.015720033,0,0.06797386,0,0.010457517,0.007701608,0.03331492,0.000813719,0.016103723,2,17665,712.188,0.064067517,0.001266582,0.216993751,0.005412498,0.000107002,0.018331882,3.63E-06,7.17E-08,1.23E-05,0.506690397,0.001856464,1.994677434,4.149450576,0.011456477,2.078822715,1.669493372,0.005577977,1.316850922,3.487312858,0.005829277,0.429504337
197,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,324.6313831,1426.518991,6.050980618,465.9111256,0.013992732,0.061487888,0.000260818,0.020082376,0.003921569,0.054901961,0,0.018300654,0.022772248,0.03033921,0.001571287,0.012149247,1,19402,955.174,0.227568918,0.004241781,0.326607026,0.016731852,0.000311874,0.024013562,1.17E-05,2.19E-07,1.68E-05,1.720369855,0.005942996,2.869822712,14.73891955,0.038367711,3.128929291,5.160965921,0.016257836,1.724988275,11.27802634,0.017774467,0.58859015
1,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1091.631406,4975.889021,235.2653676,648.7398912,0.020460544,0.093263528,0.0044096,0.012159389,0.011764706,0.095424838,0,0.010457517,0.021957992,0.036555393,0.007646212,0.007453065,1,47629,1460.318,0.219384195,0.047281072,0.13037668,0.022919469,0.00493954,0.013620691,4.61E-06,9.93E-07,2.74E-06,5.785053022,0.231066882,3.99597342,14.2088209,0.42766627,1.24902216,7.069546379,0.257495718,0.978427627,4.428947513,0.080706914,0.095711125
4,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,14.52156931,1035.614406,67.79869535,222.2640595,0.001057114,0.075388688,0.00493548,0.016179956,0,0.070588239,0.002614379,0.015686275,0.003243426,0.035515354,0.005758466,0.008724949,1,10989,775.818,0.014022178,0.065467123,0.214620479,0.001321464,0.006169687,0.02022605,1.28E-06,5.96E-06,1.95E-05,0.076956423,0.066588777,1.369056052,0.908172135,0.592162548,2.056086513,0.407607689,0.321622658,1.452916431,1.226941782,0.484350741,0.682884024
5,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,474.6745253,3673.064148,76.44183273,689.2653811,0.012653938,0.097917044,0.002037797,0.01837453,0.003921569,0.09150327,0,0.015686275,0.017557591,0.047965303,0.005368034,0.011374177,1,33129,1175.02,0.12923121,0.020811461,0.187654055,0.014328067,0.002307399,0.020805499,3.90E-06,6.28E-07,5.66E-06,2.515516943,0.075077671,4.245593927,8.369897041,0.188243618,1.797745369,4.419514747,0.12028355,1.494540561,3.750815876,0.051072738,0.198053989
6,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,185.1411828,2463.753004,81.93725771,403.9346537,0.007113974,0.094668703,0.003148406,0.015521024,0,0.087581702,0,0.013071896,0.013634455,0.048386007,0.00640563,0.009462873,1,22435,893.69,0.075146,0.033257091,0.163950953,0.008252337,0.003652207,0.018004665,3.35E-06,1.48E-06,7.31E-06,0.981147623,0.080475026,2.488072895,4.866968899,0.300816699,1.57066719,2.545446359,0.190387672,1.293345647,3.220671676,0.120518321,0.2555182
6,2,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,374.3843253,1837.023577,169.6183063,338.6379196,0.016706873,0.081977044,0.007569205,0.015111693,0,0.081045754,0.002614379,0.013071896,0.025686677,0.0355063,0.009551008,0.009131714,2,19093,891.518,0.203799412,0.092333222,0.184340541,0.01960846,0.008883795,0.017736234,1.07E-05,4.84E-06,9.65E-06,1.984033402,0.166591342,2.085871617,13.1994438,0.835171518,1.766001559,6.048260309,0.463107722,1.274063228,10.26349831,0.393168493,0.337583065
7,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,212.3411833,672.7777957,0,239.0143865,0.019050887,0.06036047,0,0.021443961,0.015686275,0.05751634,0,0.020915033,0.019229494,0.022350654,0,0.00887857,1,8612,654.774,0.315618596,0,0.355264975,0.024656431,0,0.027753645,3.66E-05,0,4.13E-05,1.125292839,0,1.472231241,20.44161891,0,3.403475418,7.605314911,0,1.993653078,35.23913367,0,1.44238879
11,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1008.16866,15243.51415,4312.971362,1058.619643,0.01343777,0.203179129,0.057487122,0.014110225,0,0.196078435,0.040522877,0.013071896,0.025821282,0.123757115,0.060805587,0.009200095,1,67814,1740.96,0.066137549,0.282938128,0.069447218,0.014866674,0.063600014,0.015610636,9.75E-07,4.17E-06,1.02E-06,5.342745837,4.236003184,6.520665695,4.283519996,2.559229064,0.665311569,4.585649114,3.315436282,1.121373148,0.937767966,0.339208716,0.035807125
13,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,695.0941396,1385.50069,4.773856405,378.9699467,0.032421948,0.064625248,0.000222672,0.017676662,0.031372551,0.061437909,0,0.015686275,0.025237959,0.023986863,0.001135036,0.009348416,1,17960,959.868,0.501691659,0.003445582,0.273525628,0.038702346,0.000265805,0.021100777,2.79E-05,1.92E-07,1.52E-05,3.683621074,0.004688663,2.334300472,32.4929831,0.031165944,2.620403977,11.9377996,0.013856275,1.515751493,26.85945579,0.015597362,0.532507414
15,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,32.44706041,15305.61999,1331.81965,1123.743829,0.00032413,0.152895659,0.013304227,0.011225651,0,0.162091509,0.010457517,0.010457517,0.00170956,0.073065611,0.012935169,0.007337931,1,92695,1971.666,0.002119944,0.087015074,0.07342034,0.000350041,0.014367761,0.012123025,2.29E-08,9.39E-07,7.92E-07,0.171951781,1.308052339,6.921804152,0.137302086,0.787067854,0.703374499,0.10797073,0.748984073,0.870844428,0.021990484,0.07631907,0.027694533
20,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,205.9294183,2230.184374,157.2117698,259.2287669,0.009604021,0.104010091,0.007331955,0.012089766,0,0.104575165,0.00130719,0.010457517,0.016620356,0.052234171,0.011830391,0.008946929,1,18423,710.882,0.092337396,0.070492723,0.116236473,0.011177844,0.008533451,0.014070931,5.01E-06,3.83E-06,6.31E-06,1.09131397,0.154406209,1.596743589,5.980401312,0.637620059,1.113557509,3.447823537,0.444844451,1.010770151,4.819299676,0.311084824,0.22060535
23,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,879.7333622,12755.4866,2059.924245,1210.854943,0.008266695,0.119860989,0.019356734,0.011378184,0,0.117647059,0.011764706,0.010457517,0.016100577,0.05557981,0.02199076,0.008227867,1,97618,2433.364,0.068969016,0.161493192,0.094928165,0.009011999,0.021101889,0.012404013,7.07E-07,1.65E-06,9.72E-07,4.662108581,2.023163366,7.458373121,4.466905196,1.460736567,0.909421702,2.779765407,1.100030728,0.891028879,0.67934563,0.134499045,0.034001584
25,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,190.2784387,2187.811822,0.228758178,568.9411943,0.006092809,0.070054813,7.32E-06,0.018217778,0,0.070588239,0,0.015686275,0.008872608,0.02333692,0.00015339,0.012827841,1,27226,1112.644,0.086972032,0.00010456,0.260050334,0.00698885,8.40E-06,0.020896981,3.19E-06,3.84E-09,9.55E-06,1.008372286,0.000224676,3.504445959,5.632903596,0.000945767,2.491309253,2.155721874,0.000438002,1.501112034,3.071584272,0.000312232,0.333970066
28,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0.094117653,458.2601431,81.47974139,86.59608143,1.12E-05,0.054658891,0.009718481,0.010328731,0,0.053594772,0.007843138,0.010457517,0.000277334,0.019721483,0.009733865,0.006872222,1,6184,610.494,0.00020538,0.177802374,0.188967081,1.52E-05,0.013175896,0.014003247,3.32E-08,2.88E-05,3.06E-05,0.000498772,0.080025675,0.533396581,0.01330184,1.608256215,1.810324293,0.004694492,0.686852739,1.005908147,0.03193421,2.337561056,1.068441233
36,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,252.1764797,15247.36772,3225.332119,1077.69154,0.00258839,0.15650204,0.033105456,0.011061642,0,0.15947713,0.027450981,0.010457517,0.007940518,0.079469659,0.029012392,0.007059247,1,89462,2018.678,0.016539017,0.211533701,0.070680498,0.002818811,0.036052538,0.012046361,1.85E-07,2.36E-06,7.90E-07,1.336398255,3.167773672,6.638140814,1.071179882,1.913362465,0.677126522,0.869466722,1.879400386,0.865337326,0.177761523,0.192236501,0.027624534
38,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,365.662757,11914.85393,3563.695524,857.7778066,0.005193188,0.169216241,0.050612048,0.012182267,0,0.179084972,0.047058824,0.010457517,0.015471187,0.088273659,0.036093376,0.007723351,1,64581,1444.904,0.030689655,0.299096871,0.071992306,0.00566208,0.055181795,0.013282201,4.75E-07,4.63E-06,1.11E-06,1.937813831,3.50009873,5.283561813,1.987671959,2.705387954,0.689693779,1.746477333,2.876598828,0.954112546,0.45693445,0.376532088,0.038977617
40,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,306.5451093,9646.881295,1419.074552,700.6588474,0.004770165,0.150115639,0.022082295,0.01090299,0,0.151633993,0.015686275,0.010457517,0.010448674,0.078719774,0.023922981,0.007286448,1,58057,1523.84,0.031776602,0.147101898,0.072630607,0.005280071,0.024442781,0.012068465,5.47E-07,2.53E-06,1.25E-06,1.624522436,1.393750112,4.315773037,2.05807009,1.330564586,0.695808775,1.628646351,1.274189713,0.866925118,0.526283225,0.205995899,0.043742042
45,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,135.490201,2912.721643,564.0706056,357.6784431,0.005147022,0.1106489,0.021427997,0.013587542,0,0.104575165,0.020915033,0.013071896,0.009913739,0.057305902,0.016004142,0.00858064,1,22864,851.614,0.046516701,0.193657573,0.122798704,0.005925919,0.024670688,0.015643739,2.03E-06,8.47E-06,5.37E-06,0.71802441,0.554004347,2.203153484,3.012739684,1.751669502,1.176424361,1.827858889,1.286070364,1.123751079,1.956245489,0.688616085,0.187791331
54,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,137.4902008,565.1830217,0.397385635,131.707194,0.013594048,0.055881256,3.93E-05,0.013022266,0.011764706,0.053594772,0,0.013071896,0.013734607,0.019014107,0.000322828,0.007047388,1,7523,760.85,0.243266686,0.00070311,0.23303459,0.01827598,5.28E-05,0.01750727,3.23E-05,9.35E-08,3.10E-05,0.728623322,0.000390294,0.811262655,15.7556144,0.00635976,2.232495621,5.637254916,0.002753624,1.257615849,31.0926858,0.007598483,1.083086881
56,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1745.235348,28318.80997,6055.719126,1448.321618,0.012479605,0.202498516,0.04330246,0.010356473,0,0.214379087,0.039215688,0.010457517,0.029155779,0.115273811,0.03936649,0.008031319,1,128920,3058.336,0.061628132,0.213840876,0.051143449,0.013537351,0.046972689,0.011234266,4.78E-07,1.66E-06,3.97E-07,9.248798603,5.947650319,8.921071092,3.991459302,1.934231302,0.489959564,4.175617348,2.448662329,0.80700139,0.45964799,0.134854461,0.013870869
59,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,386.5477222,0,56.12287782,0,0.054039944,0,0.007846061,0,0.053594772,0,0.007843138,0,0.014092959,0,0.005751756,1,5330,450.654,0,0,0.145190036,0,0,0.010529621,0,0,2.72E-05,0,0,0.345694062,0,0,1.390935653,0,0,0.756383924,0,0,0.952453039
60,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1788.627504,12962.64871,3027.004006,1547.997434,0.021470572,0.155602822,0.036335966,0.018582064,0,0.155555561,0.023529412,0.015686275,0.037602022,0.077991954,0.042433581,0.013344746,1,76725,1646.4,0.137983181,0.233517399,0.11941984,0.023312186,0.039452643,0.02017592,1.80E-06,3.04E-06,1.56E-06,9.478753443,2.972984871,9.535033508,8.936734529,2.112209185,1.144054491,7.190680579,2.056646126,1.449315397,1.729242564,0.247444176,0.054421882
69,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1359.117688,14075.85265,3490.298139,869.2000301,0.01510265,0.156412266,0.038784538,0.009658637,0,0.162091509,0.027450981,0.007843138,0.027530002,0.076957478,0.03864792,0.007177138,1,81980,2014.386,0.096556686,0.247963532,0.061751146,0.01657865,0.042574996,0.010602586,1.18E-06,3.02E-06,7.53E-07,7.202584907,3.428011175,5.353918056,6.253671391,2.242877202,0.591582402,5.113710527,2.219412792,0.76162534,1.132507533,0.245909206,0.026337289
94,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,197.1411834,2441.385689,1399.601348,615.0170119,0.007718919,0.095590669,0.054800366,0.024080541,0,0.095424838,0.041830067,0.018300654,0.012820024,0.043387631,0.03973082,0.020928164,1,22104,860.722,0.080749709,0.57328154,0.25191309,0.008918801,0.063318917,0.027823788,3.65E-06,2.59E-05,1.14E-05,1.044741102,1.374624422,3.788254223,5.229903418,5.185440322,2.413353608,2.751018284,3.300782844,1.998691767,3.512665162,2.108589183,0.398486699
100,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,1754.145149,14083.40171,3743.892918,1025.027484,0.027393109,0.219929441,0.05846544,0.01600705,0.007843138,0.240522876,0.044444446,0.013071896,0.041107598,0.118130235,0.054036888,0.011938979,1,58412,1374.898,0.12455408,0.26583726,0.072782663,0.030030561,0.064094585,0.017548235,2.13E-06,4.55E-06,1.25E-06,9.296015705,3.677080368,6.313751682,8.066974119,2.404548461,0.697265486,9.262973887,3.341218022,1.260558485,2.050324229,0.370005912,0.043567218
105,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,3568.341277,7101.330918,561.6640688,1140.713758,0.115260224,0.229378563,0.01814219,0.03684595,0.082352944,0.253594786,0.011764706,0.03398693,0.110269229,0.124042126,0.022198211,0.024995238,1,27514,800.334,0.502489085,0.079092789,0.160633798,0.12969184,0.020413755,0.041459394,1.83E-05,2.87E-06,5.84E-06,18.91026895,0.551640756,7.026332,32.54462987,0.715409287,1.5388885,40.00365197,1.064158656,2.978190769,17.56060849,0.233710404,0.204134854
110,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,7841.878651,29025.35762,264.2928194,3336.214476,0.075619358,0.279891975,0.00254858,0.032171168,0.062745102,0.309803933,0,0.02875817,0.06962373,0.149395223,0.008419892,0.024169833,1,95522,2152.512,0.270173369,0.009105584,0.114941374,0.082095001,0.002766827,0.034926137,2.83E-06,9.53E-08,1.20E-06,41.55769386,0.259576318,20.54972193,17.49827518,0.082361731,1.101150318,25.32233209,0.144233264,2.508881344,2.719604755,0.007749957,0.042073335
122,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,31951.70154,0,1052.935985,0,0.215763042,0,0.007110253,0,0.223529413,0,0.005228758,0,0.114045308,0,0.005597792,1,137147,3024.604,0,0,0.032953988,0,0,0.007677426,0,0,2.40E-07,0,0,6.485656683,0,0,0.315702633,0,0,0.551499627,0,0,0.008401477
124,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,18432.1809,0,513.7594958,0,0.208409815,0,0.005808999,0,0.220915034,0,0.005228758,0,0.120253362,0,0.005298182,1,80667,2056.678,0,0,0.027872963,0,0,0.006368893,0,0,3.46E-07,0,0,3.164549178,0,0,0.267025885,0,0,0.457502554,0,0,0.012081509
128,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0.792156899,2239.755613,0,208.5542548,5.61E-05,0.158510659,0,0.014759678,0,0.176470593,0,0.007843138,0.000796645,0.089687964,0,0.042479664,1,11978,464.068,0.00035368,0,0.093114737,6.61E-05,0,0.017411442,2.95E-08,0,7.77E-06,0.004198001,0,1.28460924,0.02290674,0,0.892048868,0.020399235,0,1.250732146,0.0283918,0,0.271811658
130,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,197.3215745,6819.613258,10.98169972,366.6928231,0.004201192,0.145197012,0.000233812,0.007807291,0,0.139869288,0,0.005228758,0.017098454,0.075439544,0.001916025,0.008160625,1,42484,1039.422,0.028934423,0.001610311,0.053770325,0.004644609,0.00025849,0.008631316,6.81E-07,3.79E-08,1.27E-06,1.045697077,0.010785723,2.258678392,1.873991125,0.014565571,0.51512531,1.432636994,0.013474965,0.620021253,0.654871494,0.003081622,0.044253867
136,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,39028.04292,0,912.9150658,0,0.2411401,0,0.005640571,0,0.264052302,0,0.005228758,0,0.12488578,0,0.005188203,1,150514,3118.826,0,0,0.023391259,0,0,0.006065317,0,0,1.55E-07,0,0,5.623184865,0,0,0.224090696,0,0,0.435695469,0,0,0.005433888
143,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,6962.137447,0,157.6705939,0,0.23305786,0,0.00527803,0,0.254901975,0,0.005228758,0,0.121279949,0,0.005599432,1,26431,760.85,0,0,0.022646866,0,0,0.005965366,0,0,8.57E-07,0,0,0.97118662,0,0,0.216959333,0,0,0.428515638,0,0,0.029959081
148,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0.733333364,28084.65825,0,592.8418515,6.26E-06,0.239568867,0,0.005057083,0,0.264052302,0,0.002614379,0.000293511,0.143601529,0,0.005869055,1,107735,2527.3,2.61E-05,0,0.0211091,6.81E-06,0,0.005502779,2.42E-10,0,1.96E-07,0.003886268,0,3.651664269,0.001691161,0,0.202227371,0.002099576,0,0.395286157,0.000233046,0,0.006850888
152,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,8907.400241,0,391.8039357,0,0.146795436,0,0.006456994,0,0.145098045,0,0.005228758,0,0.066622411,0,0.005405048,1,55096,1290.504,0,0,0.04398634,0,0,0.007111295,0,0,7.98E-07,0,0,2.413352615,0,0,0.421393714,0,0,0.51083223,0,0,0.02791462
163,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,17148.47498,0,451.5529576,0,0.215869724,0,0.005684273,0,0.227450982,0,0.005228758,0,0.113849028,0,0.005127075,1,73021,1654.528,0,0,0.02633196,0,0,0.006183878,0,0,3.61E-07,0,0,2.781382247,0,0,0.252262917,0,0,0.4442122,0,0,0.012608673
167,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,2022.162141,0,65.94248607,0,0.143629671,0,0.004683748,0,0.15947713,0,0.002614379,0,0.07746774,0,0.004705325,1,11970,451.17,0,0,0.032609891,0,0,0.00550898,0,0,2.72E-06,0,0,0.406178848,0,0,0.312406144,0,0,0.395731601,0,0,0.095255302
169,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,6827.376654,0,190.3817063,0,0.140017158,0,0.003904385,0,0.135947719,0,0.002614379,0,0.07100499,0,0.004438525,1,44020,1132.842,0,0,0.027885045,0,0,0.004324891,0,0,6.33E-07,0,0,1.172673746,0,0,0.267141634,0,0,0.310673881,0,0,0.022149059
175,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,3210.521667,38502.31481,96.039219,2149.6602,0.019751101,0.236865898,0.000590832,0.01322469,0.007843138,0.258823544,0,0.010457517,0.026668401,0.122958086,0.003232291,0.011185422,1,150451,3390.264,0.08338516,0.002494375,0.055831973,0.021339318,0.000638342,0.014288108,5.54E-07,1.66E-08,3.71E-07,17.01401954,0.094325328,13.24103102,5.400593241,0.022562097,0.53487611,6.582146071,0.033276452,1.026370837,0.532917947,0.001347912,0.012975433
184,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,693.5686482,2678.030138,54.20653799,430.674524,0.022363804,0.086351857,0.001747865,0.013886903,0.003921569,0.084967323,0,0.013071896,0.028673814,0.043993722,0.003969894,0.008334698,1,27032,941.244,0.258984631,0.020241198,0.160817654,0.025657319,0.002005273,0.015932026,9.58E-06,7.49E-07,5.95E-06,3.675536799,0.053239182,2.652779602,16.77361603,0.183085476,1.540649856,7.914040418,0.104533855,1.144459873,9.21218127,0.060876955,0.208012537
187,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,1476.877163,0,104.2954287,0,0.072982663,0,0.005153955,0,0.070588239,0,0.005228758,0,0.034985782,0,0.004928632,1,17336,662.672,0,0,0.070618892,0,0,0.006016118,0,0,4.07E-06,0,0,0.642417349,0,0,0.676536331,0,0,0.432161368,0,0,0.142431473
191,1,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,13196.94546,0,345.4588361,0,0.198707282,0,0.005201597,0,0.202614382,0,0.005228758,0,0.096817741,0,0.005009698,1,60808,1302.3,0,0,0.026177181,0,0,0.005681141,0,0,4.30E-07,0,0,2.127885683,0,0,0.250780122,0,0,0.408098645,0,0,0.015052067
191,2,DAY4,nan,0,2,0,WT,NOUV,DMSO,nan,0,1960.525543,0,152.5150382,0,0.081848852,0,0.006367262,0,0.074509807,0,0.005228758,0,0.045795006,0,0.005329687,2,19888,1022.664,0,0,0.077792936,0,0,0.007668697,0,0,3.91E-06,0,0,0.939430498,0,0,0.745264421,0,0,0.550872539,0,0,0.136767535
12,1,DAY4,nan,0,2,0,WT,UV,DMSO,nan,5449.42368,9496.030324,2.720261544,4359.966132,0.098694624,0.1719828,4.93E-05,0.078963436,0.082352944,0.180392161,0,0.054901961,0.085540612,0.088251227,0.000516629,0.07341062,1,50093,1283.096,0.57386334,0.000286463,0.459135658,0.108786131,5.43E-05,0.087037433,1.15E-05,5.72E-09,9.17E-06,28.8789831,0.002671716,26.85561504,37.16731478,0.002591112,4.398567373,33.55525336,0.002830852,6.252239999,11.01534492,0.000464929,0.320477798
20,1,DAY5,nan,0,2,0,WT,UV,DMSO,nan,3561.729512,8797.601545,4.037908659,4751.628887,0.078156094,0.193048397,8.86E-05,0.104266411,0.070588239,0.213071898,0,0.09150327,0.059950152,0.090312604,0.000678605,0.059254955,1,41331,971.212,0.404852333,0.000458978,0.540105035,0.08617574,9.77E-05,0.114965253,9.80E-06,1.11E-08,1.31E-05,18.87523019,0.003965849,29.26809803,26.22100603,0.004151546,5.174262424,26.58104258,0.005092887,8.25840481,9.418622573,0.000902841,0.456915909
29,1,DAY6,nan,0,2,0,WT,UV,DMSO,nan,5619.819772,26083.39552,34.04052412,7458.839424,0.045111939,0.209379053,0.000273253,0.059874288,0.023529412,0.224836603,0,0.044444446,0.059120613,0.094072876,0.001752098,0.057305917,1,115950,2086.984,0.215455835,0.001305065,0.285961213,0.048467613,0.000293579,0.064328067,1.86E-06,1.13E-08,2.47E-06,29.78198976,0.033433046,45.94341197,13.95439349,0.01180456,2.739538173,14.94991159,0.015304141,4.620937252,1.786710414,0.000915074,0.086232374
54,1,DAY7,nan,0,2,0,WT,UV,DMSO,nan,10377.14539,25426.34842,60.26797604,11178.02122,0.083943225,0.205679847,0.000487522,0.090421702,0.074509807,0.214379087,0,0.05751634,0.058342726,0.096253253,0.002430146,0.098106467,1,114871,2147.296,0.408125666,0.002370296,0.439623537,0.090337382,0.000524658,0.09730934,3.55E-06,2.06E-08,3.83E-06,54.99322936,0.059192449,68.85205657,26.43300947,0.021439779,4.211639221,27.86470754,0.027350148,6.990111358,3.416254105,0.001677595,0.133814908
