ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,,,,,,,,,,,,,,,,,Averages of NOUV,,,,,,,,,,,
1583,1,DAY4,Female,Tg,AT7,+,WT/Tg,UV,2,Z4,528.0902115,424.2039324,0,54.81045938,0.08593819552,0.06903237305,0,0.008919521462,0.08235294372,0.06666667014,0,0.007843137719,0.04701912992,0.02909497414,0,0.008908023531,1,4621,354.89,1.24489702,0,0.1292078059,0.1142805045,0,0.01186116844,0.0002693999178,0,0.0000279610054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1,DAY4,Female,Tg,AT7,+,WT/Tg,UV,2,Z4,1583.443184,4705.235407,182.1163464,242.1437984,0.04588227474,0.1363401642,0.00527705214,0.007016423702,0.01176470611,0.1450980455,0.002614379162,0,0.06004292009,0.06469919939,0.007306236731,0.01618721141,1,30836,857.964,0.336527941,0.03870504463,0.05146263203,0.05135047294,0.005905965314,0.007852633233,0.00001091347584,0.000001255190188,0.000001668913998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,1,DAY4,Female,Tg,AT7,+,WT/Tg,UV,2,Z4,5607.094274,15293.52717,427.8313868,286.6457614,0.06113073355,0.1667360114,0.004664385016,0.003125124139,0.04705882445,0.180392161,0,0,0.05947836478,0.07657410957,0.01011815062,0.006473200071,1,84524,1701.094,0.3666318575,0.02797467073,0.01874294649,0.06633730388,0.005061655705,0.003391294324,0.000004337606567,0.0000003309671895,0.0000002217470363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1,DAY4,Female,Tg,AT7,+,WT/Tg,UV,2,Z4,3315.494212,9205.330963,170.1882412,490.0157022,0.05124965935,0.1422925349,0.002630705658,0.007574477953,0.04313725606,0.1424836665,0,0.002614379162,0.05113814369,0.06363608476,0.006338012781,0.0115335575,1,59025,1289.166,0.3601711036,0.01848800894,0.05323173106,0.05617101587,0.002883324712,0.008301833159,0.000006102009379,0.000000313223362,0.0000009018505898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1404.333372,713.7947906,0,274.7006618,0.146881432,0.07465691775,0,0.02873137347,0.1372549087,0.06797385961,0,0.02875817008,0.08065360202,0.03251769508,0,0.01194928225,1,7075,592.252,1.967418914,0,0.3848454281,0.00002076062644,0,0.000004060971516,0.0002780804119,0,0.00005439511352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,342.7568726,515.4313844,1.02745102,99.96863067,0.05225748934,0.07858383663,0.0001566475103,0.01524144392,0.03529411927,0.08366013318,0,0.01307189558,0.05341047186,0.03338332415,0.000874250151,0.01352602251,2,4978,353.438,0.6649903031,0.00199338079,0.1939513846,0.00001049768769,0.0000000314679611,0.00000306176053,0.0001335858383,0.0000004004380856,0.00003896170843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1974.654956,3639.726908,112.6013112,475.7202767,0.0714755477,0.1317452821,0.004075770484,0.01721939685,0.07058823854,0.1424836665,0,0.01568627544,0.06204131248,0.05015952333,0.006956614626,0.01015856671,1,24642,652.494,0.5425283287,0.03093674718,0.1307021897,0.000002900557897,0.0000001653993379,0.0000006987824384,0.00002201640811,0.000001255447901,0.00000530404146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,662.0627642,1475.840562,0.3163398809,233.0797461,0.04494350446,0.1001860405,2.15E-05,0.01582239808,0.03137255087,0.1058823541,0,0.01568627544,0.04793585002,0.04208555768,0.0002535052331,0.009372522983,1,12423,492.52,0.4486004662,0.0002143455662,0.1579301667,0.000003617765794,1.73E-09,0.000001273637453,0.00003611047784,0.0000000172539295,0.00001271272372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,6880.290388,6456.04591,39.2496746,1271.354289,0.09429705592,0.08848262034,0.000537932057,0.01742440504,0.0941176489,0.08888889104,0,0.01568627544,0.05560581055,0.02771840855,0.003354865649,0.009244333458,2,66485,1486.56,1.065712742,0.006079522226,0.1969246048,0.000001418320763,0.000000008091028908,0.0000002620802442,0.00001602937116,0.00000009144201287,0.000002961940359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,5253.502117,8443.272115,330.2326914,2252.329484,0.04036932222,0.06488037219,0.002537596756,0.0173075051,0.03137255087,0.06143790856,0,0.01307189558,0.03570411796,0.02116258716,0.006041981009,0.01839044706,1,122249,2044.64,0.6222116314,0.03911193278,0.2667602623,0.0000003302221059,0.00000002075760747,0.0000001415758419,0.00000508970733,0.0000003199366275,0.000002182105885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,422.1372675,800.9032896,78.92157124,296.3555645,0.03876375275,0.07354483835,0.007247159893,0.02721355046,0.03137255087,0.07450980693,0,0.0209150333,0.03793710378,0.02050735161,0.011105114,0.02590823663,2,9530,435.38,0.527076456,0.09854070056,0.370026654,0.000004067550131,0.0000007604574914,0.000002855566679,0.00005530707827,0.00001034005252,0.00003882756076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,3,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1902.4628,2918.265432,404.8353067,480.925506,0.05453214091,0.08364907937,0.011604188,0.01378523536,0.04313725606,0.08496732265,0.003921568859,0.01045751665,0.0507233988,0.0250019606,0.01738631796,0.01100569107,3,31015,884.512,0.6519156136,0.1387246349,0.164798411,0.000001758250553,0.0000003741476059,0.0000004444699455,0.00002101936526,0.000004472823954,0.000005313506722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1124.078461,928.1085208,31.90588337,146.5385671,0.08590588162,0.07092919532,0.002438355626,0.01119897342,0.06274510175,0.07058823854,0,0.01045751665,0.0843550421,0.02250185694,0.007141589614,0.006789848179,1,10423,626.15,1.211149813,0.03437731973,0.1578894751,0.000008241953528,0.0000002339399046,0.000001074448183,0.0001161997326,0.000003298217378,0.00001514817951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3761.533437,3563.827551,343.8052399,1050.392189,0.07647102882,0.07245171788,0.006989474068,0.02135420906,0.07058823854,0.071895428,0,0.01830065437,0.05576211213,0.01876532543,0.01274620727,0.01342566664,1,44305,1100.39,1.055475716,0.09647078459,0.2947370978,0.000001726013516,0.0000001577581327,0.0000004819819221,0.00002382294812,0.000002177424322,0.000006652456785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1273.227486,1240.03925,59.58562285,295.0588331,0.07090424269,0.06905603665,0.003318239285,0.01643141021,0.07058823854,0.06797385961,0,0.01568627544,0.04368641168,0.01994925709,0.008711625603,0.009809219612,2,14889,712.022,1.026763859,0.04805140067,0.2379431402,0.000004762189717,0.0000002228651545,0.000001103593943,0.00006896123711,0.000003227308796,0.00001598113642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,519.2470749,2464.836668,1.479738621,217.8666744,0.01906893408,0.09051915782,5.43E-05,0.008000979595,0.007843137719,0.08888889104,0,0.007843137719,0.02880523419,0.0341348397,0.000520116688,0.007181750586,1,23812,772.232,0.2106618592,0.0006003394224,0.08838990317,0.0000008008119468,2.28E-09,0.0000003360061983,0.000008846878009,0.00000002521163373,0.000003711989886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2653.72949,5141.373986,2.396078525,597.947733,0.04555367762,0.08825635544,4.11E-05,0.01026431608,0.03921568766,0.08758170158,0,0.007843137719,0.03451554217,0.03023457809,0.0005640183746,0.00802175232,1,52431,1324.548,0.5161518102,0.0004660385592,0.116301155,0.0000008688309898,7.84E-10,0.0000001957680776,0.000009844401408,0.000000008888607106,0.000002218175412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1894.584365,1835.091553,0,548.6614546,0.07396963907,0.07164688061,0,0.02142121011,0.05490196124,0.06797385961,0,0.01568627544,0.06816818616,0.02988189687,0,0.02068737778,1,20948,1217.886,1.032419534,0,0.2989831508,0.00000353110746,0,0.000001022589751,0.00004928487367,0,0.00001427263466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,363.3098148,806.4510007,8.58954275,174.4287638,0.03603906506,0.07999712337,0.0008520526486,0.01730272431,0.01568627544,0.08104575425,0,0.01568627544,0.04671813899,0.03432487496,0.004139185133,0.0103533664,1,7711,549.628,0.4505045124,0.0106510411,0.2162918313,0.000004673721315,0.0000001104983334,0.00000224390148,0.00005842361722,0.000001381278835,0.00002804977711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,219.5725554,543.7908635,12.38039258,127.7620956,0.03246193901,0.0803948645,0.001830335982,0.01888854163,0.003921568859,0.08496732265,0,0.01568627544,0.0581864503,0.03872250273,0.004994492271,0.01680949839,2,5275,318.164,0.4037812515,0.02276682713,0.2349471169,0.000006153922086,0.0000003469831246,0.000003580766185,0.00007654620882,0.000004315986186,0.0000445397378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,606.2823706,809.4941393,2.031372627,186.7451041,0.05107686358,0.06819664189,0.000171135015,0.01573252773,0.03921568766,0.06405229121,0,0.01307189558,0.03820944832,0.02376348911,0.0007802056891,0.01031504268,3,9394,605.704,0.7489644967,0.002509434632,0.2306935839,0.000005437179431,0.00000001821748083,0.000001674742147,0.00007972796431,0.0000002671316406,0.00002455754566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,522.7725648,1193.236632,13.56862795,242.4862824,0.03367295103,0.07685904233,0.0008739856975,0.01561908421,0.02352941222,0.07712418586,0,0.01307189558,0.03928444476,0.02633136276,0.00322076259,0.01066921296,1,13076,533.736,0.4381130705,0.01137128009,0.2032172629,0.00000257517215,0.00000006683891844,0.000001194484874,0.00003350512929,0.0000008696298628,0.00001554124066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,510.2862904,1231.011795,65.56993689,371.9817106,0.03301541734,0.07964620828,0.004242361341,0.02406713966,0.03137255087,0.07843137532,0,0.0209150333,0.02018451425,0.02672956797,0.007561639971,0.01679335495,1,12701,643.328,0.4145259147,0.05326507606,0.302175586,0.000002599434481,0.0000003340178995,0.000001894901162,0.00003263726594,0.000004193770259,0.00002379147989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2967.905967,1709.720307,12.53333378,1019.001336,0.1540728842,0.08875669971,0.000650642879,0.05289941007,0.1254902035,0.08888889104,0,0.04444444552,0.1203871397,0.03286994636,0.003514935301,0.03968293925,2,16439,662.978,1.735901455,0.007330633982,0.5960046987,0.000009372400033,0.00000003957922495,0.000003217921411,0.000105596536,0.000000445929435,0.0000362555325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,3,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1070.451012,1009.376496,3.688889033,605.8013243,0.08615299895,0.08123754491,0.0002968924775,0.04875664582,0.05490196124,0.08496732265,0,0.03660130873,0.08754941239,0.0312488583,0.001483514839,0.05265309111,3,10275,461.208,1.060507171,0.003654621491,0.6001737974,0.000008384720092,0.00000002889464501,0.000004745172343,0.0001032123768,0.0000003556809237,0.00005841107518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,7749.831585,4626.172674,2.045751707,549.2732216,0.1595797625,0.09525930058,4.21E-05,0.01131029614,0.1411764771,0.0941176489,0,0.01045751665,0.0939196076,0.03508279968,0.000699203934,0.006844710815,1,43220,1295.612,1.675214509,0.0004422125699,0.1187316731,0.000003692266601,9.75E-10,0.0000002616912572,0.00003876016912,0.0000000102316652,0.000002747146532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,691.6470793,1410.065398,1.345098089,110.6222261,0.04961956233,0.1011597244,9.65E-05,0.007936166587,0.03921568766,0.1019607857,0,0.007843137719,0.04534128915,0.04314216708,0.001036572448,0.006919667409,2,11718,492.832,0.4905070931,0.0009539260311,0.07845184077,0.000004234473658,8.24E-09,0.0000006772628936,0.00004185928427,0.00000008140689803,0.000006694985558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,5393.466819,6280.026308,0,989.5111439,0.07129405849,0.08301313014,0,0.01307994797,0.05882352963,0.07843137532,0,0.01045751665,0.06374347323,0.03387167491,0,0.01006427957,1,65805,2591.676,0.8588286982,0,0.1575648087,0.000001083414003,0,0.0000001987682998,0.00001305111615,0,0.000002394420009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3133.878516,2838.512495,4.159477268,466.8810608,0.1127497218,0.1021231335,0.0001496483997,0.01679730386,0.1019607857,0.1019607857,0,0.01307189558,0.0828790503,0.04354877543,0.001403808981,0.012135979,1,23936,916.002,1.104056622,0.001465372189,0.1644808897,0.000004710466316,0.000000006252022044,0.0000007017590182,0.00004612536019,0.00000006122042901,0.000006871694926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,8363.466897,7350.364901,8.216993762,1313.626186,0.1102181956,0.09686700097,0.000108287895,0.0173116615,0.09803921729,0.09542483836,0,0.01568627544,0.08603093771,0.03452028189,0.001135916967,0.01157698234,1,68598,1731.788,1.137830163,0.001117902835,0.1787157786,0.000001606726079,0.000000001578586767,0.0000002523639391,0.00001658692912,0.00000001629643481,0.000002605262232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2457.00398,2674.005304,5.291503463,390.713738,0.1011071141,0.1100368423,0.0002177483833,0.016078093,0.08235294372,0.1124183014,0,0.01568627544,0.07724954331,0.04682394085,0.001446185362,0.01113312972,2,21346,695.398,0.9188478334,0.001978867976,0.1461155434,0.000004736583628,0.00000001020089868,0.0000007532133889,0.00004304543396,0.00000009270439312,0.000006845101816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1332.952979,2469.469348,9.177778087,265.7150418,0.05404009483,0.1001163281,0.0003720821409,0.01077252257,0.03137255087,0.1006535962,0,0.01045751665,0.06023248069,0.04314941395,0.002468864711,0.00782321949,1,21477,730.506,0.5397730407,0.003716498078,0.1076000567,0.000002516184515,0.00000001732467946,0.00000050158414,0.00002513260887,0.0000001730454941,0.000005010013348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2762.615764,5507.894272,54.21176654,566.5594964,0.05690717595,0.1134572214,0.001116709235,0.01167057011,0.04313725606,0.1176470593,0,0.01045751665,0.05726776306,0.03935643135,0.004496463084,0.007119331453,1,44476,902.238,0.5015738551,0.009842557584,0.1028631757,0.000001279503012,0.00000002510813102,0.0000002624015223,0.00001127740478,0.0000002213004223,0.00000231277938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3082.796164,4743.857662,22.77124261,672.4549234,0.07644307093,0.1176318603,0.0005646509276,0.01667464103,0.06274510175,0.1254902035,0,0.01307189558,0.06500996669,0.04324484634,0.003230347068,0.01334782291,2,36326,870.996,0.6498500554,0.004800153004,0.1417527614,0.000002104362466,0.00000001554398854,0.000000459027722,0.00001788939204,0.0000001321409735,0.000003902239758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1910.952993,1692.032723,1.643137318,346.5934753,0.08291187926,0.07341342951,7.13E-05,0.0150378981,0.07450980693,0.071895428,0,0.01307189558,0.05460500931,0.02528030296,0.0008086623324,0.009867899043,1,19152,1063.944,1.129383,0.0009711025654,0.2048385179,0.000004329149919,3.72E-09,0.0000007851868262,0.00005896945489,0.00000005070502117,0.00001069541134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2369.274576,2913.8419,64.02876039,809.558194,0.07557253599,0.09294255048,0.002042319556,0.0258224042,0.07843137532,0.09542483836,0,0.0209150333,0.0524194162,0.03088362025,0.00558832646,0.01752650502,1,27917,788.748,0.813110202,0.02197399948,0.2778318872,0.000002707043593,0.00000007315684191,0.0000009249705985,0.00002912598782,0.000000787118941,0.000009952068172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,443.2784445,578.96995,5.609150526,93.77778106,0.05046430379,0.06591187955,0.0006385644953,0.0106759769,0.03921568766,0.06666667014,0,0.01045751665,0.04825620682,0.0230070671,0.003413399453,0.006235000901,2,6601,537.144,0.7656329046,0.009688154846,0.161973486,0.000007644948309,0.00000009673753905,0.000001617327208,0.0001159874117,0.000001467679874,0.00002453771943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2461.545171,3881.887679,239.4026224,617.5895631,0.05140427623,0.0810651898,0.004999428276,0.0128970798,0.03921568766,0.08366013318,0,0.01307189558,0.04694953532,0.02391697767,0.008469174726,0.008535750278,1,43059,1088.428,0.6341103543,0.06167170259,0.1590951656,0.000001193810266,0.000000116106465,0.0000002995211174,0.00001472654623,0.000001432260447,0.000003694817938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,220.4862812,613.3751798,0.9307189913,57.48235497,0.02913787249,0.0810592282,0.0001229970915,0.007596452355,0.01568627544,0.07450980693,0,0.005228758324,0.04063754947,0.03830252173,0.0007484979556,0.007304410166,1,5850,368.616,0.3594639764,0.001517373089,0.09371483697,0.000004980832905,0.00000002102514384,0.000001298538864,0.00006144683358,0.0000002593800152,0.00001601963025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2130.702022,2915.309881,3.551634101,583.9477309,0.07446101771,0.1018804781,0.0001241179137,0.02040704983,0.06666667014,0.09803921729,0,0.01830065437,0.05555632152,0.04612018716,0.00142184823,0.01227389238,1,24922,877.066,0.7308663945,0.001218269839,0.2003038286,0.000002987762527,0.000000004980254944,0.0000008188367639,0.00002932615338,0.0000000488833095,0.0000080372293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3715.22363,4265.096856,12.37908545,384.3817128,0.09534037236,0.109451264,0.0003176731022,0.00986403492,0.08627451211,0.1150326803,0,0.007843137719,0.07211408076,0.0380979398,0.001539005284,0.006960852554,1,34861,947.594,0.8710760284,0.002902416022,0.09012262224,0.000002734871988,0.000000009112564248,0.000000282953298,0.00002498712109,0.00000008325682056,0.000002585198997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3228.419697,3090.588316,2.15032688,552.643155,0.09168781622,0.08777337525,6.11E-05,0.01569518489,0.08627451211,0.08758170158,0,0.01307189558,0.0659535434,0.03200817386,0.0007690742436,0.01179075393,1,30973,1085.46,1.044597134,0.0006957661974,0.1788148723,0.000002960249773,1.97E-09,0.0000005067376388,0.00003372605605,0.00000002246363598,0.000005773250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,961.0784575,1062.32029,1.29281051,183.7490257,0.07346009764,0.08119852404,9.88E-05,0.01404486935,0.04705882445,0.07843137532,0,0.01307189558,0.07327410215,0.03498800815,0.0006761353676,0.008828010489,1,10784,521.214,0.90469745,0.001216968669,0.1729695153,0.000006811952675,9.16E-09,0.000001302380318,0.00008389256769,0.0000001128494686,0.00001603945802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3151.509897,5482.698182,45.43921745,1013.57389,0.0433381908,0.07539567626,0.0006248603178,0.01393822646,0.03921568766,0.071895428,0,0.01307189558,0.03340080671,0.02250854796,0.002062017091,0.008286663141,1,66955,1330.822,0.5748100283,0.008287747372,0.184867716,0.0000006472734046,0.000000009332541524,0.0000002081730485,0.000008585020212,0.0000001237808584,0.000002761074094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,850.6000253,1534.668016,5.050980585,333.2967433,0.03613270572,0.06519128395,0.0002145610036,0.01415813871,0.03529411927,0.06405229121,0,0.01307189558,0.027160233,0.0159353391,0.00117824485,0.006751096055,2,18932,1328.548,0.554256697,0.003291252919,0.2171783995,0.000001908551961,0.00000001133324549,0.0000007478416811,0.00002927618302,0.0000001738460236,0.00001147149796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,698.7098237,923.2013329,0.003921568743,154.3398746,0.04957498394,0.06550314552,2.78E-07,0.01095075029,0.03137255087,0.06666667014,0,0.01045751665,0.05685809609,0.02058478442,1.91E-05,0.007782535208,3,11147,700.882,0.7568336383,0.000004247793632,0.1671789988,0.000004447383506,2.50E-11,0.000000982394392,0.00006789572426,0.0000000003810705689,0.00001499766743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,2624.396155,4716.580524,88.6954282,706.2693053,0.04165906558,0.07486992276,0.001407930984,0.01121115776,0.03137255087,0.07712418586,0,0.01045751665,0.03848995624,0.01928444383,0.003471875371,0.007553371434,1,56827,1474.076,0.5564192409,0.01880502787,0.1497418101,0.0000007330857793,0.00000002477574012,0.0000001972857578,0.000009791459005,0.0000003309171322,0.000002635046899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1950.564761,2060.092861,24.73725584,489.5843293,0.07295922054,0.0770560262,0.000925276074,0.0183124866,0.06666667014,0.07712418586,0,0.01568627544,0.05118130442,0.02382800739,0.002765067037,0.01329868974,1,23326,805.372,0.9468334163,0.01200783533,0.2376515829,0.000003127806762,0.00000003966715571,0.0000007850675898,0.00004059133226,0.0000005147833033,0.00001018826987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1395.792197,1339.013102,14.492811,439.6915165,0.08340058536,0.08000795306,0.0008659662402,0.02627219864,0.07058823854,0.08366013318,0,0.01830065437,0.07054569921,0.02776893001,0.00300444377,0.03095809767,1,14020,660.672,1.042403688,0.010823502,0.3283698387,0.000005948686545,0.0000000617664936,0.000001873908605,0.00007435119031,0.0000007720044224,0.00002342152915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,1413.380435,1748.371289,104.3071931,477.9503419,0.05746383294,0.07108356194,0.004240819365,0.01943203537,0.04705882445,0.07058823854,0,0.01568627544,0.04856031423,0.01940621168,0.007439091935,0.01471437393,2,20823,915.97,0.8083983325,0.05965963507,0.2733689033,0.000002759632759,0.0000002036603451,0.0000009332005652,0.00003882237586,0.000002865083565,0.00001312821895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3476.341277,5419.512564,0.2535947809,744.9778028,0.06118057193,0.09537869034,4.46E-06,0.01311095903,0.04705882445,0.0941176489,0,0.01307189558,0.04997611681,0.0356799179,0.0001375707164,0.008631504971,1,51010,1422.376,0.6414490669,0.00004679291319,0.1374621415,0.000001199383884,8.75E-11,0.0000002570272305,0.00001257496701,0.0000000009173282334,0.000002694807714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,4606.588369,8304.493036,12.96470639,914.9438229,0.05153705774,0.09290804882,0.000145045046,0.01023610291,0.04705882445,0.08888889104,0,0.01045751665,0.03950169179,0.03141757705,0.001017733846,0.006357160648,1,82913,1448.248,0.5547103658,0.001561167712,0.1101745548,0.0000006215799421,0.000000001749364346,0.0000001234559468,0.000006690270111,0.00000001882898595,0.00000132879711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,631.6588422,1364.62618,7.994771505,155.0745152,0.03936304868,0.08503933319,0.000498209728,0.009663769875,0.01960784383,0.08366013318,0,0.007843137719,0.04812860098,0.03745328823,0.003305768846,0.007740967933,1,13486,605.526,0.4628804955,0.005858579898,0.1136388247,0.000002918808296,0.00000003694273528,0.0000007165779234,0.00003432303837,0.0000004344193904,0.000008426429236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,DAY4,Male,Tg,AZ27,+,WT/Tg,UV,1,Z2,3013.953031,6175.622381,1.867973928,815.3176754,0.03958071928,0.08110132219,2.45E-05,0.01070715426,0.02745098062,0.07843137532,0,0.01045751665,0.04072560892,0.02816300179,0.0004696701739,0.007719790566,1,68660,1753.406,0.4880403698,0.0003024754127,0.1320219445,0.0000005764742103,3.57E-10,0.0000001559445712,0.000007108074131,0.000000004405409448,0.000001922836361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
