ImageNumber,ObjectNumber,Metadata_Day,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,Metadata_Series,Metadata_Stain,Metadata_Treatment,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
386,1,DAY4,nan,KO,AV2,0,nan,UV,2,Z3,3321.823629,31182.16554,1.237908546,8270.204152,0.027439028,0.257571868,1.02E-05,0.068313791,0.011764706,0.284967333,0,0.026143791,0.039936539,0.125447858,0.000268762,0.10700463,1,113350,1810.342,0.1065296,3.96992E-05,0.265222252,0.029305899,1.09211E-05,0.07296166,9.39829E-07,3.50236E-10,2.33985E-06,17.60385943,0.001215817,50.94108813,6.899585507,0.000359087,2.540856763,9.039450586,0.000569312,5.24112204,0.903681587,2.84745E-05,0.081813015
399,1,DAY4,nan,KO,AV2,0,nan,UV,2,Z3,374.4980497,429.550338,0,103.4771272,0.061443486,0.070475855,0,0.016977379,0.050980393,0.05751634,0,0.007843138,0.054162243,0.049869212,0,0.024437136,1,4615,394.272,0.8718374,0,0.240896393,0.081148006,0,0.022421913,0.000188914,0,5.21986E-05,1.984636079,0,0.637376945,56.46615283,0,2.307812511,25.03023024,0,1.610653884,181.6479289,0,1.825124771
399,2,DAY4,nan,KO,AV2,0,nan,UV,2,Z3,5906.537431,54729.15706,4.45098056,862.0967575,0.037106494,0.343823625,2.80E-05,0.005415929,0.031372551,0.411764711,0,0,0.035717334,0.178327208,0.000538628,0.020339642,2,147492,3260.08,0.107923048,8.13274E-05,0.015752056,0.040046494,3.01778E-05,0.005845041,7.31721E-07,5.51402E-10,1.06799E-07,31.30143748,0.00437155,5.310164791,6.989834699,0.000735622,0.150906337,12.35240394,0.001573152,0.419872193,0.703578237,4.48294E-05,0.003734245
401,1,DAY4,nan,KO,AV2,0,nan,UV,2,Z3,264.6117722,363.8640618,0,52.85228912,0.065063136,0.089467436,0,0.012995399,0.039215688,0.077124186,0,0,0.075611803,0.075795971,0,0.023220344,1,2832,259.986,0.727227006,0,0.145252842,0.09343636,0,0.018662531,0.000256789,0,5.12898E-05,1.402298545,0,0.325548568,47.10019468,0,1.39153734,28.8205923,0,1.340602792,246.9126894,0,1.793351237
401,2,DAY4,nan,KO,AV2,0,nan,UV,2,Z3,0.184313735,554.1529553,0,1.239215729,3.62E-05,0.108892308,0,0.000243509,0,0.104575165,0,0,0.000567483,0.069891523,0,0.00292494,2,3725,284.82,0.000332604,0,0.002236234,4.94802E-05,0,0.000332675,8.92898E-08,0,6.00331E-07,0.000976763,0,0.007633064,0.021541739,0,0.021423355,0.015262245,0,0.023897375,0.085855561,0,0.020990605
401,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,774.6431587,542.8418443,0,4.237908645,0.106891563,0.074905733,0,0.000584781,0.090196081,0.071895428,0,0,0.085828242,0.040308316,0,0.002496538,1,5355,424.89,1.427014455,0,0.007806894,0.144657919,0,0.000791393,0.000266483,0,1.45787E-06,4.105187631,0,0.026103791,92.42321601,0,0.074790855,44.61996282,0,0.05684885,256.233293,0,0.050974475
404,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3157.070676,8938.617233,2.775163504,78.13072139,0.052116656,0.147557938,4.58E-05,0.001289775,0.035294119,0.142483667,0,0,0.07062855,0.07294344,0.000559373,0.005918881,1,55526,1100.326,0.353194526,0.000310469,0.008740806,0.05685752,4.99795E-05,0.001407102,6.36089E-06,5.59142E-09,1.57418E-07,16.73075834,0.002725639,0.481253412,22.87529313,0.002808251,0.083737833,17.5377916,0.002605408,0.101077621,6.116236017,0.000454587,0.005504135
406,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1480.854949,11197.26827,2.054902039,19.58954316,0.018307474,0.138429288,2.54E-05,0.000242181,0.007843138,0.138562098,0,0,0.03486022,0.049617151,0.000427999,0.001667414,1,75038,1292.72,0.132251449,0.000183518,0.001749493,0.019734734,2.73848E-05,0.000261062,1.76246E-06,2.44567E-09,2.33148E-08,7.84772621,0.002018231,0.120663605,8.565508329,0.001659957,0.016760326,6.087209661,0.001427557,0.018753081,1.694672758,0.000198835,0.000815201
407,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2042.65888,2351.905945,0.964705919,7.022222467,0.082054265,0.09447682,3.88E-05,0.000282085,0.039215688,0.094117649,0,0,0.101869353,0.044998497,0.000452433,0.001600368,1,21657,744.366,0.868512146,0.00041018,0.002985758,0.094318644,4.45448E-05,0.000324247,4.01031E-05,1.89399E-08,1.37866E-07,10.82498164,0.00094749,0.043254029,56.25078667,0.00371016,0.028603874,29.09273421,0.002322096,0.02329195,38.56064242,0.001539826,0.00482048
408,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1118.803954,2162.292866,0.717647088,158.1960831,0.04916739,0.095024956,3.15E-05,0.006952146,0.043137256,0.087581702,0,0,0.040901417,0.052223097,0.000459177,0.017904577,1,19109,837.996,0.517415551,0.000331892,0.073161266,0.058548535,3.75554E-05,0.008278617,2.70771E-05,1.73683E-08,3.82863E-06,5.929052754,0.00070484,0.97442342,33.51136986,0.003002024,0.700892538,18.0593877,0.001957746,0.594685477,26.03563518,0.001412061,0.133868136
409,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2876.776544,1941.656262,0,2.758170031,0.149957076,0.101212274,0,0.000143775,0.070588239,0.100653596,0,0,0.186982964,0.049309512,0,0.001103045,1,16285,659.672,1.481609593,0,0.001420524,0.176651922,0,0.000169369,9.098E-05,0,8.7229E-08,15.24535182,0,0.016989204,95.95917053,0,0.013608771,54.48856312,0,0.012166421,87.48078653,0,0.003049965
410,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,12164.28661,18958.40438,13.27189594,89.15294421,0.109576322,0.170777973,0.000119554,0.000803093,0.078431375,0.180392161,0,0,0.099415183,0.070946139,0.000919534,0.003389927,1,103035,1897.246,0.641630296,0.000700053,0.004702555,0.118059753,0.00012881,0.000865269,6.2273E-06,6.79433E-09,4.56404E-08,64.4641063,0.013035049,0.549145814,41.55636631,0.006332116,0.045050969,36.41571641,0.006714778,0.062155631,5.98779257,0.000552384,0.001595817
411,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,158.6784365,786.7451182,0,5.939869481,0.019266444,0.095525148,0,0.000721208,0.011764706,0.088888891,0,0,0.020412985,0.053666753,0,0.004296061,1,6394,425.272,0.201689763,0,0.007549929,0.024816771,0,0.000928976,3.15436E-05,0,1.18078E-06,0.840909453,0,0.036587176,13.06280849,0,0.072329102,7.654772186,0,0.066731953,30.33038231,0,0.04128613
411,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,172.5215737,331.0888972,0,0.028758171,0.033466843,0.06422675,0,5.58E-06,0.015686275,0.061437909,0,0,0.058748215,0.031130688,0,0.00015003,2,3652,375.132,0.521073268,0,8.68594E-05,0.047240299,0,7.87464E-06,0.000142682,0,2.37841E-08,0.914270555,0,0.000177139,33.74826866,0,0.000832122,14.57134469,0,0.000565666,137.1938632,0,0.00083161
411,3,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,6452.388423,13715.24611,0,83.64183259,0.050988482,0.108381506,0,0.00066096,0.031372551,0.104575165,0,0,0.058764153,0.048397027,0,0.005171949,3,115249,2596.79,0.470453711,0,0.006098457,0.055986502,0,0.000725749,4.08206E-06,0,5.29155E-08,34.19415101,0,0.515199611,30.4697999,0,0.058423848,17.26912476,0,0.052133387,3.925060842,0,0.001850192
411,4,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,494.2117788,1035.147739,0,0.713725515,0.04529482,0.09487194,0,6.54E-05,0.023529412,0.084967323,0,0,0.063287896,0.057416789,0,0.000783586,4,8629,544.762,0.477431153,0,0.000689491,0.057273355,0,8.27124E-05,5.53287E-05,0,7.9904E-08,2.619053765,0,0.004396258,30.92170682,0,0.0066054,17.66605639,0,0.005941558,53.20065089,0,0.002793845
411,5,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,101.59216,375.6588332,0,1.610457574,0.025850422,0.095587489,0,0.000409786,0.019607844,0.083660133,0,0,0.027430684,0.059003063,0,0.002227702,5,2981,265.158,0.270437298,0,0.004287022,0.034079893,0,0.000540241,9.07203E-05,0,1.43812E-06,0.538383221,0,0.009919763,17.51536907,0,0.041070114,10.5119965,0,0.038807608,87.23108484,0,0.050283752
411,6,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,346.8000103,861.0078663,0,0.130718959,0.035122545,0.0871995,0,1.32E-05,0.015686275,0.087581702,0,0,0.056538624,0.050839558,0,0.000295033,6,7598,490.52,0.402783788,0,0.000151821,0.045643592,0,1.72044E-05,5.30118E-05,0,1.99817E-08,1.837851528,0,0.000805176,26.08703293,0,0.00145446,14.07883768,0,0.001235859,50.97290133,0,0.00069866
411,7,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,9008.921824,16560.01088,0,7.275817244,0.070132901,0.128916826,0,5.66E-05,0.043137256,0.129411772,0,0,0.08629833,0.058632913,0,0.000739901,7,117963,2608.58,0.544016661,0,0.000439361,0.076370742,0,6.16788E-05,4.61176E-06,0,3.72456E-09,47.74238825,0,0.04481607,35.2342397,0,0.004209121,23.55667547,0,0.004430631,4.434381486,0,0.000130229
414,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1338.105922,8020.021124,11.04836643,7.461438173,0.032038163,0.192022725,0.00026453,0.000178649,0.015686275,0.203921571,0,0,0.060693025,0.086086968,0.001629376,0.001307157,1,37918,857.372,0.166845685,0.001377598,0.000930351,0.035289465,0.000291375,0.000196778,4.40017E-06,3.6331E-08,2.45359E-08,7.091233968,0.0108512,0.045959419,10.80606771,0.012460637,0.008912864,10.8850909,0.015189243,0.014135354,4.230933692,0.002953738,0.000857898
414,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2167.062801,1246.596112,0,29.8928115,0.142429366,0.081932048,0,0.001964693,0.098039217,0.071895428,0,0,0.14139362,0.054812218,0,0.005277562,2,12303,649.806,1.738384052,0,0.023979548,0.176141006,0,0.002429717,0.000141298,0,1.94908E-06,11.48425479,0,0.18412754,112.5896407,0,0.229726566,54.33097049,0,0.174536116,135.8630519,0,0.068149698
415,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3243.894205,3772.295524,0.423529429,191.4326854,0.082741849,0.096219756,1.08E-05,0.004882864,0.05882353,0.09150327,0,0,0.0952699,0.053599652,0.000290732,0.017602452,1,34398,1158.6,0.859925789,0.000112274,0.050747001,0.094304733,1.23126E-05,0.005565227,2.49993E-05,3.26396E-09,1.47529E-06,17.19087585,0.000415971,1.179147349,55.69467546,0.001015537,0.486161551,29.08844324,0.00064185,0.399772086,24.03778476,0.000265363,0.051583542
416,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3622.294221,12307.39378,1.563398754,23.53464135,0.044908742,0.152585499,1.94E-05,0.000291779,0.023529412,0.156862751,0,0,0.085568944,0.06563458,0.00031441,0.001921862,1,74751,1309.784,0.294318544,0.000127029,0.001912236,0.048458137,2.09148E-05,0.00031484,3.93732E-06,1.69936E-09,2.55814E-08,19.19619023,0.001535499,0.144963802,19.06208188,0.001149003,0.01831942,14.94698868,0.001090275,0.022616226,3.785883804,0.00013816,0.000894455
416,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2656.007917,2560.605298,0.209150335,3.955555701,0.081490133,0.078563044,6.42E-06,0.000121362,0.062745102,0.070588239,0,0,0.083590362,0.04822035,0.000203411,0.001000022,2,27907,1164.09,1.037257839,8.168E-05,0.001544774,0.095173538,7.49455E-06,0.000141741,3.71684E-05,2.92687E-09,5.53543E-08,14.07539811,0.000205418,0.024364612,67.17991183,0.000738811,0.014799093,29.35642743,0.000390687,0.010181785,35.73882203,0.000237957,0.001935467
418,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1900.811825,10741.00945,13.30065411,6.08888911,0.021203295,0.119814489,0.000148367,6.79E-05,0.011764706,0.122875817,0,0,0.032306112,0.046379964,0.001108038,0.000724392,1,83765,1317.892,0.176967708,0.001238306,0.000566882,0.022692196,0.000158785,7.26901E-05,2.11267E-06,1.47831E-08,6.76753E-09,10.07326936,0.013063294,0.037505076,11.46163913,0.011200711,0.005430792,6.999443653,0.008277399,0.005221617,2.031412377,0.001201877,0.000236627
419,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1148.560819,3633.024937,0.271895435,2.107189617,0.036633203,0.115874874,8.67E-06,6.72E-05,0.019607844,0.118954249,0,0,0.047142585,0.05231551,0.000183319,0.000750728,1,27872,778.442,0.316144491,7.484E-05,0.00058001,0.041208411,9.75515E-06,7.56024E-05,1.13427E-05,2.68513E-09,2.08098E-08,6.086747962,0.000267043,0.01297943,20.47567946,0.000676942,0.005556553,12.71079906,0.000508531,0.005430816,10.9064684,0.000218303,0.000727614
419,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,4420.325611,3324.522965,0.216993472,21.1790857,0.116983158,0.087982929,5.74E-06,0.000560501,0.105882354,0.087581702,0,0,0.081128429,0.041709296,0.000144741,0.002761626,2,32324,1302.026,1.329611995,6.52706E-05,0.006370564,0.136750576,6.71308E-06,0.000655212,4.11339E-05,2.01926E-09,1.97085E-07,23.42532277,0.000213121,0.130454539,86.1147665,0.000590385,0.061030664,42.18093022,0.000349949,0.047066475,39.5518213,0.000164167,0.006891071
419,3,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,6375.721744,6971.40803,1.508496794,69.06928339,0.090614428,0.099080571,2.14E-05,0.000981642,0.05882353,0.095424838,0,0,0.102915456,0.040117162,0.000324243,0.003984978,3,64567,1383.86,0.914552945,0.000216383,0.009907508,0.098745826,2.33633E-05,0.00106973,1.41644E-05,3.3513E-09,1.53445E-07,33.78785928,0.001481577,0.425438645,59.23270369,0.001957229,0.094914961,30.45830535,0.001217916,0.076842929,13.61961732,0.000272463,0.005365223
420,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3728.827555,7361.065547,0.00130719,22.36601375,0.074273515,0.146623089,2.60E-08,0.000445503,0.039215688,0.155555561,0,0,0.096656463,0.058492577,5.83E-06,0.003548155,1,45708,1037.454,0.506560841,1.77582E-07,0.003038421,0.08157932,2.85987E-08,0.000489324,1.10825E-05,3.88513E-12,6.64746E-08,19.76075898,1.28386E-06,0.137765532,32.80834463,1.60626E-06,0.029108386,25.16326956,1.49084E-06,0.035150049,10.65629062,3.15864E-07,0.002324286
422,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,329.8862842,1240.865389,0,0.933333367,0.041542159,0.156260596,0,0.000117533,0.031372551,0.163398698,0,0,0.037854662,0.066194322,0,0.000977864,1,6125,361.508,0.26585179,0,0.000752163,0.053858985,0,0.000152381,4.34044E-05,0,1.22802E-07,1.748217974,0,0.005748953,17.21838015,0,0.007205802,16.6128887,0,0.010946122,41.7349748,0,0.004293782
422,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,4775.702096,10314.06824,0.266666677,77.80915264,0.06350161,0.13714422,3.55E-06,0.001034614,0.043137256,0.132026151,0,0,0.071675308,0.066687946,0.000131877,0.006620641,2,69234,1412.72,0.463027972,2.58547E-05,0.007543983,0.068979145,3.85167E-06,0.001123858,6.68787E-06,3.73439E-10,1.08964E-07,25.30862495,0.000261908,0.479272679,29.98885826,0.00023386,0.072272139,21.27672566,0.000200786,0.080731092,6.430643953,3.03609E-05,0.003809914
422,3,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1078.647093,9301.432929,0.06405229,6.755555799,0.022600354,0.19488828,1.34E-06,0.000141546,0.015686275,0.20784314,0,0,0.035610834,0.081870604,5.51E-05,0.00114697,3,44234,987.664,0.115965691,6.88628E-06,0.000726292,0.024385023,1.44803E-06,0.000152723,2.62164E-06,1.55678E-10,1.64193E-08,5.716243221,6.29092E-05,0.041611471,7.510731255,6.22877E-05,0.006957952,7.521598604,7.54852E-05,0.010970703,2.520809145,1.26568E-05,0.000574102
422,4,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1839.592211,8336.716552,0.168627458,9.092810774,0.039384949,0.178485839,3.61E-06,0.000194674,0.019607844,0.185620919,0,0,0.058044619,0.074865107,0.000120763,0.001368659,4,42952,1050.39,0.22066148,2.02271E-05,0.001090694,0.042829023,3.92595E-06,0.000211697,5.1374E-06,4.70923E-10,2.53933E-08,9.748838682,0.000165618,0.05600801,14.29154662,0.000182958,0.010448967,13.21067963,0.000204658,0.015207027,4.939804894,3.82864E-05,0.000887879
425,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2032.478486,2384.319018,0.005228758,8.818300964,0.108450909,0.127224749,2.79E-07,0.000470535,0.078431375,0.135947719,0,0,0.118055873,0.069153747,3.82E-05,0.002397601,1,16007,596.628,0.852435631,2.19298E-06,0.003698457,0.126974354,3.26654E-07,0.000550903,5.32539E-05,1.37001E-10,2.31052E-07,10.77103108,5.13545E-06,0.054317141,55.20956158,1.98359E-05,0.035431601,39.16543926,1.70283E-05,0.039573507,51.20570032,1.11383E-05,0.008078758
426,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1885.407896,3135.129494,2.083660214,3.260130837,0.083465753,0.138790097,9.22E-05,0.000144324,0.035294119,0.145098045,0,0,0.105908091,0.072543456,0.000857634,0.001253896,1,19722,623.564,0.601381187,0.000664617,0.001039871,0.095599224,0.000105652,0.000165304,3.04929E-05,3.36993E-08,5.27265E-08,9.991636907,0.002046476,0.020081078,38.94955873,0.006011586,0.009962074,29.48773103,0.005507562,0.011874454,29.32010654,0.002739778,0.001843582
432,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1840.749071,2057.891557,0,11.98692852,0.076749044,0.085802683,0,0.000499789,0.05882353,0.078431375,0,0,0.075489366,0.052101241,0,0.002613097,1,20204,889.722,0.894483028,0,0.005824859,0.09110815,0,0.000593295,4.42726E-05,0,2.88302E-07,9.754969412,0,0.073834596,57.93283859,0,0.055802757,28.10245232,0,0.042618693,42.56977997,0,0.010080499
434,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3383.725577,1223.369967,0,47.03268127,0.230703319,0.083409693,0,0.003206701,0.180392161,0.071895428,0,0,0.164201776,0.055013053,0,0.007888434,1,12035,597.112,2.765905383,0,0.038445182,0.28115709,0,0.003907992,0.000229822,0,3.19445E-06,17.9319061,0,0.289702155,179.1389497,0,0.368308845,86.72334667,0,0.28072637,220.9825016,0,0.111693988
438,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,5307.858971,6827.137434,0.005228758,79.77255158,0.085547158,0.110033482,8.43E-08,0.0012857,0.06666667,0.105882354,0,0,0.086037238,0.056249087,1.48E-05,0.005263545,1,56368,1273.676,0.77746479,7.65879E-07,0.011684627,0.094164401,9.27611E-08,0.00141521,1.37927E-05,1.35871E-11,2.07292E-07,28.1287671,5.13545E-06,0.491366417,50.35393717,6.92752E-06,0.111939938,29.0451577,4.83559E-06,0.101660075,13.26217531,1.10464E-06,0.007247967
438,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,5174.933468,7287.477312,0.002614379,9.482353269,0.093738606,0.132005168,4.74E-08,0.000171763,0.054901961,0.132026151,0,0,0.134839289,0.068025736,1.11E-05,0.001319502,2,49524,1307.3,0.71011315,3.5875E-07,0.001301185,0.104493447,5.27901E-08,0.00019147,1.43388E-05,7.24395E-12,2.62738E-08,27.42433419,2.56772E-06,0.058407433,45.99178431,3.24496E-06,0.012465484,32.2311681,2.75192E-06,0.01375403,13.78727699,5.88939E-07,0.000918665
440,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,2737.623611,10160.49963,0.180392164,27.8222232,0.033173666,0.123121754,2.19E-06,0.000337141,0.019607844,0.125490204,0,0,0.042426295,0.049190001,9.59E-05,0.002103395,1,76405,1545.324,0.269437893,1.77543E-05,0.002738273,0.035830425,2.361E-06,0.000364141,3.52644E-06,2.3237E-10,3.58389E-08,14.50791692,0.000177173,0.17137356,17.45064073,0.000160591,0.026232942,11.05195091,0.000123078,0.026157704,3.390810772,1.88919E-05,0.001253109
440,2,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1434.733376,3592.854999,0.571241854,23.43006614,0.045205538,0.113203573,1.80E-05,0.000738234,0.035294119,0.11503268,0,0,0.043126239,0.04836448,0.000318568,0.003548667,2,28587,817.066,0.399329607,0.000158994,0.006521295,0.050188316,1.99826E-05,0.000819606,1.39689E-05,5.56175E-09,2.28121E-07,7.603306946,0.000561048,0.144319662,25.86331654,0.00143813,0.062474681,15.48066488,0.001041681,0.058875485,13.43165692,0.000452175,0.007976258
442,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1696.200047,3752.265458,0,16.15686325,0.067429936,0.14916579,0,0.000642292,0.035294119,0.139869288,0,0,0.088357,0.094909868,0,0.003796842,1,21599,823.028,0.452046921,0,0.004305896,0.078531416,0,0.000748038,2.09291E-05,0,1.99356E-07,8.988938164,0,0.099519695,29.27765032,0,0.041250928,24.2231387,0,0.05373447,20.12410301,0,0.006970498
443,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,11488.71013,30412.54459,0,415.4379209,0.059569589,0.157690704,0,0.002154068,0.035294119,0.155555561,0,0,0.087914249,0.068978825,0,0.011432388,1,182317,2830.48,0.377762212,0,0.013660084,0.063015024,0,0.002278657,2.07201E-06,0,7.49249E-08,60.88391822,0,2.558928335,24.46646454,0,0.130865028,19.43708328,0,0.16368487,1.992315015,0,0.002619752
446,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3788.051087,6769.017172,0.430065375,16.5098045,0.076111133,0.136005971,8.64E-06,0.000331722,0.054901961,0.128104582,0,0,0.078639128,0.077842343,0.000256936,0.001944824,1,44252,1282.784,0.559616114,6.35344E-05,0.002439025,0.085601805,9.71855E-06,0.000373086,1.26461E-05,1.43574E-09,5.51167E-08,20.07461151,0.000422391,0.101693669,36.24456698,0.000574681,0.023366117,26.4040115,0.000506623,0.026800234,12.15973103,0.000116727,0.001927158
447,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1830.102015,7573.174053,0.005228758,8.609150627,0.036259748,0.150047037,1.04E-07,0.000170573,0.015686275,0.155555561,0,0,0.062063959,0.068927401,1.16E-05,0.001279344,1,45714,1054.702,0.241655877,6.90432E-07,0.001136796,0.040033732,1.1438E-07,0.000188326,5.28626E-06,1.51033E-11,2.48676E-08,9.698545803,5.13545E-06,0.05302886,15.65128735,6.24508E-06,0.01089062,12.34846755,5.96256E-06,0.01352822,5.082937828,1.22791E-06,0.000869495
448,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,576.6509977,1493.214419,0.00130719,47.20000141,0.034167861,0.088476294,7.75E-08,0.002796706,0.027450981,0.084967323,0,0,0.035322764,0.054230534,1.01E-05,0.013009473,1,14363,550.214,0.386180973,8.7542E-07,0.031609661,0.040148367,9.10109E-08,0.003286222,2.68872E-05,6.09497E-11,2.20077E-06,3.05593681,1.28386E-06,0.290732778,25.01172107,7.91834E-06,0.30282384,12.38382701,4.74435E-06,0.236062182,25.85308494,4.95526E-06,0.076950003
449,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,868.2627713,3359.26022,0.002614379,3.98954262,0.030916635,0.119614735,9.31E-08,0.000142057,0.019607844,0.122875817,0,0,0.042016448,0.059645123,1.10E-05,0.001127032,1,24650,743.608,0.258468447,7.7826E-07,0.001187625,0.035223642,1.0606E-07,0.000161848,1.04855E-05,3.15724E-11,4.81795E-08,4.601320684,2.56772E-06,0.024573957,16.74018438,7.03951E-06,0.011377574,10.86478774,5.52885E-06,0.011626145,10.08224554,2.56686E-06,0.001684599
451,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,4076.83933,5617.227606,0.010457517,8.771242149,0.096456711,0.132901803,2.47E-07,0.000207525,0.090196081,0.139869288,0,0,0.064812044,0.05371683,2.20E-05,0.001382476,1,38381,865.652,0.725774282,1.86169E-06,0.00156149,0.106220248,2.72466E-07,0.000228531,1.89097E-05,4.85054E-11,4.06839E-08,21.6050322,1.02709E-05,0.054027278,47.00610632,1.68393E-05,0.014959232,32.76380252,1.42035E-05,0.016416266,18.18243105,3.94353E-06,0.001422515
452,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1124.145134,17523.49987,0,223.430072,0.014608204,0.227716916,0,0.002903461,0.003921569,0.244444445,0,0,0.0269727,0.095294102,0,0.013734169,1,71650,1184.262,0.06415072,0,0.012750311,0.015689395,0,0.003118354,8.95335E-07,0,1.77953E-07,5.957358104,0,1.376238214,4.15483938,0,0.122149305,4.839418492,0,0.2240036,0.860898599,0,0.006222122
456,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,3121.909895,11839.24213,0.002614379,2.635294206,0.039823835,0.151024226,3.33E-08,3.36E-05,0.015686275,0.155555561,0,0,0.068950024,0.068221081,6.60E-06,0.000545507,1,71795,1536.458,0.263691701,2.20823E-07,0.00022259,0.043483667,3.64145E-08,3.67058E-05,3.67284E-06,3.07575E-12,3.10035E-09,16.54442532,2.56772E-06,0.016232339,17.07847804,1.99739E-06,0.002132433,13.41260559,1.89827E-06,0.002636723,3.531578974,2.50061E-07,0.000108404
459,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,359.4156978,2834.951706,0.00130719,0.439215703,0.016542353,0.130480587,6.02E-08,2.02E-05,0.003921569,0.138562098,0,0,0.036572061,0.064577725,8.87E-06,0.00039529,1,18944,613.908,0.126780184,4.61098E-07,0.000154929,0.018972535,6.90029E-08,2.3185E-05,6.69237E-06,2.434E-11,8.17825E-09,1.904707813,1.28386E-06,0.00270539,8.211151788,4.17072E-06,0.001484234,5.852108181,3.59708E-06,0.001665466,6.434967414,1.97887E-06,0.000285953
460,1,DAY4,nan,WT,AV3,0,nan,NOUV,1,Z3,1987.537312,6210.878596,0,2.904575266,0.043085569,0.1346386,0,6.30E-05,0.027450981,0.138562098,0,0,0.048901688,0.063935784,0,0.000734819,1,41573,1031.804,0.320009042,0,0.000467659,0.047808369,0,6.98669E-05,7.69752E-06,0,1.12491E-08,10.53286729,0,0.017891,20.72597425,0,0.004480225,14.74656653,0,0.005018811,7.401462543,0,0.000393326
