ImageNumber,ObjectNumber,Metadata_Day,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,Metadata_Series,Metadata_Stain,Metadata_Treatment,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
271,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,160.3019675,18062.00958,5891.496893,24.89411851,0.001550384,0.174689391,0.056980482,0.000240767,0,0.18300654,0.03398693,0,0.005031919,0.063940579,0.064247948,0.001756855,1,96930,1446.974,0.00887509,0.326181695,0.001378259,0.001653791,0.060780944,0.000256826,9.15619E-08,3.36513E-06,1.42191E-08,0.849513285,5.786358754,0.153337628,0.574811553,2.950375327,0.01320386,0.510114454,3.168479587,0.018448799,0.088040243,0.273587506,0.000497172
272,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,532.6157042,23996.06467,1495.94514,17.30457577,0.006264077,0.282216998,0.017593766,0.000203519,0,0.308496743,0,0,0.014484125,0.135098805,0.033464231,0.001500262,1,78077,1581.872,0.022195961,0.06234127,0.000721142,0.006821672,0.01915987,0.000221635,2.84283E-07,7.98459E-07,9.2363E-09,2.822573693,1.469248888,0.106589137,1.43756221,0.563888615,0.006908618,2.104155536,0.998794225,0.015920892,0.273348998,0.064915352,0.000322947
273,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,919.1019916,36507.03899,2616.196153,70.08366244,0.006005475,0.238539498,0.017094405,0.000457931,0,0.258823544,0,0,0.016356282,0.103253188,0.035053994,0.003139931,1,142933,2337.244,0.025176021,0.071662787,0.00191973,0.006430299,0.018303654,0.000490325,1.76139E-07,5.01373E-07,1.3431E-08,4.870740915,2.569508189,0.431686807,1.630571328,0.648203506,0.018391214,1.983435982,0.954160133,0.035221987,0.169364057,0.040762055,0.000469615
275,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,72.18823765,281.9241905,0,0.546405247,0.020124962,0.078596094,0,0.000152329,0.015686275,0.070588239,0,0,0.019381501,0.053908627,0,0.001158891,1,2344,262.47,0.256055493,0,0.001938128,0.03079703,0,0.000233108,0.000109239,0,8.26847E-07,0.382558417,0,0.003365634,16.583905,0,0.018567471,9.499392262,0,0.016745064,105.0372035,0,0.028910718
276,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,805.2235592,47129.70595,6428.851153,69.25228981,0.004263758,0.249557624,0.034041562,0.000366699,0,0.258823544,0,0,0.010059118,0.092828616,0.059004216,0.002991424,1,179227,2138.372,0.017085266,0.136407623,0.001469398,0.004492758,0.035869881,0.000386394,9.53275E-08,7.61089E-07,8.19853E-09,4.26724713,6.314123528,0.42656589,1.106558674,1.233832834,0.014076985,1.385798309,1.869878588,0.027756217,0.09166108,0.06187712,0.000286662
277,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,252.937264,8122.31917,2937.671976,34.58562207,0.005238749,0.168226651,0.060844041,0.000716325,0,0.172549024,0.035294119,0,0.01083187,0.086147551,0.070301166,0.00368752,1,43550,1053.116,0.031141015,0.361678963,0.004258097,0.005807974,0.067455154,0.000794159,7.15063E-07,8.30491E-06,9.77749E-08,1.340429998,2.885247037,0.213033341,2.016905124,3.271454857,0.040793011,1.791478691,3.516402776,0.05704755,0.687561051,0.675196183,0.003418703
279,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,101.6039258,13070.58072,4589.483785,6.230065578,0.0014201,0.182685238,0.064146418,8.71E-05,0,0.193464056,0.047058824,0,0.004814235,0.07489156,0.06464849,0.001013845,1,66031,1225.676,0.007773482,0.351130825,0.000476648,0.001538731,0.069504987,9.43506E-05,1.17725E-07,5.31767E-06,7.21855E-09,0.538445573,4.507581038,0.038374666,0.503463869,3.176044941,0.004566337,0.4746239,3.623259491,0.006777575,0.113196863,0.432330595,0.000252397
280,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,1329.200047,27534.64122,2577.898111,38.93594909,0.007660963,0.158698358,0.014857945,0.000224411,0,0.162091509,0,0,0.013072664,0.063237404,0.034822322,0.001469613,1,164100,2163.57,0.048273738,0.093623813,0.001414071,0.008099939,0.015709312,0.00023727,2.94173E-07,5.70529E-07,8.61713E-09,7.044037672,2.531893604,0.239829583,3.126537414,0.846845159,0.013546951,2.498439034,0.818918421,0.017044009,0.282858351,0.046384474,0.000301298
281,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,18.27451053,257.5817061,0,0.135947717,0.004416266,0.062247875,0,3.29E-05,0,0.060130719,0,0,0.007764595,0.028371126,0,0.000489977,1,2829,299.196,0.070946461,0,0.000527785,0.006459707,0,4.8055E-05,2.50783E-05,0,1.86562E-07,0.096844971,0,0.000837383,4.59497806,0,0.005056234,1.992506723,0,0.003451982,24.11373319,0,0.006523158
282,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,104.0666711,22720.96016,3919.197494,8.551634287,0.001178158,0.257228124,0.044369948,9.68E-05,0,0.282352954,0.027450981,0,0.004112965,0.108228108,0.050959281,0.000931686,1,82333,1337.268,0.004580206,0.1724926,0.000376376,0.001263973,0.047601782,0.000103866,5.56303E-08,2.09506E-06,4.57139E-09,0.551496784,3.849256503,0.052674583,0.296645447,1.560228301,0.003605726,0.389874393,2.481456587,0.007461132,0.053490629,0.170330106,0.000159839
283,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,247.5607925,4390.639331,386.3346512,4.30588251,0.009329595,0.165465963,0.014559437,0.000162272,0,0.176470593,0,0,0.01834216,0.088903601,0.032936911,0.001272139,1,23372,690.086,0.056383769,0.087990523,0.000980696,0.010592195,0.016529807,0.000184233,2.41245E-06,3.76478E-06,4.19603E-08,1.311937622,0.379440222,0.026522482,3.651798491,0.795890979,0.00939517,3.267179355,0.861690407,0.013234144,2.319662939,0.30607997,0.001467143
283,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,157.7019668,12821.26706,1054.366044,9.116340183,0.003074592,0.249966214,0.02055615,0.000177734,0,0.278431386,0.002614379,0,0.0079933,0.108327694,0.033499943,0.001350557,2,47110,916.932,0.01230003,0.082235713,0.000711033,0.003347526,0.022380939,0.000193512,2.61092E-07,1.74561E-06,1.5093E-08,0.835734694,1.035550099,0.056152941,0.796634054,0.743837634,0.006811767,1.032549772,1.166706937,0.01390071,0.251049708,0.141919558,0.000527728
284,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,223.6784386,2018.376525,27.55424921,1.095424877,0.011560804,0.104319647,0.001424139,5.66E-05,0,0.088888891,0,0,0.021460171,0.072033328,0.008045873,0.000658623,1,15900,795.926,0.110820967,0.013651689,0.000542726,0.014067826,0.001732972,6.88946E-05,6.96987E-06,8.58597E-07,3.41337E-08,1.185374129,0.027062523,0.006747371,7.17752378,0.12348212,0.005199369,4.339243161,0.090338928,0.004948973,6.701800143,0.069804619,0.001193486
284,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,39.7882369,4741.64458,1411.403961,3.04575174,0.00164421,0.195943823,0.058324888,0.000125863,0,0.220915034,0.03398693,0,0.005165638,0.095659701,0.068910657,0.001143677,2,21361,633.736,0.008391231,0.297661273,0.000642341,0.001862658,0.066073871,0.000142585,3.9283E-07,1.39348E-05,3.00707E-08,0.210856026,1.386216409,0.01876059,0.543473536,2.692402699,0.006153692,0.574539781,3.444397181,0.010242418,0.377720693,1.132910607,0.001051424
287,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,960.082383,7732.747923,553.447075,65.70196302,0.021382681,0.172221557,0.012326215,0.001463295,0.007843138,0.173856214,0,0,0.030609303,0.08930588,0.031271574,0.004633232,1,40188,1078.702,0.124157983,0.07157185,0.008496587,0.023889778,0.013771451,0.001634865,3.08943E-06,1.78093E-06,2.11421E-07,5.087914712,0.543570401,0.404697324,8.041320124,0.647380966,0.081398184,7.368839488,0.717898715,0.117438777,2.970605049,0.144790724,0.007392342
288,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,2096.698106,21246.29861,639.7398881,36.27451109,0.018734737,0.189843172,0.005716302,0.000324126,0.007843138,0.197385624,0,0,0.032279641,0.083768779,0.018636346,0.001895449,1,104067,1857.724,0.098685335,0.030110651,0.001707333,0.020147579,0.006147385,0.000348569,9.48287E-07,2.89339E-07,1.64061E-08,11.11136016,0.628323255,0.223436209,6.391537272,0.272356555,0.01635643,6.214552443,0.320460029,0.025039065,0.911813982,0.023523503,0.00057364
289,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,9.329412184,2762.885031,969.1934904,0.499346423,0.000544847,0.161355197,0.056601851,2.92E-05,0,0.18300654,0.03267974,0,0.002576705,0.082292297,0.063112828,0.000539391,1,14737,530.762,0.003376692,0.35079038,0.000180734,0.00063306,0.065765996,3.38839E-05,2.2913E-07,2.38034E-05,1.22639E-08,0.049440813,0.951897513,0.003075771,0.218697678,3.172965557,0.001731448,0.195268499,3.428347834,0.00243401,0.220317525,1.935233976,0.000428809
289,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,240.9568718,11413.64344,1092.83794,6.904575407,0.004234743,0.200591273,0.019206291,0.000121346,0,0.213071898,0.00130719,0,0.009563928,0.083101607,0.032095286,0.001076342,2,52324,994.9,0.021111302,0.095748386,0.000604941,0.004605093,0.020885979,0.000131958,4.03473E-07,1.82991E-06,1.15614E-08,1.276940432,1.073335435,0.042529371,1.367312296,0.866062323,0.005795393,1.420448096,1.088775401,0.009479067,0.387954451,0.148773443,0.000404246
289,3,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,1.635294198,280.2536022,0,0.047058825,0.000398463,0.068287915,0,1.15E-05,0,0.060130719,0,0,0.002001104,0.040860062,0,0.000251307,3,2792,293.056,0.005835051,0,0.000167915,0.000585707,0,1.68549E-05,2.08992E-06,0,6.01415E-08,0.00866617,0,0.000289863,0.377917842,0,0.001608645,0.180662274,0,0.001210752,2.009536687,0,0.002102851
291,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,178.184321,11242.06038,2021.367378,8.441830365,0.002795004,0.176343279,0.031707226,0.000132419,0,0.189542487,0.016993465,0,0.006499283,0.066447775,0.040809258,0.001117194,1,58900,1077.218,0.015849792,0.179803996,0.000750915,0.003025201,0.034318631,0.000143325,2.69097E-07,3.0527E-06,1.2749E-08,0.944280037,1.985294576,0.051998236,1.026540946,1.626361264,0.007193843,0.933127914,1.78901273,0.010295582,0.258746771,0.248186945,0.000445769
292,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,109.6470627,1615.699389,148.0836644,12.11241871,0.007716733,0.113709578,0.010421822,0.000852447,0,0.111111112,0,0,0.012862877,0.06648332,0.028818285,0.003726214,1,12076,449.17,0.067863529,0.09165298,0.007496703,0.00907975,0.012262642,0.001003016,5.6197E-06,7.58968E-06,6.20794E-07,0.581069826,0.145441001,0.074607564,4.395306297,0.8290186,0.071819196,2.800663214,0.639245268,0.072050556,5.403560242,0.617047186,0.021706069
294,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,63.92549264,13107.00825,2836.206613,5.66274529,0.001159289,0.237695554,0.051434598,0.000102694,0,0.258823544,0.03398693,0,0.005411654,0.099463574,0.056313128,0.00105837,1,50606,1028.626,0.004877199,0.216388558,0.000432039,0.0012632,0.056044868,0.000111899,9.63759E-08,4.27595E-06,8.53732E-09,0.33877036,2.785592399,0.034880204,0.315880789,1.957275569,0.004138983,0.389635987,2.92159039,0.008038122,0.092669146,0.347637942,0.000298508
294,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,727.8039453,7679.51785,593.9895597,23.25751711,0.013319984,0.140547545,0.010870966,0.00042565,0,0.129411772,0,0,0.023255324,0.082833541,0.025726124,0.002737821,2,48791,1375.962,0.094772088,0.077347246,0.003028513,0.014916766,0.012174162,0.000476676,1.94241E-06,1.58528E-06,6.20711E-08,3.856965263,0.583389375,0.14325683,6.138088633,0.699620522,0.029013466,4.601100036,0.634632875,0.034241533,1.867701178,0.128884303,0.002170319
297,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,53.972551,643.5869453,305.2980479,2.823529509,0.006345233,0.075662702,0.035892082,0.000331946,0,0.06797386,0.009150327,0,0.010510019,0.053901059,0.058285606,0.002201385,1,6587,415.272,0.083862097,0.474369547,0.004387176,0.008193799,0.046348573,0.000428652,1.27315E-05,7.2016E-05,6.66036E-07,0.28602518,0.299849777,0.017391791,5.431482983,4.290762576,0.042029607,2.52739005,2.416127437,0.03079174,12.24178412,5.854961267,0.023287958
297,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,1520.635346,27714.44127,1841.215739,45.13202769,0.010563122,0.192518886,0.01279004,0.00031351,0,0.197385624,0,0,0.017978383,0.081383322,0.030787513,0.00197957,2,134673,2229.926,0.054867978,0.066435247,0.001628466,0.011291316,0.013671751,0.000335123,4.07416E-07,4.93308E-07,1.2092E-08,8.058540689,1.808357876,0.277994903,3.5536255,0.600919412,0.015600875,3.48282406,0.712701409,0.024073203,0.391746459,0.040106328,0.000422797
298,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,47.11372721,418.7738667,0.975163432,2.036601379,0.009362823,0.083222152,0.000193792,0.00040473,0.003921569,0.06797386,0,0,0.01195237,0.054345633,0.001663736,0.00204684,1,3538,328.164,0.112503981,0.002328616,0.004863248,0.013316486,0.000275626,0.000575636,3.17988E-05,6.58173E-07,1.37458E-06,0.249677142,0.000957761,0.012544635,7.286527277,0.021062772,0.046590427,4.107491032,0.014368223,0.041350215,30.57572215,0.053509993,0.048062084
298,2,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,326.1804042,10558.01073,1671.328151,25.41437996,0.005244901,0.169770232,0.026874548,0.000408657,0,0.179084972,0,0,0.010897096,0.08086874,0.047995486,0.002214226,2,56197,1331.096,0.030894116,0.158299531,0.002407118,0.005804232,0.029740523,0.000452237,5.49747E-07,2.81687E-06,4.28336E-08,1.728578825,1.641502059,0.156542226,2.000914224,1.431849302,0.023060443,1.790324373,1.550358267,0.032485979,0.528602602,0.229013659,0.001497677
299,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,123.0745146,7280.953137,1564.436643,17.88235356,0.003306588,0.195614119,0.042031021,0.000480437,0,0.213071898,0.023529412,0,0.007856865,0.089808168,0.050688779,0.002676438,1,33531,823.856,0.016903627,0.214867012,0.002456046,0.00367047,0.046656427,0.000533308,5.04119E-07,6.40801E-06,7.3247E-08,0.652228022,1.536518109,0.110148012,1.094794482,1.943512896,0.023529173,1.132162108,2.432175712,0.038309611,0.484730169,0.520976492,0.002561084
300,1,DAY4,nan,KO,AG55,0,nan,NOUV,2,Z3,124.4862794,6194.394923,4006.551742,3.7176472,0.003493665,0.173843593,0.112442516,0.000104335,0,0.189542487,0.107189544,0,0.007213116,0.078348605,0.08390479,0.000912128,1,32114,762.71,0.0200966,0.646802761,0.000600163,0.003876387,0.124760283,0.000115764,6.25789E-07,2.01408E-05,1.86885E-08,0.659709608,3.93505185,0.022899192,1.301593289,5.85045372,0.005749625,1.195677546,6.503689904,0.008315787,0.601720565,1.637466225,0.000653445
301,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,1318.733372,10761.5376,119.1150365,455.7751766,0.037446995,0.305586597,0.003382412,0.012942276,0.035294119,0.34248367,0,0,0.034164721,0.193400308,0.009514939,0.027565048,1,31453,851.964,0.122541352,0.011068589,0.042352236,0.041927109,0.00378708,0.014490674,3.89601E-06,3.51909E-07,1.34652E-06,6.988569984,0.11698934,2.807389396,7.936616092,0.100117488,0.405738824,12.93248285,0.197418563,1.040921933,3.746168045,0.028610475,0.047081277
302,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,712.686296,6482.887745,1.674509869,66.54379292,0.025662968,0.233440918,6.03E-05,0.002396161,0.019607844,0.240522876,0,0,0.027711408,0.141181763,0.000651386,0.008876667,1,24496,722.57,0.109933462,0.000258297,0.01026453,0.029093987,6.83585E-05,0.002716517,4.48781E-06,1.05445E-08,4.19029E-07,3.77684994,0.001644627,0.409882653,7.1200429,0.002336345,0.098335261,8.974085938,0.003563494,0.195138043,4.315204616,0.000857273,0.014651357
304,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,954.9765056,58726.60281,20.16078505,46.19607999,0.005236076,0.321994269,0.00011054,0.00025329,0,0.369934648,0,0,0.010199803,0.160016604,0.001166633,0.00226622,1,170851,3098.24,0.016261395,0.000343299,0.00078663,0.005589528,0.000118002,0.000270388,9.51788E-08,2.00935E-09,4.60418E-09,5.060856337,0.019801001,0.284549032,1.05319918,0.003105205,0.007535993,1.724098808,0.006151392,0.019423038,0.091518089,0.000163362,0.000160985
305,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,201.0745161,672.5947887,0,18.77908552,0.02827257,0.094571821,0,0.002640479,0.019607844,0.077124186,0,0,0.031906852,0.061440813,0,0.010033067,1,5272,415.896,0.298953426,0,0.027920355,0.038140083,0,0.003562042,5.67059E-05,0,5.29597E-06,1.065585628,0,0.115671516,19.3622685,0,0.267479909,11.76436851,0,0.255875441,54.5248894,0,0.185173786
305,2,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,127.501965,1848.678484,0,1.647058882,0.009939349,0.14411276,0,0.000128396,0,0.125490204,0,0,0.017520544,0.092255351,0,0.001150688,2,10702,478.864,0.068969248,0,0.000890939,0.011913845,0,0.000153902,6.44452E-06,0,8.32497E-08,0.675691102,0,0.010145212,4.466920213,0,0.008535284,3.674844111,0,0.011055382,6.196653401,0,0.002910829
305,3,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,794.2117935,29378.46219,3.386928226,24.12026225,0.007508857,0.277757986,3.20E-05,0.000228044,0,0.309803933,0,0,0.012238562,0.135153679,0.000639818,0.002111957,3,98232,1939.52,0.027033811,0.000115286,0.000821019,0.008085062,3.44789E-05,0.000245544,2.75204E-07,1.17361E-09,8.35795E-09,4.208890758,0.003326486,0.148570988,1.750894493,0.001042785,0.007865443,2.49385004,0.001797366,0.017638376,0.264618953,9.54155E-05,0.000292236
306,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,742.4941436,21131.40058,17.5908503,23.12679813,0.008589706,0.244463218,0.000203504,0.000267547,0,0.261437923,0,0,0.014244902,0.118261147,0.001763726,0.002877581,1,79728,1511.63,0.035137006,0.000832451,0.001094428,0.00931284,0.000220636,0.000290071,4.40711E-07,1.04411E-08,1.3727E-08,3.934815328,0.017276929,0.142451654,2.275712807,0.007529675,0.010484735,2.872560288,0.011501631,0.020836953,0.423760567,0.000848873,0.000479966
307,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,1142.458864,29410.84521,16.37385676,21.59738632,0.010738203,0.276438503,0.000153901,0.000202998,0.003921569,0.304575175,0,0,0.013601393,0.133948675,0.001820805,0.001919962,1,98999,1812.782,0.038844816,0.000556729,0.000734334,0.011540105,0.000165394,0.000218158,3.92376E-07,5.62358E-09,7.41759E-09,6.054410918,0.016081653,0.133031101,2.515855944,0.005035715,0.007034997,3.559563569,0.008621913,0.015671117,0.377284461,0.000457201,0.000259356
308,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,905.341206,13105.26181,102.3045786,126.3686312,0.015432654,0.223395299,0.001743907,0.002154109,0.007843138,0.237908497,0,0,0.020336611,0.124515966,0.006252622,0.010762528,1,52819,1316.79,0.069082268,0.007806374,0.009642587,0.017140446,0.00193689,0.002392484,1.30791E-06,1.47795E-07,1.82559E-07,4.797816232,0.100478877,0.778379283,4.474240143,0.070610137,0.09237699,5.286997467,0.100969073,0.17186153,1.257601573,0.012015839,0.006383184
312,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,1466.588283,34500.61431,526.8274674,8.452287875,0.01343251,0.315991778,0.004825223,7.74E-05,0.003921569,0.373856217,0,0,0.017439982,0.20655645,0.012020202,0.000945334,1,100929,2250.168,0.042509048,0.015270089,0.000244989,0.014530891,0.005219783,8.37449E-05,4.21178E-07,1.51295E-07,2.42734E-09,7.772120636,0.51742584,0.05206265,2.753176709,0.138120857,0.002347025,4.482076142,0.272104618,0.006015724,0.404978599,0.012300436,8.48722E-05
312,2,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,600.678449,2462.032748,0.330718967,32.98562193,0.037845164,0.155117991,2.08E-05,0.002078227,0.023529412,0.118954249,0,0,0.042443261,0.110544687,0.000265542,0.009222972,2,13372,572.15,0.243976628,0.000134328,0.013397719,0.044920614,2.47322E-05,0.002466768,1.82453E-05,1.00454E-08,1.00192E-06,3.18326924,0.000324817,0.203177992,15.80159511,0.001215019,0.128351538,13.85583402,0.001289277,0.177197616,17.54359198,0.000816702,0.035032284
313,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,138.7607886,810.6052509,0,3.069281153,0.019299136,0.112740647,0,0.000426882,0.011764706,0.098039217,0,0,0.023115685,0.074314734,0,0.002541047,1,5639,335.094,0.171181705,0,0.003786407,0.02460734,0,0.000544295,3.03567E-05,0,6.71468E-07,0.735356747,0,0.018905521,11.08689797,0,0.03627417,7.590172642,0,0.039098864,29.18918122,0,0.023477894
315,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,680.6313979,53054.01437,1.981699419,132.1647099,0.003877402,0.302236635,1.13E-05,0.000752912,0,0.34248367,0,0,0.008692001,0.146184383,0.000325959,0.005433319,1,164785,2774.764,0.012829027,3.73525E-05,0.002491135,0.004130421,1.2026E-05,0.000802043,7.78531E-08,2.26674E-10,1.51175E-08,3.606976405,0.001946335,0.814080766,0.83089555,0.00033786,0.023865332,1.274034805,0.000626908,0.057613916,0.074858775,1.84288E-05,0.000528583
316,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,384.0235438,21449.47776,0.593464076,23.1372557,0.004254401,0.237627849,6.57E-06,0.000256326,0,0.261437923,0,0,0.009056545,0.111271133,0.000230298,0.00202702,1,83641,1550.388,0.017903631,2.7668E-05,0.001078686,0.004591331,7.09537E-06,0.000276626,2.14053E-07,3.30795E-10,1.28966E-08,2.03511602,0.000582873,0.142516069,1.15956162,0.000250262,0.010333926,1.416203371,0.000369878,0.019871113,0.205820473,2.68939E-05,0.000450931
316,2,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,212.1254978,9085.096998,1.556862808,4.917647236,0.005058918,0.216667788,3.71E-05,0.00011728,0,0.236601308,0,0,0.011546597,0.109771636,0.000519757,0.00124025,2,38061,842.238,0.023348732,0.000171364,0.000541287,0.005573303,4.09044E-05,0.000129204,6.13456E-07,4.50236E-09,1.42216E-08,1.124149823,0.001529079,0.030290703,1.512223595,0.001550024,0.005185588,1.719094178,0.002132326,0.009281256,0.589861121,0.000366046,0.000497258
316,3,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,142.7843192,6170.459013,0,17.68104629,0.004776833,0.206432003,0,0.000591517,0,0.233986929,0,0,0.00863999,0.111298376,0,0.004232348,3,26520,777.576,0.023139983,0,0.002865435,0.005384024,0,0.000666706,8.72548E-07,0,1.08048E-07,0.756679272,0,0.108908042,1.498703589,0,0.027451161,1.660710704,0,0.047892114,0.83898884,0,0.003777904
318,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,666.3215891,2310.810519,0.006535948,47.14248509,0.029109724,0.10095284,2.86E-07,0.002059523,0.023529412,0.094117649,0,0,0.02745356,0.057457067,2.29E-05,0.008217853,1,19601,733.092,0.28834973,2.82842E-06,0.020400844,0.033994265,3.3345E-07,0.002405106,1.4711E-05,1.443E-10,1.04081E-06,3.531142198,6.41931E-06,0.290378501,18.67550064,2.55836E-05,0.195442209,10.48558453,1.73826E-05,0.172768201,14.1451638,1.17317E-05,0.036391828
318,2,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,901.2549313,11897.64869,14.62483708,6.794771478,0.017263105,0.227893744,0.000280132,0.000130151,0.011764706,0.230065361,0,0,0.02092865,0.124568199,0.002461495,0.001346455,2,47435,1110.906,0.075750676,0.001229221,0.000571102,0.018999788,0.000308313,0.000143244,1.59694E-06,2.59138E-08,1.20397E-08,4.776161197,0.014363846,0.041853024,4.906131866,0.011118535,0.005471217,5.860514416,0.01607221,0.010289766,1.535515726,0.002106812,0.000420968
319,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,444.8078593,11888.18465,3.002614477,12.57516381,0.007446477,0.199018727,5.03E-05,0.000210519,0,0.213071898,0,0,0.012117293,0.093978967,0.000849051,0.001973068,1,54526,1159.88,0.037415962,0.000252571,0.001057787,0.00815772,5.50676E-05,0.000230627,6.86204E-07,4.63213E-09,1.93997E-08,2.357239849,0.002949031,0.077457886,2.423313569,0.002284556,0.010133707,2.516261672,0.002870644,0.016566836,0.659811577,0.000376596,0.00067831
320,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,14.34117709,400.4562197,0,0.005228758,0.002745774,0.076671687,0,1.00E-06,0,0.06797386,0,0,0.00576013,0.051576134,0,7.23E-05,1,3670,343.132,0.035812097,0,1.3057E-05,0.003907678,0,1.42473E-06,9.75806E-06,0,3.55777E-09,0.076000442,0,3.2207E-05,2.319436351,0,0.000125087,1.205329328,0,0.000102344,9.382754471,0,0.000124397
320,2,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,260.4588319,1893.266717,14.18169976,6.350326982,0.018485368,0.134369533,0.001006508,0.000450697,0.011764706,0.128104582,0,0,0.021604935,0.089934509,0.006311375,0.00410291,2,11892,468.826,0.137571125,0.007490598,0.003354164,0.021902021,0.001192541,0.000534,1.15684E-05,6.29885E-07,2.82052E-07,1.380290219,0.013928617,0.039115427,8.910046946,0.06775388,0.03213324,6.755712784,0.062166563,0.038359307,11.12343826,0.0512102,0.009861963
321,1,DAY4,nan,KO,AG55,0,nan,UV,2,Z3,159.3960832,631.3490368,2.352941263,1.239215729,0.025867589,0.102458461,0.000381847,0.000201106,0.015686275,0.094117649,0,0,0.03131185,0.061350648,0.002148887,0.0020026,1,4675,309.546,0.252469037,0.003726847,0.001962806,0.034095419,0.000503303,0.000265073,5.40041E-05,7.97187E-07,4.19852E-07,0.84471259,0.002310951,0.007633064,16.35162155,0.033710038,0.018803886,10.51678558,0.026236926,0.019041224,51.92699235,0.064811913,0.014680125
