ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Secondary Treatment,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
79,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.003921568859,641.341193,19.9189549,69.01176714,5.35E-07,0.08743574547,0.00271560394,0.009408557211,0,0.07450980693,0,0.007843137719,4.58E-05,0.05774075018,0.009873655192,0.00625804747,1,5580,426.724,0.000006114637422,0.03105828086,0.1076053868,9.58E-11,0.0000004866673727,0.000001686121364,0.000000001095813158,0.000005566000154,0.0000192841195
79,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.08235294465,901.877148,67.98039432,120.8026186,7.08E-06,0.07754747618,0.005845261764,0.01038715551,0,0.06797385961,0,0.01045751665,0.0002744497887,0.0432288526,0.01247151479,0.006419412162,2,9138,640.29,0.00009131281886,0.07537655707,0.1339457584,7.75E-10,0.0000006396653277,0.000001136699006,0.000000009992648157,0.000008248693048,0.00001465810445
79,3,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,10.87451027,13596.56376,1513.871941,1080.135985,0.000115165584,0.1439932619,0.01603253313,0.01143908906,0,0.1359477192,0.005228758324,0.01045751665,0.001362216544,0.0707507743,0.02305923898,0.006589064824,3,87283,1770.464,0.0007997984241,0.1113422456,0.07944183577,0.000000001319450339,0.0000001836844876,0.000000131057469,0.000000009163278349,0.00000127564641,0.0000009101639009
82,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,1293.607884,17357.6266,2967.252371,1737.558224,0.014598069,0.1958768448,0.0334847641,0.01960794701,0.003921568859,0.1960784346,0.0169934649,0.01830065437,0.02430524453,0.09367806104,0.04662982859,0.01226991292,1,82145,1460.974,0.07452677223,0.1709480472,0.1001034453,0.0000001777109866,0.0000004076299726,0.0000002386992149,0.000000907258777,0.000002081052373,0.000001218618848
84,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,3097.356957,46554.85747,6072.804094,2670.044532,0.01652699377,0.2484091599,0.03240349654,0.01424692406,0,0.2575163543,0.01960784383,0.01307189558,0.03069572234,0.1386789446,0.036216903,0.008267009168,1,172945,4070.16,0.06653133798,0.1304440487,0.05735265185,0.00000009556213694,0.0000001873630145,0.00000008237835185,0.0000003846965104,0.0000007542516331,0.0000003316236483
88,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.4823529683,449.5098158,0.07320261677,103.4274544,6.32E-05,0.0589211975,9.60E-06,0.01355714437,0,0.05490196124,0,0.01045751665,0.0005939720922,0.02802702167,0.0001384565765,0.01049510979,1,5441,587.252,0.001073064372,0.0001628498738,0.2300894236,1.16E-08,1.76E-09,0.000002491664101,0.0000001972182269,0.0000000299301367,0.00004228807639
88,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.1843137359,4064.805338,419.8287712,602.5281255,3.34E-06,0.07362977462,0.007604767075,0.01091417827,0,0.06797385961,0,0.01045751665,0.0001386006559,0.04566524827,0.01611342192,0.006453741673,2,48960,1509.56,0.00004534380385,0.1032838565,0.1482304995,6.82E-11,0.0000001553261249,0.0000002229203078,0.0000000009261397845,0.000002109555892,0.000003027583731
89,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.01568627544,7598.431569,778.1974097,624.3477342,2.54E-07,0.1232051557,0.01261812154,0.01012351814,0,0.1189542487,0.007843137719,0.01045751665,3.16E-05,0.06489399711,0.01658963347,0.006562246703,1,55897,1375.382,0.000002064409647,0.1024155318,0.08216797487,4.55E-12,0.0000002257387971,0.0000001811102231,0,0.000001832218755,0.000001469988995
89,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.05098039471,767.1176677,90.14379364,78.81830342,5.15E-06,0.07751795349,0.009109114151,0.007964662835,0,0.07450980693,0,0.007843137719,0.0001889873,0.04359650168,0.01518585197,0.005859065619,2,7647,510.66,0.00006645707282,0.1175097347,0.1027460411,6.74E-10,0.000001191201014,0.000001041540844,0.000000008690607143,0.00001536677582,0.00001343612411
91,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,91.30196432,5036.258972,581.5294298,282.4522974,0.002909930021,0.1605130983,0.01853421181,0.009002176741,0,0.1555555612,0.01307189558,0.007843137719,0.006613644502,0.09600586867,0.01950016315,0.006858442771,1,27660,926.9,0.01812892562,0.1154685319,0.05608375165,0.0000001052035438,0.0000006700727336,0.0000003254583059,0.0000006554203046,0.000004174567314,0.000002027612135
94,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,92.55686561,1495.010497,74.99869522,151.2627503,0.006660684054,0.1075856719,0.005397142719,0.01088534473,0,0.1006535962,0,0.01045751665,0.02445533676,0.06515966044,0.01224375591,0.006729055938,1,11663,479.896,0.06191051221,0.0501659991,0.1011783868,0.0000005710952631,0.0000004627576712,0.000000933322878,0.00000530828365,0.000004301294615,0.000008675159634
94,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0,1090.138591,0,135.7908546,0,0.05652779833,0,0.007041268064,0,0.05490196124,0,0.005228758324,0,0.01558250978,0,0.005486060945,2,15846,874.71,0,0,0.1245629278,0,0,0.0000004443561823,0,0,0.000007860843609
96,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,179.2470657,15065.67886,2931.345183,959.9738881,0.002464046542,0.207102603,0.04029617408,0.01319642433,0,0.2209150344,0.02875817008,0.01307189558,0.007390796475,0.105250156,0.04002956933,0.008870826021,1,66435,1471.98,0.01189770918,0.1945710652,0.06371925868,0.00000003708958443,0.0000006065503738,0.0000001986366273,0.0000001790879685,0.000002928743362,0.0000009591218285
98,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.1215686346,1226.77781,211.321575,105.2522913,9.61E-06,0.09696315288,0.01670262211,0.008319023974,0,0.08366013318,0.005228758324,0.007843137719,0.0002175150087,0.05882096559,0.02171005458,0.005874589586,1,10141,574.838,0.00009909588649,0.1722574155,0.08579572473,9.48E-10,0.000001647038962,0.0000008203356645,0.000000009771806182,0.00001698623563,0.00000846028249
98,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.04705882585,534.7568772,11.16862783,68.80000244,6.22E-06,0.07065092841,0.001475575086,0.009089708342,0,0.06666667014,0,0.007843137719,0.0002113314155,0.03979207802,0.005216036354,0.00595923082,2,5628,457.998,0.00008800041263,0.02088543094,0.1286566015,1.10E-09,0.0000002621846279,0.00000161508677,0.00000001563617851,0.000003710986307,0.00002286009266
98,3,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,6.807843409,6763.945274,729.7215913,623.6313947,9.59E-05,0.09524805354,0.01027574269,0.008781809146,0,0.08366013318,0.001307189581,0.007843137719,0.001593645471,0.06111789048,0.01664779162,0.006235949536,3,64364,1629.33,0.001006490019,0.1078840176,0.09219935546,1.49E-09,0.0000001596504675,0.0000001364397667,0.00000001563746845,0.000001676154646,0.000001432467769
99,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0,962.6536194,150.8810502,57.7464073,0,0.1064529049,0.01668484465,0.006385757746,0,0.08496732265,0.005228758324,0.005228758324,0,0.07335533978,0.02316568091,0.00540145868,1,7130,424.482,0,0.1567345171,0.05998669317,0,0.000002340090414,0.0000008956181972,0,0.00002198240072,0.000008413280949
99,2,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0,687.0679915,98.02745419,80.1385649,0,0.07563496164,0.01079122129,0.008821946819,0,0.071895428,0.009150327183,0.007843137719,0,0.03476163316,0.009523942584,0.005958475247,2,7115,458.38,0,0.1426750415,0.1166384781,0,0.000001516686056,0.000001239908197,0,0.00002005271138,0.00001639332089
99,3,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,0.01568627544,1784.479786,187.5333393,142.4941227,8.07E-07,0.09184147123,0.009651741601,0.007333717072,0,0.08366013318,0.002614379162,0.007843137719,6.89E-05,0.05037507589,0.01463948697,0.00569759198,3,15988,875.308,0.000008790391217,0.1050913217,0.07985191193,5.05E-11,0.0000006036866151,0.000000458701343,0.0000000005498118099,0.000006573137462,0.000004994490363
100,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,334.2588353,3512.282444,176.8405288,438.4026292,0.009065875653,0.09526125425,0.004796325707,0.01189049713,0.003921568859,0.0941176489,0,0.01045751665,0.01226114589,0.0415444146,0.009169639517,0.007128753035,1,32568,1072.288,0.09516855226,0.05034917653,0.1248198675,0.0000002783675894,0.000000147271116,0.0000003650975538,0.000002922149111,0.000001545970785,0.000003832592345
123,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,189.3568701,4226.801418,805.3150564,655.6732233,0.005160290778,0.1151873939,0.02194617949,0.01786818976,0,0.1124183014,0,0.01568627544,0.009006103534,0.05822886964,0.03883483358,0.01112500392,1,32462,1008.008,0.04479909307,0.1905258792,0.1551227887,0.0000001589640434,0.0000006760575285,0.0000005504340386,0.000001380047227,0.000005869197191,0.000004778596166
138,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,15.79215744,909.2078664,28.57516449,138.4601353,0.001616392777,0.0930611941,0.002924786539,0.01417196881,0,0.08496732265,0,0.01307189558,0.005950548557,0.05728478858,0.004798150156,0.011643387,1,7925,406.342,0.01736913859,0.03142863755,0.1522865567,0.0000002039612337,0.0000003690582384,0.000001788261048,0.000002191689412,0.000003965758681,0.00001921596929
140,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,1961.274572,45807.32279,1058.054939,3529.822333,0.009937598855,0.2321015145,0.005361067591,0.01788528688,0,0.2470588237,0.001307189581,0.01568627544,0.02014531399,0.1417214658,0.0080774982,0.01113728014,1,183501,3947.198,0.04281574327,0.02309794317,0.0770580361,0.00000005415555694,0.00000002921546799,0.00000009746697227,0.0000002333270296,0.0000001258736637,0.0000004199325132
155,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,783.4902223,13862.84221,2758.223606,1383.793507,0.0114264704,0.2021765577,0.04022610556,0.02018133104,0.003921568859,0.2026143819,0.009150327183,0.01830065437,0.01573097803,0.1096459278,0.05661066065,0.0112570904,1,62115,1506.312,0.05651728632,0.1989652312,0.09982033165,0.0000001839566997,0.0000006476069477,0.0000003249026973,0.0000009098814508,0.00000320317526,0.000001607024578
168,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,333.400013,11278.01337,1268.972587,1744.415739,0.004919653721,0.1664184711,0.0187249714,0.02574061502,0,0.1686274558,0.005228758324,0.02352941222,0.00804100766,0.08730185587,0.02874392297,0.01513006631,1,61712,1491.974,0.02956194518,0.1125173863,0.1546740265,0.0000000797195638,0.0000003034251264,0.0000004171087474,0.0000004790307425,0.000001823265917,0.000002506384925
177,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,1604.4275,16958.31679,2671.766091,1155.696769,0.02364598685,0.249930979,0.03937637934,0.01703261169,0.003921568859,0.26797387,0.03529411927,0.01568627544,0.03855497305,0.1337343374,0.03342644399,0.009720054632,1,61910,1427.254,0.0946100677,0.1575490141,0.06814926169,0.0000003819413156,0.0000006360261563,0.0000002751189096,0.00000152818717,0.000002544807205,0.000001100779546
183,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,823.639244,25311.09481,5728.857676,2078.394838,0.006511393954,0.2001003606,0.04529027667,0.01643103783,0,0.2039215714,0.03137255087,0.01568627544,0.01360396925,0.107341174,0.04800789965,0.01101492821,1,117486,2454.072,0.03254064078,0.2263378064,0.08211398414,0.00000005542272232,0.0000003854950944,0.0000001398552835,0.0000002769746249,0.000001926508745,0.0000006989256944
188,1,DAY4,nan,0,2,0,WT,NOUV,zVAD,nan,1294.945135,2830.444519,232.2457586,947.3072171,0.04488233519,0.09810219461,0.008049554923,0.0328333293,0.03529411927,0.09803921729,0,0.02875817008,0.04425654215,0.04582404605,0.01657113427,0.02044199048,1,25211,862.34,0.457505924,0.08205275076,0.3346849623,0.000001780267946,0.0000003192874112,0.000001302341411,0.00001814707564,0.000003254640862,0.0000132753545
3,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4704.180526,9743.397633,0,957.3333653,0.06134500712,0.1270590688,0,0.01248413444,0.05490196124,0.1215686277,0,0.01045751665,0.04499203615,0.06333897316,0,0.008310213008,1,70263,1833.17,0.4828069944,0,0.09825457211,0.0000008730769696,0,0.000000177677219,0.000006871425848,0,0.00000139838282
7,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4377.478557,9252.606768,0.002614379162,844.6405512,0.06779640932,0.1433001916,4.05E-08,0.01308141109,0.06274510175,0.1490196139,0,0.01307189558,0.04677807865,0.06808994617,7.28E-06,0.007987706203,1,58907,1431.038,0.4731075973,0.0000002825559572,0.09128676624,0.000001150905823,6.87E-13,0.0000002220688728,0.000008031432552,0,0.000001549676036
7,2,DAY4,nan,0,1,0,WT,UV,zVAD,nan,6368.317833,20653.12993,0.6235294346,2292.925564,0.04331599669,0.1404783698,4.24E-06,0.01559601118,0.04313725606,0.1450980455,0,0.01307189558,0.03353582937,0.06651884144,0.0001154829082,0.01348250751,2,136922,2943.394,0.3083463791,0.000030190554,0.1110207301,0.000000316355273,3.10E-11,0.0000001139043483,0.00000225198565,0.0000000002204945444,0.0000008108319341
13,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4864.796219,13585.21215,0,1521.94776,0.06254720126,0.1746665142,0,0.01956784387,0.05490196124,0.1620915085,0,0.01830065437,0.05232387478,0.1066408098,0,0.01057258198,1,70920,1926.876,0.3580949762,0,0.1120297382,0.000000881940232,0,0.0000002759143241,0.000005049280544,0,0.00000157966354
14,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,3103.564795,5937.009302,0,739.7647303,0.05989125424,0.1145698437,0,0.01427566056,0.05490196124,0.108496733,0,0.01307189558,0.03862467684,0.05585201406,0,0.008019728925,1,46679,1343.79,0.5227488516,0,0.1246022522,0.000001283044929,0,0.0000003058261866,0.00001119880142,0,0.000002669342792
24,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,5141.321714,12746.37287,0.09673202992,1473.769982,0.05888987577,0.1459998726,1.11E-06,0.01688089872,0.05882352963,0.1490196139,0,0.01568627544,0.03261998861,0.07254917925,5.93E-05,0.009981209065,1,80263,1867.278,0.4033556656,0.000007588984794,0.1156226949,0.000000733711371,1.38E-11,0.0000002103198076,0.000005025424736,0,0.000001440547885
33,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11393.49836,27817.89223,0,1789.566075,0.05945664423,0.1451668723,0,0.009338799206,0.06274510175,0.1450980455,0,0.007843137719,0.03565062282,0.07276507355,0,0.006850648345,1,178901,3540.162,0.4095744663,0,0.06433147632,0.0000003323438339,0,0.00000005220093351,0.00000228939171,0,0.0000003595926033
34,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,7334.447273,19659.58872,0,1775.780451,0.05253224708,0.1408098434,0,0.01271885037,0.05098039284,0.1464052349,0,0.01307189558,0.03077046091,0.06122713148,0,0.008332614672,1,130609,2309.422,0.373072264,0,0.09032642934,0.0000004022100091,0,0.00000009738111748,0.000002856405485,0,0.000000691578906
39,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,3944.207954,5233.92171,0.01307189581,465.6183169,0.08399795454,0.111464386,2.78E-07,0.009916055815,0.07843137532,0.1124183014,0,0.007843137719,0.04802386054,0.05421843812,2.96E-05,0.007063375714,1,41353,1386.828,0.7535855851,0.000002497533692,0.08896165107,0.0000020312421,6.73E-12,0.0000002397904823,0.00001822323858,0,0.00000215127442
42,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10643.74147,23927.53792,0,1824.277185,0.07465415482,0.1678253954,0,0.01279530058,0.07843137532,0.1725490242,0,0.01307189558,0.04331252615,0.08696242224,0,0.007460801575,1,133097,2712,0.4448322893,0,0.07624174253,0.0000005609003571,0,0.00000009613515393,0.00000334216616,0,0.0000005728284074
42,2,DAY4,nan,0,1,0,WT,UV,zVAD,nan,9150.055159,19689.08028,0,1578.230118,0.0754276695,0.1623051899,0,0.01301000023,0.07450980693,0.1620915085,0,0.01307189558,0.04624619471,0.08853212304,0,0.007681382071,2,112059,2688.65,0.4647274038,0,0.08015763539,0.0000006731067518,0,0.0000001160995568,0.000004147167151,0,0.0000007153163547
44,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,1636.502009,4146.126906,0.002614379162,421.4588375,0.05041285221,0.1277224726,8.05E-08,0.01298314452,0.05098039284,0.1346405298,0,0.01307189558,0.03128616175,0.06356230028,1.45E-05,0.008682060486,1,28656,945.206,0.3947062031,0.0000006305593682,0.101651215,0.00000175924247,2.81E-12,0.0000004530689741,0.00001377394623,0,0.000003547292539
50,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,241.333341,650.6509979,0,91.09804232,0.02762831609,0.07448780744,0,0.01042908327,0.01960784383,0.07450980693,0,0.01045751665,0.02693066105,0.0408435373,0,0.007158431478,1,7050,370.062,0.370910583,0,0.1400106088,0.000003918910083,0,0.000001479302591,0.00005261143022,0,0.00001985966082
53,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2159.760844,3770.58049,0,333.4902076,0.0682324217,0.1191223735,0,0.01053581675,0.06666667014,0.1058823541,0,0.01045751665,0.03759564532,0.07065428201,0,0.007006953748,1,27508,1113.6,0.5727926641,0,0.08844532255,0.000002480457383,0,0.0000003830091882,0.00002082276662,0,0.000003215258199
94,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,6650.164892,15111.16904,0,1353.369978,0.09032972783,0.2052562318,0,0.01838293391,0.08627451211,0.2104575187,0,0.01568627544,0.05183771719,0.1096130875,0,0.01030484013,1,67555,1484.184,0.4400827543,0,0.08956090518,0.000001337128678,0,0.0000002721180359,0.000006514436449,0,0.000001325747986
96,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11171.99638,25127.26343,0.05882353184,2778.274594,0.0986995228,0.22198798,5.20E-07,0.0245447964,0.09803921729,0.2313725501,0,0.0209150333,0.07033415698,0.1269871708,3.79E-05,0.01561564714,1,104145,2249.244,0.4446165185,0.000002341024203,0.1105681326,0.0000009477125431,4.99E-12,0.0000002356790667,0.000004269206572,0,0.000001061674901
100,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2517.733404,5718.957013,0,2970.031453,0.06721663251,0.1526805941,0,0.07929175998,0.06666667014,0.1555555612,0,0.06797385961,0.04156938799,0.08140433336,0,0.04275243538,1,33189,988.072,0.4402434566,0,0.5193309631,0.000002025268387,0,0.000002389097592,0.00001326474002,0,0.00001564768336
103,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,14.75686344,355.8274602,0,32.60130837,0.00229500209,0.05533864078,0,0.005070187926,0,0.05359477177,0,0.005228758324,0.004260306078,0.02139087411,0,0.004950176078,1,4552,534.456,0.04147196349,0,0.09162111419,0.0000005041744487,0,0.000001113837418,0.000009110712542,0,0.00002012766129
107,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,6308.270763,11256.26437,0,835.6340144,0.1096061223,0.1955774468,0,0.01451913011,0.1137254909,0.2078431398,0,0.01307189558,0.0673350159,0.1056281482,0,0.00832919777,1,52412,1206.3,0.5604231169,0,0.07423724131,0.000002091240981,0,0.0000002770191962,0.00001069264895,0,0.000001416416876
114,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2275.207912,7329.321762,0,483.7385788,0.03700608165,0.1192108546,0,0.007867970768,0.03137255087,0.1176470593,0,0.005228758324,0.0293169081,0.05607880045,0,0.00729919457,1,56102,1374.038,0.3104254371,0,0.06600045604,0.0000006596214332,0,0.0000001402440335,0.000005533232989,0,0.000001176436777
120,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10942.61992,24555.17062,0,1842.14385,0.0919377923,0.2063078306,0,0.01547733906,0.0941176489,0.216993466,0,0.01307189558,0.05817210173,0.108761184,0,0.01422585284,1,109746,2442.078,0.4456340412,0,0.07502060884,0.0000008377325124,0,0.0000001410287305,0.000004060594839,0,0.0000006835839925
121,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,5238.866815,15234.06969,0,1232.303308,0.0659549397,0.1917899773,0,0.01551413564,0.05098039284,0.1960784346,0,0.01307189558,0.05650515828,0.09611165715,0,0.01110176461,1,73408,1461.898,0.3438914829,0,0.08089127416,0.0000008984707348,0,0.0000002113412112,0.000004684659477,0,0.000001101940853
127,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,7744.600202,7897.840737,0,541.7699537,0.1361041827,0.1387972433,0,0.00952110565,0.1372549087,0.1228758171,0,0.007843137719,0.07263986538,0.08630514075,0,0.006325450571,1,50253,1704.336,0.9805971606,0,0.06859722445,0.000002708379254,0,0.0000001894634281,0.00001951320639,0,0.0000013650374
128,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10748.94932,16075.89977,0,1251.241872,0.1086993166,0.1625683839,0,0.01265324939,0.0941176489,0.1594771296,0,0.01045751665,0.0737460086,0.09062707273,0,0.009132080035,1,90282,2153.544,0.6686374926,0,0.07783339593,0.000001203997658,0,0.0000001401525153,0.000007406099694,0,0.0000008621142192
128,2,DAY4,nan,0,1,0,WT,UV,zVAD,nan,785.3333561,2418.487646,0,183.0039279,0.04178638694,0.1286840293,0,0.009737359151,0.03529411927,0.1189542487,0,0.007843137719,0.0327255417,0.07926288377,0,0.008585962521,2,15888,657.29,0.3247208467,0,0.0756687462,0.000002630059601,0,0.0000006128750725,0.00002043811975,0,0.000004762635083
136,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,255.9372628,813.8980618,0,50.63791029,0.03621070498,0.1151525271,0,0.007164390251,0.03529411927,0.1189542487,0,0.005228758324,0.01984728407,0.05278907992,0,0.005643301927,1,5351,369.1,0.3144586218,0,0.06221652645,0.000006767091193,0,0.000001338888105,0.00005876632812,0,0.00001162708399
141,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,10575.79244,17636.18222,0,1320.488932,0.1199110224,0.199963516,0,0.01497203909,0.1137254909,0.2235294133,0,0.01307189558,0.07424680559,0.1064898404,0,0.008509926825,1,80402,2078.124,0.5996645026,0,0.07487385395,0.000001491393527,0,0.0000001862147595,0.000007458328183,0,0.0000009312436749
146,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4295.815806,5314.483803,0,404.7947853,0.08932124185,0.1105020128,0,0.008416741907,0.08627451211,0.1019607857,0,0.007843137719,0.05452650316,0.06406121534,0,0.007147035968,1,41844,1607.776,0.8083223066,0,0.0761682226,0.000002134624841,0,0.0000002011457295,0.00001931751999,0,0.000001820290187
147,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,2050.753005,8359.85904,0,846.7294397,0.03257749014,0.1328015733,0,0.01345082509,0.02745098062,0.1359477192,0,0.01045751665,0.02406131551,0.06229864543,0,0.01327413073,1,56836,1504.936,0.2453095195,0,0.1012851336,0.000000573184076,0,0.000000236660305,0.000004316094017,0,0.000001782059497
148,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,9905.717913,8243.788451,0,1272.831412,0.1636524296,0.1361956823,0,0.02102845598,0.1529411823,0.1294117719,0,0.01830065437,0.1153200896,0.07387137421,0,0.01155571866,1,54693,1395.554,1.201597781,0,0.1543988446,0.00000299220064,0,0.0000003844816701,0.00002196986418,0,0.000002823009245
149,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,11220.61207,27698.99423,0,2586.551714,0.08525523558,0.2104594887,0,0.01965285623,0.07843137532,0.216993466,0,0.01568627544,0.07399389833,0.1163815028,0,0.01985195664,1,121693,2635.306,0.4050909565,0,0.09338070878,0.0000007005763321,0,0.0000001614953714,0.000003328794232,0,0.0000007673465917
161,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,15794.21612,32982.38262,0,3448.151739,0.1053931411,0.2200879663,0,0.02300915347,0.09803921729,0.2339869291,0,0.0209150333,0.07671811794,0.116659217,0,0.01626916891,1,139535,2767.42,0.4788682583,0,0.1045452592,0.0000007553168817,0,0.0000001648987958,0.000003431886325,0,0.0000007492403996
177,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,8924.396334,30387.02177,0,2017.547777,0.06962611046,0.2370726327,0,0.01574044889,0.06666667014,0.2614379227,0,0.01307189558,0.05196027856,0.1248597798,0,0.01259821983,1,118751,2388.696,0.2936910501,0,0.06639504825,0.0000005863202033,0,0.0000001325500323,0.000002473166964,0,0.0000005591114875
191,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,407.3058956,1903.125542,0,242.2928188,0.01811133868,0.08462472949,0,0.01077383693,0.01176470611,0.07843137532,0,0.01045751665,0.01813641212,0.04155910718,0,0.006864970632,1,18894,972.696,0.2140194573,0,0.1273131034,0.0000009585761977,0,0.0000005702253061,0.0000113273768,0,0.000006738282173
198,1,DAY4,nan,0,1,0,WT,UV,zVAD,nan,4787.50601,7324.342679,0,2785.921646,0.09878071246,0.1511233169,0,0.05748198007,0.09019608051,0.1516339928,0,0.04967320338,0.07005290239,0.08000970963,0,0.03119504115,1,43521,1164.122,0.653643094,0,0.3803647328,0.000002269725247,0,0.000001320787208,0.00001501902746,0,0.000008739797634
11,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,3495.062843,5926.641977,0.3869281186,1042.635327,0.07609542441,0.1290364027,8.42E-06,0.02270052964,0.06274510175,0.1215686277,0,0.0209150333,0.0616765838,0.06965017202,0.000148166619,0.009785587761,1,41149,1302.822,0.5897205966,0.00006528623125,0.1759234539,0.00000184926546,2.05E-10,0.0000005516666175,0.00001433134697,0.000000001586581235,0.000004275278959
12,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,2152.196141,5631.215835,0,812.6039459,0.08253235193,0.2159456929,0,0.03116171131,0.07450980693,0.216993466,0,0.02875817008,0.06179387333,0.1339157173,0,0.01737638685,1,22958,752.85,0.3821903128,0,0.144303463,0.000003594927778,0,0.000001357335626,0.00001664736967,0,0.000006285541555
15,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,8375.392394,29430.37201,0,3007.134734,0.0581786079,0.2044343708,0,0.02088868251,0.05490196124,0.1895424873,0,0.0209150333,0.05207702587,0.1465711514,0,0.01015084914,1,130209,4056.338,0.2845833002,0,0.1021779382,0.000000446809421,0,0.0000001604242603,0.000002185588555,0,0.0000007847225479
19,1,DAY4,nan,0,2,0,WT,UV,zVAD,nan,262.8274587,557.048381,0,119.5372587,0.0379479438,0.08042858519,0,0.01725920571,0.03137255087,0.06797385961,0,0.01568627544,0.02534324185,0.04603990423,0,0.007381219219,1,5205,402.928,0.4718216006,0,0.2145904428,0.000007290671239,0,0.000003315889666,0.00009064776188,0,0.00004122775078
