ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
126,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,6778.427648,9865.039467,464.8483831,2025.65235,0.09017343987,0.1312346446,0.006183879197,0.02694725825,0.0941176489,0.1294117719,0.003921568859,0.02614379115,0.05413013409,0.05237615271,0.007216078148,0.01094046352,1,69396,1281.204,0.6871161206,0.04712078291,0.2053364669,0.09767749796,0.006698489584,0.02918975661,0.000009901379339,0.0000006790129534,0.000002958909258,35.92198166,0.4565528184,12.47719318,44.50233942,0.4262164235,1.967144716,30.1287779,0.3491888434,2.096814641,9.520557057,0.05520430515,0.1034583657
132,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,7032.34922,15663.71284,622.6444686,3368.180492,0.06083136587,0.1354945576,0.005386011458,0.0291355013,0.05882352963,0.1424836665,0.003921568859,0.02614379115,0.04158703691,0.05066911683,0.004559093265,0.01668248129,1,107211,1946.704,0.448958002,0.03975075865,0.2150307866,0.0655935419,0.005807654706,0.03141637045,0.000004187611364,0.0000003707712702,0.000002005678396,37.26762795,0.6115329156,20.74661957,29.0775908,0.3595531554,2.060017307,20.23243118,0.3027500759,2.256761041,4.026549389,0.03014400571,0.07012861526
134,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,1167.713758,2555.853665,136.9673255,594.7529594,0.04645952727,0.1016890931,0.005449483785,0.02366328318,0.03921568766,0.1045751646,0.003921568859,0.0209150333,0.0361386917,0.03995668309,0.006171499715,0.01539448832,1,22004,697.538,0.4568781752,0.05358965865,0.2327022738,0.05306824934,0.006224655765,0.02702931101,0.00002076341462,0.000002435450766,0.00001057545327,6.188248129,0.1345230418,3.663435915,29.59055539,0.4847286321,2.229311994,16.36898499,0.3244881283,1.941621364,19.96482175,0.1980041273,0.3697710935
137,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,5035.976615,9830.601553,504.4496923,1659.126848,0.07736705916,0.1510262636,0.007749795556,0.02548895176,0.08235294372,0.1594771296,0.007843137719,0.02352941222,0.04724277329,0.05410176221,0.005325419362,0.01183315795,1,60049,1130.498,0.5122755294,0.05131422422,0.1687716503,0.08386445427,0.008400634354,0.02762955,0.00000853095854,0.0000008545391966,0.000002810565544,26.68793841,0.4954474128,10.21954542,33.17846693,0.4641468959,1.616849969,25.86812285,0.4379207816,1.984738884,8.20284475,0.06947473143,0.09827152251
142,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,6020.898215,11490.60163,240.8719043,2924.188323,0.05946272495,0.1134818195,0.002378864296,0.02887944618,0.05490196124,0.1150326803,0.001307189581,0.02614379115,0.02963174869,0.03321517173,0.001894977657,0.01561948577,1,93568,1758.672,0.5239845927,0.02096251459,0.2544852234,0.06434783489,0.002574297883,0.03125201269,0.000005600040534,0.0000002240350824,0.000002719789067,31.90748747,0.2365733662,18.0118087,33.93682595,0.1896099225,2.437994917,19.8481909,0.1341968348,2.244954578,5.38465436,0.01821423434,0.09509751983
144,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,524.5098196,1263.734673,39.575165,256.758178,0.04245324319,0.1022852831,0.003203169972,0.02078172222,0.03921568766,0.1045751646,0.002614379162,0.0209150333,0.02745633381,0.0323816181,0.002127288608,0.01061284169,1,10125,472.934,0.4150474232,0.03131603955,0.2031741184,0.05180343897,0.003908658271,0.0253588324,0.00004099233809,0.000003092942178,0.00002006657959,2.779616911,0.03886891678,1.581525768,26.88130979,0.2832595205,1.946429192,15.97885224,0.2037563609,1.821624337,39.4157097,0.2514587136,0.701628657
144,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,373.4196188,509.5320394,8.768627711,127.1947753,0.05134327221,0.07005802824,0.001205641099,0.01748862577,0.04705882445,0.06797385961,0.001307189581,0.01568627544,0.02158864123,0.02271687116,0.0006784392986,0.007380164587,2,5424,438.826,0.7328677883,0.01720917829,0.2496305736,0.06884579992,0.001616634902,0.02345036417,0.0001351157427,0.000003172783608,0.00004602333584,1.978920982,0.008612145035,0.7834679938,47.46553033,0.1556602834,2.391486866,21.23559529,0.08427435242,1.684531583,129.9189833,0.2579498868,1.609207547
147,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,4807.898178,8704.07081,513.6706065,1346.243179,0.08242158261,0.1492134951,0.008805832145,0.02307858637,0.08235294372,0.1594771296,0.007843137719,0.0209150333,0.05448269067,0.05381093348,0.007008212173,0.01175930274,1,53541,1052.218,0.5523735139,0.0590149848,0.1546682246,0.08979843818,0.009593967362,0.02514415455,0.00001031683222,0.000001102239121,0.00000288878102,25.47924668,0.504503773,8.292309494,35.77548665,0.5338017367,1.481737683,27.69846952,0.5001286223,1.806203186,9.920030981,0.0896129367,0.1010063294
148,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,3268.423623,5266.669415,199.0575238,1179.772584,0.0846939344,0.1364740332,0.005158133341,0.03057118459,0.09019608051,0.1450980455,0.002614379162,0.02875817008,0.05230329918,0.05557260592,0.005240644182,0.0161426294,1,34698,879.308,0.6205864399,0.03779571263,0.2240073358,0.09419631168,0.005736858717,0.03400116965,0.0000178853663,0.000001089276403,0.000006455914918,17.32086843,0.1955051944,7.266918457,40.19342227,0.3418693932,2.146013583,29.05500052,0.2990595171,2.442437299,17.1974676,0.08855905716,0.2257312908
150,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,13888.29451,25788.45693,2943.060228,4511.017131,0.07069777194,0.1312750421,0.0149815228,0.02296314067,0.06666667014,0.1320261508,0.009150327183,0.0209150333,0.0461944923,0.04608383078,0.01555294794,0.01690054748,1,184315,2916.676,0.5385469377,0.1141231612,0.1749238872,0.07535086405,0.01596755678,0.02447449818,0.000002921883394,0.000000619174572,0.0000009490485702,73.60041096,2.890539132,27.78602765,34.87998301,1.03226565,1.675789039,23.24209255,0.8323805861,1.758099143,2.809503263,0.0503393961,0.03318351644
159,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,2155.427512,4119.104692,206.8614456,828.1046008,0.05659518216,0.108155565,0.005431572683,0.02174358936,0.05490196124,0.1150326803,0.003921568859,0.0209150333,0.03382363177,0.03520779229,0.005313113862,0.01209176178,1,33693,967.53,0.5232757295,0.05022000195,0.2010399499,0.06397256144,0.006139597117,0.02457794203,0.00001553069568,0.000001490517376,0.000005966816546,11.42259409,0.2031698495,5.100786954,33.89091512,0.4542494478,1.925983636,19.73243721,0.3200540644,1.765529921,14.93336123,0.1211802745,0.2086299492
162,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,6976.043338,13124.41084,270.8379183,3545.984418,0.05935643709,0.1116705027,0.002304454413,0.03017140101,0.05882352963,0.1150326803,0.001307189581,0.02875817008,0.03292221419,0.03434788556,0.00195902783,0.01468455042,1,108501,2157.952,0.5315319236,0.02063619629,0.2701823695,0.06429473773,0.002496179005,0.03268158283,0.000004898866587,0.0000001901936046,0.000002490137137,36.96923739,0.2660046144,21.84181931,34.42564272,0.1866583116,2.588375209,19.83181299,0.1301245376,2.347646205,4.710448642,0.01546289468,0.08706773206
162,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,507.5451126,722.0000181,28.40784422,243.4353015,0.05658881844,0.08049950029,0.003167336852,0.02714185544,0.05490196124,0.07843137532,0.002614379162,0.02352941222,0.02947228186,0.02951556517,0.002554562013,0.01754143503,2,7112,428.654,0.7029710524,0.03934604364,0.3371679991,0.07136461088,0.0039943538,0.03422881067,0.00009884294887,0.000005532345844,0.00004740832383,2.689713186,0.02790088514,1.499462277,45.52921324,0.3558924314,3.23010451,22.01252649,0.2082236251,2.458789646,95.04129699,0.449784215,1.6576337
168,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,9065.63556,17215.44881,855.7882672,4677.330861,0.05016370848,0.09525981378,0.004735411309,0.02588150166,0.04705882445,0.0941176489,0.002614379162,0.02352941222,0.03027176102,0.0304628276,0.004960700594,0.01109358293,1,170201,2797.516,0.526598851,0.04971048254,0.2716938091,0.05326429081,0.005028103638,0.02748121845,0.000003093982121,0.0000002920692742,0.000001596311473,48.04294022,0.8405160899,28.81045247,34.1061432,0.449640748,2.602854958,16.42945429,0.2621124766,1.974083647,2.974982809,0.02374546945,0.05581508648
168,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,1561.545143,2801.023609,234.0000086,755.6836828,0.05890400388,0.1056591328,0.008826858113,0.02850560855,0.05882352963,0.108496733,0.007843137719,0.02614379115,0.03148610853,0.03404508938,0.007357357025,0.01492420899,2,24228,693.99,0.5574908893,0.0835408912,0.2697884017,0.06445208614,0.009658247011,0.03119051027,0.00002301019025,0.000003448113389,0.00001113539713,8.275340373,0.2298241046,4.654703605,36.10692288,0.7556432143,2.584600957,19.88034736,0.5034794876,2.240536619,22.12518293,0.2803344219,0.3893495501
169,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,2314.858892,4925.817118,322.9333457,1140.088924,0.04776943173,0.1016491698,0.006664053027,0.02352687683,0.04705882445,0.1058823541,0.005228758324,0.02352941222,0.0316010195,0.03269077681,0.005508569113,0.01031975721,1,43954,1001.798,0.4699441405,0.06555934536,0.2314517362,0.05266548874,0.007347075253,0.02593822915,0.00001069172636,0.000001491544464,0.000005265771856,12.26749373,0.3171703602,7.022483278,30.43679667,0.5929967199,2.217331713,16.24475285,0.3829992834,1.863244677,10.28050612,0.1212637775,0.1841178971
169,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,4952.517787,8503.456435,617.1947941,2044.93601,0.06260846981,0.1074985327,0.007802419555,0.02585156075,0.05882352963,0.108496733,0.005228758324,0.02352941222,0.04077923175,0.03407640542,0.006805713422,0.01259325193,2,73341,1301.204,0.5824123196,0.07258163769,0.2404829172,0.06752727379,0.008415412853,0.02788257605,0.000007941155965,0.0000009896461418,0.000003278969706,26.24565199,0.6061804945,12.59597267,37.72100516,0.6565146865,2.303851367,20.82889383,0.4386911773,2.002914737,7.635726889,0.08045903592,0.1146492904
170,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,4503.384437,8237.204123,431.7006693,1735.430117,0.08942206146,0.1635631565,0.00857212266,0.03445980256,0.08627451211,0.1725490242,0.007843137719,0.03137255087,0.05938820917,0.06362666314,0.006637560477,0.01587541833,1,46080,938.83,0.5467127402,0.05240864046,0.2106819366,0.09772969699,0.009368504108,0.03766124385,0.00001186442578,0.000001137340288,0.000004572090637,23.86548939,0.4239966502,10.68954247,35.40885623,0.4740460985,2.018354872,30.14487877,0.4883753379,2.705354777,11.40810172,0.09246669007,0.159863309
172,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,8187.717878,12770.28269,352.339882,3162.93343,0.06344707301,0.09895761802,0.002730300989,0.0245097439,0.05882352963,0.09803921729,0.001307189581,0.02352941222,0.03327710212,0.03191170513,0.002968729473,0.01061240635,1,119650,2248.468,0.641154004,0.02759060943,0.2476792023,0.06843057149,0.002944754551,0.02643488032,0.000005358579222,0.000000230594312,0.000002070030943,43.39045376,0.3460521151,19.48238129,41.52551839,0.2495622981,2.372792527,21.10751742,0.1535085519,1.898921078,5.152480022,0.01874750504,0.0723787043
177,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,6258.059007,12793.32975,326.6431493,2963.166104,0.05148377682,0.1052481181,0.002687226659,0.024377364,0.04705882445,0.108496733,0.001307189581,0.02352941222,0.02726037986,0.03231873842,0.002718347489,0.01025486177,1,112491,2143.124,0.4891657709,0.02553230127,0.2316180512,0.05563164171,0.002903726959,0.02634136157,0.000004348488065,0.0000002269719468,0.000002058991841,33.16431074,0.3208139597,18.25189595,31.68172091,0.2309445102,2.218925028,17.1596674,0.1513698045,1.892203259,4.181238524,0.01845300381,0.07199272172
178,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,357.2784424,682.0849856,11.9712422,258.3973935,0.03301713727,0.06303345214,0.001106297218,0.0238792527,0.03137255087,0.06143790856,0.001307189581,0.0209150333,0.01985467782,0.01828958221,0.0008291258454,0.01588045358,1,8132,715.952,0.5238034116,0.01755095399,0.3788346011,0.04393487979,0.001472115371,0.03177538041,0.00006441261825,0.000002158257991,0.00004658566172,1.893381522,0.01175760649,1.591622667,33.92509142,0.1587517094,3.629274893,13.55178278,0.07674062299,2.282550133,61.93520985,0.1754681294,1.628869291
179,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,1081.16866,2504.886334,139.6156922,578.1568811,0.03497682573,0.0810354351,0.004516699304,0.01870392032,0.03137255087,0.08366013318,0.003921568859,0.01830065437,0.02564028578,0.02408564286,0.002951017932,0.008622217982,1,27097,874.926,0.4316238407,0.05573733638,0.2308116233,0.03989993948,0.005152440942,0.02133656423,0.00001592884233,0.000002056955987,0.000008517977021,5.729606156,0.1371241465,3.561210835,27.95491196,0.5041547847,2.211199365,12.3071991,0.2685941168,1.532689048,15.31619455,0.1672321941,0.2978313644
179,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,6221.243316,10411.72837,314.4026262,2744.402698,0.05181821701,0.08672176485,0.002618734341,0.02285878358,0.04313725606,0.08758170158,0.002614379162,0.0209150333,0.03731863762,0.02988883506,0.002347998749,0.01268331066,2,111214,2046.646,0.59752263,0.0301969678,0.2635876198,0.05593938997,0.002827005828,0.02467677359,0.000005372728523,0.0000002715212815,0.000002370093871,32.9692076,0.3087918778,16.9044025,38.6996522,0.2731373041,2.525196821,17.25459284,0.1473703711,1.772629379,5.166085119,0.02207490093,0.08287041508
179,3,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,183.6313785,543.1738707,18.36862814,117.8849712,0.02327984007,0.06886078483,0.002328680038,0.01494484929,0.01960784383,0.07058823854,0.002614379162,0.01568627544,0.01652422571,0.01994288538,0.001360077955,0.007188795216,3,5861,478.138,0.3380710825,0.03381721605,0.2170299006,0.03133106611,0.003134043361,0.02011345695,0.00005768146776,0.000005769871361,0.00003702950019,0.9731464806,0.01804082632,0.7261233938,21.8957955,0.3058831366,2.079169028,9.664116629,0.1633760809,1.444828457,55.46294977,0.4690952326,1.294737769
184,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,3403.474611,7792.453775,160.8039279,1548.154295,0.06838131099,0.1565630028,0.003230811057,0.03110492435,0.06274510175,0.1660130769,0.002614379162,0.02875817008,0.05139113217,0.06993368797,0.002748087136,0.01663216643,1,45045,1083.702,0.4367654539,0.02063585265,0.1986735294,0.07555721191,0.003569850769,0.03436905971,0.000009696202774,0.000000458116387,0.000004410556764,18.03656525,0.1579342624,9.535999705,28.287918,0.1866552033,1.903313082,23.30574087,0.1860944987,2.468864285,9.323271898,0.03724523472,0.1542152715
184,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,958.7647327,1296.905916,48.78300833,336.1385723,0.07282126179,0.09850417107,0.003705226214,0.02553080452,0.04313725606,0.0941176489,0.002614379162,0.02352941222,0.07035590833,0.04812448258,0.005647509584,0.01121584437,2,10928,493.106,0.7392708451,0.03761491695,0.2591850096,0.0877346937,0.004464038098,0.0307593862,0.00006764923546,0.000003442067803,0.00002371751552,5.080931881,0.04791243931,2.070476656,47.88023608,0.3402340619,2.483019358,27.06190429,0.2327080278,2.209567287,65.04734179,0.2798429108,0.8292837594
185,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,5592.015847,13161.38729,654.4967566,3026.384404,0.05561870509,0.1309043712,0.006509685073,0.03010069826,0.05098039284,0.1346405298,0.003921568859,0.02614379115,0.03984811168,0.04837655903,0.005561373569,0.01975247833,1,92745,1770.266,0.4248804266,0.04972855384,0.2299441797,0.06029452636,0.007056949233,0.03263124054,0.000004581168004,0.0000005361858196,0.000002479316186,29.63464407,0.6428167758,18.64129492,27.51816234,0.4498042064,2.202889165,18.5979415,0.367875162,2.344029922,4.404969235,0.04359234306,0.08668937713
188,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,366.7529523,605.6091667,12.30588276,182.739875,0.04009543591,0.06620850189,0.001345346317,0.01997812124,0.03529411927,0.06666667014,0.001307189581,0.01830065437,0.0273961921,0.01988273784,0.001009311468,0.009242246573,1,7163,517.73,0.6055934626,0.0203198423,0.3017455564,0.05120102643,0.001717978886,0.02551163967,0.0000845446688,0.000002836778207,0.00004212558375,1.943591274,0.01208627514,1.125603178,39.22237452,0.1837968296,2.890753824,15.79303715,0.08955736258,1.832601083,81.29295077,0.2306323746,1.472922509
188,2,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,745.7921784,756.1150532,18.72287643,272.5882436,0.06404398269,0.06493044682,0.001607803901,0.02340817893,0.06274510175,0.06405229121,0.001307189581,0.02352941222,0.02325252412,0.01883913132,0.001024440773,0.009481408649,2,9145,721.608,0.9863474814,0.02476194112,0.3605115947,0.08155190578,0.002047334765,0.02980735305,0.0001078564769,0.000002707702692,0.00003942171621,3.952293119,0.01838875279,1.679032523,63.8826089,0.2239764564,3.453738585,25.15481363,0.1067265164,2.141179013,103.7081509,0.2201384302,1.378381686
191,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,7649.831593,14100.35596,572.118977,2792.130803,0.07432649573,0.1370004077,0.005558762723,0.02712861004,0.07450980693,0.1450980455,0.003921568859,0.02352941222,0.04778299852,0.04754447171,0.004423887507,0.01954408899,1,95188,1745.164,0.5425275514,0.04057478964,0.1980184621,0.08036550398,0.006010410734,0.02933280249,0.000005699537247,0.0000004262595038,0.000002080288084,40.53994886,0.5619090888,17.19838818,35.13779478,0.3670066721,1.897037469,24.78886613,0.3133196442,2.107090186,5.480324276,0.03465524421,0.0727373456
193,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,5067.109949,12475.8369,360.45753,1768.21182,0.0610730637,0.1503692617,0.004344536809,0.02131197353,0.05098039284,0.1568627506,0.002614379162,0.0209150333,0.05209365758,0.06044626313,0.004302907499,0.01106583991,1,76483,1483.222,0.4061539108,0.02889245289,0.1417309182,0.0662514539,0.004712910451,0.02311901755,0.000005310381534,0.0000003777630701,0.000001853103542,26.85292816,0.3540248976,10.8914644,26.30530511,0.2613377193,1.357796942,20.43536518,0.2456816166,1.660729657,5.10613609,0.03071244473,0.06479383014
198,1,DAY4,Male,WT,BF33,-,Tg/WT,UV,nan,Z2,2432.870669,8620.116574,249.3254992,2184.060199,0.02164803101,0.07670302959,0.002218533935,0.01943407988,0.01960784383,0.07712418586,0.001307189581,0.01830065437,0.01637927523,0.0201754345,0.001491386521,0.009359366303,1,104030,2055.15,0.2822317596,0.02892368068,0.2533678264,0.02338624117,0.002396669222,0.02099452273,0.000002712984328,0.0000002780321126,0.000002435526544,12.89289199,0.2448761004,13.452921,18.27925904,0.2616201805,2.427290137,7.213522877,0.1249371434,1.508118866,2.608638776,0.0226042368,0.08515827076
5,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,14554.36511,10992.65126,265.844454,3409.973958,0.1391603651,0.1051053311,0.002541849886,0.03260418559,0.1372549087,0.1058823541,0.001307189581,0.03137255087,0.08865282409,0.03247906007,0.002625078021,0.01494125531,1,97541,1597.63,1.324008627,0.02418383405,0.3102048701,0.1492127937,0.002725463692,0.034959391,0.00001357386768,0.0000002479350638,0.000003180251075,77.13022306,0.2611002622,21.00405029,85.7518541,0.2187473683,2.97179493,46.02492094,0.1420770313,2.511270096,13.05179584,0.02015732226,0.11119759
12,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,10210.31008,7373.696935,120.9790891,2771.626224,0.1485006412,0.1072444141,0.001759542281,0.04031104521,0.1333333403,0.1111111119,0.001307189581,0.0339869298,0.0926440942,0.03575477654,0.001281319075,0.02322631333,1,62278,1491.936,1.384693482,0.01640684315,0.3758801384,0.1639473021,0.001942565417,0.04450409814,0.00002223407113,0.000000263445248,0.000006035520383,54.10909293,0.1188201274,17.07208832,89.68222033,0.1484030098,3.600970832,50.56980325,0.1012649438,3.196903825,21.37891455,0.02141831284,0.2110321812
12,2,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,3459.592248,2677.924257,104.2405271,700.6797598,0.1328823602,0.1028586233,0.00400386123,0.0269129925,0.08627451211,0.1019607857,0.002614379162,0.02614379115,0.1187742291,0.04071754806,0.002988655112,0.01092685974,2,22670,775.474,1.291893241,0.03892586837,0.2616503279,0.1526066276,0.004598170583,0.03090779708,0.00005698690964,0.000001717065213,0.00001154169951,18.33395822,0.1023802775,4.315901849,83.67184206,0.3520918663,2.506637363,47.07175436,0.2397002858,2.220228222,54.79510542,0.1395987978,0.4035559269
13,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,7556.925695,5650.180544,90.91372852,1841.417048,0.1404502499,0.1050121837,0.001689689221,0.03422390201,0.1137254909,0.1058823541,0.001307189581,0.03137255087,0.1048664829,0.0360685873,0.001215962799,0.01645889394,1,48422,1245.434,1.337466234,0.01609041124,0.3259041076,0.1560638903,0.001877529398,0.03802852108,0.00002762104486,0.0000003322954698,0.000006730496625,40.0475981,0.0892913055,11.34237878,86.62346077,0.1455408231,3.122195258,48.13815246,0.09787464934,2.73173774,26.55869698,0.02701589185,0.2353320498
19,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,2292.75693,4186.749127,74.02222476,1069.461471,0.05582966688,0.1019492324,0.001802474609,0.02604186989,0.04705882445,0.1019607857,0.001307189581,0.0209150333,0.04223288506,0.0344279282,0.001700854024,0.02313817084,1,36899,930.276,0.5476222387,0.01768011947,0.2554395876,0.06213601805,0.002006076716,0.02898348114,0.00001484111327,0.000000479149014,0.000006922669656,12.15036534,0.07270124317,6.587446939,35.46776157,0.1599200357,2.447137825,19.16595251,0.1045757554,2.081997065,14.27030122,0.03895520439,0.2420513866
20,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,1712.749069,1078.385649,54.64183209,367.213083,0.1299407533,0.08181364458,0.004145499742,0.02785927342,0.07450980693,0.08366013318,0.002614379162,0.02614379115,0.1496934137,0.03721932885,0.004449645595,0.01492826351,1,10454,651.602,1.588252839,0.05067002898,0.3405211144,0.1638367198,0.005226882733,0.03512656237,0.0001519277634,0.000004846951308,0.00003257328433,9.076638983,0.05366670801,2.261882981,102.8661165,0.4583200276,3.262227703,50.53569396,0.2724747294,2.52327867,146.0843879,0.394061082,1.138926025
22,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,12512.57288,7940.608055,113.3058859,2798.860213,0.1608878888,0.1021011168,0.001456898189,0.03598801899,0.1529411823,0.1019607857,0.001307189581,0.03137255087,0.09624569852,0.03491508851,0.00128288545,0.01820559648,1,71275,1492.496,1.575770117,0.01426916996,0.3524742934,0.1755534603,0.001589700259,0.03926847019,0.00002210831452,0.0000002001988069,0.000004945272443,66.30983422,0.1112838582,17.2398386,102.0576501,0.1290673501,3.376740402,54.149741,0.08287026318,2.820808145,21.25799473,0.01627632576,0.1729116239
25,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,5391.090332,4118.337371,179.6013144,980.8653894,0.1660431912,0.1268429645,0.005531640827,0.03021021897,0.1058823541,0.1346405298,0.003921568859,0.02875817008,0.1476659429,0.05093493226,0.003933119258,0.01472223216,1,28739,819.028,1.309045337,0.04361015094,0.2381702374,0.1875879582,0.006249393311,0.0341301155,0.00004554943934,0.000001517455407,0.000008287352985,28.56984806,0.1763961955,6.041731175,84.78272909,0.3944620911,2.281695654,57.86180081,0.3257776839,2.451699986,43.79753782,0.1233703583,0.2897675869
30,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,14387.45137,9469.533571,182.7686337,3395.278531,0.1457577032,0.0959348135,0.001851609127,0.0343971971,0.1450980455,0.09542483836,0.001307189581,0.03137255087,0.06774902346,0.02931306578,0.001476281516,0.01774504822,1,91581,1627.808,1.51934108,0.01930070075,0.3585475996,0.1571008328,0.001995704717,0.03707404954,0.0000165901342,0.0000002107500546,0.000003915087186,76.24567097,0.1795069917,20.91353245,98.40291972,0.1745785009,3.434923307,48.45799901,0.1040350684,2.663174308,15.95205212,0.01713415078,0.1368911603
31,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,8262.274741,7597.717816,225.7411854,1589.728154,0.1055652413,0.09707434571,0.00288424477,0.020311602,0.1098039225,0.1006535962,0.002614379162,0.01830065437,0.07103804573,0.02534657053,0.001947833903,0.009808818362,1,73304,1226.606,1.087467966,0.02971170961,0.2092375885,0.1127124678,0.0030795207,0.0216867859,0.00001483504265,0.0000004053218052,0.000002854381596,43.7855646,0.2217126663,9.792077741,70.4318631,0.2687480517,2.004517867,34.76633801,0.1605338425,1.557846843,14.26446408,0.03295299229,0.0998035523
31,2,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,13067.65918,8673.095643,208.1045823,2800.298123,0.1313702266,0.08719132664,0.002092092069,0.02815162179,0.1294117719,0.08758170158,0.001307189581,0.02614379115,0.0778978982,0.02579360115,0.002044840399,0.01586556141,2,91890,1878.756,1.506689159,0.02399426812,0.3228718139,0.1422098072,0.00226471414,0.03047445993,0.00001639666078,0.0000002611194703,0.000003513677374,69.25148985,0.2043908015,17.24869554,97.58349478,0.2170327085,3.093145569,43.86483874,0.1180583923,2.189099916,15.76601998,0.02122922523,0.1228558522
33,1,DAY4,Male,BELMO,BF34,+,Tg/WT,UV,1,Z3,12163.83954,7607.513913,123.9660169,3220.836695,0.1417845641,0.08867496489,0.001444976943,0.03754282728,0.1372549087,0.08888889104,0.001307189581,0.03137255087,0.07579902298,0.02533711803,0.0009754262413,0.02141685053,1,79318,1629.986,1.598924389,0.01629520739,0.423375722,0.1533553486,0.001562898925,0.04060663021,0.00002015840527,0.000000205441481,0.000005337700421,64.46173706,0.1217537513,19.83904181,103.5572791,0.1473932431,4.055983465,47.30269851,0.08147312332,2.916933425,19.38308199,0.01670255943,0.1866328819
