x,diff,lwr,upr,p adj
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,area,-4492.25956303417,-43680.8312430604,34696.3121169921,0.962622334841317
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,area,3146.55493926559,-36042.0167407607,42335.1266192918,0.986241971854011
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,area,12051.3867965368,-27137.1848834895,51239.958476563,0.632067599928781
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,area,7638.81450229976,-31549.7571777265,46827.386182326,0.854577806358661
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,area,16543.646359571,-22644.9253204553,55732.2180395972,0.420600156197169
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,area,8904.8318572712,-30283.7398227551,48093.4035372975,0.794945395535225
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,perimeter,-47.9203424874461,-399.264350237772,303.42366526288,0.940359771558878
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,perimeter,52.9578692267305,-298.386138523596,404.301876977057,0.922641630407567
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,perimeter,171.932727396413,-179.411280353913,523.27673514674,0.324370941567968
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,perimeter,100.878211714177,-250.46579603615,452.222219464503,0.673838197962264
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,perimeter,219.853069883859,-131.490937866467,571.197077634186,0.189987569077693
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,perimeter,118.974858169683,-232.369149580643,470.318865920009,0.569893935258585
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,casp,0.292440151190892,-1.5732735675938,2.15815386997559,0.914521365946692
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,casp,0.557572961800083,-1.30814075698461,2.42328668058478,0.649762450586967
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,casp,0.867545441953924,-0.998168276830772,2.73325916073862,0.356722840888994
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,casp,0.265132810609191,-1.6005809081755,2.13084652939389,0.933578232242608
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,casp,0.575105290763032,-1.29060842802166,2.44081900954773,0.630590310527613
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,casp,0.309972480153841,-1.55574123863085,2.17568619893854,0.901063506332469
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,edu,0.476440874516142,-0.319860950603318,1.2727426996356,0.21141908542737
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,edu,-0.296595731712742,-1.0928975568322,0.499706093406717,0.505785688060961
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,edu,-0.161135441882753,-0.957437267002212,0.635166383236707,0.841458810430864
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,edu,-0.773036606228884,-1.56933843134834,0.0232652188905753,0.0549608386195103
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,edu,-0.637576316398894,-1.43387814151835,0.158725508720565,0.0985557154351041
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,edu,0.13546028982999,-0.66084153528947,0.931762114949449,0.895106369184953
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,tunel,-0.045200582266022,-0.201879144304419,0.111477979772375,0.671018417363539
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,tunel,-0.00368007063423431,-0.160358632672631,0.152998491404162,0.999633282386042
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,tunel,0.0167465192948887,-0.139932042743508,0.173425081333286,0.969169501984102
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,tunel,0.0415205116317877,-0.115158050406609,0.198199073670185,0.719284657450977
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,tunel,0.0619471015609108,-0.094731460477486,0.218625663599308,0.465077497805006
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,tunel,0.0204265899291231,-0.136251972109274,0.17710515196752,0.947085399295585
"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,count,-24.5,-144.348489154431,95.3484891544311,0.837733376448595
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,count,15,-104.848489154431,134.848489154431,0.952563243140748
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:NOUV,count,7.50000000000003,-112.348489154431,127.348489154431,0.993310385855984
"Villin-CRE BELMO"^{
    WT/WT
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,count,39.5,-80.3484891544311,159.348489154431,0.587710917397092
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/Tg
}:NOUV,count,32,-87.8484891544311,151.848489154431,0.715188920937194
"Villin-CRE BELMO"^{
    WT/Tg
}:UV-"Villin-CRE BELMO"^{
    WT/WT
}:UV,count,-7.50000000000001,-127.348489154431,112.348489154431,0.993310385855984
