"","label","area","perimeter","casp","edu","tunel","count"
"1","genotype",0.762089080498095,0.591704138268582,0.405273789407917,0.091427990416482,0.672609459687397,0.485008234578052
"2","treatment",0.22162767015614,0.089103520972448,0.155458583703414,0.0278648965825808,0.344692416439997,0.322077786230815
"3","interaction",0.380798917882075,0.2433096570263,0.979715686451551,0.285217930369927,0.294370412262305,0.703960130360621
